Gene = Insc
Position 2564: 0.05276971943622355
Position 14004: 0.046832421004887125
Position 8572: 0.04601658123470707
Position 1928: 0.04545836360281737
Position 4033: 0.04488904295913719
Position 11488: 0.04003791918198446
Position 11072: 0.034686108465268234
Position 3361: 0.031811543437344374
Position 7316: 0.030558754151950678
Position 6221: 0.029635417471735558
Position 3216: 0.027568770347853176
Position 6015: 0.02551665959441765
Position 1719: 0.01749898040872544
Position 677: 0.017177841609234377
Position 5767: 0.016911997317334705
Position 1335: 0.01596163158378779
Position 700: 0.015824313428946104
Position 11944: 0.01367078350433014
Position 12609: 0.012942664254311174
Position 12393: 0.012676572338947265
Position 8111: 0.01213853699159306
Position 2303: 0.011952042524303867
Position 14621: 0.010767734859190043
Position 5458: 0.010025244258351315
Position 3198: 0.00861722015897133
Position 7469: 0.0074811477911149475
Position 8731: 0.00687951639229872
Position 5809: 0.006655978621634085
Position 1510: 0.006618758004007524
Position 5372: 0.006495687426962064
Position 2608: 0.005944095557981596
Position 5610: 0.005058167013898101
Position 5109: 0.004897753709991969
Position 3169: 0.004763191036296767
Position 2452: 0.004761168935438775
Position 4088: 0.004319102693999319
Position 161: 0.004289359777332349
Position 3131: 0.0036093512171422107
Position 7012: 0.003335651719337932
Position 2153: 0.0032687367902695607
Position 3678: 0.003181412013051123
Position 11582: 0.0030480012584319276
Position 6931: 0.003044112429030652
Position 485: 0.002678066420023387
Position 1446: 0.002656354752525865
Position 9373: 0.0022807819581942773
Position 644: 0.0022513905529006704
Position 10496: 0.001968118763197739
Position 515: 0.0019092703471990128
Position 2359: 0.0018832753372578753
Position 3386: 0.0018598346215610328
Position 1208: 0.0018091122141337596
Position 3410: 0.0017093912508483835
Position 541: 0.0016636995568386735
Position 2701: 0.0015874927188653581
Position 3092: 0.0015159997833056231
Position 7357: 0.0012882874123490398
Position 2757: 0.0012293731665508696
Position 6159: 0.0010290682387295506
Position 5423: 0.0010197164173600627
Position 1144: 0.0010123754446173
Position 2373: 0.0010099032927040781
Position 6799: 0.0009293009142928957
Position 6068: 0.0009199971058339635
Position 1589: 0.0009113898889263022
Position 4298: 0.0008365184257599003
Position 494: 0.0008211799666047925
Position 3921: 0.0008084256099279555
Position 778: 0.0007968248627201872
Position 1037: 0.0006950376167063749
Position 505: 0.0006814990381170914
Position 2502: 0.0005676643349076175
Position 347: 0.0005566677342701467
Position 1967: 0.00046383318320339324
Position 2635: 0.00043788510956182196
Position 2056: 0.00038682560030835276
Position 332: 0.0003468215373256807
Position 3898: 0.0003107141559570911
Position 6182: 0.0002933106785896363
Position 1679: 0.0002897679400047507
Position 6422: 0.0002642305774422671
Position 6330: 0.0002636773887618379
Position 1273: 0.00023542122300060416
Position 2873: 0.0002219584636787322
Position 5615: 0.00022045494277836278
Position 284: 0.00018325865927684685
Position 1489: 0.0001827660292213201
Position 239: 0.00015514769714778856
Position 4657: 0.00013355831997589147
Position 4186: 0.00013266250857940404
Position 2079: 0.00012267532310228097
Position 329: 0.00012051692260847829
Position 2473: 0.00010320762241510236
Position 3957: 0.00010049570866975083
Position 810: 9.942466690427569e-05
Position 1471: 9.649646065276319e-05
Position 1820: 9.503157140667448e-05
Position 1176: 6.624431423724133e-05
Position 2638: 6.291343145831784e-05
Position 877: 6.273752078607668e-05
Position 411: 6.113312287353485e-05
Position 548: 6.04749235200441e-05
Position 2454: 5.6435407662343475e-05
Position 366: 5.5233023338913516e-05
Position 1743: 5.197896195783414e-05
Position 2641: 4.5557262780523034e-05
Position 950: 4.1416718559716677e-05
Position 1516: 4.057381308272019e-05
Position 1399: 3.964648435916521e-05
Position 1749: 3.847894880680299e-05
Position 1241: 3.785980126197882e-05
Position 2189: 3.747528386928633e-05
Position 1752: 3.734197583205863e-05
Position 135: 2.3201537486042195e-05
Position 123: 2.0953677453538384e-05
Position 176: 1.8386937700039537e-05
Position 1403: 1.3413096313106365e-05
Position 389: 1.0391712934910005e-05
Position 353: 8.648044589025866e-06
Position 1433: 7.500481978341529e-06
Position 1548: 4.7740080790285955e-06
Position 128: 4.076908948769783e-06
Position 531: 3.7985953493530915e-06
Position 521: 3.6842629555531883e-06
Position 369: 3.3276757800978824e-06
Position 373: 2.923703309644541e-06
Position 1170: 1.478590126309522e-06
Position 1540: 1.0221869582568253e-06
Position 379: 9.951909715710884e-07
Position 265: 9.2591014940743e-07
Position 1572: 8.769999023412123e-07
Position 355: 4.6433390712723765e-07
Position 241: 2.431010031274944e-07
Position 857: 2.369400954909497e-07
Position 170: 1.8895874255270232e-07
Position 566: 1.193307618665553e-07
Position 784: 1.0136916582222022e-07
Position 306: 9.496445859107035e-08
Position 562: 9.173175822515404e-08
Position 245: 8.613269040937969e-08
Position 252: 8.329096577785696e-08
Position 385: 5.286709148556294e-08
Position 686: 5.068539212498679e-08
Position 744: 5.011324942215731e-08
Position 299: 4.1151548223728955e-08
Position 573: 3.0300085220268804e-08
Position 560: 2.8951100954568595e-08
Position 186: 8.03470995279482e-09
Position 249: 1.1920245912265146e-09
Position 105: 7.903121977279482e-10
Position 254: 6.318974485305278e-10
Position 812: 1.5661347545112586e-10
Position 720: 1.5228330701227677e-10
Position 733: 1.5123648297691226e-10
Position 814: 1.0355054011822724e-10
Position 102: 2.782204902376826e-11
Position 363: 1.0804599662855225e-11
