Gene = Rec114
Position 1280: 1.1468140345661458e-05
Position 819: 8.655108082556447e-06
Position 1131: 8.077268689594839e-06
Position 603: 7.683380927014088e-06
Position 76: 6.746810227311998e-06
Position 719: 5.330952084428213e-06
Position 525: 4.367267377946003e-06
Position 426: 4.305549459371498e-06
Position 329: 3.809126594827488e-06
Position 237: 3.5229358091536094e-06
Position 902: 2.83651729336236e-06
Position 993: 2.655362330141578e-06
Position 1174: 2.4330804746300123e-06
Position 475: 2.2858664436923664e-06
Position 658: 2.259390508974105e-06
Position 259: 2.196750248169474e-06
Position 3537: 1.8761870953873844e-06
Position 490: 1.8750190877960866e-06
Position 965: 1.7514460124924695e-06
Position 685: 1.5729389319507306e-06
Position 1085: 1.5562915479631865e-06
Position 583: 1.3291288590320126e-06
Position 853: 1.296402509767212e-06
Position 799: 9.265734634012466e-07
Position 480: 8.635172533162044e-07
Position 35: 8.560580930052429e-07
Position 73: 7.917554065846119e-07
Position 326: 6.135701434457635e-07
Position 1124: 5.760806271081413e-07
Position 302: 5.707161678643765e-07
Position 812: 4.202714359995347e-07
Position 300: 3.6537576816838783e-07
Position 751: 3.4696603297118584e-07
Position 738: 3.0666762479031016e-07
Position 1126: 2.681195093193299e-07
Position 740: 2.2679554349456665e-07
Position 1002: 1.6202031908000505e-07
Position 545: 1.4333814860494986e-07
Position 753: 1.05764432848544e-07
Position 995: 8.597412696098841e-08
Position 495: 7.879523657859817e-08
Position 1234: 4.3864744888953164e-08
Position 19: 1.6611445593283428e-08
Position 341: 1.1364674324552276e-08
Position 567: 8.929254356259419e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3410: 0.5669046561981151
Position 10323: 0.2065465000840538
Position 14064: 0.1906101141905163
Position 1217: 0.17160880463993977
Position 19461: 0.11520298411218058
Position 6263: 0.07829487255077945
Position 10010: 0.06946886563671344
Position 1397: 0.054664407767811986
Position 5032: 0.05393536331387022
Position 4168: 0.03621711496470795
Position 2483: 0.02502498305857927
Position 2423: 0.017390150973730634
Position 14654: 0.017143667430203256
Position 3445: 0.01592221520936481
Position 962: 0.0159005734573808
Position 928: 0.015201687621252508
Position 14212: 0.014108817763388518
Position 10244: 0.01336497999148069
Position 7285: 0.01326529271666399
Position 9138: 0.012854926245859342
Position 5745: 0.012714126605005972
Position 9663: 0.010969394747861167
Position 11124: 0.010149054958184588
Position 13197: 0.009866047840493296
Position 9865: 0.009541741219508054
Position 3681: 0.008512313026464421
Position 4846: 0.008498470603976516
Position 6340: 0.008274563233465614
Position 2527: 0.007652810791885494
Position 4874: 0.007598467827080022
Position 7975: 0.007183804228170439
Position 2918: 0.006938854515240495
Position 10517: 0.006753417708618877
Position 3902: 0.0067091226233455216
Position 10787: 0.006311516628636498
Position 4741: 0.0062987875518765776
Position 6476: 0.005542569466971765
Position 2861: 0.005441281841318464
Position 2497: 0.005333053556608524
Position 3662: 0.005279646170269626
Position 3848: 0.005231411722715452
Position 2876: 0.004973844473333317
Position 9580: 0.004875562542572981
Position 1438: 0.004156880567108523
Position 6941: 0.004151559961636485
Position 3645: 0.004025756666745947
Position 1400: 0.00385659804213892
Position 11473: 0.003741150846760918
Position 3938: 0.003544435102994037
Position 1503: 0.003419789345600832
Position 5548: 0.0033020868537400497
Position 4556: 0.0032864488565495726
Position 8840: 0.0032011736766442405
Position 362: 0.0031547294263518408
Position 1489: 0.003044050749613283
Position 7785: 0.003010421962719445
Position 5668: 0.0029449664511424422
Position 6098: 0.002928723312433515
Position 1146: 0.0029028817482352524
Position 2197: 0.0027753895862521237
Position 2444: 0.002661130699498432
Position 4950: 0.0026394686780763657
Position 5003: 0.002525356993019981
Position 5050: 0.002507701304916199
Position 7413: 0.0024752021883745873
Position 5129: 0.0022717948450835354
Position 2450: 0.0019924924886336928
Position 420: 0.0019178126820087193
Position 1528: 0.0018435382764293514
Position 2460: 0.00179870481901734
Position 4573: 0.0017872445955487847
Position 5298: 0.001708493986237219
Position 862: 0.00165939539480451
Position 1417: 0.0016516558016082766
Position 1468: 0.0016319285778771818
Position 2662: 0.0016036433691257656
Position 4717: 0.0015922663906989185
Position 5147: 0.0015214383173209358
Position 9076: 0.001394175044186445
Position 7427: 0.0012831799290437406
Position 4480: 0.0010636026786289957
Position 2121: 0.0009907100875441188
Position 8653: 0.000987462329416596
Position 2573: 0.000986152161853632
Position 1372: 0.0009221708277088718
Position 2932: 0.0009093226242662023
Position 4299: 0.0008775180173855291
Position 4822: 0.0008389291490380252
Position 5430: 0.0008369210152328006
Position 3755: 0.0008192689837040989
Position 3450: 0.0007977685563699443
Position 4359: 0.0007951781663798888
Position 7010: 0.0007164863979603044
Position 4192: 0.0007080634039689816
Position 5855: 0.0006715495830176113
Position 7312: 0.000647318493885018
Position 5871: 0.0006272055777059529
Position 4512: 0.0006236657069603336
Position 1367: 0.0005648861068676124
Position 3976: 0.0005545964814811336
Position 637: 0.0005502624149114822
Position 4253: 0.0004983530293507851
Position 4745: 0.0004906466097096718
Position 5709: 0.00041369276171054827
Position 4444: 0.0004103533224243165
Position 5940: 0.0004058609477746452
Position 824: 0.000368452352214259
Position 3866: 0.00031555860565465774
Position 890: 0.00029924477842442984
Position 2344: 0.000292592603338502
Position 5443: 0.0002890882667245542
Position 3947: 0.00028336435441534574
Position 661: 0.0002824936486921022
Position 5257: 0.0002755968731988775
Position 1149: 0.0002537570430861386
Position 2401: 0.0002456359226213025
Position 2937: 0.00023866991904689282
Position 3598: 0.0002346451616084701
Position 2127: 0.00021399035290150902
Position 717: 0.000211764936187132
Position 4853: 0.00019333360935100245
Position 2235: 0.00018820913482741483
Position 4500: 0.0001688258632846888
Position 4211: 0.00015433564082029604
Position 368: 0.00014646432047031469
Position 1619: 0.00014326770983506956
Position 2382: 0.00013563258737341312
Position 3807: 0.0001329753385735171
Position 3482: 0.0001324326685356239
Position 747: 0.00012210941728507758
Position 2982: 0.00011419024695808707
Position 1299: 0.00010769187291855878
Position 567: 9.210879465543689e-05
Position 1833: 8.336290939997147e-05
Position 311: 8.322516323877818e-05
Position 1452: 7.91697854124782e-05
Position 1377: 7.675140050970647e-05
Position 901: 7.585745695466854e-05
Position 1424: 7.367984127609917e-05
Position 1483: 7.248259735789458e-05
Position 2058: 6.86794578049755e-05
Position 1379: 6.333185853548849e-05
Position 613: 5.5929500206731354e-05
Position 3244: 4.5591428014427785e-05
Position 973: 4.2919349485268436e-05
Position 1647: 4.249107502352852e-05
Position 1035: 4.24355553079425e-05
Position 982: 4.175299853902774e-05
Position 2757: 3.822258130641504e-05
Position 1072: 3.7598929151638985e-05
Position 426: 3.458846580491063e-05
Position 1544: 3.436785386968181e-05
Position 2635: 3.3381975144896456e-05
Position 292: 3.174570075471879e-05
Position 791: 3.094196235070315e-05
Position 1851: 3.0715824643407935e-05
Position 1409: 2.856508570549888e-05
Position 1081: 2.2806459686461813e-05
Position 538: 2.2739058726789338e-05
Position 1168: 1.9462647853541095e-05
Position 1287: 1.6960762211072497e-05
Position 1331: 1.4470743358039939e-05
Position 1032: 1.084345749073052e-05
Position 992: 1.0438654323781322e-05
Position 3363: 1.0266342823191675e-05
Position 253: 8.97724769836284e-06
Position 766: 8.717224439607835e-06
Position 1115: 7.604515348126678e-06
Position 245: 6.355104505082549e-06
Position 3692: 6.045089484166099e-06
Position 1227: 5.312041132862848e-06
Position 1008: 5.287285396253942e-06
Position 1234: 4.8447717904439165e-06
Position 461: 4.190150424336482e-06
Position 457: 2.751408242563133e-06
Position 778: 2.664711064084296e-06
Position 1044: 2.5518851754876883e-06
Position 892: 2.0980546475605353e-06
Position 1156: 2.004787057062097e-06
Position 1582: 1.4264792592577065e-06
Position 1508: 1.4225329282842898e-06
Position 1022: 1.212718676003823e-06
Position 1173: 1.1960512288079358e-06
Position 439: 1.1806207501413137e-06
Position 1240: 1.1101453545803814e-06
Position 431: 1.099139893730088e-06
Position 1445: 1.031715319529188e-06
Position 831: 9.282308449306662e-07
Position 2245: 8.621380346285827e-07
Position 594: 8.302507579647442e-07
Position 1229: 8.147522781828313e-07
Position 441: 7.030116861170319e-07
Position 314: 6.482974869024617e-07
Position 242: 6.360718445986842e-07
Position 1119: 5.87697089414651e-07
Position 666: 5.071794224127659e-07
Position 598: 3.903189310850295e-07
Position 1260: 3.7339940628637963e-07
Position 1257: 3.2901176682488495e-07
Position 265: 2.609859145186032e-07
Position 273: 2.404289290161206e-07
Position 317: 1.7804462455006054e-07
Position 678: 1.4803987486459622e-07
Position 172: 1.4612895820305688e-07
Position 1050: 1.3617454768856178e-07
Position 1253: 1.1751871922730691e-07
Position 320: 1.0649536685587984e-07
Position 217: 8.294423986437049e-08
Position 984: 6.218303123039314e-08
Position 135: 6.125293773138787e-08
Position 525: 5.768693698939282e-08
Position 468: 4.536775533819167e-08
Position 231: 4.3316485290779934e-08
Position 326: 3.4590414339753194e-08
Position 1365: 3.2946483963108954e-08
Position 152: 3.264817205673327e-08
Position 1443: 3.032597084468284e-08
Position 85: 1.2431099172257041e-08
Position 1162: 1.9368973700230335e-09
Position 540: 1.6306456485778656e-09
Position 222: 1.2864611625066475e-09
Position 583: 1.2532164929203206e-09
Position 685: 9.972641644955234e-10
Position 576: 8.58153677600513e-10
Position 1046: 8.292872386059124e-10
Position 209: 6.758596016968393e-10
Position 308: 5.96875376363017e-10
Position 193: 5.467384680675891e-10
Position 189: 3.4448493462473793e-10
Position 225: 2.894124934155447e-10
Position 177: 2.536158819856638e-10
Position 184: 2.0472866732125317e-12
Position 202: 1.93271046863248e-12
Position 143: 2.436142915093882e-13
