Gene = Rita1
Position 1152: 1.2036912518292547e-06
Position 1105: 1.1517988949641644e-06
Position 443: 1.1470401737629231e-06
Position 2151: 1.1401494785631492e-06
Position 386: 8.913461870814605e-07
Position 453: 7.847608581575666e-07
Position 219: 6.166363300163869e-07
Position 410: 2.8727983024601387e-07
Position 451: 4.957528813809867e-08
Position 377: 3.2822283862694615e-08
Position 518: 4.48037967120247e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.535863591969387
Position 2445: 0.4477039215942144
Position 1083: 0.22254444087074501
Position 3333: 0.17390021195379365
Position 2626: 0.1665382314324223
Position 514: 0.10575705521827183
Position 2935: 0.0762737064768112
Position 549: 0.07368339217645774
Position 530: 0.06284189773224244
Position 1060: 0.04675051356173785
Position 3038: 0.042552382728851736
Position 1293: 0.02641677900163656
Position 3344: 0.025651688125025832
Position 1031: 0.023685206240315674
Position 3066: 0.021380753194662556
Position 963: 0.017151118624469296
Position 518: 0.016868161058532862
Position 1568: 0.01563670066878742
Position 1456: 0.01435787400894083
Position 1166: 0.013295691399803392
Position 1779: 0.013212573230492037
Position 1036: 0.012253204113296761
Position 1413: 0.011079151848781017
Position 3150: 0.010667509376775165
Position 1100: 0.009911736032934782
Position 3406: 0.009526757531605732
Position 2897: 0.009394109438994276
Position 3206: 0.009296770833990525
Position 2745: 0.008326531895764778
Position 2755: 0.008175981571732284
Position 1803: 0.007840370848933366
Position 2779: 0.007134128265808722
Position 410: 0.007014515072723188
Position 1699: 0.006248187644540959
Position 767: 0.0059567566323117304
Position 3197: 0.0055136845290761445
Position 556: 0.004808413335522737
Position 3098: 0.0047453010571955195
Position 3003: 0.004013354168314983
Position 938: 0.0036955120319366115
Position 2448: 0.0036791826290501475
Position 184: 0.003489151495353279
Position 3104: 0.003293098953195184
Position 986: 0.0027272568813653036
Position 2821: 0.0026316412579137872
Position 1114: 0.0024042191614719374
Position 980: 0.002379955761987018
Position 441: 0.002250989186694936
Position 1924: 0.002067156732048987
Position 1296: 0.0020371885627043507
Position 1241: 0.0019376552541364926
Position 935: 0.0018862602605176785
Position 2608: 0.0018666409124633895
Position 1341: 0.001801970233836153
Position 3181: 0.0017905089390669582
Position 1105: 0.0017588022672673847
Position 3048: 0.0017489298952625527
Position 302: 0.001686184792273162
Position 3299: 0.0016773606759582242
Position 2966: 0.0016216799292491713
Position 914: 0.0015452401760528188
Position 971: 0.0014616416858187018
Position 808: 0.0014560404068459565
Position 2001: 0.0012958131831603149
Position 2332: 0.0012340362907052786
Position 2956: 0.0011419629560521186
Position 2949: 0.0011016949356939866
Position 3154: 0.0010841389850418095
Position 2530: 0.0010757105900326492
Position 2677: 0.0010080218562431675
Position 1859: 0.0009298823715576113
Position 1502: 0.0009228166006665464
Position 568: 0.000906183098845544
Position 1125: 0.0008960471437355133
Position 263: 0.0008791152635757266
Position 1102: 0.0008301963571319853
Position 137: 0.0008120739356913331
Position 114: 0.0007208341969186648
Position 2899: 0.000692232178768572
Position 1313: 0.0006247456525050171
Position 1390: 0.0005476469250796177
Position 1040: 0.0005418521125058434
Position 1140: 0.00047578304007822077
Position 830: 0.000472433794492772
Position 2783: 0.00046241672303804534
Position 1928: 0.0004535227172065533
Position 863: 0.0004490511394667889
Position 2808: 0.0004412864725546453
Position 3389: 0.0004078754935096714
Position 1881: 0.0003942460135261616
Position 3367: 0.0003713241784466982
Position 1344: 0.0003616626284207217
Position 130: 0.0003396750971119749
Position 1172: 0.00032360480304334576
Position 2208: 0.00031758870731310793
Position 2227: 0.0002751307102752495
Position 2072: 0.0002673177148861264
Position 2451: 0.00026410547775961176
Position 1511: 0.00025902800753716204
Position 1419: 0.00025545444925249177
Position 3017: 0.00023194352262191045
Position 2503: 0.00022227788094857174
Position 373: 0.00021826060748092257
Position 653: 0.0001882495644764846
Position 2183: 0.00017781162962142487
Position 2201: 0.0001697981340114668
Position 885: 0.00014315682976864637
Position 1466: 0.00013680872722914814
Position 3377: 0.00013556428359841647
Position 2864: 0.00012614145315492355
Position 1603: 0.0001243640674642917
Position 1017: 0.0001223055826518456
Position 3318: 0.00011309752251409274
Position 993: 0.00011300258895624438
Position 2511: 0.00010743194616764141
Position 2398: 0.00010450010027361441
Position 1193: 0.00010319348727778
Position 429: 0.00010270865829881694
Position 3261: 9.999123836780995e-05
Position 1142: 9.474372245088313e-05
Position 2584: 8.657460246285101e-05
Position 2563: 8.577127415918204e-05
Position 2534: 8.26999539268782e-05
Position 2761: 8.010137603889011e-05
Position 2403: 7.967331266811184e-05
Position 643: 7.259791487207153e-05
Position 2574: 6.858058058380668e-05
Position 2338: 6.283606991043454e-05
Position 2268: 6.0970972596219715e-05
Position 1904: 5.97587253787109e-05
Position 585: 5.9700299094846364e-05
Position 116: 5.3430996542534604e-05
Position 877: 4.414687846565651e-05
Position 588: 4.191524138178644e-05
Position 633: 4.0212560131980567e-05
Position 871: 3.167777684585275e-05
Position 232: 2.9533339113735248e-05
Position 276: 2.9132823097351834e-05
Position 226: 2.4476506585152066e-05
Position 949: 1.5863942916168678e-05
Position 771: 1.5387166953991678e-05
Position 1144: 1.4267033678235082e-05
Position 110: 1.3724577062253294e-05
Position 92: 1.2659685898586899e-05
Position 315: 1.1011640915144277e-05
Position 140: 1.0582526439482198e-05
Position 193: 9.30021194045174e-06
Position 1365: 7.4831150538324765e-06
Position 319: 2.910036786568117e-06
Position 152: 2.7281485479467577e-06
Position 582: 2.5773430812951603e-06
Position 146: 2.193335911152112e-06
Position 160: 1.9237349173882696e-06
Position 609: 1.761907433363056e-06
Position 695: 1.4001584343357308e-06
Position 735: 1.390555545848246e-06
Position 732: 1.0427292395956446e-06
Position 777: 9.387197924126246e-07
Position 1491: 3.6716771485610456e-07
Position 1519: 3.6601822547055413e-07
Position 753: 2.9548306118293734e-07
Position 1309: 2.9170798998465263e-07
Position 1353: 2.7808722993719953e-07
Position 1350: 2.620615734330911e-07
Position 714: 2.143782560026e-07
Position 335: 1.9101990956334323e-07
Position 1321: 1.6408849007767833e-07
Position 338: 1.1677857728114984e-07
Position 1197: 1.1128486919409564e-07
Position 1046: 1.1061841813944028e-07
Position 647: 1.0280186234848099e-07
Position 594: 9.792880841823961e-08
Position 998: 6.075249523433919e-08
Position 699: 2.1257093681861644e-10
Position 346: 9.549249188171422e-11
