Gene = Alkal1
Position 3268: 0.0011302980760768892
Position 8356: 0.0011290249630220527
Position 1468: 0.0010635335727719735
Position 3550: 0.0010210273222248985
Position 763: 0.0009846911149543796
Position 3289: 0.0009117733960557333
Position 4396: 0.0008926599602479848
Position 3598: 0.0008470132975429247
Position 7038: 0.0007936569264329208
Position 7142: 0.0007904598232297316
Position 7278: 0.0007611410796664706
Position 7656: 0.0007463347193046356
Position 1276: 0.0007446301906578797
Position 1496: 0.0007133230021555658
Position 2754: 0.0007113558684161541
Position 1617: 0.0006129361368570844
Position 6996: 0.0006034658363429544
Position 541: 0.0005720750997082854
Position 4597: 0.0005605281664352265
Position 6231: 0.0005273881288894427
Position 3997: 0.00048805110409843845
Position 4029: 0.0004879202262971969
Position 5792: 0.00048062291226382703
Position 2828: 0.00045474117218429714
Position 576: 0.0004270997628711623
Position 5661: 0.00042050343210466685
Position 1978: 0.00039862364289530835
Position 4374: 0.00039342766226192923
Position 3684: 0.0003822783036687887
Position 5827: 0.0003482868746024424
Position 1606: 0.0003349724126998148
Position 3458: 0.00032396705215784384
Position 2109: 0.0003038311700387417
Position 822: 0.0002691624689816884
Position 437: 0.00024801003961581617
Position 698: 0.00022733205690685844
Position 1546: 0.00022672449960084174
Position 1583: 0.0002015159917331041
Position 410: 0.00018335498521534845
Position 2114: 0.00017525101172208667
Position 1262: 0.00015704264991356692
Position 3346: 0.00014808867160835668
Position 3150: 0.00012128933986472992
Position 1249: 0.00011366914188965801
Position 2449: 0.00010831396139546515
Position 1183: 0.00010734571598164959
Position 511: 0.00010338934434313283
Position 4583: 0.00010255600361904353
Position 1847: 9.726031317349945e-05
Position 728: 8.46227187250953e-05
Position 4007: 8.341176692130265e-05
Position 2393: 8.178980454812899e-05
Position 3200: 8.09501448472286e-05
Position 3462: 7.579831032608556e-05
Position 1657: 6.358918547509874e-05
Position 1855: 5.989113158014711e-05
Position 2375: 5.8409705315829304e-05
Position 1501: 4.522612557338192e-05
Position 1473: 4.316350338255658e-05
Position 1967: 2.1784195040168583e-05
Position 1136: 1.8351026366305922e-05
Position 645: 1.788807911645545e-05
Position 260: 1.6267721021786617e-05
Position 714: 1.4719351194046887e-05
Position 447: 1.3401936647592607e-05
Position 830: 1.3083295549265725e-05
Position 1289: 1.0938645296199082e-05
Position 854: 9.838862777393889e-06
Position 3004: 8.845779235220313e-06
Position 837: 8.629965765797727e-06
Position 2160: 6.2135371498794056e-06
Position 3492: 5.938151263775042e-06
Position 2424: 4.32283202015178e-06
Position 1295: 4.054507472790794e-06
Position 647: 2.630011761074455e-06
Position 1794: 2.583945641805595e-06
Position 190: 2.3731373954699644e-06
Position 1014: 2.0499350651444294e-06
Position 890: 1.848918901041443e-06
Position 2120: 1.660915086978031e-06
Position 374: 1.2880692357934658e-06
Position 1877: 9.226131689796785e-07
Position 1319: 6.890036035503826e-07
Position 1341: 4.417912648853492e-07
Position 1021: 4.057474506593628e-07
Position 3397: 3.7527771262185805e-07
Position 279: 3.655319759468946e-07
Position 234: 3.462177476005971e-07
Position 3564: 2.426206042429049e-07
Position 81: 2.0491406450451535e-07
Position 95: 1.9044858218389756e-07
Position 1624: 1.4819109237861975e-07
Position 334: 7.832009208241512e-08
Position 2831: 7.025941494754671e-08
Position 2904: 6.4302469330012e-08
Position 202: 6.031756012548121e-08
Position 207: 5.052657425433784e-08
Position 841: 4.990433257863174e-08
Position 967: 4.792707214062846e-08
Position 1085: 4.351787204817072e-08
Position 876: 4.105929713403838e-08
Position 908: 3.6258045692785916e-08
Position 913: 3.5701269385020315e-08
Position 859: 3.377344693232677e-08
Position 861: 3.143775784984047e-08
Position 921: 3.1185718985474555e-08
Position 1322: 3.033693274999243e-08
Position 951: 2.740166143835376e-08
Position 892: 2.604192993619221e-08
Position 388: 2.380659550108247e-08
Position 360: 2.078635942664819e-08
Position 833: 1.5914443303011454e-08
Position 351: 1.573826488097175e-08
Position 215: 1.5681946089051426e-08
Position 395: 1.4939683916995088e-08
Position 1083: 1.4837125716270867e-08
Position 1092: 1.3017557490193473e-08
Position 1025: 1.1274544587232347e-08
Position 127: 1.112535929978652e-08
Position 204: 7.285901167056426e-09
Position 229: 6.878357351903418e-09
Position 2456: 6.2954325216234285e-09
Position 385: 5.835336334504967e-09
Position 393: 4.909469895429843e-09
Position 281: 3.6818870871087834e-09
Position 390: 3.5063272689313954e-09
Position 930: 3.459277234443931e-09
Position 936: 3.2233601018601133e-09
Position 296: 2.3910795476563957e-09
Position 241: 1.6800032428959779e-09
Position 239: 1.5667165994874414e-09
Position 109: 1.4331620699923421e-09
Position 132: 1.1400167318996336e-09
Position 847: 6.482689083772561e-10
Position 867: 5.734504885897616e-10
Position 291: 2.1264967995287338e-10
Position 924: 4.077643408469705e-11
Position 301: 9.761866296669807e-12
