Gene = Sh3bp2
Position 847: 5.961039358164213e-05
Position 6279: 5.461468201046596e-05
Position 901: 4.5597434990278685e-05
Position 144: 4.240325333952324e-05
Position 33: 4.1273378586216605e-05
Position 1738: 4.116953702543645e-05
Position 110: 3.809236462613501e-05
Position 84: 3.691914388940758e-05
Position 236: 3.621824149023265e-05
Position 768: 3.527059861324609e-05
Position 2170: 3.17975810371323e-05
Position 105: 3.140590063807753e-05
Position 301: 3.0537174199823995e-05
Position 1217: 2.9422085409913612e-05
Position 263: 2.921308635769678e-05
Position 2211: 2.515118201712392e-05
Position 2652: 2.3654931258440175e-05
Position 2314: 2.2938402849848196e-05
Position 1825: 1.923274502597283e-05
Position 935: 1.5855841993245613e-05
Position 2218: 1.5601222482995818e-05
Position 582: 1.3277175456980112e-05
Position 2027: 1.1772206530747482e-05
Position 1617: 1.1748442763608626e-05
Position 2454: 1.1541776962434183e-05
Position 2395: 1.1371985881056246e-05
Position 635: 1.0094540302733832e-05
Position 916: 9.938192495116247e-06
Position 2439: 9.669185082983163e-06
Position 2149: 9.176937330733447e-06
Position 2478: 8.316727803616222e-06
Position 1999: 8.179758577132618e-06
Position 2460: 8.065096478976582e-06
Position 456: 7.5477631085539074e-06
Position 166: 6.851418303966636e-06
Position 5244: 6.635686624456181e-06
Position 72: 6.078724897106514e-06
Position 108: 6.026203437071101e-06
Position 218: 5.075451934095938e-06
Position 530: 4.63363601625035e-06
Position 163: 4.08199193378929e-06
Position 213: 3.5737380449235502e-06
Position 394: 3.463332615379937e-06
Position 569: 2.3834388658212177e-06
Position 168: 2.0166622608839047e-06
Position 323: 1.3924643572180388e-06
Position 487: 1.2390212557501487e-06
Position 509: 1.2228113672139726e-06
Position 654: 1.2174332407166645e-06
Position 658: 8.931630529674741e-07
Position 287: 8.834549177456773e-07
Position 454: 8.371432267238578e-07
Position 418: 8.37000737949055e-07
Position 252: 8.058658813438255e-07
Position 550: 7.884872714182541e-07
Position 193: 2.843780114212284e-07
Position 245: 2.3069467451914615e-07
Position 87: 1.5964277138197762e-07
Position 247: 1.436684999795253e-07
Position 463: 1.1905630325779619e-07
Position 507: 1.1113238640629994e-07
Position 254: 6.465478604320274e-08
Position 745: 2.200032854050903e-08
Position 679: 3.6012329754302407e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4598: 0.8418684526641476
Position 13625: 0.4604419539653205
Position 11005: 0.4215727942123186
Position 6770: 0.41347816614454397
Position 16382: 0.3734324698148081
Position 10372: 0.36095230460317196
Position 2744: 0.2878196090628056
Position 3645: 0.17973679681763938
Position 3789: 0.14367114691190458
Position 4851: 0.13645481902023837
Position 16040: 0.09958328746669638
Position 4817: 0.0822769413628503
Position 6130: 0.07619839797421468
Position 3737: 0.07229229011297345
Position 14238: 0.06541879629905822
Position 11495: 0.06342796207880878
Position 6889: 0.0558348063908574
Position 5024: 0.05239782258965123
Position 697: 0.05133672488653467
Position 4611: 0.049723798055712164
Position 6734: 0.046286381078052746
Position 18380: 0.043651357784677595
Position 968: 0.041541518299417546
Position 11271: 0.03352274025332028
Position 743: 0.03234174687814441
Position 4792: 0.030377440314271892
Position 14909: 0.02819646421823799
Position 15547: 0.027362698058797222
Position 11446: 0.026466804006507895
Position 1381: 0.021751258815186005
Position 3689: 0.019609633360067394
Position 4635: 0.017648656286813617
Position 8356: 0.017575513436380762
Position 15932: 0.015681154680373764
Position 10433: 0.015139412713783659
Position 14265: 0.011646527648254431
Position 5809: 0.01127859633777612
Position 14600: 0.010972504213751856
Position 944: 0.010072760453294808
Position 5088: 0.0098513531872264
Position 6111: 0.009508659533400675
Position 4857: 0.008961384164882347
Position 12825: 0.008009847906494652
Position 10054: 0.007724971289424767
Position 2571: 0.007538878420537771
Position 10541: 0.0072640403850566665
Position 12925: 0.0071452818062503745
Position 779: 0.006958091354390106
Position 991: 0.006693495941490345
Position 5205: 0.006046381734493317
Position 4838: 0.0060094256521707155
Position 6680: 0.005932303736693533
Position 6041: 0.005654904638035104
Position 1304: 0.005631960916163344
Position 3694: 0.005326179569201679
Position 368: 0.00523552117069719
Position 5253: 0.005179504781691745
Position 800: 0.004834775034908354
Position 3000: 0.004793339780596432
Position 3751: 0.004738501736709336
Position 3660: 0.004722199475239735
Position 1566: 0.004197746472672516
Position 11167: 0.004071407430565716
Position 2798: 0.0038314614615211134
Position 909: 0.0037834307095500506
Position 4638: 0.003700514622212616
Position 14677: 0.00348766087134136
Position 10729: 0.003445349334944407
Position 6153: 0.003381367929068598
Position 12871: 0.0033617747128176735
Position 3975: 0.003100705022723998
Position 10677: 0.0029474136066965184
Position 6676: 0.002939942064608385
Position 14218: 0.0028650319518477747
Position 4888: 0.002762602836814108
Position 3970: 0.002675555258209233
Position 8229: 0.0024006068308912256
Position 3948: 0.0023626002718013096
Position 10110: 0.0022462319295685476
Position 679: 0.002147512357908798
Position 4761: 0.002139905583910601
Position 576: 0.0021004925894771175
Position 3792: 0.0019811031719624964
Position 3438: 0.0016551110932381875
Position 2276: 0.0016138193611259482
Position 5649: 0.001608343993614295
Position 12217: 0.0014558620748592811
Position 7105: 0.0013856444140567554
Position 7397: 0.0013083085941817687
Position 1188: 0.0012776984993760553
Position 1256: 0.0011926373117622823
Position 5731: 0.001162561805299337
Position 5208: 0.001081116334353147
Position 7439: 0.0010599616344046097
Position 5673: 0.001054328400412027
Position 1447: 0.0010508643666599187
Position 11503: 0.0010388392235234905
Position 3641: 0.0010379009594191748
Position 382: 0.0010089415523167097
Position 10078: 0.0008215796557484443
Position 1770: 0.0007932025968407302
Position 5309: 0.0007760864114135326
Position 1531: 0.000741937207481221
Position 5777: 0.0007359742724628299
Position 4346: 0.0006025006213684224
Position 973: 0.0005993254654739465
Position 12322: 0.0005964687994906126
Position 2701: 0.0005876040806530975
Position 3536: 0.0005842905808443061
Position 997: 0.0005412843748258516
Position 7234: 0.0005320985523062252
Position 1338: 0.0005104568417004711
Position 5118: 0.00048711720037789474
Position 3106: 0.0004818335180454402
Position 2312: 0.00040742558174932595
Position 5992: 0.00040104787673736004
Position 4429: 0.0003877575077131105
Position 629: 0.0003876827969388932
Position 3499: 0.0003828962616571085
Position 4677: 0.00036184723088638075
Position 2652: 0.00035991103590875696
Position 4061: 0.00035086911777939205
Position 3849: 0.0003484364354020157
Position 3989: 0.00033666846955121153
Position 3845: 0.00031358627463688526
Position 7302: 0.0002963013115314741
Position 1806: 0.0002894614116746977
Position 1310: 0.0002776031839549862
Position 1264: 0.00027386708934819655
Position 10496: 0.0002623130288654411
Position 6458: 0.00024712672103493555
Position 2464: 0.00024453243093996166
Position 2435: 0.00023507416757177543
Position 2065: 0.00022859914519238046
Position 951: 0.0002275409932499243
Position 3230: 0.00022556846501070227
Position 7344: 0.00020790351824082596
Position 6990: 0.0002075759305996213
Position 8070: 0.00019358503430187593
Position 2763: 0.00018230854124273537
Position 4460: 0.0001737782304662866
Position 2576: 0.00015738455530433807
Position 3087: 0.000157239076187679
Position 2120: 0.0001329582389797407
Position 841: 0.0001298368208042322
Position 5266: 0.00011881620506816573
Position 1423: 0.00011332908966629509
Position 1535: 0.00010138510902601259
Position 710: 9.947381482093585e-05
Position 1345: 9.70551729179849e-05
Position 1663: 7.525458278281743e-05
Position 5572: 7.410484351624726e-05
Position 332: 7.180153192183766e-05
Position 718: 6.973250546584106e-05
Position 1082: 6.620136582314834e-05
Position 4388: 6.175448099809021e-05
Position 1046: 5.830566109611179e-05
Position 4131: 5.676891745694684e-05
Position 2024: 5.5770076256830884e-05
Position 1692: 5.3465405458197274e-05
Position 3348: 3.968575029682725e-05
Position 4902: 3.699655972205452e-05
Position 2966: 3.5379530314633706e-05
Position 3387: 2.9403267302211076e-05
Position 2218: 2.916392766538683e-05
Position 1977: 2.562384885467624e-05
Position 294: 2.4127368840381494e-05
Position 1711: 2.3637155497589496e-05
Position 1785: 2.104325802395946e-05
Position 1313: 2.0876978490907167e-05
Position 2587: 2.0182131769038658e-05
Position 156: 1.950762013062449e-05
Position 2162: 1.6994116393473646e-05
Position 1469: 1.489937598486738e-05
Position 384: 1.4781399540871494e-05
Position 1575: 1.3420221607183367e-05
Position 4821: 1.2469749602858605e-05
Position 2527: 9.998498171125626e-06
Position 2655: 9.941425941177664e-06
Position 878: 9.892234186228958e-06
Position 4718: 9.838101324437736e-06
Position 852: 9.241967021199116e-06
Position 1019: 4.3849771199218955e-06
Position 2929: 2.751078086478746e-06
Position 483: 1.2310698454875883e-06
Position 2478: 7.131894370714292e-07
Position 487: 6.202316121371892e-07
Position 175: 4.772462506700682e-07
Position 582: 4.659866424487954e-07
Position 318: 4.5906391674663794e-07
Position 459: 4.415148133455544e-07
Position 978: 4.182052533174357e-07
Position 712: 3.9967459195263377e-07
Position 204: 3.7230127432185503e-07
Position 300: 3.720631648732269e-07
Position 859: 3.3890537527457427e-07
Position 723: 3.007214624074097e-07
Position 2756: 2.079921520671192e-07
Position 218: 1.608310145753946e-07
Position 2899: 1.045533431735615e-07
Position 400: 9.803421119776189e-08
Position 394: 7.289480021971331e-08
Position 418: 7.268567467107485e-08
Position 1021: 7.063764537208877e-08
Position 477: 5.781630785068869e-08
Position 498: 5.4282473325821855e-08
Position 885: 5.1502612051836216e-08
Position 307: 4.969562707305404e-08
Position 1217: 3.364011696725291e-08
Position 891: 3.294777709628488e-08
Position 720: 3.1916291936903324e-08
Position 1318: 2.497840721924356e-08
Position 1275: 2.4603691364833797e-08
Position 505: 2.3602895396549277e-08
Position 470: 1.995041769921472e-08
Position 514: 1.964473879684794e-08
Position 1190: 1.946633394512558e-08
Position 223: 1.741395091357591e-08
Position 1544: 1.6949080337067792e-08
Position 450: 1.4256899726011736e-08
Position 1194: 1.2821202394552067e-08
Position 1281: 1.227123317195371e-08
Position 407: 9.308740781295555e-09
Position 1616: 7.286896067276784e-09
Position 1426: 7.269450791609223e-09
Position 1608: 3.654951673651703e-09
Position 118: 3.3808641575117995e-09
Position 518: 2.4868445254969605e-09
Position 193: 2.2814339290832303e-09
Position 163: 2.17229613547512e-09
Position 480: 1.4762077884042456e-09
Position 341: 1.3970327970831105e-09
Position 874: 8.704512306519586e-10
Position 230: 6.964986219449615e-10
Position 593: 5.150020722412078e-10
Position 402: 4.36604641460528e-10
Position 245: 4.2181234262336753e-10
Position 463: 3.257709141622001e-10
Position 507: 1.393094627169491e-10
Position 226: 7.10445012997464e-11
Position 116: 3.1133370653160003e-11
Position 105: 1.8253091947213992e-11
