Gene = Coa4
Position 2370: 6.773656265145218e-05
Position 2594: 6.51964377387284e-05
Position 3086: 6.500879700722341e-05
Position 1532: 6.347445055286885e-05
Position 1047: 6.288035539849433e-05
Position 3198: 6.259963298496329e-05
Position 1415: 5.9838133616658054e-05
Position 353: 5.590185328784704e-05
Position 2285: 5.38103140957476e-05
Position 174: 4.8999910467887724e-05
Position 2166: 4.8307248758854495e-05
Position 1066: 4.4034030988758996e-05
Position 2188: 4.240157312017396e-05
Position 2623: 4.137373960831925e-05
Position 1303: 3.910727674984252e-05
Position 3249: 3.8757813784040366e-05
Position 2032: 3.675426455755805e-05
Position 3145: 2.6060728540837577e-05
Position 2292: 2.4754891472882084e-05
Position 1606: 2.1921471370021536e-05
Position 374: 2.0525261561308915e-05
Position 501: 2.021162999438484e-05
Position 2140: 1.9844102538031124e-05
Position 1247: 1.9100836108320024e-05
Position 663: 1.8914920147856376e-05
Position 2839: 1.8545167579977845e-05
Position 2584: 1.807534169014409e-05
Position 674: 1.7562116275753558e-05
Position 2158: 1.7402471410854394e-05
Position 2828: 1.5557948794543146e-05
Position 2651: 1.4986214311062818e-05
Position 925: 1.4066887647522973e-05
Position 1412: 1.2581964689592462e-05
Position 2664: 1.1599657757510537e-05
Position 362: 1.1562050897885313e-05
Position 2817: 1.1532165363143535e-05
Position 2899: 1.1173969386149544e-05
Position 2649: 1.0345209745315182e-05
Position 2246: 9.139199857584929e-06
Position 589: 8.899518267585561e-06
Position 2384: 8.823739613282606e-06
Position 1923: 8.457480545354101e-06
Position 3243: 7.163605029849089e-06
Position 2062: 7.1321890319960165e-06
Position 938: 6.499659188503436e-06
Position 1867: 6.374969046838668e-06
Position 242: 6.147097329782372e-06
Position 790: 5.876786688964297e-06
Position 1069: 4.988717299463719e-06
Position 1429: 4.743691514779268e-06
Position 1325: 4.663059936473999e-06
Position 871: 4.326690316780578e-06
Position 165: 7.970228913754753e-07
Position 465: 3.1971007345441226e-07
Position 1209: 4.8625222578921825e-08
Position 680: 2.5829149844121292e-08
Position 163: 2.435300151470465e-08
Position 747: 1.1068397045834522e-08
Position 849: 4.1647247207403564e-09
Position 511: 8.4792860708305e-11
Position 516: 3.317475388663621e-11
Position 130: 4.063331532159116e-12
Position 97: 1.0307913295794504e-12
Position 145: 3.27050954747065e-14
