Gene = Lmntd2
Position 1540: 1.0463673566783356e-05
Position 3036: 1.0227468777297633e-05
Position 1307: 1.0145418903723941e-05
Position 360: 8.583775870002964e-06
Position 1061: 8.346692723109537e-06
Position 427: 6.871947831403204e-06
Position 2168: 4.662797754430293e-06
Position 420: 4.565253513917979e-06
Position 162: 4.0389375613511474e-06
Position 1624: 3.7078912865467454e-06
Position 441: 3.6479053765586312e-06
Position 528: 3.365491250679894e-06
Position 1464: 3.1721374105919994e-06
Position 833: 2.735188895871177e-06
Position 852: 2.7247634736996036e-06
Position 1451: 2.1241298013381666e-06
Position 418: 2.065724616787796e-06
Position 354: 1.9585076234636656e-06
Position 1151: 1.8894119649924144e-06
Position 448: 1.8048928296051388e-06
Position 208: 1.7956702924820223e-06
Position 1793: 1.3649558919093293e-06
Position 2205: 1.2193510916677072e-06
Position 215: 1.1756627783644968e-06
Position 1351: 9.735082771733677e-07
Position 1353: 6.506328863390142e-07
Position 1511: 5.854551939639256e-07
Position 845: 4.785514023388429e-07
Position 112: 4.250080798361792e-07
Position 923: 3.6156311036207066e-07
Position 1444: 2.427383939136184e-07
Position 211: 1.7175094599557767e-07
Position 1634: 1.697484341670814e-08
Position 1565: 1.5505841629349615e-08
Position 103: 1.260610569470952e-08
Position 1496: 5.3081521691429165e-09
Position 1491: 1.4365529774091545e-09
Position 1514: 5.489434590102375e-10
Position 95: 2.7405720960584675e-10
Position 92: 9.587796099173452e-11
Position 1500: 5.855815028765593e-12
