Gene = Odam
Position 7653: 0.03244565343059308
Position 7231: 0.03209166580597825
Position 7788: 0.031253892705511654
Position 4258: 0.03051100643428281
Position 2416: 0.027244619350110234
Position 5000: 0.02273289948209408
Position 2766: 0.016945811835465625
Position 1239: 0.013438393491949578
Position 8363: 0.013204114687543218
Position 2434: 0.012418743437259879
Position 642: 0.011978028903090247
Position 468: 0.010094323379346187
Position 4689: 0.009630650565333224
Position 4952: 0.008427584399062226
Position 2338: 0.007969219400144806
Position 4870: 0.007430274776466107
Position 623: 0.00737381662714413
Position 6901: 0.007268693509952838
Position 7413: 0.00686651964656547
Position 2705: 0.006862527212497317
Position 3145: 0.006623909256833716
Position 6368: 0.006600005226221049
Position 4824: 0.006541646399691172
Position 5186: 0.006371916241973152
Position 1568: 0.005596172503229687
Position 4933: 0.00500234355304793
Position 6928: 0.004745784783689233
Position 4381: 0.004695410870234503
Position 2748: 0.004266313965515245
Position 7320: 0.003801364237444229
Position 596: 0.0037714624134322704
Position 7251: 0.0034998640747632226
Position 4551: 0.003312862778677745
Position 6922: 0.003002335346309621
Position 8693: 0.0029063132776961215
Position 4895: 0.002849422490969918
Position 3039: 0.00279099132102182
Position 8584: 0.0026468168590734814
Position 8214: 0.002434823103301661
Position 2256: 0.0023829667764546777
Position 5291: 0.002323197148256125
Position 5029: 0.002302179703478147
Position 3771: 0.0022605641010510578
Position 6154: 0.0022564155598527817
Position 3247: 0.002103970970744684
Position 521: 0.002030584713317792
Position 982: 0.002020658201796672
Position 3572: 0.001697290162286371
Position 4408: 0.001635036588278734
Position 6036: 0.0015707835116301708
Position 292: 0.001499510795479344
Position 4093: 0.0014634470820799488
Position 4108: 0.0014038183801686832
Position 5986: 0.0014011811244647836
Position 836: 0.0013639177091115577
Position 1483: 0.0012528504655186015
Position 1192: 0.0012030789394379497
Position 6608: 0.001185479913512313
Position 2826: 0.0011852608376535674
Position 8021: 0.0011827146676564233
Position 6162: 0.0010267143797367253
Position 7822: 0.0010113890706872776
Position 4971: 0.0010068234808717142
Position 756: 0.0009099018346891994
Position 853: 0.0008947528856295957
Position 1329: 0.0008668464049750263
Position 4378: 0.0008657453871003866
Position 4355: 0.0008174563179107056
Position 6360: 0.0008075527614649155
Position 7941: 0.0007805309483581049
Position 4231: 0.0007562122988621619
Position 7350: 0.0007170761510913037
Position 8767: 0.0007126875501593175
Position 2430: 0.0006777256986933981
Position 4478: 0.0006220591586894108
Position 3597: 0.0005690856791609828
Position 3510: 0.0005636647547271932
Position 6131: 0.0005614340423008721
Position 1433: 0.0005429213168330482
Position 2450: 0.0005309985304544611
Position 3819: 0.0005181478747306895
Position 6565: 0.0005056751914705536
Position 320: 0.0004760228432687283
Position 4167: 0.0004601357357334006
Position 2822: 0.0004586904351373215
Position 2368: 0.0004283965146969194
Position 3554: 0.0004192309530043699
Position 1475: 0.0004078747100562978
Position 7137: 0.00037106003188147916
Position 6930: 0.00036864901155734083
Position 4210: 0.0003658568755040276
Position 535: 0.000346744615027784
Position 1737: 0.00033539546938902477
Position 8225: 0.0003165629331956229
Position 793: 0.00031150692238385866
Position 2341: 0.0003099044597403609
Position 7141: 0.0003074060103095541
Position 8360: 0.0002890999855643462
Position 1354: 0.00027661566729988876
Position 231: 0.0002591201437976593
Position 2453: 0.0002585385506152737
Position 402: 0.000257662119785506
Position 2485: 0.0002541820196347842
Position 7925: 0.00025129975352979056
Position 1332: 0.00025092436230711787
Position 4791: 0.00025076106112252534
Position 5218: 0.00024459513698558174
Position 4144: 0.00023291237942216637
Position 444: 0.00023284174273558266
Position 3461: 0.0002237192565856334
Position 2661: 0.0002211977334687577
Position 7755: 0.0002001440769696849
Position 2935: 0.00018771022953183045
Position 2599: 0.0001834867576172563
Position 6421: 0.00017866883182210007
Position 2775: 0.00017520755503585281
Position 4752: 0.00016637622167465214
Position 4187: 0.0001592562922780766
Position 630: 0.0001525628795621762
Position 2832: 0.000149649824256531
Position 2555: 0.0001441019281408259
Position 1574: 0.00014179593699125158
Position 2344: 0.00012854271699750078
Position 6332: 0.00012763490612007034
Position 1701: 0.0001227307771581073
Position 2712: 0.00011906600943845838
Position 162: 0.00011627945964192384
Position 2458: 0.00011611363581513496
Position 2863: 0.00010981303367285603
Position 3968: 0.0001063750409830233
Position 259: 8.874351304157773e-05
Position 132: 8.871914087632995e-05
Position 1278: 8.800920748873475e-05
Position 1447: 8.727378214312776e-05
Position 1435: 8.714021280734729e-05
Position 1596: 8.639981566327444e-05
Position 6216: 8.385290070429631e-05
Position 135: 8.325931054264943e-05
Position 384: 8.174857487790201e-05
Position 4643: 8.064270526894754e-05
Position 451: 6.949322302498572e-05
Position 6007: 6.484079006498305e-05
Position 245: 6.305013183228779e-05
Position 3935: 6.106035154191742e-05
Position 3920: 6.0806758431090195e-05
Position 4276: 6.0195808310650756e-05
Position 3447: 5.963390322379381e-05
Position 2847: 5.937327478158463e-05
Position 3641: 5.476701378827903e-05
Position 2723: 5.243777126668062e-05
Position 859: 5.192346195036089e-05
Position 505: 4.917264896750889e-05
Position 3166: 4.6172811137563954e-05
Position 368: 4.333950433839867e-05
Position 2868: 3.7212321772577735e-05
Position 2944: 3.484775289504732e-05
Position 716: 3.24154652210541e-05
Position 353: 3.23383970018535e-05
Position 3081: 3.166553764941958e-05
Position 4499: 3.105714908525983e-05
Position 4609: 3.0572775895009664e-05
Position 728: 2.904255927702809e-05
Position 137: 2.901509075092916e-05
Position 242: 2.473642493461596e-05
Position 144: 2.4698610398596336e-05
Position 2258: 1.9552489168168152e-05
Position 141: 1.9277614403718727e-05
Position 543: 1.9144354428966033e-05
Position 4838: 1.749451377428675e-05
Position 346: 1.7179848165112294e-05
Position 488: 1.7062250525255574e-05
Position 329: 1.578770299841584e-05
Position 404: 1.5437507254649053e-05
Position 2646: 1.3231142918403868e-05
Position 1500: 1.2181021887637293e-05
Position 4415: 7.979472725629665e-06
Position 251: 7.936844050479928e-06
Position 1021: 7.853704295231289e-06
Position 2488: 7.650169994063191e-06
Position 1158: 6.477216256334348e-06
Position 372: 3.852360360108532e-06
Position 478: 1.6167078136766349e-06
Position 990: 1.4698873539272852e-06
Position 912: 1.1792069697883974e-06
Position 1194: 5.589926249929831e-07
Position 2612: 4.882397994598373e-07
Position 357: 3.75100251247413e-07
Position 480: 3.389322424841584e-07
Position 149: 2.1206295571721425e-07
Position 953: 1.4734107234871872e-07
Position 3253: 1.3317590304475753e-07
Position 4040: 7.89676825543071e-08
Position 152: 7.570667418442084e-08
Position 5822: 4.6940781846956936e-08
Position 738: 1.1116707348592611e-08
Position 877: 6.939519438460586e-09
Position 3149: 1.5092413329705094e-09
Position 866: 2.2659309738609743e-12
Position 871: 2.16418333288667e-12
Position 945: 1.9999819172565874e-12
