Gene = A630095N17Rik
Position 234: 4.6908738433068414e-08
Position 528: 4.4565297534203835e-08
Position 371: 4.166657015082716e-10
Position 715: 2.086858567805812e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8659: 0.6965463715948268
Position 11516: 0.4774774463629306
Position 9055: 0.27270299978576573
Position 6465: 0.2534479665409977
Position 8579: 0.09837260995502857
Position 9336: 0.07934240389942064
Position 10897: 0.07401718216538242
Position 661: 0.04560585587823293
Position 6531: 0.04386657347891683
Position 6774: 0.0429946988271892
Position 8371: 0.04189363818680998
Position 7252: 0.03367986667642606
Position 11390: 0.03125924309706998
Position 1580: 0.02915755782284657
Position 613: 0.027846797496794102
Position 1506: 0.027806737709305782
Position 6163: 0.027626590343950704
Position 7380: 0.026116660708618324
Position 10695: 0.020341467038929587
Position 1090: 0.019958860340146677
Position 681: 0.01913860411113556
Position 7649: 0.018699059437795915
Position 1420: 0.017264620263718885
Position 10006: 0.016741454481321798
Position 3677: 0.016502322436785188
Position 1382: 0.015503553531258905
Position 10096: 0.01482501707433613
Position 10151: 0.013942368392931085
Position 3999: 0.013129806235356404
Position 1395: 0.012267952901196774
Position 10606: 0.011645242159767118
Position 9097: 0.011255235697202232
Position 8394: 0.010218368373225492
Position 6195: 0.009881141365699751
Position 3568: 0.00913040706043295
Position 699: 0.008910981908959038
Position 9066: 0.008815450070757
Position 7593: 0.007819374189042789
Position 8294: 0.00662641412713098
Position 6415: 0.006596740544416953
Position 11241: 0.006041821917190821
Position 11354: 0.006000402619337918
Position 6581: 0.005606554198618104
Position 8414: 0.005543496777020685
Position 6723: 0.005379083163751707
Position 3784: 0.0051777354633177316
Position 11456: 0.0051555147179734835
Position 1062: 0.004455641387036587
Position 1563: 0.003952151287135297
Position 4115: 0.003725869588663797
Position 5102: 0.0036883960556093605
Position 5995: 0.0036097984057829736
Position 2265: 0.003576918379875452
Position 9886: 0.0033962891748875543
Position 3635: 0.0032702385889093293
Position 8612: 0.0031541563269986373
Position 3701: 0.003137411039684072
Position 9607: 0.0031224387761665294
Position 1441: 0.0027652035605660237
Position 4190: 0.0027606925300387324
Position 2217: 0.002632533346171847
Position 4172: 0.002533871526999671
Position 7203: 0.002511388697512954
Position 2249: 0.002504473174026521
Position 9508: 0.00237708194777505
Position 10966: 0.002323581340533634
Position 1306: 0.002211983148661247
Position 522: 0.0021626726602084483
Position 780: 0.001979242030887678
Position 8184: 0.0019485388346606016
Position 7433: 0.0018727930490339381
Position 268: 0.0018596115754951907
Position 994: 0.0017787566992744938
Position 11779: 0.001606329103544144
Position 6493: 0.0015364932445216986
Position 11545: 0.001534066149929909
Position 10969: 0.0014615625325345703
Position 456: 0.001460225796356628
Position 6956: 0.0012414156577797344
Position 7053: 0.0012157610526504306
Position 1021: 0.001113599529789791
Position 9127: 0.0010215084029210771
Position 385: 0.0009692812496615746
Position 819: 0.0009117440248372084
Position 5657: 0.000821452292212727
Position 478: 0.0007219919575914613
Position 881: 0.0007045353042396497
Position 9940: 0.0006989217733502026
Position 3806: 0.0006943194502526554
Position 553: 0.0006505065964421292
Position 3871: 0.0006436028323833614
Position 5876: 0.00061181427571981
Position 4540: 0.0005706014181274753
Position 4805: 0.000530015018587379
Position 2626: 0.0005293304477078424
Position 615: 0.000509672475861973
Position 9355: 0.0004849164132008218
Position 3913: 0.00047799184221581254
Position 4023: 0.0004348978543636943
Position 1512: 0.0004212836873831411
Position 4153: 0.0003467146444431854
Position 3432: 0.0003280597319017077
Position 4905: 0.0003119696428978244
Position 704: 0.0002884132125011972
Position 1535: 0.00028431518865639
Position 4493: 0.00028125021242522154
Position 2950: 0.00023444842149278046
Position 1152: 0.0002290958409561566
Position 9415: 0.00020935724976484153
Position 1624: 0.00020304666418593335
Position 5445: 0.00019947667319306396
Position 736: 0.0001947395045518921
Position 313: 0.00018360350909020812
Position 8495: 0.00017681061507586585
Position 2126: 0.00017178630067501955
Position 8852: 0.00016623882643180843
Position 636: 0.0001602583692754158
Position 3736: 0.00015205792533255113
Position 5565: 0.0001498745560981759
Position 3149: 0.0001477258193831946
Position 5157: 0.00014687983724043514
Position 3121: 0.0001445727248870118
Position 1071: 0.00013703599772080173
Position 908: 0.00013101969611075453
Position 5416: 0.00012276087208685946
Position 1538: 0.00011677457922015386
Position 6471: 0.00011410646475470772
Position 3085: 0.00011212159149195221
Position 927: 0.00010715022712479909
Position 4884: 0.00010468170118349138
Position 2076: 0.00010463895024913664
Position 1552: 0.00010331519234634001
Position 2469: 9.673395867615178e-05
Position 741: 9.353031539723737e-05
Position 501: 9.161815681995642e-05
Position 7102: 8.561251850019457e-05
Position 6237: 8.502611822913045e-05
Position 207: 8.272216264004993e-05
Position 1523: 7.93183326113997e-05
Position 930: 7.619023406172841e-05
Position 744: 7.55991023803796e-05
Position 2139: 7.396560771936784e-05
Position 5582: 7.343098011789553e-05
Position 5949: 7.285029819396813e-05
Position 5448: 6.90262576541457e-05
Position 619: 6.820742801045357e-05
Position 1211: 6.785713649823715e-05
Position 6852: 6.478442659601015e-05
Position 5346: 5.901868919281977e-05
Position 955: 5.173428450369211e-05
Position 2220: 5.002736252685937e-05
Position 2843: 4.541268008663942e-05
Position 2181: 4.513124143913536e-05
Position 3786: 4.471320263697197e-05
Position 436: 4.369636078505764e-05
Position 1935: 4.163625833571046e-05
Position 1324: 3.5351349209413205e-05
Position 4572: 3.3510130478641884e-05
Position 2791: 3.192634956324167e-05
Position 1448: 3.0457746820334314e-05
Position 5241: 2.9269095221736468e-05
Position 574: 2.9024522071323857e-05
Position 738: 2.8785379156691215e-05
Position 389: 2.7540696341312066e-05
Position 1657: 2.459788902784263e-05
Position 1786: 2.4121279204820818e-05
Position 1661: 2.0828522481378764e-05
Position 4356: 2.049568694412523e-05
Position 1348: 1.8686888391370373e-05
Position 2815: 1.850008568609377e-05
Position 2081: 1.8488513229825195e-05
Position 1730: 1.7751897199468474e-05
Position 3351: 1.6163989581741706e-05
Position 2153: 1.5779275361159034e-05
Position 277: 1.550921941328606e-05
Position 2729: 1.4851098289410266e-05
Position 2953: 1.4060475991068457e-05
Position 2753: 1.3935862799179608e-05
Position 707: 1.3572453092971355e-05
Position 335: 1.3545630900361727e-05
Position 2631: 1.2936675853374433e-05
Position 2363: 1.289516532444953e-05
Position 2318: 1.2489383935706332e-05
Position 424: 1.2177180276114936e-05
Position 217: 1.1385713829677853e-05
Position 2395: 1.0316849399393655e-05
Position 1998: 8.318138760472048e-06
Position 2162: 7.828434095102141e-06
Position 1695: 7.6077475300856175e-06
Position 1321: 7.124515761886074e-06
Position 4051: 6.633755738848374e-06
Position 342: 5.956066009875794e-06
Position 670: 4.740501955532143e-06
Position 1042: 4.729070621977332e-06
Position 1134: 4.646028133501265e-06
Position 713: 4.432901637812004e-06
Position 528: 4.096301116029699e-06
Position 332: 3.7386647774621966e-06
Position 557: 3.4957667407582263e-06
Position 1113: 3.467477025925633e-06
Position 287: 3.2527960563537295e-06
Position 1159: 3.113316638522895e-06
Position 358: 2.5869909795180318e-06
Position 391: 2.5014427976465534e-06
Position 823: 2.3337803595314446e-06
Position 709: 2.1809298845529886e-06
Position 1595: 1.996467689291167e-06
Position 626: 1.6084537678620894e-06
Position 1073: 1.5223837365659776e-06
Position 534: 1.3397613581299474e-06
Position 3811: 1.1734072831701663e-06
Position 1032: 1.1120875244538127e-06
Position 3244: 1.111244895492484e-06
Position 844: 1.0918416097340675e-06
Position 715: 9.759432798218202e-07
Position 226: 7.17255369781571e-07
Position 1244: 6.759833409889174e-07
Position 1317: 6.560479115708265e-07
Position 970: 6.113289643095265e-07
Position 624: 5.258740670490369e-07
Position 541: 4.3607431855527627e-07
Position 1179: 3.819295689614665e-07
Position 348: 2.1770561905265326e-07
Position 2200: 1.785778347648993e-07
Position 997: 9.941438091238715e-08
Position 394: 8.656555866583765e-08
Position 751: 6.48993992067918e-08
Position 182: 6.237915083413473e-08
Position 189: 5.8497536350120456e-08
Position 838: 5.355573124725545e-08
Position 221: 3.376479932936847e-08
Position 1185: 3.335147665843943e-08
Position 293: 1.9469086825442238e-08
Position 511: 1.2670167106049273e-08
Position 396: 1.0955208681190009e-08
Position 754: 8.274812038076964e-09
Position 761: 5.999373340873978e-09
Position 185: 3.941960834639235e-09
Position 967: 1.72979158944588e-09
Position 350: 1.6127527120656335e-09
Position 757: 1.1369740601870046e-09
Position 763: 3.221449528867673e-10
Position 164: 9.349229144602622e-11
Position 171: 1.0347802108934975e-11
Position 136: 6.5825350519134395e-12
Position 175: 1.2773330956571013e-14
Position 139: 6.155645474490717e-15
Position 112: 8.534671528612325e-16
Position 146: 5.796134967632549e-16
Position 154: 4.498317502642605e-16
Position 130: 4.3029208529441103e-16
Position 73: 3.158704414103405e-17
Position 66: 2.0755564597488882e-17
Position 98: 1.109763599909467e-17
Position 68: 3.238093832503533e-18
Position 80: 1.552035267212756e-18
Position 115: 1.001571774363738e-18
Position 101: 9.568496006742216e-20
