Gene = Akt1s1
Position 4358: 5.836689372497209e-05
Position 874: 5.810293893489163e-05
Position 5075: 5.7556165191777184e-05
Position 4842: 5.485616347086658e-05
Position 6025: 5.218976831528905e-05
Position 2468: 4.576168112913023e-05
Position 849: 2.7276766899478303e-05
Position 1881: 2.3921106120570573e-05
Position 4847: 1.999441294581066e-05
Position 1502: 1.515843203360285e-05
Position 4852: 1.4973849279090068e-05
Position 5493: 1.1430798087609489e-05
Position 5395: 1.081725947491792e-05
Position 1184: 1.0560830238693545e-05
Position 861: 1.0358529732395339e-05
Position 1965: 1.0334612499068228e-05
Position 445: 1.0334484016318536e-05
Position 2254: 9.60275606342757e-06
Position 235: 8.844983939869936e-06
Position 330: 7.710306917989657e-06
Position 237: 7.22233476129366e-06
Position 1294: 7.186505488377028e-06
Position 1151: 7.032055248973427e-06
Position 1359: 6.5729296465958e-06
Position 1467: 6.516754464502985e-06
Position 511: 5.697750937924136e-06
Position 1684: 5.6179794124349486e-06
Position 273: 5.43537708838986e-06
Position 5077: 5.139169050044554e-06
Position 5088: 4.902365811199474e-06
Position 4698: 4.150433231144452e-06
Position 4867: 4.063815737901455e-06
Position 4980: 3.0551051624134627e-06
Position 1900: 2.875478283963313e-06
Position 1588: 2.8460496671418147e-06
Position 337: 2.6614318447135125e-06
Position 277: 2.570069770485222e-06
Position 339: 2.378079436754142e-06
Position 987: 2.0580188906636966e-06
Position 342: 1.4072984434040273e-06
Position 843: 1.3862677876099017e-06
Position 187: 1.3683969879375808e-06
Position 1933: 1.1294581522408072e-06
Position 326: 1.082985493600019e-06
Position 1738: 8.941432772524405e-07
Position 855: 6.681362497233138e-07
Position 1742: 6.107388261891755e-07
Position 4872: 4.6786209479977447e-07
Position 1725: 3.759236561002369e-07
Position 672: 3.278362512091854e-07
Position 4221: 3.093659749615894e-07
Position 1533: 3.0339454330672173e-07
Position 2076: 2.470528025202509e-07
Position 2067: 2.398762384320406e-07
Position 837: 2.1104458352953172e-07
Position 173: 1.4433939162259902e-07
Position 124: 8.78454289155377e-09
Position 180: 4.117335269500637e-09
Position 158: 1.9499631936503227e-10
Position 104: 8.038493850500008e-11
Position 118: 5.524273731994129e-11
Position 150: 5.416340631473777e-11
Position 148: 3.881652339137499e-11
Position 116: 1.7898357323213424e-11
Position 114: 1.6849552469672698e-11
Position 131: 2.9662736416058092e-12
Position 134: 1.9159531643129448e-12
Position 129: 3.739374036435206e-13
