Gene = Gar1
Position 2081: 2.244799389923176e-06
Position 1943: 1.357987766699191e-06
Position 230: 1.2790426370245334e-06
Position 1953: 1.2086411627856582e-06
Position 1857: 1.2027377865427273e-06
Position 113: 9.375920104380713e-07
Position 369: 6.324312457093035e-07
Position 175: 5.531699107444028e-07
Position 795: 2.3426449199906096e-07
Position 806: 2.024792803984296e-07
Position 809: 6.950689996267092e-08
Position 1361: 1.160339490363854e-08
Position 6026: 2.9065359232771074e-09
Position 6030: 2.7368569385062897e-09
Position 1211: 6.39159421821571e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5779: 0.9460118935630798
Position 1904: 0.7110569544208697
Position 4421: 0.6520676000829837
Position 6186: 0.3888208845277038
Position 542: 0.27379929990484286
Position 4457: 0.24361237287633278
Position 4813: 0.22476773738237207
Position 3136: 0.19311282138779493
Position 175: 0.14155290784415553
Position 5925: 0.07682636520912578
Position 1451: 0.06370451519807135
Position 3070: 0.047984970931781654
Position 3518: 0.03732647235796635
Position 4896: 0.03540347285704461
Position 5303: 0.0321523119208843
Position 6001: 0.029033314569931107
Position 573: 0.026623543226711056
Position 4168: 0.025192008964968732
Position 4745: 0.024751852669878414
Position 4243: 0.02364368367011608
Position 1417: 0.02185438290493254
Position 3104: 0.01699116050147398
Position 5711: 0.015216028948804484
Position 2159: 0.01518342209245668
Position 4877: 0.014559516807567872
Position 3044: 0.014299549490980664
Position 6123: 0.01417342577868693
Position 4737: 0.014126537550693452
Position 5958: 0.01393455611330918
Position 5261: 0.0138126781038984
Position 6282: 0.011314854120998544
Position 1934: 0.010883121357481028
Position 2431: 0.010488576213698511
Position 2390: 0.00999050151189721
Position 1232: 0.00948768539672249
Position 5500: 0.00868998037764971
Position 1910: 0.008240481736538493
Position 631: 0.007591945594129034
Position 3568: 0.006501814317923333
Position 679: 0.0062605029522396025
Position 4774: 0.0060404404794932925
Position 2003: 0.005856088600239002
Position 880: 0.004969944399191436
Position 4707: 0.004920196753856028
Position 2357: 0.004535605925327801
Position 712: 0.004533697075871828
Position 2123: 0.004378842466954036
Position 3084: 0.004266757654985099
Position 549: 0.004172526356127691
Position 2441: 0.0036923899129819356
Position 4205: 0.0036504234986306804
Position 4488: 0.0035663048750601894
Position 3318: 0.0034898379262474307
Position 2937: 0.0033584750151095092
Position 1963: 0.0032937927322751475
Position 1543: 0.0032628570705256895
Position 5352: 0.002798474398261427
Position 522: 0.0024707552093333855
Position 567: 0.0023198697434079745
Position 1715: 0.0022596239317032086
Position 6093: 0.0021619685026699805
Position 2976: 0.002068900443704508
Position 5929: 0.0020482236988295086
Position 4431: 0.0018923772830326316
Position 4994: 0.0017726813327594811
Position 1559: 0.0016689907625658483
Position 5789: 0.0015808682584087267
Position 110: 0.0015635323719545586
Position 3532: 0.0015358041200342072
Position 6190: 0.001379690371121292
Position 6279: 0.0013596800495707224
Position 1455: 0.001338844797734835
Position 609: 0.0013105659447647086
Position 1670: 0.0012874703846690767
Position 706: 0.0012556087207634735
Position 1780: 0.0012488512407598316
Position 519: 0.0012400323375036928
Position 1272: 0.001196716046789263
Position 1972: 0.001178580236147184
Position 5660: 0.001177640482915954
Position 135: 0.0011762488647408663
Position 6215: 0.0011011294573567375
Position 4710: 0.0010726726636694662
Position 844: 0.0009444536330070394
Position 6390: 0.0009044674223977866
Position 4910: 0.0008485726972325756
Position 6440: 0.000828021607044431
Position 2757: 0.0008113031991269199
Position 6200: 0.0007959172279146983
Position 603: 0.000792822072727795
Position 4988: 0.0007752855315067216
Position 159: 0.0007512077807121828
Position 4956: 0.0006595908729450965
Position 5423: 0.0005820073365147238
Position 4256: 0.0005319571969628319
Position 2205: 0.0005262402855358444
Position 774: 0.0005085824384266402
Position 6030: 0.0004996621436757265
Position 2301: 0.00048071676860928533
Position 673: 0.0004767488726262769
Position 490: 0.00046386286733981943
Position 6012: 0.0004603676364221603
Position 1805: 0.0004008098798399644
Position 1815: 0.0003815212525740336
Position 4118: 0.00036280800839406544
Position 922: 0.00035198481303500207
Position 3392: 0.0003490558855268971
Position 6305: 0.0003132247400423835
Position 895: 0.00031301460103416484
Position 660: 0.00028957635376762966
Position 1114: 0.00028057317262754117
Position 5720: 0.0002720667282769164
Position 648: 0.0002573085874097968
Position 1587: 0.0002266686111972986
Position 4212: 0.00021010397416582876
Position 471: 0.00020232977614091736
Position 2943: 0.00019294849542917964
Position 890: 0.0001926213588710402
Position 6009: 0.00018769335819146098
Position 1605: 0.00017659731095792146
Position 6063: 0.00017557635634494022
Position 1246: 0.0001632445696157859
Position 1575: 0.00015935930400727902
Position 2981: 0.00014950492953081745
Position 6040: 0.0001439195431638076
Position 6103: 0.00014350677016616677
Position 1874: 0.00014159983590420226
Position 2446: 0.00013896882300284293
Position 1556: 0.0001363631822140883
Position 210: 0.00013621796041903936
Position 1390: 0.00013132100207596432
Position 6208: 0.00012920581485551544
Position 1966: 0.00012333062203832582
Position 864: 0.00011960791674464376
Position 1503: 0.00011231317957291846
Position 475: 0.0001094262868845491
Position 4714: 0.00010269725120441343
Position 5731: 0.00010111288037618618
Position 4679: 0.0001001920192078908
Position 1744: 9.787232479435814e-05
Position 1596: 9.323472542221223e-05
Position 1510: 8.967410407229852e-05
Position 4147: 8.796674743275193e-05
Position 687: 8.093545609225207e-05
Position 1134: 7.95385816808644e-05
Position 553: 7.91913537031884e-05
Position 481: 6.328441218898547e-05
Position 433: 6.134832107626514e-05
Position 1506: 5.43745521404476e-05
Position 582: 5.230635172974281e-05
Position 729: 5.039940436115457e-05
Position 257: 4.6321515793664106e-05
Position 207: 4.0497243841691266e-05
Position 857: 3.672712030622681e-05
Position 5160: 3.5331270460806716e-05
Position 949: 3.291946119055828e-05
Position 726: 3.18506142871938e-05
Position 217: 3.146363069963543e-05
Position 1158: 2.9328762455019837e-05
Position 6142: 2.702957952170299e-05
Position 1423: 2.561943698996235e-05
Position 551: 2.149322417271051e-05
Position 806: 2.1129039273518052e-05
Position 780: 1.849624925247895e-05
Position 6373: 1.7490096739833307e-05
Position 1756: 1.3608692783277748e-05
Position 1789: 1.1609378590836497e-05
Position 1676: 9.82647823680302e-06
Position 756: 9.783450509181451e-06
Position 1121: 6.108468341749453e-06
Position 1722: 3.659358967190109e-06
Position 4723: 3.48119318165189e-06
Position 1022: 3.4433127518903167e-06
Position 1211: 3.1938296511697826e-06
Position 1059: 3.010844145683192e-06
Position 228: 2.683157602547178e-06
Position 3352: 2.543222442581798e-06
Position 1101: 2.187794510542415e-06
Position 264: 1.3770412212503332e-06
Position 789: 1.2632479042616493e-06
Position 1913: 1.0496045956351501e-06
Position 385: 9.223360605487017e-07
Position 427: 7.650764933005214e-07
Position 741: 6.821766605918888e-07
Position 818: 4.3226762446660414e-07
Position 956: 3.672816477436628e-07
Position 1499: 2.664282498448469e-07
Position 1522: 2.5963090042508643e-07
Position 283: 6.331750841011681e-08
Position 1067: 5.546599249725592e-08
Position 299: 1.3692673088210983e-08
Position 337: 6.412910053456496e-09
Position 293: 5.952355687665037e-09
Position 359: 5.1187009159667456e-09
Position 303: 2.2511390404078096e-09
Position 309: 3.6270475282667055e-10
Position 339: 1.5063306863405843e-10
Position 904: 2.943421924838115e-11
Position 936: 1.8914491218266374e-12
