Gene = Mrap2
Position 987: 0.00014130021851518118
Position 126: 0.00013706768541158387
Position 788: 0.00013192882394263733
Position 206: 0.00012484502869471753
Position 748: 0.00010369765612548071
Position 150: 8.764806615087555e-05
Position 6548: 6.489134389415386e-05
Position 419: 5.8717462300160454e-05
Position 4406: 5.204629000644122e-05
Position 499: 4.5051502306401564e-05
Position 1139: 4.438363939887675e-05
Position 285: 4.372284321965712e-05
Position 1265: 4.2196709489494824e-05
Position 315: 4.147929044180704e-05
Position 4489: 3.8400717209228074e-05
Position 159: 3.650093644803885e-05
Position 1170: 3.066560064219444e-05
Position 10438: 3.064778831784953e-05
Position 2024: 3.044079136416405e-05
Position 750: 2.8973657520974156e-05
Position 4817: 2.868106312132833e-05
Position 3797: 2.8651063118470595e-05
Position 636: 2.1978787208785197e-05
Position 856: 2.1976809286792346e-05
Position 1346: 2.1439844442823727e-05
Position 1098: 1.7451223860584766e-05
Position 756: 1.7237642642351024e-05
Position 832: 1.5082292565351496e-05
Position 351: 1.4870998430175621e-05
Position 770: 1.3025648550470576e-05
Position 1184: 1.2468204157366871e-05
Position 374: 1.0331827501461952e-05
Position 759: 1.0052144538216414e-05
Position 179: 8.775715983497638e-06
Position 509: 8.65586413835234e-06
Position 1217: 8.38336655168041e-06
Position 2237: 8.15825768499941e-06
Position 624: 7.854720142759554e-06
Position 563: 7.79417920679487e-06
Position 1047: 7.495778898676588e-06
Position 3729: 7.249294187587066e-06
Position 164: 6.431511422915403e-06
Position 622: 6.285784477919594e-06
Position 1178: 4.690857765754164e-06
Position 327: 4.68188580398655e-06
Position 425: 4.471868191631235e-06
Position 177: 3.7121178905080956e-06
Position 5912: 3.4495676587309362e-06
Position 1181: 3.3461522760176004e-06
Position 3691: 2.4397796729817805e-06
Position 167: 2.3419058199438742e-06
Position 522: 1.8614384675241795e-06
Position 320: 1.5583085049554126e-06
Position 793: 7.673026539039364e-07
Position 895: 6.494726460619769e-07
Position 1078: 6.462092734874856e-07
Position 516: 5.401870748626633e-07
Position 1120: 4.25231480851295e-07
Position 859: 3.2831379754377214e-07
Position 871: 3.2314930080039667e-07
Position 1032: 2.37330702567123e-07
Position 888: 2.190654871152721e-07
Position 1159: 2.0876700897360588e-07
Position 1161: 1.8113645134943834e-07
Position 1191: 9.11684301531862e-08
Position 1695: 4.269466377429061e-08
Position 103: 3.79034178093473e-08
Position 3306: 1.002981448269612e-11
Position 96: 8.20287845027873e-12
