Gene = Retreg2
Position 3870: 7.245384819754088e-05
Position 2844: 7.138386450852899e-05
Position 2110: 7.099171830540593e-05
Position 1999: 7.074277309215284e-05
Position 2229: 7.071329767466382e-05
Position 1523: 5.977373378293688e-05
Position 1629: 5.6654117391805664e-05
Position 1205: 5.4858168278306344e-05
Position 1458: 5.375850471350816e-05
Position 4660: 5.283177652105281e-05
Position 1049: 5.271102582625135e-05
Position 1711: 4.866389025563826e-05
Position 731: 4.6838142708319054e-05
Position 1717: 4.602190081285874e-05
Position 1699: 4.409828138043776e-05
Position 2740: 4.359600251993778e-05
Position 2591: 4.126239650815747e-05
Position 1172: 4.036881461165706e-05
Position 1092: 3.965305048628173e-05
Position 694: 3.950271395614583e-05
Position 1253: 3.9452931818933254e-05
Position 2084: 3.914060948528474e-05
Position 2012: 3.533947324463243e-05
Position 3130: 3.315752598833056e-05
Position 3020: 2.7060499776281827e-05
Position 3364: 2.3251580627304342e-05
Position 3080: 2.19477069707426e-05
Position 1674: 2.1301493837056038e-05
Position 1517: 1.8948457413488138e-05
Position 206: 1.8882489602207026e-05
Position 3571: 1.731104254494852e-05
Position 3444: 1.5587257600062956e-05
Position 1890: 1.540964465551019e-05
Position 2624: 1.5359352887890614e-05
Position 213: 1.4786406171425864e-05
Position 2797: 1.3918541790815965e-05
Position 1997: 1.3482620761744258e-05
Position 2944: 1.3116480016786969e-05
Position 2783: 1.2256238725633965e-05
Position 1683: 1.1940220982761559e-05
Position 3281: 1.1881081944606171e-05
Position 1706: 1.134793448875264e-05
Position 1866: 1.1237744787872322e-05
Position 2488: 1.0557908497308801e-05
Position 807: 8.439699576483267e-06
Position 2691: 7.72663459632651e-06
Position 683: 6.641814179848945e-06
Position 3910: 5.302857453693441e-06
Position 223: 5.056088436333226e-06
Position 955: 4.821313365455583e-06
Position 1623: 4.5046394971041135e-06
Position 2363: 4.443674883176454e-06
Position 532: 4.131626160247427e-06
Position 3938: 4.024653366115069e-06
Position 229: 3.5807283887824403e-06
Position 943: 2.9026519258056213e-06
Position 1566: 2.7134984848647532e-06
Position 2200: 2.1393208350646763e-06
Position 2214: 1.970439026316715e-06
Position 2382: 1.7733392599465058e-06
Position 434: 1.3387256377773748e-06
Position 994: 1.337050987927434e-06
Position 889: 9.601012058085852e-07
Position 572: 9.553881197524371e-07
Position 1219: 8.906062209810872e-07
Position 894: 8.691588152716239e-07
Position 524: 6.853843295989587e-07
Position 595: 5.793607567480872e-07
Position 859: 3.7108630496357156e-07
Position 4: 3.699593194717241e-07
Position 991: 3.2307134617592256e-07
Position 925: 2.657806719464196e-07
Position 3245: 1.5327620753289512e-07
Position 879: 1.35614256033198e-07
Position 586: 1.1961189234902234e-07
Position 598: 1.1386671741478821e-07
Position 589: 2.595192562141766e-08
Position 1794: 8.858241887677992e-09
Position 1861: 5.927996485367842e-09
Position 1877: 4.815762940503069e-09
Position 1450: 2.0616389225911185e-09
Position 1556: 8.947144349482451e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2893: 0.8893996772872136
Position 1517: 0.8850083046761431
Position 1835: 0.829070907406426
Position 2173: 0.82290754358951
Position 582: 0.7279451138868019
Position 3643: 0.7044427277521985
Position 4044: 0.4544504659225997
Position 4746: 0.26458959942017773
Position 2416: 0.2502234762209665
Position 2472: 0.21754631410148367
Position 1136: 0.20130346150497652
Position 624: 0.13580918298835146
Position 187: 0.11141497511011626
Position 3194: 0.04765860134780472
Position 4625: 0.0433069118799142
Position 2012: 0.030906899693327102
Position 2259: 0.029051856863338842
Position 2933: 0.02805411113417695
Position 4784: 0.023761886996310475
Position 2089: 0.020815109653302116
Position 1315: 0.01869960714956616
Position 3278: 0.01811179700497688
Position 991: 0.017563581195210655
Position 1495: 0.015297965723014315
Position 1605: 0.01472081424178209
Position 3600: 0.010545889630401293
Position 955: 0.009696918889259066
Position 689: 0.00905736453289158
Position 1521: 0.008806671952123394
Position 2223: 0.007841597550108752
Position 1765: 0.006829761211340134
Position 1226: 0.006650218909797225
Position 274: 0.006583113747372634
Position 1356: 0.006296708590551384
Position 1258: 0.005878547598192248
Position 184: 0.005812104497755693
Position 2071: 0.0050474182338901795
Position 3868: 0.0048515863326685435
Position 3910: 0.0047230272264482875
Position 1167: 0.004438747413459122
Position 1392: 0.004166596147342876
Position 5004: 0.0035316665401816617
Position 1574: 0.00346678524761733
Position 3768: 0.0034631263279556717
Position 253: 0.003374890680055757
Position 3473: 0.0030902140655980964
Position 4668: 0.002828706923344902
Position 4979: 0.002752864878889789
Position 836: 0.0026329666617929985
Position 4897: 0.0026131346947445935
Position 2214: 0.0025259633496712347
Position 1092: 0.002461933748188352
Position 3736: 0.002393425282089106
Position 1534: 0.002365941893934246
Position 4213: 0.0021441219776544866
Position 2110: 0.0019322490342732796
Position 3880: 0.0018948615707029416
Position 475: 0.0018118365500300027
Position 1290: 0.001737639904975636
Position 197: 0.0016667053665544215
Position 218: 0.0016599763309971094
Position 3476: 0.001559787529744298
Position 4586: 0.0015517417485084086
Position 999: 0.0014630384512552233
Position 2863: 0.0014311751309952268
Position 2502: 0.0014226256387860035
Position 3436: 0.0013028653897131923
Position 3822: 0.0012642265269939487
Position 2474: 0.001261912283506579
Position 2244: 0.0011505272988198575
Position 295: 0.0011369604203452113
Position 3772: 0.0010926985665801207
Position 4536: 0.0010568609674450166
Position 181: 0.0009969135805940606
Position 4543: 0.000954440454755143
Position 1360: 0.0009309890780232605
Position 4314: 0.0008652750943731069
Position 2225: 0.0007928137906573264
Position 968: 0.0007552511076779726
Position 784: 0.0007354949338700641
Position 3787: 0.0007160677604989987
Position 206: 0.0007113520633766135
Position 3203: 0.0006979558978785395
Position 1151: 0.0006848447490666186
Position 3757: 0.0006603796699689079
Position 4119: 0.0006477949497974825
Position 554: 0.0005382461197936167
Position 4081: 0.0005207336849234124
Position 202: 0.0005186922674449004
Position 1542: 0.0005186594871916217
Position 3657: 0.0005098399220932638
Position 2505: 0.0004935200807435523
Position 4077: 0.0004933338487786374
Position 3152: 0.00048124844652386827
Position 2103: 0.0004753177254322157
Position 4984: 0.0004576620144324938
Position 1566: 0.00042707818766365513
Position 483: 0.0004106865615974962
Position 4501: 0.00038936353903259085
Position 458: 0.00038232721436806005
Position 2795: 0.0003715431510922731
Position 2526: 0.0003637919557708814
Position 5121: 0.00035429343628648414
Position 1264: 0.00034540061579785807
Position 1988: 0.00033617844266017974
Position 3654: 0.00030128539657738176
Position 2270: 0.0002866322894201811
Position 1475: 0.0002809619505981354
Position 1194: 0.0002731967002162853
Position 4083: 0.00026560636064562176
Position 1952: 0.00025735890118429257
Position 1556: 0.00024830686941907824
Position 3802: 0.0002443440172559899
Position 3374: 0.00024119579340592246
Position 2969: 0.00023575848564681308
Position 4233: 0.00021430304333441082
Position 1362: 0.0002092878107602912
Position 3886: 0.0002070641217392991
Position 4074: 0.00019888310471538725
Position 2038: 0.00019207141429997685
Position 3789: 0.00016857557793122687
Position 1418: 0.00016268700981003574
Position 2481: 0.00016118824485766227
Position 3537: 0.00015694739522242155
Position 565: 0.0001567888454303233
Position 2565: 0.000152602982132455
Position 4902: 0.00014856472360805448
Position 3792: 0.00014127022140385687
Position 1177: 0.00013771298723684318
Position 2121: 0.0001350518090416181
Position 1798: 0.0001270480917721605
Position 894: 0.00011920388423241243
Position 936: 0.00011572483070393228
Position 930: 0.00011473910195006474
Position 1191: 0.0001142621574207407
Position 3227: 0.0001084005906562816
Position 423: 0.00010617130888159016
Position 2499: 0.00010487824125183301
Position 1629: 0.00010408517670957222
Position 2656: 0.00010379690866673518
Position 3343: 0.00010320512819521409
Position 163: 0.00010172684132241842
Position 3017: 9.94011929450951e-05
Position 3432: 8.339263303681394e-05
Position 3604: 8.226025374673021e-05
Position 2912: 7.76311999875963e-05
Position 3962: 7.469334008477799e-05
Position 1450: 7.127434777210192e-05
Position 2067: 6.90932537547564e-05
Position 920: 5.9673211236247043e-05
Position 1018: 5.918376018910681e-05
Position 2134: 5.619875902788833e-05
Position 1487: 5.15363428443658e-05
Position 306: 5.120114528482293e-05
Position 2180: 5.1184414507868e-05
Position 432: 4.602862180784065e-05
Position 2653: 4.2732119326593796e-05
Position 2153: 3.770434014540558e-05
Position 1045: 3.712109885178585e-05
Position 1618: 3.2071001092327406e-05
Position 2035: 3.1102062946904424e-05
Position 501: 2.9631355092020036e-05
Position 3550: 2.762219632021087e-05
Position 1398: 2.6730331451619548e-05
Position 2027: 2.5424458422894194e-05
Position 3915: 2.3462200099914516e-05
Position 1447: 2.16796954569132e-05
Position 1014: 2.119711253393865e-05
Position 1589: 2.0870841843568083e-05
Position 2948: 1.9712839904631634e-05
Position 1680: 1.84554935707127e-05
Position 911: 1.6692835405577017e-05
Position 292: 1.6202719764301557e-05
Position 1055: 1.596636259595065e-05
Position 2030: 1.5669543699393147e-05
Position 1233: 1.5250737004165516e-05
Position 1241: 1.3594821450335515e-05
Position 1993: 1.2053361476752884e-05
Position 2835: 1.0996907859487788e-05
Position 1431: 1.0925333427603691e-05
Position 1270: 1.0183581125294272e-05
Position 1008: 9.668319103872367e-06
Position 3479: 8.81165469780298e-06
Position 495: 7.922831900751717e-06
Position 763: 7.510196217891725e-06
Position 889: 5.722464639806253e-06
Position 1039: 5.199867254836438e-06
Position 2905: 5.101781070906567e-06
Position 2660: 4.8146940060353224e-06
Position 357: 4.5714192754229935e-06
Position 897: 4.078710956735485e-06
Position 1020: 4.025806382948125e-06
Position 1280: 3.970313436918702e-06
Position 1172: 3.88286245423137e-06
Position 503: 3.676051976986648e-06
Position 360: 3.586320152342939e-06
Position 2663: 3.0919727490377496e-06
Position 1063: 2.7247539482797406e-06
Position 2704: 2.7155807660460466e-06
Position 1962: 2.544414966114858e-06
Position 147: 2.41016044158023e-06
Position 385: 1.6621668643231886e-06
Position 2651: 1.1589402030497412e-06
Position 387: 1.0769199991643916e-06
Position 3566: 9.083871036090391e-07
Position 2832: 7.981449725279334e-07
Position 2849: 7.223113959933624e-07
Position 399: 6.505574685165841e-07
Position 757: 5.173638438298445e-07
Position 2801: 3.3705558721628156e-07
Position 3281: 3.320333801515857e-07
Position 2765: 2.9563984612629684e-07
Position 752: 2.7913102307174183e-07
Position 2715: 1.6434451938903353e-07
Position 1059: 1.066345496443771e-07
Position 3104: 9.530788162750276e-08
Position 1012: 9.144954792541796e-08
Position 2821: 8.395044413084208e-08
Position 2797: 7.175610125026529e-08
Position 694: 6.468940799520488e-08
Position 767: 4.4081762650422096e-09
Position 2510: 3.1372520203327983e-09
Position 2486: 1.1224944828712759e-09
Position 87: 4.0357258927482625e-11
Position 84: 1.717622834878976e-12
