Gene = Uri1
Position 2876: 1.8845539625135805e-05
Position 426: 1.880169503638167e-05
Position 327: 1.8353002659184012e-05
Position 1823: 1.763119565898236e-05
Position 1637: 1.7555163290789192e-05
Position 376: 1.7091741427828515e-05
Position 2910: 1.7066593907229625e-05
Position 1758: 1.6524088619936093e-05
Position 204: 1.2735803004045373e-05
Position 402: 1.002025385303465e-05
Position 369: 7.590504555442781e-06
Position 532: 5.065536154722079e-06
Position 423: 4.284178871472415e-06
Position 210: 3.6113098877216077e-06
Position 2004: 3.2346438354049806e-06
Position 1036: 3.145367283663806e-06
Position 1081: 2.8456840836812107e-06
Position 1160: 2.4973874038498254e-06
Position 965: 1.8612625358903583e-06
Position 4290: 1.1563789945549701e-06
Position 3322: 1.1452868432393318e-06
Position 2054: 8.513247014902747e-07
Position 3077: 7.645614326360772e-07
Position 2821: 6.324153854890093e-07
Position 232: 5.86691094554988e-07
Position 2398: 5.838963614427962e-07
Position 206: 5.830670818061667e-07
Position 547: 5.566576490798923e-07
Position 916: 4.942437898473098e-07
Position 2068: 4.582909249182309e-07
Position 665: 4.3313754601401084e-07
Position 1079: 4.050191989898305e-07
Position 218: 2.88347665211135e-07
Position 555: 2.690624876867239e-07
Position 1603: 1.9425949909209745e-07
Position 972: 1.8936848860054004e-07
Position 2270: 1.8899697839997677e-07
Position 1093: 1.6585038805450972e-07
Position 784: 1.4862968541149252e-07
Position 432: 1.465631316529139e-07
Position 186: 1.40718144981512e-07
Position 2279: 1.2438003568796183e-07
Position 2390: 1.197287084774309e-07
Position 2208: 1.0540187772162028e-07
Position 1986: 1.0237172074105682e-07
Position 706: 9.444510504660387e-08
Position 420: 9.305107307478907e-08
Position 1537: 8.643618642035799e-08
Position 494: 8.021484717288238e-08
Position 1847: 7.446156791703024e-08
Position 924: 7.297373756518064e-08
Position 208: 5.473124238060397e-08
Position 710: 3.990349020935818e-08
Position 1289: 3.8128306872970195e-08
Position 708: 3.273351283588437e-08
Position 177: 2.2878491124872872e-08
Position 787: 1.9583881189985847e-08
Position 1084: 1.729938413162373e-08
Position 674: 1.551333760389949e-08
Position 226: 1.4767040587563269e-08
Position 978: 3.132617225867889e-12
Position 190: 2.8200404096640198e-12
Position 439: 2.129479741446679e-12
Position 580: 3.2543308588056476e-13
Position 147: 2.8801304942048813e-13
