Gene = Nkpd1
Position 545: 7.288264452676131e-07
Position 694: 5.427429483531368e-07
Position 1323: 4.028119047142254e-07
Position 1310: 3.779941044593851e-07
Position 1750: 2.421065078160835e-07
Position 1977: 2.2712494945164153e-07
Position 1189: 2.2160791821158828e-07
Position 1330: 1.0834164564593629e-07
Position 1122: 9.921147955761582e-08
Position 208: 9.193864236708171e-08
Position 1010: 8.58918947334738e-08
Position 1317: 5.352183671567865e-08
Position 1335: 4.9520348552561825e-08
Position 1198: 4.624555590112855e-08
Position 1157: 4.0691487760683527e-08
Position 1763: 2.5001278381794413e-08
Position 1618: 1.7382168703802247e-08
Position 1308: 1.5389021696978324e-08
Position 911: 1.038354698820126e-08
Position 1752: 1.0076243947952058e-08
Position 1709: 1.0062443543231701e-08
Position 1792: 8.812591463405078e-09
Position 861: 3.4025439810584596e-09
Position 1015: 1.0786668274971933e-09
Position 1348: 1.62520522860619e-10
Position 1816: 1.3210642141438103e-10
Position 1350: 8.009296500488511e-11
Position 1376: 4.798938416965878e-11
Position 1470: 4.039310890938296e-11
Position 1790: 3.7276914011572336e-11
Position 1472: 3.6659777900818686e-11
Position 1600: 1.9546128993108016e-11
Position 1043: 9.314466875766538e-14
Position 1035: 5.94234765568702e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 864: 0.9611678277647915
Position 4095: 0.8902507321122611
Position 5132: 0.5497973917509221
Position 6388: 0.2214112214865323
Position 6035: 0.18677093078804044
Position 4301: 0.14926246025288653
Position 5916: 0.0992790291805728
Position 2670: 0.0672383371281594
Position 6079: 0.052509146711808244
Position 5022: 0.038988940797842216
Position 5639: 0.036179955547130334
Position 6573: 0.03608360338138869
Position 6952: 0.035590833461519734
Position 6085: 0.03345221228668865
Position 898: 0.03278853739021164
Position 6842: 0.025667002392640983
Position 5045: 0.025280559255118493
Position 5254: 0.025221324200540577
Position 6391: 0.023919632929438852
Position 5316: 0.01663114213115668
Position 2323: 0.01570394977582928
Position 1062: 0.015112730851677482
Position 5412: 0.015086648864094316
Position 5955: 0.012293506481316633
Position 1963: 0.011943695896650577
Position 2097: 0.011031146027520266
Position 5803: 0.0101632076068452
Position 3810: 0.009942074368875863
Position 1403: 0.009761217946530442
Position 6656: 0.009370202908102601
Position 4126: 0.00907280380300067
Position 6179: 0.008145739861377815
Position 6271: 0.008112377555988056
Position 2112: 0.0074277762289502594
Position 6685: 0.007204697623225815
Position 4349: 0.0066041378062437
Position 1139: 0.006234572770634543
Position 4385: 0.005888639123536433
Position 2281: 0.005402181402588371
Position 6607: 0.005095267611827223
Position 6483: 0.005054606590972613
Position 3415: 0.004836897284085272
Position 6814: 0.004690283756633423
Position 3640: 0.004639457082801982
Position 1333: 0.004472482943920007
Position 4602: 0.0043812433381489446
Position 254: 0.004354119668175135
Position 6691: 0.004249011566611325
Position 1080: 0.0036941512395584973
Position 5429: 0.003642868168537445
Position 6802: 0.0035900753637537527
Position 5286: 0.0034014134907774485
Position 4579: 0.0031275571470935765
Position 901: 0.003088293542085631
Position 2034: 0.0029217973706722527
Position 5867: 0.002826356516417424
Position 5085: 0.002620014586412221
Position 5689: 0.0025596107914333667
Position 296: 0.002344312454937317
Position 604: 0.0022460886416432505
Position 1281: 0.0021084942115533324
Position 3067: 0.002073720679878578
Position 1236: 0.002025144532520863
Position 739: 0.0019840988258738542
Position 5146: 0.0019720835712783748
Position 3396: 0.001814253599658509
Position 6753: 0.0017630801706110266
Position 5053: 0.0017470630026996707
Position 3039: 0.0016883957996740094
Position 6253: 0.0016112680137067292
Position 662: 0.001576144133544127
Position 1067: 0.0014944029347272285
Position 794: 0.0014679027662979733
Position 6214: 0.0014462723768173195
Position 3111: 0.001415288476215205
Position 1257: 0.0013350248703163704
Position 4107: 0.0012519046226633036
Position 2162: 0.001225360955469929
Position 3552: 0.0011737027117888188
Position 5143: 0.00117348110688051
Position 2879: 0.0011212472431298636
Position 3470: 0.0011040600914962637
Position 1089: 0.0010186093263509675
Position 3581: 0.0009480071064688289
Position 1128: 0.0009225283643370065
Position 2999: 0.0008046396101996101
Position 6394: 0.000802986154847642
Position 3009: 0.000683164983978052
Position 3045: 0.0006762251757062108
Position 3372: 0.0006203206010195998
Position 3597: 0.0006133820530147046
Position 563: 0.0006115728754518171
Position 2538: 0.0006080808101273159
Position 670: 0.0005679653523385535
Position 5839: 0.0004966836669356647
Position 1241: 0.0004746922077550611
Position 3953: 0.0004477478635166634
Position 2924: 0.00041696724535865307
Position 1211: 0.0004083217993292902
Position 5564: 0.00039741195401559614
Position 2603: 0.00032916627514512303
Position 5149: 0.00032576829321869633
Position 629: 0.0002981586218965945
Position 1875: 0.0002875197708546194
Position 339: 0.00026729973863238066
Position 2915: 0.0002588386390664045
Position 3766: 0.00024623371342822367
Position 4045: 0.00023296487714307738
Position 2118: 0.00022884486297414616
Position 1888: 0.0002148310149708515
Position 6863: 0.00021478067871446438
Position 1084: 0.0002095036889072123
Position 6235: 0.0001928410641505954
Position 1175: 0.00019246037608675515
Position 925: 0.00016850751966142344
Position 2022: 0.00015973205792133046
Position 3821: 0.00015658659837902012
Position 840: 0.00015578904208376606
Position 1860: 0.00015351195415178514
Position 3524: 0.00015066296096240983
Position 2345: 0.00015057555904297645
Position 5326: 0.0001484941542831939
Position 813: 0.00014283251483997725
Position 3185: 0.00013949141391797368
Position 4522: 0.00013713082723773806
Position 2950: 0.00013655422999816612
Position 1217: 0.0001357699295751763
Position 680: 0.0001250400531180364
Position 1122: 0.00012408823615986514
Position 3021: 0.00012267870945853124
Position 4449: 0.00012066781085909253
Position 1589: 0.00011605519030644553
Position 3813: 0.00011495430221654943
Position 1490: 0.00010904447124324086
Position 2175: 0.0001077036241338714
Position 3791: 0.00010667899482848786
Position 275: 0.00010195206953774487
Position 2046: 9.690442248452167e-05
Position 5026: 9.139800376462744e-05
Position 5603: 9.017939039958057e-05
Position 2242: 8.87474582563077e-05
Position 3566: 8.652666602504175e-05
Position 3483: 8.276867122029194e-05
Position 2287: 8.031819358466914e-05
Position 3145: 8.008845917176189e-05
Position 526: 7.863628524706876e-05
Position 1145: 7.226795857330381e-05
Position 3894: 7.096232826546119e-05
Position 2049: 7.063416784196609e-05
Position 360: 6.712985421310144e-05
Position 214: 6.460336634948023e-05
Position 577: 6.429179644018987e-05
Position 3984: 6.347398213563754e-05
Position 1187: 6.320230834273734e-05
Position 279: 6.257539319835757e-05
Position 4418: 5.96966283475043e-05
Position 4401: 4.545956470160692e-05
Position 1410: 4.3464072419052874e-05
Position 2889: 4.2177909667867426e-05
Position 2300: 4.154356684912004e-05
Position 488: 3.950062084895524e-05
Position 3357: 3.691413719243627e-05
Position 540: 3.6161444590181335e-05
Position 609: 3.4646509432478054e-05
Position 2256: 3.4132153394555336e-05
Position 2383: 3.3622234179374545e-05
Position 1096: 3.29354379891323e-05
Position 1825: 3.164384822865761e-05
Position 1701: 3.1419791470151515e-05
Position 1222: 3.106008273876034e-05
Position 2246: 2.9751179921406675e-05
Position 407: 2.8381779683041733e-05
Position 1644: 2.3949482227889633e-05
Position 2060: 2.3861109706802698e-05
Position 1537: 2.3450074012516602e-05
Position 2308: 2.3402193681484137e-05
Position 3977: 2.182301833988371e-05
Position 1371: 2.1400882583088832e-05
Position 4010: 1.974459939692787e-05
Position 819: 1.883639127092679e-05
Position 584: 1.5476518080909735e-05
Position 4265: 1.4419707510966113e-05
Position 315: 1.1020550267003415e-05
Position 748: 1.0823488799105837e-05
Position 478: 1.0366885846419378e-05
Position 500: 8.668813199693658e-06
Position 464: 7.101234949971875e-06
Position 341: 4.415789358179244e-06
Position 827: 3.4153118445410037e-06
Position 363: 1.940752947414383e-06
Position 502: 1.7781067666647857e-06
Position 2075: 1.7616703006007556e-06
Position 378: 1.7333441631235535e-06
Position 2340: 1.67155758674211e-06
Position 1335: 1.510226656533373e-06
Position 1342: 1.4201478964964903e-06
Position 1305: 1.2910998910469937e-06
Position 2202: 1.2768678600628294e-06
Position 2068: 1.2204195782616678e-06
Position 1098: 1.144705013716461e-06
Position 459: 1.0666735869641935e-06
Position 2188: 1.0136386812923208e-06
Position 1164: 9.908837600539307e-07
Position 3179: 8.799886719116566e-07
Position 1368: 7.606508650016987e-07
Position 2349: 7.340235449141148e-07
Position 3124: 6.126812827257383e-07
Position 461: 5.686985948935226e-07
Position 2297: 4.1139284931538344e-07
Position 1908: 3.9782893152506704e-07
Position 589: 2.8724351695155487e-07
Position 3141: 2.4824702025660154e-07
Position 1444: 1.741475244781194e-07
Position 1422: 1.58101941055226e-07
Position 1417: 1.4575610181084206e-07
Position 2784: 1.4430011249765962e-07
Position 1298: 1.2458279855903654e-07
Position 1439: 1.2121749846167324e-07
Position 2693: 9.669692108809623e-08
Position 1904: 9.644299478669117e-08
Position 2955: 9.146733515118338e-08
Position 1648: 8.042451344168908e-08
Position 1565: 5.449538372013273e-08
Position 1478: 4.267467607956965e-08
Position 1672: 4.0078730877754625e-08
Position 1731: 3.287702024045671e-08
Position 1679: 2.9039613117671597e-08
Position 2941: 2.545176303410347e-08
Position 1153: 1.3881010923332895e-08
Position 1189: 1.2485873391957129e-08
Position 823: 5.3663064940518476e-09
Position 1547: 4.593320710441444e-09
Position 967: 2.6364267265703114e-09
Position 1028: 7.719616608370656e-10
Position 1019: 1.6255103570146579e-10
Position 1024: 1.6742120897131766e-11
Position 1570: 7.409121013057177e-12
Position 983: 5.41194443185679e-12
Position 1376: 3.586964738501775e-12
