Gene = Veph1
Position 1978: 0.0039646635459046325
Position 6402: 0.0037527545337485615
Position 1825: 0.003629854948640178
Position 8100: 0.0031703486183270488
Position 4987: 0.003133281322158358
Position 6425: 0.0030617416596885093
Position 1966: 0.002966492055336489
Position 1563: 0.002753931280911707
Position 3610: 0.002501118763380278
Position 492: 0.0023818210041234933
Position 10096: 0.002272797351137412
Position 4453: 0.002263485248789058
Position 1482: 0.002218136040049453
Position 1327: 0.0021775679982276373
Position 6288: 0.0019278734251219397
Position 9417: 0.0017834343577981132
Position 2012: 0.0016183659828362396
Position 5552: 0.001597394773491963
Position 7905: 0.0014709735215045617
Position 1292: 0.001465084088100062
Position 2061: 0.0013932553927076157
Position 8826: 0.0013154980822607898
Position 1786: 0.0012904289781535065
Position 1952: 0.0012789998568751555
Position 1860: 0.0012410305774917462
Position 4191: 0.0011792820181723306
Position 8454: 0.0011777733952926203
Position 116: 0.0010643235154521092
Position 601: 0.0010474997533237065
Position 4332: 0.0009890859563127807
Position 121: 0.0009515546102797252
Position 165: 0.000861136141692255
Position 6719: 0.000855452852656035
Position 3139: 0.0008317516146649237
Position 2716: 0.0008176953950684424
Position 1008: 0.0007548365979171633
Position 431: 0.0006507123801863415
Position 6560: 0.0006497609243675631
Position 1607: 0.0005990824269511595
Position 3082: 0.00052058242991619
Position 3999: 0.0005139856196513175
Position 1385: 0.0005130105655139224
Position 4146: 0.0005025581039058604
Position 106: 0.0004894650726362426
Position 2656: 0.00046258752507603575
Position 6126: 0.0004607908728550728
Position 3903: 0.0004573629310099964
Position 484: 0.0004466252052527081
Position 860: 0.0004448640631292535
Position 1921: 0.00044415454153070276
Position 1375: 0.00044318742349436615
Position 231: 0.00042721185385183395
Position 4028: 0.00041050275056649923
Position 4470: 0.0004043849116087392
Position 1636: 0.0003724455489263008
Position 1210: 0.0003682310938977613
Position 1359: 0.00035328748593587854
Position 2029: 0.00035092257134033695
Position 218: 0.00034968168435260243
Position 584: 0.00032985439557882336
Position 1905: 0.0003238536283752775
Position 1317: 0.0003207631114674746
Position 2985: 0.00031396432138000666
Position 1349: 0.0002445542862781445
Position 3026: 0.00023114465409773555
Position 3222: 0.00021530118263333407
Position 2360: 0.00020702142352605258
Position 134: 0.00019904000184213928
Position 3064: 0.0001891147906617878
Position 1722: 0.0001537281365198689
Position 1417: 0.00014972973242978596
Position 1428: 0.00014005548485466186
Position 1284: 0.00013003571863620786
Position 1125: 0.0001241201069484881
Position 636: 0.00011838385570083949
Position 781: 0.00011457510339394123
Position 992: 8.735635722411431e-05
Position 2756: 8.203199578831753e-05
Position 4464: 8.039715540441641e-05
Position 125: 7.931561856106673e-05
Position 2099: 7.527801600894351e-05
Position 4050: 7.339155256471369e-05
Position 2400: 7.224424064703226e-05
Position 472: 6.425273678650437e-05
Position 1686: 5.084113275855119e-05
Position 3749: 5.0096417783906153e-05
Position 3234: 5.002813282408393e-05
Position 1307: 4.9304731565871095e-05
Position 1827: 4.230952741793795e-05
Position 1806: 3.942060902976911e-05
Position 1010: 3.8208748005587575e-05
Position 171: 3.730437432814175e-05
Position 309: 3.423850227295347e-05
Position 1683: 3.380467577087114e-05
Position 609: 2.7974796519461397e-05
Position 498: 2.6223698491950646e-05
Position 2451: 2.5810273718983208e-05
Position 1377: 2.5780981620616826e-05
Position 1869: 2.3843559369343524e-05
Position 180: 2.3760034122817456e-05
Position 953: 2.3075953444506857e-05
Position 2661: 2.013596279593075e-05
Position 598: 1.7519449720343786e-05
Position 581: 1.6372841116066132e-05
Position 147: 1.2802677728040884e-05
Position 1196: 1.0435241920314565e-05
Position 1090: 1.0037726897461753e-05
Position 1743: 8.71784765214123e-06
Position 655: 7.706075740061706e-06
Position 1078: 5.842244391284915e-06
Position 1094: 4.53625084283762e-06
Position 378: 4.20512565947778e-06
Position 300: 3.3429182599994303e-06
Position 1299: 2.893235130862558e-06
Position 439: 2.8828103920305577e-06
Position 1029: 2.5890490944070405e-06
Position 2089: 2.414919214185587e-06
Position 900: 2.0039898354036776e-06
Position 188: 1.8252030681426478e-06
Position 729: 1.3662671628897266e-06
Position 961: 1.1622249950980498e-06
Position 1134: 1.127289662529482e-06
Position 1036: 1.1246057243090355e-06
Position 234: 1.0964006979050158e-06
Position 924: 9.968643217995282e-07
Position 502: 6.607081527962115e-07
Position 290: 5.169085211165535e-07
Position 2643: 3.4192668119786364e-07
Position 2258: 2.0689983262141705e-07
Position 2242: 1.9599208455134813e-07
Position 2840: 1.419346130613817e-07
Position 2223: 1.3060530109999171e-07
Position 1715: 1.3046015862413073e-07
Position 2267: 1.2027646428967537e-07
Position 1788: 5.810164491474497e-08
Position 313: 4.475124571703224e-08
Position 318: 2.3964425790184204e-08
Position 280: 2.1016309149286063e-08
Position 360: 2.0843533996638075e-08
Position 661: 1.88977932737936e-08
Position 444: 1.842766325128805e-08
Position 294: 1.3666898196888115e-08
Position 323: 7.750468887056227e-09
Position 325: 4.992812071747144e-09
Position 339: 4.568387858606696e-09
Position 347: 4.348822421403973e-09
Position 92: 1.995244855844667e-09
Position 644: 1.6684890308759982e-09
Position 384: 1.5252379187757394e-09
Position 85: 8.335024232452868e-10
Position 328: 4.658342573601399e-10
Position 641: 4.0187802717463317e-10
Position 344: 3.757547678520126e-10
Position 888: 2.911965207478596e-10
Position 103: 2.4220514405069487e-10
Position 349: 1.7040399442414467e-12
Position 393: 1.3914693180995272e-12
Position 396: 8.887253866438578e-13
