Gene = Cox5a
Position 3185: 0.011311612790514292
Position 3152: 0.010152520937952806
Position 5591: 0.009831719603123389
Position 10646: 0.009813428890764052
Position 230: 0.008217994188130575
Position 245: 0.008084681878949632
Position 9827: 0.007884783960152221
Position 8411: 0.007638570360058546
Position 2932: 0.006984190366680545
Position 3134: 0.006372545515809194
Position 8790: 0.006322426233308637
Position 9651: 0.0060942997137754095
Position 10665: 0.005703549893690532
Position 10952: 0.005293353351060114
Position 355: 0.0052826266055729055
Position 3215: 0.005271451348114763
Position 3233: 0.004903475558636807
Position 8306: 0.004793746355840417
Position 8490: 0.004782214190169787
Position 3167: 0.0047295938919315545
Position 10353: 0.004661499527365619
Position 6291: 0.004139009859220817
Position 1476: 0.004124056104797619
Position 8651: 0.004112218077353107
Position 5542: 0.004083437955002418
Position 3239: 0.003740824448286927
Position 3242: 0.0032098500668896824
Position 8132: 0.003204441590867003
Position 10623: 0.0027051960308130557
Position 3219: 0.00235028536104673
Position 3172: 0.0023154536794493556
Position 9596: 0.0023112556214126114
Position 4525: 0.0023077175551942386
Position 8824: 0.002224395923822408
Position 8457: 0.0022029330440032392
Position 4896: 0.0021298559689800077
Position 8436: 0.0021279637152714233
Position 359: 0.00211255593295795
Position 5435: 0.0020642082527454453
Position 10682: 0.002058142121401806
Position 3230: 0.0019864068835079127
Position 7234: 0.0019593136536105163
Position 4355: 0.001767215426925445
Position 542: 0.0016811564648000876
Position 8849: 0.0015744767139995069
Position 10477: 0.0015152756825833969
Position 10310: 0.001485155118374838
Position 4480: 0.0014821786456245775
Position 9249: 0.0014193658822774268
Position 2615: 0.001400322364630267
Position 386: 0.0013979204389432168
Position 8812: 0.0013920379065832328
Position 4641: 0.0013477163145982907
Position 1257: 0.0012898055873170875
Position 11127: 0.0012180647649702976
Position 208: 0.0012084077123712914
Position 9398: 0.0011282772334172042
Position 5182: 0.0011205291513067626
Position 5290: 0.0009684471273535602
Position 4492: 0.0008893738136511737
Position 2996: 0.0008777628294807126
Position 2948: 0.0008339687505497351
Position 10703: 0.0007317089452113144
Position 10796: 0.0006901051115702386
Position 4763: 0.000685942584902685
Position 5411: 0.0006731615295724356
Position 10606: 0.0006466768865258786
Position 11049: 0.0006188239593197807
Position 9861: 0.0005973012672476432
Position 3270: 0.0005922381661610937
Position 9224: 0.0005902581591532834
Position 10284: 0.0005585021649418049
Position 7903: 0.0005038944018502251
Position 5281: 0.00045202917943916324
Position 10627: 0.0004069711957177025
Position 9711: 0.0003948955805470173
Position 10345: 0.00039281795913525457
Position 8088: 0.00036672854929492224
Position 10017: 0.00036366717215023577
Position 496: 0.0003513644118306467
Position 6296: 0.000309005401460227
Position 1018: 0.00029190511658811196
Position 300: 0.0002912165629108522
Position 392: 0.000274308656857071
Position 7607: 0.000256825525254408
Position 9180: 0.00023114678565913345
Position 397: 0.00022915535680222956
Position 2591: 0.0002278702514195218
Position 562: 0.0002243881569712607
Position 987: 0.00022254177125809627
Position 8084: 0.00019929468764976198
Position 257: 0.00017738545379542751
Position 3103: 0.00016625485896445432
Position 4410: 0.00016136493374234012
Position 10686: 0.0001580107645836339
Position 3067: 0.00015334899415005572
Position 10259: 0.00014073279021919972
Position 292: 0.00013724396253025878
Position 9688: 0.00013468883423232606
Position 1574: 0.00013311670379293828
Position 1262: 0.00012342606589313705
Position 3955: 0.00012173418443644971
Position 10609: 0.00012055962916682721
Position 10221: 0.00010814564801225592
Position 3049: 0.00010696786611317809
Position 583: 9.869008766043449e-05
Position 859: 9.777694859428314e-05
Position 8243: 7.324920454347426e-05
Position 7949: 7.17062190412543e-05
Position 9447: 6.854248865462114e-05
Position 2731: 6.404195770540164e-05
Position 8185: 5.9657338322881085e-05
Position 1296: 5.848192106063215e-05
Position 1164: 5.6009964886799344e-05
Position 2840: 5.439275404096521e-05
Position 2803: 5.367732572183497e-05
Position 10716: 4.896134491759624e-05
Position 2121: 4.693002379719768e-05
Position 9055: 4.423397647992495e-05
Position 689: 4.2317050385777746e-05
Position 2492: 4.215674942740313e-05
Position 4110: 3.779855980685408e-05
Position 10236: 3.673227863981251e-05
Position 1740: 3.2328573954723185e-05
Position 2763: 2.9549978808240945e-05
Position 923: 2.8106417787163607e-05
Position 11107: 2.5223580143619077e-05
Position 8165: 2.2539753774872874e-05
Position 672: 2.2520412429388944e-05
Position 1785: 2.171044826089269e-05
Position 960: 2.089602808053773e-05
Position 1033: 1.766875860908169e-05
Position 10914: 1.7165288460625028e-05
Position 2042: 1.556162688776134e-05
Position 11016: 1.4509542960944795e-05
Position 1481: 1.4372390020816633e-05
Position 303: 1.3739564841084887e-05
Position 2647: 1.326908513969428e-05
Position 2774: 1.2366466198705943e-05
Position 4136: 1.1717898227716437e-05
Position 9301: 1.1174480029602451e-05
Position 9438: 1.0738980932757256e-05
Position 1170: 1.0723185234356473e-05
Position 463: 1.0191999220063189e-05
Position 2523: 9.170984938029628e-06
Position 1428: 9.036059075565337e-06
Position 1768: 7.897106295578038e-06
Position 1631: 7.2949043951311285e-06
Position 2489: 7.268090027573241e-06
Position 3911: 7.127566783078272e-06
Position 3931: 6.928507839317932e-06
Position 2557: 6.896017869629173e-06
Position 7966: 6.885615874595785e-06
Position 3876: 6.3739524499294485e-06
Position 1589: 5.229468386843947e-06
Position 2444: 4.775750680798072e-06
Position 1316: 4.409597531626063e-06
Position 1123: 4.133837725834687e-06
Position 971: 4.083887547965095e-06
Position 1655: 3.764304048654235e-06
Position 1974: 3.040641474838551e-06
Position 856: 2.994853109538568e-06
Position 1084: 2.864955762708906e-06
Position 3489: 2.803386146303882e-06
Position 774: 2.69793954781902e-06
Position 4942: 2.490874022455315e-06
Position 865: 2.4011965040908583e-06
Position 756: 2.37968298456774e-06
Position 1148: 2.27127284887831e-06
Position 7910: 1.8135821508487435e-06
Position 3670: 1.3644991479786818e-06
Position 651: 3.696752180003669e-07
Position 1383: 3.001918792441089e-07
Position 9161: 2.534192634436046e-07
Position 723: 1.4656894243881171e-07
Position 2088: 1.3290099022184168e-07
Position 9198: 1.0413263216968768e-07
Position 1319: 8.708477223658221e-08
Position 700: 7.307384680034018e-08
Position 880: 6.706049499722905e-08
Position 593: 6.551347494309851e-08
Position 727: 4.7505158284410845e-08
Position 9074: 3.854729816769078e-08
Position 125: 3.6629192626704496e-08
Position 82: 2.3133386288443432e-08
Position 1217: 1.5257352383726666e-08
Position 507: 1.4096245426166752e-08
Position 158: 1.2928511781996837e-08
Position 725: 1.088455304031383e-08
Position 1186: 7.406730453594784e-09
Position 141: 7.15293205251744e-09
Position 1400: 5.6483601255581084e-09
Position 794: 4.5852238042974154e-09
Position 822: 4.431796820574318e-09
Position 1181: 3.705875537288543e-09
Position 97: 1.049240246113383e-09
Position 661: 6.788628760610652e-12
Position 1838: 2.0826079811324075e-12
Position 1858: 1.889889591467304e-12
Position 1892: 1.3373517684475592e-12
Position 1845: 7.023022424542658e-13
Position 1449: 5.253033744203365e-13
Position 1622: 3.579283253262432e-13
Position 1650: 2.570371159855037e-13
Position 1701: 2.1807583423078634e-13
Position 1455: 1.9365265172438688e-13
