Gene = Opa3
Position 7709: 0.22001461106914053
Position 10848: 0.15319372633226358
Position 17593: 0.1008232092966621
Position 3246: 0.08966545650882332
Position 17538: 0.07789386816239573
Position 1156: 0.04893545923735818
Position 2678: 0.03715664131636885
Position 17780: 0.025877944082815123
Position 162: 0.02101888149433451
Position 4484: 0.019025513070298646
Position 4732: 0.018247061518029756
Position 836: 0.013968228861470488
Position 7613: 0.013673564674932023
Position 6291: 0.010921984131077643
Position 7213: 0.010437350878633551
Position 13810: 0.009525845580634023
Position 2362: 0.0087260810998246
Position 1099: 0.00852901271350332
Position 7665: 0.00710123746893492
Position 4333: 0.006307256585206729
Position 5696: 0.006140896758763931
Position 3092: 0.00570327558046822
Position 16983: 0.005658805843880196
Position 11185: 0.005589746991062653
Position 4362: 0.00536083511044719
Position 4184: 0.0051574669943121034
Position 8424: 0.005122309348013087
Position 3204: 0.004669084617301236
Position 10458: 0.004349928028872816
Position 10490: 0.003770355536838751
Position 5745: 0.00318782739488329
Position 1172: 0.003130723494386177
Position 4806: 0.0028054919766323386
Position 4025: 0.0026941977853237585
Position 3761: 0.002397885188653914
Position 5200: 0.0023642078205356413
Position 2210: 0.0021476671603714017
Position 1132: 0.0020986367942789933
Position 1192: 0.002080986578716708
Position 5220: 0.001994150180119253
Position 4783: 0.001955667515346232
Position 1459: 0.0017731126867457346
Position 2665: 0.0015962590621779252
Position 1412: 0.001555606000466745
Position 11434: 0.0014672681362115643
Position 11566: 0.0014437796503236355
Position 6149: 0.0012947496870915657
Position 1839: 0.0012724226355343344
Position 8277: 0.0012219402152805134
Position 6562: 0.0011345685331820051
Position 3014: 0.0009749940922896375
Position 6442: 0.0009082891349914448
Position 7652: 0.0008309507347581417
Position 1008: 0.0008308456534269071
Position 12564: 0.0008125223451556754
Position 405: 0.0007097849878030606
Position 3242: 0.0007052407474967611
Position 3988: 0.000698138242037692
Position 8673: 0.0006809107441615005
Position 766: 0.0006781558135367531
Position 4746: 0.0006677697335038938
Position 6575: 0.0006657503102160974
Position 905: 0.0006351256265635988
Position 3967: 0.0006281152915460568
Position 11273: 0.0005822965451013156
Position 1441: 0.0005281448508000333
Position 4995: 0.0005214813493922243
Position 805: 0.0004856555144243653
Position 728: 0.0004789105527914277
Position 10697: 0.0004659242908704582
Position 4888: 0.0004420006844138119
Position 4231: 0.0004376406086815081
Position 691: 0.0004276621483166805
Position 849: 0.0003994662017809017
Position 1679: 0.0003910149781235816
Position 6680: 0.0003888686074111609
Position 5711: 0.0003468522343032216
Position 2631: 0.0003382776999766968
Position 1468: 0.000334190562497736
Position 299: 0.00033407304020458673
Position 914: 0.00032928160572504803
Position 5380: 0.00032853522594530297
Position 5909: 0.00024669370723631257
Position 7960: 0.0002447682884018428
Position 6746: 0.0002381634941777058
Position 2104: 0.0002322694004147938
Position 2386: 0.00023191410406659936
Position 5488: 0.00021927210690939376
Position 11231: 0.00021597093904956026
Position 4533: 0.00021382860309908353
Position 1899: 0.0002117561375432392
Position 1490: 0.00020319508504827868
Position 1178: 0.0001859019832421988
Position 5557: 0.0001850593917913425
Position 3208: 0.00018437440484051285
Position 1032: 0.0001752111361898814
Position 6610: 0.0001749391735666336
Position 4226: 0.00017073415127003152
Position 1213: 0.00016724652916637802
Position 2135: 0.0001631258079486949
Position 1618: 0.00016253684323085018
Position 7416: 0.000162490390379623
Position 8548: 0.00015299262450585617
Position 645: 0.0001425765482003978
Position 3045: 0.00014169616579678737
Position 8608: 0.00013869635418865088
Position 2707: 0.0001234235747954599
Position 3910: 0.0001222858207319342
Position 3972: 0.00011926035201037428
Position 2716: 0.00011865432809106643
Position 209: 0.0001186282550042521
Position 5918: 0.00011756604209536522
Position 1952: 0.00010920751529106681
Position 2609: 0.00010793573901314109
Position 777: 0.00010725055167986546
Position 6490: 0.00010551911595551722
Position 5560: 9.811175271650072e-05
Position 2636: 9.734832572630132e-05
Position 4031: 9.143857269426873e-05
Position 192: 8.90664783193578e-05
Position 5454: 8.149992599644004e-05
Position 138: 7.696566480891063e-05
Position 2601: 7.59798597975062e-05
Position 6850: 6.755973730102745e-05
Position 8483: 6.535038762397794e-05
Position 994: 6.49547041321573e-05
Position 1029: 6.490245652767815e-05
Position 858: 6.24307027827787e-05
Position 4935: 5.887859019128369e-05
Position 167: 5.781506795504252e-05
Position 2710: 5.1314538984874815e-05
Position 4955: 4.939812030530994e-05
Position 2579: 4.864840232767952e-05
Position 1638: 4.666518977906675e-05
Position 4659: 4.288719124291612e-05
Position 5278: 3.69067958588808e-05
Position 712: 3.59494516745545e-05
Position 1202: 3.539856201816812e-05
Position 739: 3.516204461023907e-05
Position 1742: 3.1615823534217946e-05
Position 244: 3.13906450554336e-05
Position 2016: 3.092275754939657e-05
Position 2509: 2.8452910408734035e-05
Position 2909: 2.806531127375568e-05
Position 358: 2.676868806016179e-05
Position 2396: 2.5501283032719856e-05
Position 4561: 2.5292653547022945e-05
Position 2963: 2.088010101130788e-05
Position 1303: 2.0638842812518216e-05
Position 381: 1.725707610877571e-05
Position 2177: 1.6923459819320695e-05
Position 3680: 1.6065812837380906e-05
Position 1999: 1.4994511359527377e-05
Position 5081: 1.3873283912718138e-05
Position 1013: 1.3721180850324241e-05
Position 1064: 1.3135960504065138e-05
Position 1253: 1.2798516617629838e-05
Position 3381: 1.1850299892338337e-05
Position 498: 1.1832792386367153e-05
Position 4640: 1.1469269873253078e-05
Position 3618: 1.102979991325718e-05
Position 4644: 1.0950568570031302e-05
Position 304: 1.0283729657911914e-05
Position 2084: 9.016713814143585e-06
Position 2268: 8.208289306579534e-06
Position 2283: 7.98930851285927e-06
Position 95: 7.4829561638299785e-06
Position 2290: 7.323749117660333e-06
Position 3420: 6.504881681185085e-06
Position 3019: 6.252747959802467e-06
Position 5497: 6.187160165740934e-06
Position 2643: 4.371803979772597e-06
Position 505: 3.9690542320198255e-06
Position 2790: 3.0445690117903368e-06
Position 1853: 2.0336284222408884e-06
Position 580: 1.9600739926575603e-06
Position 2650: 1.816918143410787e-06
Position 4689: 1.8150070406267918e-06
Position 2573: 1.6421893801481708e-06
Position 1776: 1.347784907255939e-06
Position 918: 1.3130213411446897e-06
Position 456: 1.2917747685400053e-06
Position 624: 1.2871076007846633e-06
Position 1494: 1.2671121084232414e-06
Position 413: 1.1893697373527918e-06
Position 1859: 1.125080410577699e-06
Position 2529: 1.0830091510321833e-06
Position 698: 1.069772743934165e-06
Position 1034: 1.0537421043736798e-06
Position 410: 1.0360000092163945e-06
Position 1855: 1.0135897489899556e-06
Position 545: 9.729191844181841e-07
Position 1583: 9.728543099403264e-07
Position 1225: 8.015471403784184e-07
Position 249: 7.231360101785448e-07
Position 633: 5.941269390451807e-07
Position 724: 4.922512372112578e-07
Position 1277: 3.914643622226891e-07
Position 693: 3.326503787185924e-07
Position 443: 3.2606118806866665e-07
Position 606: 3.1677599396844827e-07
Position 874: 3.053874963906759e-07
Position 2315: 2.7939797895697856e-07
Position 1537: 2.6498817333243977e-07
Position 527: 2.509509349803643e-07
Position 213: 2.4483949854820845e-07
Position 1918: 2.4192191330622903e-07
Position 1255: 2.3271135237439608e-07
Position 1930: 1.9812486009260188e-07
Position 1351: 1.84869929601063e-07
Position 552: 1.8249456328927782e-07
Position 1693: 1.6882821444712944e-07
Position 1725: 1.6288011868729907e-07
Position 1849: 1.5877227860505296e-07
Position 548: 1.4448969774740954e-07
Position 463: 1.3358923832626193e-07
Position 568: 1.0969181405808503e-07
Position 571: 5.91597690654257e-08
Position 419: 4.992250716517293e-08
Position 171: 4.9117328041073224e-08
Position 275: 3.826635882024035e-08
Position 417: 3.772049604587458e-08
Position 511: 3.457944203878077e-08
Position 935: 3.430855419749265e-08
Position 422: 3.3586913903855276e-08
Position 534: 2.879656714445088e-08
Position 468: 2.7297477913839865e-08
Position 700: 2.7109645217794602e-08
Position 108: 2.631387385913688e-08
Position 967: 2.5260638823716543e-08
Position 925: 2.5031784882121356e-08
Position 595: 2.0151368515123217e-08
Position 1279: 2.0042832985042493e-08
Position 930: 1.929295573447336e-08
Position 1235: 1.8959361712642664e-08
Position 1119: 1.881900452396853e-08
Position 610: 1.5671893519504403e-08
Position 470: 1.5664429874164738e-08
Position 383: 1.4834326819306664e-08
Position 267: 1.2965490790857937e-08
Position 1296: 1.133554299212252e-08
Position 518: 9.441821889378702e-09
Position 608: 8.966280092491277e-09
Position 222: 8.137040791677015e-09
Position 2437: 6.3342361288581294e-09
Position 1975: 5.314005888569412e-09
Position 1046: 3.5469443515433125e-09
Position 1565: 3.5316347217684332e-09
Position 1647: 3.5120145950465037e-09
Position 1039: 2.635141975744087e-09
Position 1699: 2.342524644417713e-09
Position 1521: 2.1055371870208758e-09
Position 426: 1.579674521992159e-09
Position 366: 1.497904988782573e-09
Position 565: 1.3639134725748797e-09
Position 1508: 6.910998481148466e-10
Position 1363: 5.557124505940323e-10
Position 1323: 5.149501016075898e-10
Position 4368: 1.013518469346432e-10
Position 1754: 8.91348664349166e-11
Position 932: 6.709743299993595e-11
Position 465: 7.44796367815131e-12
Position 255: 7.645757818205041e-14
