Gene = Ly96
Position 8245: 0.00848342139029667
Position 16391: 0.008311318394774003
Position 16030: 0.008123439317430755
Position 20754: 0.007416232012898663
Position 3656: 0.007377693344205501
Position 3792: 0.00708728253776024
Position 3278: 0.006858486362713046
Position 15279: 0.006657063934200675
Position 394: 0.006459067651248768
Position 1533: 0.0059125264439217175
Position 20944: 0.005557170083525579
Position 1712: 0.005508044079409874
Position 3192: 0.005499285257832352
Position 16195: 0.005074206292588226
Position 16063: 0.005007450391314129
Position 13205: 0.004846428808043454
Position 3586: 0.0046874250999491265
Position 2251: 0.004681534914542195
Position 3038: 0.004052938565546546
Position 15832: 0.003883079758483742
Position 8382: 0.0038161079676868877
Position 17956: 0.0037923059088787172
Position 20277: 0.003750683923531593
Position 17842: 0.0036892246078877927
Position 1979: 0.0036579256936257586
Position 13635: 0.0032646723182008825
Position 17036: 0.003163750448021071
Position 3572: 0.003093264704561389
Position 17379: 0.0027789622449689664
Position 3605: 0.002768012963896078
Position 16384: 0.002616287733728257
Position 3087: 0.002588887614560303
Position 5355: 0.0025024863000224734
Position 13923: 0.002460264316574158
Position 2302: 0.00230890390885074
Position 12813: 0.0018315829561167665
Position 2918: 0.0018126182028324314
Position 2401: 0.0017518806146111915
Position 2900: 0.0016875271861588792
Position 2395: 0.0016633330350057777
Position 3540: 0.0015959628459240407
Position 19107: 0.0014730489044725281
Position 19008: 0.0014225422567566122
Position 14600: 0.0013805932920369732
Position 13682: 0.0012969391903492134
Position 14361: 0.0012958138687190863
Position 2336: 0.0012954333262291565
Position 1931: 0.0012480225174869946
Position 12844: 0.0012382456789814516
Position 6645: 0.0012307744080054472
Position 14441: 0.0011949448182082846
Position 14473: 0.0011817288198203706
Position 1907: 0.001177839430179581
Position 255: 0.0011749288239133948
Position 13877: 0.0011729230728120895
Position 2535: 0.0011636759360465355
Position 1129: 0.0010908270327867552
Position 3366: 0.001070410360275281
Position 3010: 0.0010621695182203297
Position 1303: 0.001016569635694058
Position 1752: 0.0009941838018425384
Position 4156: 0.0009336119969726307
Position 19485: 0.0009124134750065897
Position 13978: 0.0008238631237027972
Position 2028: 0.0008179418017429233
Position 2111: 0.0007974204619029769
Position 6521: 0.0007339804510076137
Position 14761: 0.0007305509197278578
Position 3551: 0.0006929547032292937
Position 6579: 0.0006377031571833099
Position 16234: 0.0005994468436972436
Position 17891: 0.0005885034438546719
Position 2271: 0.0005641986755151988
Position 20793: 0.0005475990881130071
Position 18932: 0.0005345588477442435
Position 2067: 0.0005330682745654307
Position 2459: 0.0005175320462967176
Position 13785: 0.0005159379510486663
Position 2391: 0.000493925303099712
Position 2856: 0.0004934444028355207
Position 15566: 0.000489615383694702
Position 13831: 0.0004656258939340644
Position 3296: 0.0004433604420617337
Position 12828: 0.00044168486121173254
Position 13998: 0.0004096191526535363
Position 13297: 0.0004090407735401515
Position 12938: 0.0003926994433635787
Position 3674: 0.0003861483989762039
Position 270: 0.00036995174140628585
Position 13597: 0.00034607802002088744
Position 2209: 0.000317762467440982
Position 12913: 0.0003100106519758607
Position 802: 0.0002921765930828757
Position 287: 0.0002902389291905535
Position 13739: 0.0002439785370807881
Position 16770: 0.00023883576104103684
Position 18401: 0.000228382226057686
Position 2179: 0.0002172458947080655
Position 2456: 0.00021569214455795263
Position 2944: 0.00020741958596069698
Position 5747: 0.0002058145490309036
Position 2357: 0.00020555462749297137
Position 8056: 0.00020345955517011603
Position 1370: 0.00019652475417567293
Position 1763: 0.00018804499579939594
Position 466: 0.0001806901399853644
Position 2559: 0.0001775047853374847
Position 439: 0.0001755848134418535
Position 1716: 0.00016573607837007593
Position 14747: 0.00016155397307915197
Position 12593: 0.00014171007823458631
Position 261: 0.00013950546021982303
Position 3212: 0.00013886013885529294
Position 2905: 0.00012086218900746068
Position 2176: 0.00010717218034090188
Position 1348: 0.00010162401102668727
Position 14115: 0.00010113151295412409
Position 1537: 0.0001010174542977135
Position 2500: 9.841712173973426e-05
Position 1729: 9.672007176918715e-05
Position 140: 9.559382010510792e-05
Position 6723: 9.332895266542567e-05
Position 2495: 9.076795545174381e-05
Position 2513: 8.755823248772749e-05
Position 3134: 8.304513880788136e-05
Position 2475: 8.005532308973517e-05
Position 284: 7.615513805233766e-05
Position 2920: 6.451600315617938e-05
Position 12573: 6.366222001686242e-05
Position 2144: 6.297575406012715e-05
Position 2288: 6.264618897056184e-05
Position 2871: 6.0874683729153834e-05
Position 845: 5.542386031619012e-05
Position 1941: 5.5351533669576066e-05
Position 3497: 5.4615327507747415e-05
Position 1719: 5.1520980444588955e-05
Position 16451: 5.1188893943187234e-05
Position 12882: 5.0239976981361024e-05
Position 817: 4.8612545884003834e-05
Position 1376: 4.782207606744157e-05
Position 3468: 4.6338361546560664e-05
Position 3490: 4.5407729460442084e-05
Position 3612: 4.386219240480382e-05
Position 5636: 4.233190873994056e-05
Position 13686: 4.201196700768695e-05
Position 2350: 4.1161194801940266e-05
Position 1154: 3.9247128190120925e-05
Position 3456: 3.8799048944221145e-05
Position 15813: 3.782397464163859e-05
Position 13438: 3.650608450406623e-05
Position 14095: 3.6142571602143995e-05
Position 2556: 3.561893451043294e-05
Position 2852: 3.470471634159345e-05
Position 12669: 3.422007506156824e-05
Position 2073: 3.4135859314817305e-05
Position 3020: 3.3327971421188574e-05
Position 3043: 3.3298838418615755e-05
Position 13209: 3.1235619330876583e-05
Position 5727: 2.8983838776554232e-05
Position 4025: 2.890149960845221e-05
Position 13477: 2.8807075652919727e-05
Position 11709: 2.8553771801807627e-05
Position 13229: 2.7015558047201407e-05
Position 134: 2.4230713053273928e-05
Position 1440: 2.1409755276113818e-05
Position 2551: 2.1144589285368975e-05
Position 564: 1.863178707677598e-05
Position 4553: 1.6851947755458303e-05
Position 2221: 1.6819889262728148e-05
Position 291: 1.6657584824892432e-05
Position 4262: 1.534070026020586e-05
Position 1053: 1.3091864086546226e-05
Position 1186: 1.1032092244468126e-05
Position 1038: 1.06077693197349e-05
Position 1237: 1.003858388723923e-05
Position 207: 6.460907305853273e-06
Position 11137: 6.0272195836735895e-06
Position 4369: 4.57651402863138e-06
Position 7949: 4.343084732302716e-06
Position 5182: 4.057401481219071e-06
Position 6899: 2.981614628874653e-06
Position 6188: 1.8996850929077774e-06
Position 6328: 1.867654449181469e-06
Position 4878: 1.2036895581241986e-06
Position 2042: 8.078450318596172e-07
Position 1984: 4.819711182906378e-07
Position 757: 4.021165614375332e-07
Position 1944: 3.874439112494262e-07
Position 5280: 3.5716081609187126e-07
Position 1135: 3.455463283274255e-07
Position 1417: 2.8290636454893445e-07
Position 1808: 2.2194158007255737e-07
Position 2092: 2.0131613147100916e-07
Position 747: 1.9462596185136018e-07
Position 1058: 1.6102002006578223e-07
Position 191: 1.454440180895003e-07
Position 2518: 1.3024477192066703e-07
Position 1863: 1.231613364145601e-07
Position 477: 1.2162616288676105e-07
Position 131: 7.143231344371945e-08
Position 850: 6.494197177450134e-08
Position 2553: 6.172585220066222e-08
Position 798: 5.963685736505645e-08
Position 1251: 5.266224742394724e-08
Position 231: 5.026008503100097e-08
Position 233: 4.924867484392586e-08
Position 237: 4.8703976482308544e-08
Position 583: 4.605793347836717e-08
Position 2285: 4.4583495821013325e-08
Position 1246: 4.299533722492137e-08
Position 483: 3.9997449916002167e-08
Position 455: 3.6643697704537296e-08
Position 1143: 3.385468879048332e-08
Position 209: 2.566361348485044e-08
Position 543: 1.219974884585006e-08
Position 570: 9.182225498253186e-09
Position 902: 7.558201008085621e-09
Position 869: 6.518111717010045e-09
Position 319: 3.6889836420083717e-09
Position 528: 3.4615238624842886e-12
Position 531: 2.8022716712039766e-14
