Gene = Sertm1
Position 2442: 0.00164630940093993
Position 3783: 0.0014731622571381854
Position 2522: 0.001248341003014479
Position 941: 0.0012387641009784357
Position 7968: 0.001201947518126292
Position 4154: 0.0011225884142881423
Position 1185: 0.0010938072068219905
Position 11878: 0.0010050390540439999
Position 587: 0.0009913329091001497
Position 1928: 0.0009012446082488051
Position 10770: 0.0008776650672642763
Position 764: 0.0008282240911308358
Position 13269: 0.0007782847150729038
Position 6040: 0.0007591222564474797
Position 11444: 0.0006332403252954353
Position 919: 0.0005602886097076067
Position 2341: 0.0005374835664157691
Position 12446: 0.0005313649390165491
Position 1501: 0.0004983718604551141
Position 841: 0.0004914033979276102
Position 2822: 0.0004777625902979399
Position 3626: 0.0004459365738251681
Position 895: 0.00041885905586734715
Position 6551: 0.00041738657377343366
Position 10524: 0.00039122641748256864
Position 1141: 0.000390783042685789
Position 13390: 0.0003549764155594487
Position 1741: 0.0003148409868696837
Position 1046: 0.0002907344809736457
Position 2388: 0.00028849078641608777
Position 2808: 0.0002828014105320538
Position 825: 0.00027594113811291827
Position 5275: 0.00019749761173767897
Position 6300: 0.00018749282006501027
Position 785: 0.0001776240814931164
Position 7553: 0.00015528751085137714
Position 1154: 0.00015140082410625608
Position 7743: 0.00013233939174632479
Position 1373: 0.00012256232658755973
Position 1020: 0.00011827244085871096
Position 1189: 0.0001014578383057887
Position 7301: 9.947056289453011e-05
Position 1977: 9.777737062270796e-05
Position 6611: 7.555413653013042e-05
Position 4741: 7.010239027491601e-05
Position 823: 6.842072183790585e-05
Position 4719: 6.133573171552756e-05
Position 7409: 5.894775181862769e-05
Position 2673: 5.598652489818781e-05
Position 6274: 5.184815304390451e-05
Position 755: 4.381395432091922e-05
Position 4409: 3.2134065133891716e-05
Position 540: 3.19802590715699e-05
Position 984: 2.9013605682191272e-05
Position 1074: 2.6429088255059247e-05
Position 1067: 2.6035302902193342e-05
Position 2070: 2.5202472327291516e-05
Position 4759: 2.4185910524455458e-05
Position 2273: 2.123408596681345e-05
Position 6133: 1.9185317010247148e-05
Position 6339: 1.7878641737003138e-05
Position 4574: 1.3739980000003882e-05
Position 830: 1.2411990718048356e-05
Position 948: 1.1654665986662545e-05
Position 503: 1.1358056088673328e-05
Position 242: 1.1016102565736082e-05
Position 421: 8.827880501964905e-06
Position 979: 8.7872548339029e-06
Position 520: 7.0231410287544335e-06
Position 432: 6.491858098033526e-06
Position 2529: 6.481899429253019e-06
Position 720: 5.806750745854036e-06
Position 1052: 5.1159026945380915e-06
Position 3646: 4.343760874406797e-06
Position 486: 4.258176328230961e-06
Position 2067: 2.8424852447891113e-06
Position 2964: 1.610339105502094e-06
Position 1596: 1.511899108908295e-06
Position 7255: 1.3041897888942317e-06
Position 408: 1.2300105230795123e-06
Position 1931: 9.424704518408192e-07
Position 262: 8.933330705039597e-07
Position 303: 7.790478049930654e-07
Position 3045: 7.645399211509513e-07
Position 398: 6.82902341260768e-07
Position 364: 5.617480129263935e-07
Position 2132: 4.718248084252812e-07
Position 482: 4.1303750144404144e-07
Position 250: 3.5639977438777456e-07
Position 2018: 2.62846877693216e-07
Position 1058: 1.9831762706870656e-07
Position 376: 1.9555220339913058e-07
Position 369: 1.507385005092826e-07
Position 125: 1.4445054303467005e-07
Position 216: 8.014700555348794e-08
Position 596: 6.280436420730406e-08
Position 388: 5.600562735054792e-08
Position 491: 2.299291587873451e-08
Position 2359: 2.0844338768968495e-08
Position 598: 1.5680539029872895e-08
Position 2083: 8.444627471315748e-09
Position 138: 4.485423986130855e-09
Position 151: 1.553784520808846e-09
Position 1334: 1.5113482624479857e-09
Position 106: 9.57781422662984e-10
Position 190: 8.409840469900452e-10
Position 1238: 7.502931234952533e-10
Position 1233: 6.888212344260985e-10
Position 133: 6.879575844992083e-10
Position 220: 1.2596229163632638e-10
Position 102: 5.5090359810324825e-11
Position 161: 4.7966664774089133e-11
Position 218: 4.666605227712678e-11
Position 201: 1.6082541537445375e-11
Position 155: 6.800104203542351e-12
Position 192: 1.4666770992457202e-16
