Gene = Mtif3
Position 9302: 0.0049660833909611155
Position 2791: 0.004544335802747583
Position 3811: 0.004512925213237301
Position 1716: 0.004502374283574439
Position 7538: 0.004498397589241287
Position 11727: 0.004271633854800963
Position 8667: 0.00425439512926417
Position 7512: 0.004193096848547537
Position 9927: 0.003883192990524985
Position 512: 0.0037150119386328397
Position 8481: 0.0037128613078242817
Position 6294: 0.003372721642837888
Position 6265: 0.002877707695986997
Position 4666: 0.0028769809600614755
Position 8086: 0.0026298040577313123
Position 10892: 0.002618184393901147
Position 564: 0.0025655556640457274
Position 3793: 0.0025025766846560257
Position 5400: 0.002352504916898629
Position 4748: 0.0021853287497108184
Position 10282: 0.0021330129716073533
Position 5567: 0.0019305123351469164
Position 3816: 0.001786105247847589
Position 6118: 0.001764814197529668
Position 10192: 0.0017350197983860987
Position 7592: 0.0016871595116100793
Position 4441: 0.00168454924480622
Position 7204: 0.001599737296539415
Position 5316: 0.0014632261946720157
Position 9384: 0.001370650509794739
Position 163: 0.0013685987908775862
Position 5540: 0.0013123171147125764
Position 10442: 0.0012425176083943183
Position 282: 0.0011883936764663311
Position 5824: 0.0011644531377805506
Position 6698: 0.0011383100110825355
Position 3331: 0.001105427653685194
Position 6342: 0.0010901325535007098
Position 10335: 0.0010790343143763901
Position 8082: 0.0010573693740290914
Position 11756: 0.001052913304699897
Position 9215: 0.0010098730974571904
Position 2879: 0.0009494328823201698
Position 9160: 0.0009466476617318801
Position 6246: 0.0008122770590323641
Position 8762: 0.0007962371081514032
Position 6691: 0.0007922582202447166
Position 7261: 0.000764877754458595
Position 3835: 0.0007608182350412208
Position 8028: 0.0007456532930109218
Position 3182: 0.0007324331774149689
Position 7211: 0.0006028692379385959
Position 453: 0.0005707309288961158
Position 221: 0.000569224072959524
Position 3351: 0.0005244453344075439
Position 2933: 0.0004864175105923373
Position 9037: 0.0004755302514596627
Position 7972: 0.0004686999190053109
Position 6642: 0.0004447815494223208
Position 8724: 0.0004025873290867194
Position 2102: 0.0003980371877453738
Position 2476: 0.0003830605269509018
Position 1833: 0.0003754281849129763
Position 2429: 0.00035743687814419065
Position 169: 0.0003023597948468962
Position 2615: 0.00028458813809515663
Position 3156: 0.00027784471327678737
Position 626: 0.0002627927855456958
Position 9825: 0.00019877473292940286
Position 2841: 0.0001955571295107888
Position 9006: 0.00018145093238533522
Position 7133: 0.00017192511295315743
Position 1641: 0.00017003438823935582
Position 4586: 0.00016038998610691323
Position 5040: 0.00015312977186639044
Position 8590: 0.00015169960889550955
Position 2882: 0.0001414760444139681
Position 2666: 0.0001295414755414491
Position 3311: 0.00012844643250502474
Position 183: 0.00011439289979284228
Position 7911: 0.00011088269753474581
Position 1505: 0.00010518404134655257
Position 2080: 9.738568767593885e-05
Position 1712: 9.655394902196442e-05
Position 136: 9.610760989846555e-05
Position 134: 8.935940347013099e-05
Position 2805: 8.82716165317501e-05
Position 2180: 8.424301563086348e-05
Position 7101: 8.358923881576919e-05
Position 1864: 8.108201488763937e-05
Position 1600: 7.035384860448778e-05
Position 4243: 6.828554567819673e-05
Position 4170: 5.923069495038412e-05
Position 1466: 5.640339023270779e-05
Position 1362: 5.172094323149537e-05
Position 188: 5.161286960200373e-05
Position 1752: 4.712426985787259e-05
Position 3208: 4.284192820489425e-05
Position 1301: 3.904377021767622e-05
Position 3691: 3.755024695405462e-05
Position 4212: 3.5410080569740524e-05
Position 1567: 3.5060923622250445e-05
Position 3254: 3.2605892069897407e-05
Position 2142: 2.8505587438199954e-05
Position 2280: 2.6733088973410707e-05
Position 2106: 2.511087291543101e-05
Position 226: 2.2304951500281826e-05
Position 98: 1.4309656402047398e-05
Position 1481: 1.375051059778194e-05
Position 4529: 1.2504367421104139e-05
Position 792: 8.577013287963831e-06
Position 3212: 8.204795294061048e-06
Position 945: 6.059732508718705e-06
Position 1462: 5.939889917834209e-06
Position 294: 3.1644861650621155e-06
Position 1888: 1.6162877343618578e-06
Position 178: 1.4774895979749865e-06
Position 1553: 1.289072072241775e-06
Position 1527: 1.0875645181675497e-06
Position 1980: 9.243098383398374e-07
Position 2040: 8.817038849879187e-07
Position 3424: 8.194212939474557e-07
Position 230: 5.891490993496287e-07
Position 1909: 4.271449447545605e-07
Position 2120: 1.3817214175550414e-07
Position 196: 1.3529650144839263e-07
Position 569: 3.6005267228127426e-08
Position 648: 2.8629955078210335e-08
Position 357: 2.349899115914833e-08
Position 571: 2.036253478503431e-08
Position 1395: 1.9953638224135676e-08
Position 578: 1.877573101427796e-08
Position 584: 1.4149478118999765e-08
Position 1684: 1.207670098016092e-08
Position 1607: 1.1714975202095976e-08
Position 1612: 9.00227450174028e-09
Position 591: 6.505712535504561e-10
Position 707: 4.2004729863229504e-10
Position 694: 1.1643912069148365e-10
Position 78: 3.5573771687840824e-13
