Gene = Timm29
Position 1635: 0.00036099053936466106
Position 1796: 0.00035788491268407994
Position 2549: 0.0003060482246669214
Position 1912: 0.0002939930244889032
Position 1047: 0.0002916564133808475
Position 1059: 0.00028833959615087685
Position 1793: 0.00026819334570956553
Position 1974: 0.0002616045623486976
Position 1020: 0.00026126506278685845
Position 2962: 0.00023267540999996527
Position 654: 0.00022589155797035564
Position 2352: 0.00020156297532522414
Position 3011: 0.00019599922766000175
Position 2408: 0.0001959991856109813
Position 2766: 0.00018095063793646289
Position 1995: 0.00017593023893054931
Position 897: 0.0001758495868662725
Position 2918: 0.00017179778096568834
Position 3207: 0.00015381793178100738
Position 285: 0.00015339171663700634
Position 569: 0.0001508461004326453
Position 952: 0.00014524046502252278
Position 1414: 0.00014136467967218352
Position 1667: 0.0001323000333494854
Position 2246: 0.00012691169945736757
Position 2904: 0.00012433833594601877
Position 2167: 0.00012255110917482658
Position 2665: 0.00010663811829768785
Position 1646: 0.00010558604843927821
Position 233: 9.999318710213636e-05
Position 1280: 9.376649105604569e-05
Position 2948: 9.050795574678708e-05
Position 1035: 8.929195354525526e-05
Position 1923: 8.879297600517819e-05
Position 257: 8.719480217235368e-05
Position 981: 7.999533019871682e-05
Position 1080: 7.28169423666308e-05
Position 259: 7.257732812105765e-05
Position 1935: 7.050452265888266e-05
Position 1476: 6.837708694125746e-05
Position 291: 6.538804756070592e-05
Position 1462: 5.727010061804272e-05
Position 1320: 4.62757868164987e-05
Position 1053: 3.290968649798178e-05
Position 987: 2.9587915556077946e-05
Position 326: 2.6258527191329703e-05
Position 588: 2.5834398938273787e-05
Position 330: 2.3165574686053864e-05
Position 1050: 7.4291786045627635e-06
Position 465: 6.7148933315222826e-06
Position 1149: 6.175601025631644e-06
Position 294: 6.0754078357952615e-06
Position 108: 5.795115987880564e-06
Position 954: 4.537857808949441e-06
Position 296: 4.11079185710762e-06
Position 978: 2.3332190028944647e-06
Position 1032: 1.2274230305936996e-06
Position 1286: 8.419638407520352e-07
Position 372: 6.710730217262666e-07
Position 362: 2.871001861279864e-07
Position 573: 1.035885733006318e-07
Position 349: 6.724523002193036e-08
Position 496: 6.212633487647412e-08
Position 395: 5.993977248058186e-08
Position 585: 5.703706717433171e-08
Position 356: 5.619633776174772e-08
Position 387: 3.876369738052438e-08
Position 365: 2.7185800346666192e-08
Position 353: 1.2345858031010681e-08
