Gene = Nenf
Position 665: 0.0004816037266615361
Position 8896: 0.0003899305944483468
Position 1713: 0.00037599136681825925
Position 503: 0.0003737114897138837
Position 2426: 0.0003678263004137545
Position 5010: 0.00035158925196915276
Position 409: 0.0003475191849609336
Position 1533: 0.00030403946641302217
Position 150: 0.0002612832555505926
Position 344: 0.000233904637223442
Position 415: 0.0002329745773088052
Position 1680: 0.0002289686922657579
Position 2309: 0.00022768669590444242
Position 2114: 0.0002145700663098963
Position 1379: 0.00020700964811227305
Position 1455: 0.00019559776455584246
Position 854: 0.0001483818545569844
Position 2612: 0.0001452215715296512
Position 319: 0.0001451033584624226
Position 2846: 0.00014347534155558842
Position 357: 0.00013400291948123197
Position 890: 0.00013250750241387198
Position 1342: 0.00012476625389400836
Position 700: 0.00011834187908071363
Position 3450: 0.00010206592381162867
Position 304: 8.953683868539569e-05
Position 1228: 7.456518849556652e-05
Position 4166: 7.282708875641538e-05
Position 399: 7.062911866478635e-05
Position 1387: 6.549696505766528e-05
Position 961: 5.1712895571667954e-05
Position 856: 5.0521312086125876e-05
Position 168: 4.7189494087014356e-05
Position 2175: 4.452816274631012e-05
Position 1623: 4.1961656032184977e-05
Position 2709: 4.11812733590947e-05
Position 3611: 3.4051175896007107e-05
Position 568: 3.370114904961733e-05
Position 488: 3.1421535341020675e-05
Position 2673: 3.0801142190175695e-05
Position 2432: 2.9204290228910044e-05
Position 1280: 2.66022757364412e-05
Position 999: 2.5891811901702143e-05
Position 1044: 2.5314935909052262e-05
Position 1021: 2.1412365116586763e-05
Position 174: 2.1311019734375883e-05
Position 714: 2.015502651916572e-05
Position 122: 1.964971495632651e-05
Position 1594: 1.694906962822455e-05
Position 523: 1.5515029014833904e-05
Position 831: 1.524721417313931e-05
Position 1243: 1.5144751183865007e-05
Position 1089: 1.3428495115002776e-05
Position 4652: 1.0762822788857388e-05
Position 950: 8.751833749181602e-06
Position 1074: 8.290594957414009e-06
Position 932: 8.219277306386069e-06
Position 477: 7.6039949642951405e-06
Position 1167: 7.233723701534953e-06
Position 20: 6.937598751762558e-06
Position 1066: 6.89165320915954e-06
Position 730: 6.741370237889434e-06
Position 612: 6.344396401219946e-06
Position 2454: 6.064118388454381e-06
Position 1240: 5.648963287071192e-06
Position 1389: 5.455226935274681e-06
Position 781: 5.372742240666298e-06
Position 1538: 5.323112520633264e-06
Position 935: 5.171041967501224e-06
Position 1458: 4.223042679139548e-06
Position 570: 3.947017872138013e-06
Position 727: 3.836802679026628e-06
Position 462: 3.3284431690172706e-06
Position 610: 3.3025250631131214e-06
Position 812: 3.2348772438725522e-06
Position 2468: 3.1414534499113337e-06
Position 1225: 3.016072900324197e-06
Position 788: 2.856673645834921e-06
Position 1053: 2.2292637445912855e-06
Position 444: 1.9052089969656978e-06
Position 76: 1.7469715602627536e-06
Position 1081: 1.7149346927066312e-06
Position 1174: 1.4801107169203993e-06
Position 8656: 2.2150559241397888e-07
Position 98: 9.212186729309553e-08
Position 481: 8.814939152004922e-08
Position 56: 5.721385331503005e-08
Position 25: 3.95602952972729e-08
Position 1047: 3.563421972508387e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6673: 0.9308947953261164
Position 8171: 0.904797292654239
Position 11104: 0.5877531764444262
Position 1341: 0.469486311424951
Position 5083: 0.4304130498159636
Position 2572: 0.3750704706136724
Position 4585: 0.34848350445450815
Position 4890: 0.16872112035188186
Position 10980: 0.13417803419342744
Position 5380: 0.10662537246963096
Position 9580: 0.0979281133700933
Position 10776: 0.083312447395135
Position 1468: 0.06871224167203599
Position 9661: 0.06690516695528487
Position 2761: 0.06336444496172614
Position 1904: 0.059874241701360756
Position 1910: 0.0566132573398447
Position 11068: 0.053756163267896166
Position 1907: 0.04775029295462148
Position 2794: 0.04682036420338833
Position 5120: 0.0455904317303625
Position 9605: 0.04176817731182337
Position 2728: 0.04015909110138038
Position 10217: 0.03568465228967998
Position 6338: 0.03512934567740235
Position 6425: 0.03312545914160308
Position 1901: 0.028773220043055856
Position 8730: 0.02847121975272641
Position 6833: 0.027546228396870088
Position 1571: 0.025296922900607907
Position 11151: 0.02298753304263054
Position 2775: 0.022021937628110135
Position 9636: 0.01771235718273023
Position 9273: 0.017568213580336372
Position 10576: 0.016526848299852293
Position 7846: 0.01565460658244015
Position 10432: 0.01495575884380463
Position 6919: 0.01435072471815179
Position 11192: 0.014316595615084481
Position 6100: 0.013415245019442664
Position 3387: 0.012307452463286087
Position 4910: 0.011794355205199497
Position 1913: 0.011510521052005803
Position 8700: 0.010513938054377432
Position 2766: 0.008308084309425224
Position 2817: 0.008076874400924916
Position 1533: 0.00726848723747475
Position 2796: 0.006981774371307367
Position 6874: 0.006082438074121616
Position 8809: 0.005944108434355274
Position 6375: 0.0057853281684728955
Position 10277: 0.005508007153035999
Position 7802: 0.0050922189653363785
Position 1472: 0.005076488620148972
Position 10750: 0.004988058832782681
Position 4704: 0.004858866783825052
Position 9925: 0.00460085890823784
Position 8063: 0.0042900190566749485
Position 10066: 0.004262273897303787
Position 2538: 0.004125082678612341
Position 1898: 0.00398708116471009
Position 6015: 0.0038739905092134617
Position 10119: 0.003716687340242833
Position 7760: 0.003564931748264443
Position 6195: 0.003301383059332342
Position 3338: 0.0032995292451097015
Position 9059: 0.0031281276590171495
Position 1313: 0.0030079031571068056
Position 1601: 0.0028471143955773204
Position 5402: 0.002827811022071445
Position 7634: 0.002763452627741888
Position 3637: 0.002620765371329176
Position 10293: 0.00247455794399712
Position 7678: 0.002284505954690942
Position 8215: 0.002136093771151556
Position 4617: 0.00207543591371318
Position 10260: 0.001999074787760369
Position 762: 0.001858309977107876
Position 7812: 0.0017850533069414596
Position 8489: 0.0017717318739057992
Position 7057: 0.0017595863717411932
Position 1592: 0.0017297069229284309
Position 9038: 0.001724200916803838
Position 10546: 0.0016285026196615022
Position 9206: 0.0015158868857321677
Position 11122: 0.0012230795797985206
Position 9190: 0.0012003439638651535
Position 5556: 0.0011941158378564933
Position 6924: 0.0011583474731052604
Position 8173: 0.0011565317865471678
Position 8074: 0.0010751227287307773
Position 11131: 0.001009872192931562
Position 7653: 0.0009818712762256288
Position 10399: 0.0009790339089546802
Position 5983: 0.0009774811552646933
Position 3786: 0.0008678543595363393
Position 1549: 0.0008637244195486025
Position 8347: 0.0008069329486958689
Position 4035: 0.0007954273278900787
Position 9398: 0.0007776128912488955
Position 8875: 0.0007488261839838998
Position 1400: 0.0007405676436928034
Position 2509: 0.0007272390392079503
Position 1421: 0.0007182759549324395
Position 8760: 0.0007067925907730552
Position 11155: 0.0006860027348938299
Position 8985: 0.0006516610163799704
Position 6995: 0.0005935360127914117
Position 10179: 0.0005870330659340452
Position 5140: 0.0005803655958795219
Position 1221: 0.0005245878636547365
Position 4005: 0.0005067460973297359
Position 2224: 0.0004593798479547276
Position 10468: 0.00044581936242245584
Position 3791: 0.00041799878918527084
Position 4650: 0.00039551281747405263
Position 5294: 0.000392387484955821
Position 8017: 0.0003818395580914103
Position 10530: 0.0003602437726224155
Position 1895: 0.0003563512311471542
Position 3656: 0.00034254128526085457
Position 730: 0.0003268950602294424
Position 3601: 0.0003135373107328494
Position 2597: 0.00027987662434053514
Position 905: 0.0002448510863276434
Position 3761: 0.00024375434798261017
Position 8387: 0.00020973512386178526
Position 1357: 0.00020743847300330848
Position 9139: 0.00019208864154473412
Position 6981: 0.00018526307297196752
Position 1892: 0.00018098803458384727
Position 2732: 0.00017430418122314474
Position 987: 0.00016557234449986725
Position 2133: 0.0001602657611465636
Position 5160: 0.00013991810235779384
Position 1783: 0.00012984290952370334
Position 477: 0.00012005363361801436
Position 8343: 0.00011584654065174149
Position 537: 0.00011388568291942134
Position 1187: 0.0001100983100465175
Position 1319: 0.00010042956672545286
Position 3409: 9.687632131975426e-05
Position 1585: 8.834403799187123e-05
Position 1920: 8.122553783135268e-05
Position 7987: 8.100645393733427e-05
Position 1209: 7.334572706303578e-05
Position 9303: 7.19460878545709e-05
Position 420: 5.1949438993810616e-05
Position 1275: 4.466435209700399e-05
Position 599: 4.1702403925823495e-05
Position 437: 3.916215543610089e-05
Position 1925: 3.7110153345421825e-05
Position 1918: 3.698257351188e-05
Position 3491: 3.6939351501713085e-05
Position 8942: 3.476188818729265e-05
Position 1643: 3.4744954146646985e-05
Position 1280: 3.4719686874735675e-05
Position 1888: 3.431738841151244e-05
Position 1616: 3.2697546800426324e-05
Position 1736: 3.237571593659154e-05
Position 1196: 3.1922181688098144e-05
Position 587: 2.9793289179530593e-05
Position 1935: 2.956778594352552e-05
Position 1886: 2.8693951974245234e-05
Position 1438: 2.7829012135449957e-05
Position 1277: 2.7680960875606542e-05
Position 5254: 2.6976872190342895e-05
Position 1167: 2.4755718771654364e-05
Position 1890: 2.454175845898582e-05
Position 1884: 2.4277185409734144e-05
Position 3509: 2.277590504949923e-05
Position 1930: 2.164598508360927e-05
Position 1915: 2.1522748040071497e-05
Position 1882: 2.0718927003726406e-05
Position 1880: 2.0286414931977326e-05
Position 1757: 1.9923363702703105e-05
Position 1933: 1.927966013151159e-05
Position 2251: 1.860807380186748e-05
Position 1079: 1.7649306537527173e-05
Position 1878: 1.756742353759945e-05
Position 2105: 1.6974984757077007e-05
Position 1928: 1.6432425213091227e-05
Position 739: 1.5541209410522982e-05
Position 2113: 1.5134249510615752e-05
Position 1876: 1.4729627634297242e-05
Position 349: 1.4408274070770397e-05
Position 1940: 1.358014602775071e-05
Position 2545: 1.3251364156560836e-05
Position 1923: 1.2507393086192417e-05
Position 2169: 1.2151334754299167e-05
Position 213: 1.1809694697983482e-05
Position 913: 1.1108457105121172e-05
Position 1858: 1.1006392885916845e-05
Position 1712: 1.0672463627626201e-05
Position 1874: 1.027754554205345e-05
Position 1405: 1.0053453745797778e-05
Position 610: 9.272867534667712e-06
Position 1938: 9.265944606722162e-06
Position 1943: 9.071281883012874e-06
Position 1872: 8.849938655083066e-06
Position 338: 8.531123412735677e-06
Position 766: 7.972551737599922e-06
Position 1350: 7.173016171173494e-06
Position 1870: 6.265184098572831e-06
Position 2048: 5.1168413609535736e-06
Position 518: 4.956143837007628e-06
Position 353: 4.439851159511492e-06
Position 251: 4.300253402904231e-06
Position 2258: 4.154722019137224e-06
Position 1363: 3.992764208484439e-06
Position 957: 3.913353859897286e-06
Position 677: 3.7712662007427933e-06
Position 7995: 3.7335491806789202e-06
Position 1442: 3.719003838194244e-06
Position 796: 2.650709700134438e-06
Position 415: 2.255889918854313e-06
Position 248: 1.8326229267691002e-06
Position 668: 1.7828887064053531e-06
Position 1866: 1.711192453386427e-06
Position 1671: 1.5874684130702744e-06
Position 2636: 1.2851955451624866e-06
Position 1177: 1.198609997922548e-06
Position 848: 1.1233424643197236e-06
Position 2611: 1.1230132206897895e-06
Position 860: 1.0439604262290874e-06
Position 1024: 1.026201982473001e-06
Position 1199: 9.703478275627314e-07
Position 1645: 9.384346235658615e-07
Position 1002: 9.324276591668765e-07
Position 874: 8.931133311091283e-07
Position 942: 8.269481448097377e-07
Position 1608: 7.89667921908766e-07
Position 1301: 7.8148391063825e-07
Position 444: 7.561147352517087e-07
Position 788: 7.001920975703903e-07
Position 503: 5.683734783571515e-07
Position 639: 5.610697931655919e-07
Position 974: 5.42583290407059e-07
Position 174: 5.424222934964446e-07
Position 488: 5.139527540734373e-07
Position 8362: 5.115997005432285e-07
Position 514: 5.040687621476815e-07
Position 245: 4.67172602549788e-07
Position 1087: 4.16247599964294e-07
Position 8372: 3.8964227417782846e-07
Position 999: 3.073052689955878e-07
Position 215: 2.4564451625803656e-07
Position 642: 2.1776998966154746e-07
Position 501: 2.0352389228246452e-07
Position 183: 2.0091847167846888e-07
Position 1021: 1.753155508917881e-07
Position 197: 1.651933858906645e-07
Position 700: 1.5475406001945845e-07
Position 840: 1.1896335036541812e-07
Position 965: 1.1632938213358824e-07
Position 1284: 1.0195622340039433e-07
Position 689: 8.829803014206249e-08
Position 456: 7.1707552051008e-08
Position 427: 4.930495241648511e-08
Position 3356: 4.8167883682115914e-08
Position 1201: 4.054529452211201e-08
Position 1868: 1.14126055999421e-09
Position 1864: 1.1333007757637216e-09
Position 1860: 3.926304027141349e-10
Position 1862: 3.422921630933019e-10
Position 888: 9.775761877344543e-12
Position 548: 6.1871133971827854e-12
Position 704: 5.328647788979868e-12
Position 804: 5.297980112538007e-12
