Gene = Mn1
Position 1174: 0.000466362419995151
Position 1093: 0.00044647311713430325
Position 2265: 0.00039231815860696107
Position 1839: 0.00038504146454446743
Position 3376: 0.0003341089848913704
Position 5139: 0.00033163586767985954
Position 2820: 0.00032776415327023887
Position 722: 0.0003010873872502602
Position 2993: 0.00029854496687285227
Position 3382: 0.00029449925311255645
Position 4085: 0.0002880122299757392
Position 598: 0.0002844609604170384
Position 1596: 0.00026696278777053
Position 1447: 0.00026157860910364805
Position 3868: 0.00022589777908217559
Position 2055: 0.00021033719847104236
Position 1671: 0.00020349277910418532
Position 3050: 0.00019618283710691172
Position 1050: 0.0001863148267900572
Position 2999: 0.0001630834119322166
Position 1022: 0.00016257102696282
Position 1558: 0.00015747294512975338
Position 1256: 0.0001489953684450403
Position 881: 0.0001414328500621973
Position 1488: 0.00012880693057411882
Position 455: 0.00011698951148380151
Position 1408: 0.00011245462577725775
Position 1308: 9.7371445468648e-05
Position 3033: 9.306858143270242e-05
Position 2385: 8.276840846524286e-05
Position 753: 7.000971077554485e-05
Position 2415: 6.801355628376483e-05
Position 921: 6.520476971099512e-05
Position 2012: 6.143464777817268e-05
Position 2176: 6.076263765086846e-05
Position 462: 5.998911315906979e-05
Position 1564: 5.140735452137597e-05
Position 1652: 4.375243428149567e-05
Position 2382: 4.288262651225845e-05
Position 2442: 3.487399413225838e-05
Position 574: 3.4825513161344966e-05
Position 1935: 2.9293117984243058e-05
Position 3037: 2.592074084711194e-05
Position 981: 2.4668791694289155e-05
Position 514: 1.773042403996714e-05
Position 2419: 1.529123908522611e-05
Position 2117: 1.3787284426898965e-05
Position 777: 1.2818225315656039e-05
Position 1234: 1.0965554639971072e-05
Position 1639: 9.679981855493899e-06
Position 1033: 9.495237598163139e-06
Position 1908: 9.427368124780145e-06
Position 1437: 9.334385477159989e-06
Position 317: 9.28893343898655e-06
Position 954: 8.939805159865166e-06
Position 1689: 8.918701459823015e-06
Position 1962: 6.516463971324297e-06
Position 1377: 6.303789628396243e-06
Position 2057: 6.150108314548386e-06
Position 1895: 4.877154901056475e-06
Position 799: 3.727248521833488e-06
Position 483: 2.361862153297207e-06
Position 1399: 2.271184883819811e-06
Position 296: 8.718131722412254e-07
Position 1650: 7.076651793569837e-07
Position 761: 6.832742737222057e-07
Position 319: 5.206315462239944e-07
Position 2316: 4.93825651375954e-07
Position 2388: 4.4015590467446736e-07
Position 2268: 4.178180528176703e-07
Position 528: 4.1326971522147214e-07
Position 578: 3.989161798784397e-07
Position 1203: 1.750909506060662e-07
Position 809: 4.4980482796139057e-08
Position 783: 3.980793881495467e-08
Position 1141: 3.8465451258703154e-08
Position 1310: 3.5362832236343146e-08
Position 523: 9.85810474680986e-09
Position 1135: 3.925169829811456e-09
Position 548: 3.5704013541787308e-09
Position 610: 3.4318309285198537e-09
Position 747: 1.772776979280354e-09
Position 221: 8.884587715053297e-10
Position 490: 5.256855458282399e-10
Position 465: 4.668009894257113e-10
Position 1178: 4.655072092733954e-10
Position 1161: 3.672891855620354e-10
Position 535: 3.507771221702409e-10
Position 663: 2.8482993525038277e-10
Position 1433: 2.4381512218324026e-10
Position 537: 2.1144894801827267e-10
Position 533: 1.7637967546868833e-10
Position 525: 9.503851217688683e-11
Position 492: 1.3207208991968425e-12
Position 544: 1.0939815535373971e-12
Position 629: 6.785744498866118e-13
Position 647: 6.15936463445186e-13
Position 660: 2.439282395267813e-13
Position 179: 2.2226385892642972e-13
Position 163: 1.1495988665238772e-13
Position 155: 1.0811209883847804e-13
Position 187: 9.379780038805856e-14
Position 166: 8.81452821357954e-14
Position 230: 5.4416339943460003e-14
Position 634: 4.9308984697485676e-14
Position 247: 4.12760625571236e-14
Position 158: 2.6802408206364235e-14
Position 269: 2.1817752390443956e-14
Position 263: 2.072891542631474e-14
Position 276: 7.208556904129315e-17
