Gene = Mypop
Position 170: 1.7666946453341626e-05
Position 1021: 1.647475981218854e-05
Position 1156: 1.233740823560776e-05
Position 1720: 1.046808740302402e-05
Position 1041: 7.855873267830784e-06
Position 794: 4.597302447265411e-06
Position 298: 3.428156286186378e-06
Position 1791: 1.7062076561864562e-06
Position 1905: 1.0342579892225365e-06
Position 537: 1.010119796039249e-06
Position 753: 6.123144693371393e-07
Position 1461: 8.089261172698114e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 812: 0.8260365302426255
Position 8287: 0.740808074181113
Position 1305: 0.37164020735378384
Position 2782: 0.36353209278435505
Position 9245: 0.3457172449174542
Position 1897: 0.3279632823823738
Position 10481: 0.3188746000691066
Position 3894: 0.18526835502445993
Position 6455: 0.15325464998611196
Position 10248: 0.14681371399216644
Position 1311: 0.12726668348738915
Position 9969: 0.1249691246423712
Position 1173: 0.10041088505887755
Position 736: 0.08294568538663394
Position 1215: 0.06287260501771871
Position 1856: 0.06063613081187251
Position 1790: 0.05594914783039806
Position 7633: 0.05592506554062306
Position 4397: 0.04126207218714566
Position 3936: 0.041055517409777684
Position 2883: 0.04093325507702745
Position 5509: 0.037030414801907316
Position 1218: 0.02953062122127263
Position 9700: 0.02725740341612446
Position 9229: 0.017852573794689533
Position 2460: 0.01776578427704372
Position 1079: 0.01493179173383346
Position 9479: 0.01448623071314803
Position 835: 0.013835288162296889
Position 3970: 0.013795454449585748
Position 2558: 0.013590880851845575
Position 8733: 0.013304211169302908
Position 10031: 0.012615364205731623
Position 4040: 0.012072768624530978
Position 586: 0.011935592561334245
Position 2489: 0.011784264078178062
Position 9453: 0.011681423300654257
Position 4185: 0.010605347678693967
Position 10303: 0.010137066704320612
Position 2649: 0.008724646036822794
Position 1348: 0.008070275717752096
Position 1567: 0.007734659288137668
Position 349: 0.0072318315988549485
Position 1325: 0.006771243703697971
Position 9075: 0.0062151572119207524
Position 1291: 0.005976422269045922
Position 10123: 0.005746334315912282
Position 814: 0.0056695979945608965
Position 4078: 0.005359559969356825
Position 8685: 0.005252863224849379
Position 2692: 0.004853823473603007
Position 9350: 0.0040975985467346775
Position 1140: 0.003954569977622736
Position 8590: 0.0038370234836000595
Position 603: 0.0036940261599398357
Position 7672: 0.0036414246537308475
Position 8533: 0.003505789984604884
Position 2728: 0.0034345319891457824
Position 8455: 0.003430464306522982
Position 3818: 0.0033964239543249146
Position 1915: 0.003386431154515947
Position 10007: 0.0033562050823506195
Position 2939: 0.003343661013995694
Position 2004: 0.0033062602478085546
Position 1278: 0.0032810758546051397
Position 1863: 0.003180305091945803
Position 6424: 0.00315589824893986
Position 9789: 0.0031148384530677014
Position 9562: 0.003102414749531558
Position 6975: 0.002714310732130456
Position 3905: 0.002577483619273037
Position 1098: 0.0024714220176748278
Position 9623: 0.00234998865122113
Position 2578: 0.0023186558106576593
Position 358: 0.002280978498186565
Position 1128: 0.0021428849729725336
Position 6866: 0.0020933780328670245
Position 10268: 0.0020723459795602035
Position 1530: 0.0018241774615880217
Position 2749: 0.0016454923131035586
Position 1146: 0.0015987147091737566
Position 245: 0.001563286563885931
Position 1487: 0.0013922617322730815
Position 1358: 0.0013180553738998358
Position 1447: 0.0012316286998234145
Position 839: 0.0012086659465317777
Position 990: 0.0012023648868009142
Position 2332: 0.0010850701423030572
Position 8330: 0.0009751289968073021
Position 744: 0.0009635266191115381
Position 4360: 0.0009465434904306833
Position 389: 0.0009123233059445177
Position 2897: 0.000876253961848758
Position 927: 0.0008575659439068617
Position 703: 0.0008295112571983275
Position 4506: 0.0008268071176141462
Position 9824: 0.0007907636967812397
Position 4294: 0.0007460704920509472
Position 9864: 0.0007251829353181249
Position 4921: 0.0006655527652785704
Position 1212: 0.0006640009489417311
Position 2531: 0.0006138048522469819
Position 1718: 0.0006104996344024855
Position 945: 0.0005443814805549764
Position 1107: 0.0005329139555533558
Position 1411: 0.0004945004977715487
Position 2320: 0.00048490581897709143
Position 5031: 0.0004455380485168909
Position 308: 0.00041376582123342644
Position 1281: 0.00039489231465536756
Position 1049: 0.0003912773358382627
Position 1350: 0.00035164825158310985
Position 789: 0.00032010297233309615
Position 4509: 0.00030325977786822643
Position 8550: 0.00029787109714694013
Position 2806: 0.00028149720716116834
Position 4552: 0.00026842288110819366
Position 4615: 0.00024947729057760013
Position 1739: 0.00024479199966135116
Position 1597: 0.00024367108232568302
Position 901: 0.00022591259658779312
Position 2288: 0.00021984307468631066
Position 1005: 0.00020927275430356306
Position 1375: 0.0002026714327370815
Position 625: 0.00018803170291619266
Position 1101: 0.00016461960242918235
Position 3077: 0.00016235171670220708
Position 274: 0.00014772042443011925
Position 948: 0.0001424926686601132
Position 1143: 0.00014005374892157423
Position 1709: 0.00010674668410592764
Position 311: 9.884804378033624e-05
Position 1194: 9.597341663663929e-05
Position 954: 9.494833525224537e-05
Position 1868: 8.738476978295517e-05
Position 1484: 8.397088840696842e-05
Position 4697: 8.020904455788675e-05
Position 1007: 7.60001835084815e-05
Position 2385: 7.064060616928339e-05
Position 432: 6.919601676375345e-05
Position 632: 6.823009646446614e-05
Position 1490: 6.73710393556451e-05
Position 1362: 6.408145866239558e-05
Position 1537: 6.0374861424141466e-05
Position 2022: 6.01557382698659e-05
Position 1429: 5.750126197653797e-05
Position 779: 5.6436136155515525e-05
Position 2502: 5.6130283405366266e-05
Position 2471: 5.1351180621241044e-05
Position 1917: 5.10450499716744e-05
Position 746: 4.5190999222740695e-05
Position 1110: 3.1547326404088316e-05
Position 2554: 3.127053273338779e-05
Position 1039: 2.890757043892199e-05
Position 1552: 2.7175877637177816e-05
Position 1977: 2.4006349049803462e-05
Position 906: 2.3145260297341576e-05
Position 1456: 2.0220124358134365e-05
Position 449: 1.921523129409554e-05
Position 2044: 1.52819557314549e-05
Position 684: 1.4320372780810027e-05
Position 1702: 1.340633968735177e-05
Position 2424: 1.3220209653038052e-05
Position 1535: 1.2877865074517536e-05
Position 2071: 1.2739395485408682e-05
Position 651: 1.1120487395840388e-05
Position 2026: 1.0352858977965505e-05
Position 1504: 1.0284977335606903e-05
Position 4139: 1.0263523991362549e-05
Position 1591: 1.0081934949914418e-05
Position 1923: 9.351900336895011e-06
Position 1636: 8.140774661763342e-06
Position 1798: 8.131013673283343e-06
Position 254: 6.318675832591558e-06
Position 749: 6.0739687409756095e-06
Position 282: 5.479480097158418e-06
Position 1422: 4.075167477575886e-06
Position 680: 3.7788762950356804e-06
Position 909: 2.929670417641358e-06
Position 645: 2.6070906681389494e-06
Position 1517: 2.561153200145338e-06
Position 1541: 1.8240012120907284e-06
Position 1495: 1.6669085626042735e-06
Position 969: 1.3573046969102205e-06
Position 1546: 1.27195229039303e-06
Position 1974: 1.25421970327497e-06
Position 1601: 1.2008113785422768e-06
Position 1955: 1.0448070412955626e-06
Position 1752: 7.776928828008483e-07
Position 181: 6.059027138403485e-07
Position 2015: 5.208800722520887e-07
Position 1619: 2.645671157147081e-07
Position 3123: 1.8540345635769208e-07
Position 1029: 1.558603035827371e-07
Position 967: 1.1508369059799553e-07
Position 1653: 9.971257069768384e-08
Position 170: 5.675344562348114e-10
Position 114: 1.33657670864626e-12
