Gene = AI597479
Position 7309: 4.91758672101572e-05
Position 5260: 4.883723209152549e-05
Position 3028: 3.658796995410698e-05
Position 817: 3.13350203910048e-05
Position 697: 3.132801216605805e-05
Position 1362: 3.0930955593581895e-05
Position 915: 2.5736377991948565e-05
Position 1735: 2.4495954604095934e-05
Position 37: 2.354926452580537e-05
Position 727: 2.349392968209508e-05
Position 73: 2.222834424106314e-05
Position 928: 2.2219629074407886e-05
Position 2759: 2.0299347481403748e-05
Position 3868: 2.02480360722975e-05
Position 2373: 2.010766522623689e-05
Position 1654: 1.9807037263934965e-05
Position 1002: 1.9224799749460244e-05
Position 1873: 1.8696160482178014e-05
Position 3722: 1.3979598042287222e-05
Position 1199: 1.1981048239339878e-05
Position 1217: 1.0965830020808384e-05
Position 626: 1.0823785673923486e-05
Position 1351: 1.0587553633824065e-05
Position 1331: 9.960882268604507e-06
Position 1436: 9.937935033951723e-06
Position 2185: 9.933435427955514e-06
Position 2910: 8.45232872464911e-06
Position 2504: 8.402376519262432e-06
Position 2207: 6.894888571737883e-06
Position 2730: 6.3285218980329226e-06
Position 2226: 5.519458357089973e-06
Position 2219: 4.299111543063741e-06
Position 4047: 3.873822921694648e-06
Position 3739: 1.8801077615992382e-06
Position 736: 1.10921529116935e-06
Position 662: 9.864687229562617e-07
Position 552: 7.285352692525106e-07
Position 722: 5.507201739889787e-07
Position 500: 4.145006283106389e-07
Position 18: 3.5274653790621727e-07
Position 667: 2.8544909962903554e-07
Position 332: 1.9830498931340657e-07
Position 788: 1.6971020783571138e-07
Position 739: 1.6185751690364626e-07
Position 708: 1.325213723885427e-07
Position 11: 1.2539076449676815e-07
Position 781: 6.57039740957671e-08
Position 2513: 5.827591565718484e-08
Position 2438: 4.6028054975736015e-08
Position 2820: 4.586650297636848e-08
Position 715: 3.774836362081577e-08
Position 2318: 9.074091431573626e-09
Position 2421: 7.577596766973281e-09
Position 2322: 6.386753522296248e-09
Position 870: 5.395620952511184e-09
Position 1891: 4.495620407673457e-09
Position 3109: 4.173993522303495e-09
Position 2476: 3.138024431246185e-09
Position 1038: 2.8450232574223292e-09
Position 1889: 2.715899243077095e-09
Position 1664: 2.7065272075981673e-09
Position 3160: 2.4037419802615925e-09
Position 2752: 6.835203438903507e-12
Position 2423: 7.396161501972994e-13
Position 2406: 6.818230206042698e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 14475: 0.8429960736875282
Position 2004: 0.639685137172503
Position 9904: 0.4798382690615388
Position 8810: 0.3841149196541692
Position 8034: 0.32906449447290226
Position 12287: 0.2786058660627536
Position 2353: 0.2565175928068666
Position 2070: 0.2308919755002353
Position 12560: 0.10386170364617066
Position 2249: 0.09410071304356313
Position 8097: 0.09062059180785234
Position 7870: 0.06508398486272635
Position 2091: 0.056314533161242776
Position 2007: 0.049144197147105405
Position 9761: 0.04788519765666463
Position 4635: 0.045612454170623665
Position 7675: 0.04084990996878888
Position 7181: 0.03817741931917106
Position 5206: 0.03460558701914796
Position 14794: 0.029109112104429326
Position 4123: 0.028260199562303804
Position 8764: 0.026485311091090976
Position 9865: 0.025225364364382045
Position 16586: 0.017475278406919727
Position 1717: 0.015836389744295236
Position 11469: 0.01485873973044019
Position 16193: 0.01268891341737189
Position 8835: 0.012398001475512599
Position 4082: 0.010566597151766012
Position 5136: 0.010411775701291674
Position 844: 0.010155430736740521
Position 274: 0.010034906874803946
Position 3801: 0.009865801512112115
Position 3754: 0.009112945331448954
Position 14731: 0.008643924138337339
Position 4924: 0.008627543146826002
Position 11092: 0.008587250610876711
Position 10065: 0.008529604440039421
Position 1695: 0.007819642925563582
Position 902: 0.007498942190184807
Position 2300: 0.006617792966798073
Position 6938: 0.006583818374810962
Position 1948: 0.006339078854543439
Position 16423: 0.0058632574454522135
Position 7428: 0.005253775037032798
Position 2294: 0.004909301125990781
Position 15698: 0.004431542228491746
Position 3505: 0.004224958528115699
Position 485: 0.004063372646996703
Position 4254: 0.004061946641775101
Position 3789: 0.003950574404578099
Position 14791: 0.0032528842886664962
Position 2306: 0.003140671529882636
Position 13619: 0.0027615320407769293
Position 3825: 0.0025407507663687944
Position 7259: 0.002426017257380527
Position 753: 0.0023963463261212153
Position 14971: 0.0023783818928741225
Position 8174: 0.002275389483481986
Position 6203: 0.0021612730598569428
Position 959: 0.0020005718398983757
Position 3644: 0.0017848087016547696
Position 3061: 0.0016941972332201252
Position 10698: 0.0016621149531416564
Position 8432: 0.0016258352495717603
Position 9410: 0.001590000863020258
Position 6074: 0.0015002095220994376
Position 8349: 0.0013943668068856399
Position 4707: 0.0013287653999835857
Position 4721: 0.0012871386042418221
Position 13465: 0.001243457769541976
Position 13541: 0.0012428767698749047
Position 2093: 0.0012089336688439099
Position 2438: 0.0011752802243163384
Position 317: 0.001115549241649449
Position 2707: 0.001082571639578847
Position 3242: 0.000990027402903338
Position 2259: 0.000986116557640679
Position 4945: 0.0008906281052051355
Position 781: 0.0008865172819367901
Position 4281: 0.0008187467512933941
Position 3564: 0.0007925889518470551
Position 6022: 0.0007765844031232306
Position 7542: 0.0007603279132514158
Position 940: 0.0007087974064801384
Position 3413: 0.0006789428149737821
Position 1966: 0.0006648064592868413
Position 2111: 0.0006017742042529338
Position 2650: 0.0005966360577337815
Position 4028: 0.0005918549988126098
Position 3779: 0.0005703604629017846
Position 2106: 0.0005034299935108198
Position 4170: 0.0004950884480304394
Position 2909: 0.0004886444363395514
Position 3758: 0.0004797877376595962
Position 11861: 0.0004669058184266009
Position 3457: 0.00046050203462946526
Position 2990: 0.0004413688229341656
Position 1784: 0.0004398930325468199
Position 4432: 0.00038444792354956197
Position 5170: 0.0003540329857349285
Position 2742: 0.0003335970729448608
Position 2856: 0.00028528569880654196
Position 685: 0.0002719301711156219
Position 2358: 0.00021435926257731372
Position 6824: 0.00019820566264076796
Position 278: 0.00018189573808095554
Position 7576: 0.00018036373598820382
Position 487: 0.00017670127669691495
Position 3109: 0.00017194077434034684
Position 1873: 0.0001637646851398286
Position 1781: 0.00016057058754985964
Position 1980: 0.0001465218804832468
Position 2360: 0.00013530481610228494
Position 6686: 0.00013054770929046716
Position 2402: 0.00012766340008614442
Position 964: 0.00012641352858568062
Position 7640: 0.00011856877134775796
Position 5283: 0.00010892681298665354
Position 2956: 0.00010619220528777968
Position 1193: 0.0001006251409052635
Position 5616: 9.461727714044383e-05
Position 1537: 9.329784973475735e-05
Position 3598: 8.940051234784925e-05
Position 5417: 7.944292617965344e-05
Position 491: 7.884463218363932e-05
Position 1918: 7.432234323604199e-05
Position 986: 7.174321000431391e-05
Position 5372: 6.820552407164623e-05
Position 7955: 6.476190319765965e-05
Position 878: 6.309020502817862e-05
Position 1885: 5.76302385003617e-05
Position 2029: 5.6817748145728665e-05
Position 6612: 5.6374380835837366e-05
Position 3308: 5.6262328632332025e-05
Position 6310: 5.5419775939201976e-05
Position 4359: 4.7273650192263046e-05
Position 363: 4.520239100839426e-05
Position 2033: 4.4963515242553365e-05
Position 3022: 4.485675314162983e-05
Position 506: 4.46513513895193e-05
Position 7817: 4.2975721287634466e-05
Position 285: 4.1560943065209016e-05
Position 1793: 4.152168525732944e-05
Position 1952: 3.974648320211758e-05
Position 2014: 3.598943162290707e-05
Position 5684: 3.4452897175195926e-05
Position 5404: 3.377923289167688e-05
Position 5474: 3.2955256959417244e-05
Position 1723: 3.205322538092529e-05
Position 1597: 2.8115771333387736e-05
Position 1726: 2.7992490447585697e-05
Position 3980: 2.7662549561688346e-05
Position 2406: 2.704681006559987e-05
Position 6255: 2.678575145457939e-05
Position 1016: 2.6211671536951413e-05
Position 6665: 2.5242552560882683e-05
Position 6442: 2.3787078208896615e-05
Position 2017: 2.1846619405403196e-05
Position 338: 2.135005530297697e-05
Position 5522: 1.9309418602705875e-05
Position 1579: 1.840020192502349e-05
Position 855: 1.8243754284352234e-05
Position 456: 1.8161528632169998e-05
Position 989: 1.7925422989436024e-05
Position 2274: 1.7667502000563492e-05
Position 5896: 1.685808640963265e-05
Position 1002: 1.6011312170100516e-05
Position 5875: 1.5138302438218027e-05
Position 1068: 1.2488030542459942e-05
Position 1646: 1.1866232481720211e-05
Position 635: 1.1718620582112629e-05
Position 4785: 1.1642405033148205e-05
Position 2746: 1.1595879785094306e-05
Position 464: 1.0713076868161066e-05
Position 1550: 1.0709851334385138e-05
Position 4599: 1.0058166912682786e-05
Position 2870: 1.0030854116735707e-05
Position 3607: 8.95286453779859e-06
Position 528: 6.914217571870281e-06
Position 788: 6.76883195851443e-06
Position 583: 6.418199487071243e-06
Position 2917: 5.427929411130696e-06
Position 1490: 5.04873855265551e-06
Position 3519: 4.9776959337619885e-06
Position 539: 4.493723022986867e-06
Position 706: 4.128691424654083e-06
Position 3665: 3.602497914074565e-06
Position 2443: 2.642733982156005e-06
Position 428: 2.4141710467124893e-06
Position 152: 2.2900855844275404e-06
Position 328: 2.101274156208771e-06
Position 1900: 1.2567244887852612e-06
Position 319: 1.1632546671718534e-06
Position 3734: 8.729100687052343e-07
Position 1816: 8.719285270642128e-07
Position 3545: 4.6443892468309296e-07
Position 2416: 3.726786158082583e-07
Position 1835: 1.356581654090669e-07
Position 2376: 6.608221583952549e-08
Position 2370: 3.6370886229463064e-08
Position 1044: 2.6966842833912766e-08
Position 2404: 1.31695310942154e-08
Position 2455: 9.034714330302105e-09
Position 2373: 8.713870935492715e-09
Position 2524: 4.16987902849216e-09
Position 645: 3.0899620485245515e-09
Position 993: 3.0466954235602475e-09
Position 1244: 2.9734152024594714e-09
Position 568: 2.2254029466911236e-09
Position 149: 1.8548345427236575e-09
Position 468: 1.7215650659965205e-09
Position 385: 1.3093429926163804e-09
Position 381: 1.272349273281806e-09
Position 510: 1.1771986376571352e-09
Position 1053: 1.0469365519035112e-09
Position 508: 9.419729994341004e-10
Position 379: 9.024798358418264e-10
Position 289: 8.669097045673352e-10
Position 546: 8.004391267618414e-10
Position 708: 6.987404131382351e-10
Position 642: 5.256268369290657e-10
Position 1013: 5.112483106558963e-10
Position 660: 4.186208405616717e-10
Position 559: 3.780382046396344e-10
Position 287: 3.6228785946366863e-10
Position 125: 1.8124810511641955e-10
Position 697: 1.6380693553517101e-10
Position 575: 9.739967320921862e-11
Position 655: 3.9203548816909295e-11
Position 113: 3.821932044200477e-11
Position 414: 2.958515388850787e-11
Position 411: 4.236822631807489e-12
Position 175: 3.70834651738774e-12
Position 188: 2.043538642562806e-12
Position 79: 1.2369413745521077e-12
Position 128: 1.2101911441910708e-12
Position 390: 7.747330837680569e-13
Position 398: 4.6763933599430814e-14
Position 198: 1.835471762837614e-14
Position 2217: 1.4176876649701607e-14
Position 202: 7.326756540851371e-15
