Gene = Nps
Position 1120: 0.017702038971935306
Position 1683: 0.015468404004734369
Position 1229: 0.013836673134888745
Position 2262: 0.012933055237023216
Position 2168: 0.011097659000312723
Position 201: 0.010418633697677825
Position 620: 0.007223988648934744
Position 1288: 0.007056396020165539
Position 692: 0.0066769993811789385
Position 318: 0.005388975877829116
Position 3415: 0.004681930605379317
Position 2582: 0.004487892192243515
Position 1479: 0.004308185288601489
Position 2670: 0.003950648166696384
Position 420: 0.0038237427905017454
Position 2970: 0.0036542945393596964
Position 233: 0.003211544634310149
Position 4133: 0.0030883279764229573
Position 1839: 0.0028849490254609944
Position 1429: 0.00278569207712
Position 1457: 0.0026723789329686663
Position 1271: 0.0024719465953392944
Position 2205: 0.0024499554870133153
Position 522: 0.0024223510370896
Position 519: 0.0022254584739810506
Position 2997: 0.0021241701057142155
Position 4114: 0.0021146664069242836
Position 2767: 0.0019894123850462044
Position 3640: 0.0018775254583837638
Position 1748: 0.0017903124624398855
Position 96: 0.001787321405567617
Position 901: 0.0017807341159891956
Position 293: 0.0017475351355896425
Position 2484: 0.0014206805712668944
Position 3272: 0.001237285012263608
Position 3053: 0.001134977603087733
Position 2850: 0.001015912125150405
Position 2607: 0.0008154966933358233
Position 573: 0.0007849048002007692
Position 481: 0.0007580989379943049
Position 1693: 0.0007549995637049446
Position 1177: 0.0007464657334506047
Position 1499: 0.0006961442742790034
Position 2292: 0.000669774020933193
Position 559: 0.0006448980403829745
Position 3260: 0.0005867304050558607
Position 400: 0.0005591472999869558
Position 2111: 0.0004910058837417478
Position 3129: 0.000488043761655366
Position 1314: 0.0004645659184375438
Position 3819: 0.00038283196142289847
Position 3655: 0.00034496976950747145
Position 1581: 0.00033970354458629957
Position 3494: 0.00032543913361201486
Position 713: 0.0002637849382954524
Position 1481: 0.00024197841099257716
Position 1136: 0.00020185684868648569
Position 298: 0.00018713367757009343
Position 725: 0.0001832769258033827
Position 145: 0.00014894551292852107
Position 271: 0.00013654831272142274
Position 1542: 0.00012457561814748405
Position 1552: 0.00011333987006331958
Position 134: 0.00011266374641887445
Position 320: 0.00010217368086113018
Position 2146: 9.884613641133472e-05
Position 986: 9.33061513911657e-05
Position 1507: 8.822099956028038e-05
Position 380: 5.940080323863022e-05
Position 206: 5.226065304120887e-05
Position 237: 4.848706187488962e-05
Position 3871: 4.2265920226632765e-05
Position 626: 3.9463725208597396e-05
Position 1239: 2.561770434342547e-05
Position 84: 2.3484154544569986e-05
Position 576: 2.201584621605534e-05
Position 377: 1.583555855261986e-05
Position 645: 1.4072701515088241e-05
Position 929: 1.0968662407530248e-05
Position 579: 1.0432962405509088e-05
Position 923: 8.050701147601024e-06
Position 1241: 7.023859772826685e-06
Position 280: 6.179900530865293e-06
Position 1365: 4.6531875133996646e-06
Position 695: 3.4875134008092773e-06
Position 438: 1.2592008415975929e-06
Position 1002: 1.068776902920502e-06
Position 633: 5.640181965281233e-07
Position 245: 5.326676838094359e-07
Position 352: 4.811056521381639e-08
Position 329: 1.799117849098266e-08
Position 338: 9.562872121690555e-09
Position 356: 1.1300372110159775e-09
Position 360: 1.0856118886370008e-09
Position 255: 9.4010845702747e-10
