Gene = Gstcd
Position 20760: 0.027127859068748934
Position 1099: 0.023360750234345345
Position 12252: 0.02294134511496685
Position 21168: 0.021940865383228654
Position 1096: 0.021827301237419206
Position 13833: 0.021132104057808583
Position 2766: 0.020163314460777067
Position 15973: 0.015244731973748867
Position 10905: 0.01417900028758005
Position 12549: 0.013260383985177654
Position 9415: 0.01287612310090382
Position 14247: 0.011456476018890828
Position 11557: 0.011143779639946646
Position 7996: 0.010899951033852403
Position 11472: 0.010450120926095992
Position 7920: 0.010099951421988392
Position 92: 0.009290813013724525
Position 14268: 0.009157262425774524
Position 4994: 0.008922918389723014
Position 3104: 0.008437192606060843
Position 1435: 0.0082920925634884
Position 8625: 0.007695920952086244
Position 2326: 0.006133471996949858
Position 9597: 0.0059458960356214485
Position 662: 0.005831211273904062
Position 9751: 0.004928366691232193
Position 2355: 0.00457422716536404
Position 2745: 0.004331644897642282
Position 5029: 0.004301840493704003
Position 1553: 0.0034823914393227115
Position 2834: 0.0033811089119869793
Position 729: 0.003245309198112982
Position 1450: 0.0031455806920503704
Position 906: 0.0030563248786830547
Position 6198: 0.002692037399319347
Position 1501: 0.0025136874567348545
Position 124: 0.002489545138129931
Position 6485: 0.002435659923247303
Position 1140: 0.002007992720174704
Position 15438: 0.001986933281753341
Position 2611: 0.001903738191989071
Position 5486: 0.0017938384095525716
Position 5666: 0.001755667258773785
Position 1709: 0.00162383515951084
Position 2859: 0.0015545518709361905
Position 6968: 0.0014447563521319982
Position 1727: 0.0014410304902369039
Position 1808: 0.0013386860116960273
Position 11921: 0.001329331050018103
Position 2819: 0.001313959208071683
Position 14598: 0.0012599758336646844
Position 6437: 0.001103731826541843
Position 3924: 0.0010658154499385267
Position 3656: 0.0010384257603375303
Position 4464: 0.0009673098893433356
Position 8174: 0.0009153818944636806
Position 12848: 0.0009004424925930243
Position 1561: 0.0008804755272438119
Position 3704: 0.0008321651761992477
Position 2341: 0.0007276590960342602
Position 8519: 0.0006374849114757212
Position 3390: 0.0005942080943160442
Position 602: 0.0005880704946708503
Position 8574: 0.0005637438712230231
Position 3124: 0.0005625895769870618
Position 5090: 0.0005027577792415959
Position 1143: 0.0004971649410641383
Position 706: 0.0004958199455285203
Position 9925: 0.0004931103572813996
Position 709: 0.0004889441130306702
Position 7030: 0.00048406754116891445
Position 2816: 0.0004794463686685278
Position 2256: 0.00047539661914998107
Position 2465: 0.0004574845961768481
Position 2922: 0.00044952357262902846
Position 1788: 0.0004484141144970494
Position 621: 0.0004270830814206406
Position 7470: 0.000421178151285539
Position 1504: 0.00042017679862536785
Position 2489: 0.00041436298926803526
Position 3940: 0.0004124894625722825
Position 8261: 0.00040020720780791966
Position 10117: 0.00037809495734370755
Position 10135: 0.00036048629312340974
Position 1239: 0.0003496643733095882
Position 3675: 0.0003411801662929515
Position 10814: 0.00032079947638749675
Position 2395: 0.0003115126921591886
Position 3661: 0.0002974909045293134
Position 361: 0.0002853086310470921
Position 7368: 0.0002614632930920862
Position 4997: 0.0002479408101545872
Position 2456: 0.00023595333039721808
Position 1836: 0.00023134216767596276
Position 2439: 0.00021637989418572904
Position 138: 0.00021007123357711022
Position 3041: 0.00019186188740543086
Position 11902: 0.00017684505654549508
Position 8925: 0.00016191132500979126
Position 1192: 0.00013306598643753975
Position 8152: 0.00013193614841121
Position 1002: 0.00011797186380576513
Position 2494: 0.00011070193734556886
Position 2004: 0.00010827919463237308
Position 8225: 9.824085395114612e-05
Position 2294: 9.683581050232232e-05
Position 10577: 9.509618391022387e-05
Position 10753: 9.233644166528389e-05
Position 1907: 7.896410507228049e-05
Position 8497: 7.552201066598306e-05
Position 1960: 7.484118456865486e-05
Position 2925: 5.950306351029711e-05
Position 1112: 4.4545111246706625e-05
Position 1603: 4.105346577690777e-05
Position 556: 4.100884074145589e-05
Position 10877: 4.0163470456694e-05
Position 2624: 3.681624736197049e-05
Position 801: 2.742523182581193e-05
Position 308: 2.717279903586707e-05
Position 380: 2.480180578630283e-05
Position 7340: 2.4714974457351796e-05
Position 953: 2.1146229603791526e-05
Position 3874: 1.8659809510163247e-05
Position 971: 1.7783079775409117e-05
Position 1843: 1.764230908190243e-05
Position 666: 1.6669420848712076e-05
Position 2522: 1.663737133660623e-05
Position 4661: 1.5056446878365122e-05
Position 9424: 1.4404130472305296e-05
Position 1006: 1.411017108064796e-05
Position 1266: 1.2858172483505942e-05
Position 1644: 1.1945631668411316e-05
Position 111: 1.1347435422732375e-05
Position 2398: 1.0992042847757619e-05
Position 6770: 1.0055538772856713e-05
Position 5519: 8.511796996347715e-06
Position 2413: 8.148505596844568e-06
Position 1468: 7.3033796055625695e-06
Position 337: 7.198144683338243e-06
Position 1403: 6.264258082803058e-06
Position 784: 4.504918745269254e-06
Position 3018: 3.960631082477163e-06
Position 1219: 3.724559574893764e-06
Position 503: 3.4591742800523176e-06
Position 445: 3.2864506546270595e-06
Position 106: 3.1125172254517883e-06
Position 3319: 2.9182724930185375e-06
Position 7771: 1.0723783247910557e-06
Position 141: 6.951339133671684e-07
Position 608: 6.584602573177458e-07
Position 483: 4.3703221561361166e-07
Position 1697: 3.927986664308554e-07
Position 551: 3.164474684971368e-07
Position 529: 3.063677551930218e-07
Position 911: 2.8334320625647647e-07
Position 144: 2.7861569395287404e-07
Position 561: 2.3085380199499743e-07
Position 332: 2.269600207090973e-07
Position 738: 2.196541966438565e-07
Position 164: 2.0133719693185752e-07
Position 369: 1.9180441289482972e-07
Position 371: 1.1602481734077794e-07
Position 1812: 9.8429172904054e-08
Position 1194: 9.046650459386593e-08
Position 1055: 7.528819939868218e-08
Position 176: 4.108241452913025e-08
Position 245: 2.1980082409677982e-08
Position 742: 1.8137900844243815e-08
Position 511: 1.6827069347231956e-08
Position 505: 1.6699403671662203e-08
Position 2282: 1.1288219921754735e-08
Position 2365: 1.114848718350758e-08
Position 290: 4.878456327702256e-09
Position 152: 2.2650073050095797e-09
Position 471: 2.045377814460622e-09
Position 569: 1.933534530642152e-09
Position 580: 6.348617759386234e-10
Position 251: 3.202871350439875e-10
Position 516: 4.4547023599182325e-12
Position 253: 7.810519454681479e-13
Position 1382: 3.466789009892878e-16
