Gene = Dnttip2
Position 933: 5.212114453237619e-06
Position 1017: 4.843806368884592e-06
Position 1233: 4.5172513860174815e-06
Position 1217: 4.397893164048249e-06
Position 10349: 3.793654051423975e-06
Position 10585: 3.689294907914027e-06
Position 1590: 3.4322715527837866e-06
Position 1137: 3.432110223313279e-06
Position 10236: 3.2448741470517634e-06
Position 1330: 2.8075928368884167e-06
Position 434: 2.136698642496749e-06
Position 10542: 2.1119872763558016e-06
Position 650: 1.8646568280529872e-06
Position 160: 1.8227026086250397e-06
Position 158: 1.762001495631231e-06
Position 10467: 1.7306591989199686e-06
Position 986: 1.644678938812365e-06
Position 10427: 1.4381749488720139e-06
Position 482: 1.3957841617600133e-06
Position 641: 1.3023221916257735e-06
Position 10489: 1.2276991412856746e-06
Position 167: 1.200364366503631e-06
Position 971: 1.086720377956414e-06
Position 175: 7.568371917868863e-07
Position 9076: 6.165201143797982e-07
Position 9810: 5.25051091783962e-07
Position 8746: 4.118746056294873e-07
Position 8367: 3.9066469526188736e-07
Position 389: 3.41825311475875e-07
Position 676: 2.8101741990197385e-07
Position 9769: 2.268460101809237e-07
Position 1245: 1.893898650953887e-07
Position 524: 1.6941178457091804e-07
Position 495: 1.2254885655025825e-07
Position 241: 6.401805075902693e-08
Position 1379: 4.639038784635476e-08
Position 436: 4.2615392528621146e-08
Position 731: 3.8127281070872764e-08
Position 1019: 3.5646780984740815e-08
Position 8318: 2.86128295862251e-08
Position 939: 2.305790392790049e-09
Position 106: 1.5647725250898083e-10
