Gene = Exph5
Position 454: 6.217647084035872e-05
Position 889: 6.015019505593287e-05
Position 1425: 5.1786940806534486e-05
Position 1254: 4.5421355002004726e-05
Position 2328: 3.417932585265584e-05
Position 3265: 3.399413588105845e-05
Position 638: 3.27435677620209e-05
Position 392: 2.7667784848984886e-05
Position 2670: 2.553607281326797e-05
Position 2405: 2.4829869211371247e-05
Position 396: 2.3495853774845535e-05
Position 804: 2.1504624236523356e-05
Position 979: 2.1332759311099516e-05
Position 2918: 2.110599890931863e-05
Position 377: 2.0184634438483308e-05
Position 1227: 1.8437523817390677e-05
Position 1182: 1.3108917887043511e-05
Position 625: 1.0674927540140802e-05
Position 399: 8.457927144852703e-06
Position 403: 4.139275353879562e-06
Position 489: 3.9272841111466605e-06
Position 291: 3.4769785734218898e-06
Position 2922: 2.8600393021097727e-06
Position 1049: 2.2720220171219246e-06
Position 1326: 2.1105235223529886e-06
Position 649: 2.0249036959730984e-06
Position 632: 1.9261738935197986e-06
Position 532: 1.704687757196081e-06
Position 474: 1.4604674117410046e-06
Position 2831: 1.1438832738644623e-06
Position 2784: 9.853653918138289e-07
Position 557: 7.52167317728403e-07
Position 407: 4.804077087031916e-07
Position 506: 3.9205968593506884e-07
Position 1331: 3.5322314802494435e-07
Position 1430: 3.1332656966694703e-07
Position 2980: 2.502407128150217e-07
Position 620: 2.1565545865885145e-07
Position 1189: 2.147135299463493e-07
Position 1348: 1.4847732511673824e-07
Position 94: 1.4663819967430686e-07
Position 1400: 1.4537290657763615e-07
Position 1113: 1.4055733843496806e-07
Position 114: 5.532783012516792e-08
Position 651: 3.63704999816536e-08
Position 772: 3.352454901227849e-08
Position 111: 2.309345623124746e-08
Position 131: 7.49310556276808e-09
Position 879: 6.0574726923612826e-09
Position 1506: 2.1890990763790204e-09
Position 80: 1.4816609822164073e-09
Position 107: 8.66153182097991e-10
Position 481: 8.423607632181732e-10
Position 498: 4.774407374072453e-10
Position 118: 3.835197937503068e-10
Position 894: 2.4095514065459643e-10
Position 165: 1.4672318968292487e-10
Position 170: 1.1461972029955812e-10
Position 495: 6.581786915806021e-11
Position 149: 6.029674117841855e-11
Position 122: 5.687010064657163e-11
Position 167: 5.643367739628368e-11
Position 500: 5.5118232790620005e-11
Position 142: 1.8292436819870103e-11
Position 175: 1.3086051860540033e-11
Position 181: 3.992360907169173e-12
Position 160: 2.2363919658257385e-12
Position 72: 1.3802678786262917e-12
Position 189: 5.604167551340368e-15
