Gene = D430042O09Rik
Position 8471: 0.21238492567583683
Position 3972: 0.18673403930289117
Position 7057: 0.1589596816743653
Position 1237: 0.07530953304196546
Position 3196: 0.05972008796150048
Position 4016: 0.0559021269342039
Position 5332: 0.052607269636339396
Position 5433: 0.052231219469591326
Position 1281: 0.045857306359780255
Position 7659: 0.04379277817887378
Position 5481: 0.039177496527362236
Position 11143: 0.03799360425613569
Position 6372: 0.035856196256062026
Position 1887: 0.03300015028090178
Position 4717: 0.03240670445455232
Position 5777: 0.03126562370505043
Position 1121: 0.026008986908742277
Position 3468: 0.024314452554451162
Position 4064: 0.020895176285002703
Position 1545: 0.02017662335237938
Position 517: 0.018828435748774255
Position 14844: 0.017656109316978478
Position 932: 0.01678903642090988
Position 12746: 0.015857088442345412
Position 3265: 0.015724989879741032
Position 2258: 0.01482324989042513
Position 3523: 0.014602103552446651
Position 12835: 0.014486372066083691
Position 1787: 0.012902911937290948
Position 5646: 0.012072896012101951
Position 5847: 0.012062610914629538
Position 5456: 0.011147584600401555
Position 1104: 0.010811224144364815
Position 7867: 0.010557083832197897
Position 1923: 0.009597191467386435
Position 5534: 0.009189060602866077
Position 1586: 0.008670271782432692
Position 2106: 0.0083087260863492
Position 3968: 0.006767959406209347
Position 2521: 0.006693534003434998
Position 4361: 0.006629465288216873
Position 1288: 0.006518459552615783
Position 1737: 0.006234945489696208
Position 7836: 0.005547987283102236
Position 6904: 0.00530071306754235
Position 2163: 0.005136348576125548
Position 7431: 0.005021482057837178
Position 4296: 0.004789801462113376
Position 2033: 0.0045945761577323605
Position 3095: 0.004541127414831194
Position 10543: 0.004538430142403191
Position 1052: 0.004380206900366344
Position 5183: 0.004095584776438412
Position 4578: 0.003828290153774308
Position 3192: 0.003767945344796956
Position 1221: 0.0036297314567627728
Position 4246: 0.0036017495044056713
Position 5803: 0.003506342570390026
Position 1733: 0.0034441665570946914
Position 3539: 0.0034393234203174547
Position 10984: 0.0033190937339365764
Position 2309: 0.0029746359187743294
Position 1157: 0.0027669949330392358
Position 1027: 0.0026792741825202838
Position 663: 0.002676014539025084
Position 1249: 0.0025684436714983865
Position 2917: 0.00250662200264321
Position 4625: 0.002447476883443846
Position 1142: 0.002423174227293987
Position 1976: 0.002402253143389072
Position 647: 0.0023584949397414097
Position 7607: 0.0020482103326362722
Position 8542: 0.0020061863111750814
Position 9966: 0.001879706205747438
Position 2359: 0.0017518762353913551
Position 1752: 0.0015856881879348819
Position 3631: 0.001556489388160612
Position 2576: 0.001517199541404759
Position 4356: 0.001483052301243183
Position 7973: 0.001450261786916261
Position 1079: 0.0013990976020239042
Position 448: 0.001369384986075586
Position 4947: 0.0013618374259845483
Position 8366: 0.001297781843177155
Position 4078: 0.0012398988846850977
Position 7688: 0.0011986247801153275
Position 7348: 0.0011552124164863654
Position 3574: 0.0011277405619621555
Position 7465: 0.0010971296089898562
Position 5302: 0.001055647295282026
Position 3371: 0.0010534511965913265
Position 2801: 0.0010520875703723756
Position 266: 0.0009707193292732526
Position 8324: 0.0009553351165762406
Position 873: 0.0009466913484456209
Position 5562: 0.0009449860804583681
Position 489: 0.0009250639050424724
Position 6425: 0.000916026758221991
Position 6462: 0.0008641361811330292
Position 224: 0.0008464748277944635
Position 5192: 0.0008124724729072189
Position 4887: 0.0007990631235600854
Position 881: 0.0007833047049352131
Position 7182: 0.0007740661570593059
Position 1624: 0.0006732651059845183
Position 3229: 0.0006138940853984845
Position 5985: 0.0005863902983780109
Position 3472: 0.0005690079900297262
Position 2748: 0.0005581375890169063
Position 486: 0.0005430347425786382
Position 4471: 0.000479806748111498
Position 5731: 0.0004785012041546101
Position 459: 0.00045200437100350975
Position 4754: 0.0004141783590378611
Position 5717: 0.00041214537363391796
Position 5093: 0.0004064102530070771
Position 4133: 0.00039767428392143653
Position 5152: 0.0003916721260173566
Position 4190: 0.0003280613896418699
Position 4722: 0.0003077388701035124
Position 5137: 0.0002811448608907607
Position 1166: 0.00028061675373293693
Position 5488: 0.00027194418329282513
Position 840: 0.0002681599349805174
Position 3815: 0.0002671655972933224
Position 650: 0.00026651831155674756
Position 2718: 0.00026402059337709487
Position 4962: 0.0002437415891850069
Position 3018: 0.00024120362957367035
Position 4158: 0.00021689588420365844
Position 2996: 0.00020383651329715255
Position 969: 0.00020140542001068816
Position 98: 0.00019177139635788413
Position 2899: 0.00018988208981576268
Position 2640: 0.00018789632244688514
Position 3844: 0.00017027670871223554
Position 218: 0.00016601011685962348
Position 132: 0.00016502713235216576
Position 203: 0.0001632236571665107
Position 3435: 0.0001530744040811879
Position 1454: 0.00014768068484631943
Position 2221: 0.00014181914814832765
Position 1410: 0.00013940240935437885
Position 522: 0.00013180555756864788
Position 1255: 0.00012502969498498555
Position 2805: 0.00011927766550175164
Position 1562: 0.00011246903184418546
Position 502: 0.00011225416591491431
Position 2807: 9.485169669559029e-05
Position 259: 8.287007445076166e-05
Position 695: 8.044565843490425e-05
Position 2548: 7.168373729864485e-05
Position 1321: 6.749667710083352e-05
Position 4374: 6.716549917094894e-05
Position 1792: 6.379576177784604e-05
Position 1567: 5.989422148192505e-05
Position 566: 5.977289950971607e-05
Position 2114: 5.7997410029163814e-05
Position 857: 5.488955949730464e-05
Position 3241: 5.2895364796003715e-05
Position 118: 3.640966041091399e-05
Position 738: 3.2187615391008546e-05
Position 2205: 2.7338393784663523e-05
Position 112: 2.013071601583084e-05
Position 1766: 1.8856708368150016e-05
Position 309: 1.8244237268677565e-05
Position 156: 1.2300320556401607e-05
Position 973: 1.0831951249238338e-05
Position 3198: 9.231518488154183e-06
Position 2326: 6.898890080163692e-06
Position 2276: 6.7101881602338065e-06
Position 2381: 5.811180039063254e-06
Position 269: 5.138497243287694e-06
Position 2363: 4.3468866035545995e-06
Position 244: 3.954378272376207e-06
Position 1302: 3.925188072658815e-06
Position 1124: 3.6226883101115185e-06
Position 1175: 3.510533537025255e-06
Position 1257: 3.1037021907189287e-06
Position 144: 2.596086304034869e-06
Position 470: 2.2217156545456113e-06
Position 242: 2.037025907768605e-06
Position 665: 1.8496003934225715e-06
Position 206: 1.8123697477110256e-06
Position 228: 1.0913381367883538e-06
Position 2232: 9.923745842367696e-07
Position 755: 8.41468024460243e-07
Position 531: 7.552017861312497e-07
Position 364: 5.575269807668098e-07
Position 722: 4.315344374724891e-07
Position 691: 4.194135424776078e-07
Position 102: 4.135854177316134e-07
Position 537: 3.9145077968354505e-07
Position 778: 3.6081758182385753e-07
Position 673: 2.2695996680320211e-07
Position 982: 2.256179429033796e-07
Position 351: 1.798853567837306e-07
Position 526: 1.369039964569573e-07
Position 821: 1.248312427489804e-07
Position 432: 1.0207156509800048e-07
Position 762: 9.572384097006498e-08
Position 546: 8.815535759772171e-08
Position 782: 8.001765005862558e-08
Position 741: 7.781574805067634e-08
Position 589: 6.07328462188928e-08
Position 324: 3.5054816762908745e-08
Position 150: 2.980687523949545e-08
Position 808: 1.3827556180903453e-08
Position 192: 1.1588567205879805e-08
Position 758: 4.818963708617562e-09
Position 744: 7.387953914827327e-10
Position 574: 7.217238695351405e-10
Position 372: 4.047848419805974e-10
Position 378: 3.1996787526609834e-10
Position 542: 3.05277174940771e-10
Position 583: 2.1399340231227954e-10
Position 367: 1.399909913585422e-10
Position 585: 1.2049489202365126e-10
Position 339: 1.0377764672905792e-10
