Gene = C130050O18Rik
Position 2382: 1.8624705711835504e-06
Position 1749: 1.6260434235266472e-06
Position 1662: 1.5813221692015507e-06
Position 764: 1.147930076189206e-06
Position 802: 1.0198880276725912e-06
Position 1439: 9.348706936981088e-07
Position 7097: 6.5431074551512e-07
Position 2988: 3.0225887016151964e-07
Position 3907: 2.42893126133588e-07
Position 1464: 1.0538074159397188e-07
Position 2891: 1.0169395579081906e-07
Position 1462: 7.992755861616342e-08
Position 1789: 6.111895095829115e-08
Position 1704: 6.072786473215566e-08
Position 476: 5.6299669972853906e-08
Position 1468: 3.935761000522943e-08
Position 473: 3.063321136621863e-08
Position 1698: 2.7926945367982262e-08
Position 1677: 2.702266836210841e-08
Position 489: 2.5758500304339893e-08
Position 186: 4.603868806519704e-09
Position 1265: 4.231237490551913e-09
Position 503: 2.304528180860604e-09
Position 982: 1.5990584703431686e-09
Position 966: 1.4888047562648552e-09
Position 127: 2.596133307425862e-10
Position 175: 1.8040255694607637e-10
Position 168: 1.4620005405141017e-10
Position 510: 1.0799085015808523e-10
Position 109: 2.906133824709109e-11
Position 80: 2.8336393604513403e-12
Position 131: 1.4869162542060102e-12
Position 161: 1.1706437609031043e-12
Position 95: 5.25996388088835e-13
Position 84: 2.0890353093741395e-13
Position 156: 1.9753985729279266e-13
Position 143: 8.955830710561759e-14
Position 135: 1.2106500940136559e-14
