Gene = Tchh
Position 6473: 0.002301459291777888
Position 3219: 0.0022979735885519134
Position 1099: 0.002047579355058899
Position 4089: 0.0020265211549194925
Position 6520: 0.0020241771683439116
Position 1241: 0.0019462008098274101
Position 354: 0.0017915452212036531
Position 3297: 0.0017392936139546344
Position 3475: 0.0015767076138555657
Position 3535: 0.001541594655266705
Position 717: 0.0015008842434804683
Position 5675: 0.0014715960463389417
Position 1064: 0.0014211662568573008
Position 2306: 0.0014150773633886506
Position 814: 0.0013328421815451729
Position 3426: 0.001296441438354008
Position 6100: 0.0012640727830215384
Position 5727: 0.0011902022190788542
Position 5067: 0.0011859382133033996
Position 1371: 0.001101495409797012
Position 2889: 0.0010438876555448205
Position 6016: 0.0010171371270348423
Position 2558: 0.0010162434050950593
Position 4045: 0.0009104947876929191
Position 785: 0.0009002321239811943
Position 3546: 0.0009002182637918246
Position 3595: 0.0008504744462559659
Position 6653: 0.0008030897438269139
Position 404: 0.0007924648462907629
Position 3486: 0.0007855036421276524
Position 3266: 0.0007228311365483686
Position 2334: 0.0006841231511566633
Position 200: 0.0006775829210648786
Position 5064: 0.0006374890840138698
Position 6051: 0.0006203035559075487
Position 504: 0.0006146622051923842
Position 1298: 0.0006060234472176031
Position 5385: 0.0006055779991517099
Position 560: 0.0005808888230687655
Position 3395: 0.0005166678377381544
Position 375: 0.0005111565483949584
Position 1391: 0.00045723353643032207
Position 5665: 0.00044731746238562043
Position 2187: 0.0004122016209657529
Position 3381: 0.00041124985578127785
Position 3179: 0.00040117639561527323
Position 3006: 0.0003992443204633157
Position 5189: 0.00037110458776292945
Position 6445: 0.0003497488763893714
Position 3655: 0.00033756334949314615
Position 5984: 0.00032535276072182256
Position 1353: 0.00030902216791187846
Position 351: 0.00030595991225767653
Position 3255: 0.000303341479818282
Position 5936: 0.0002905824746203212
Position 1459: 0.0002876875218828592
Position 1080: 0.00028519970992583413
Position 2904: 0.00028396845164111454
Position 1335: 0.00027858267727490715
Position 2331: 0.00027731143222652874
Position 914: 0.00027269929495459205
Position 2313: 0.00026966754193417626
Position 4025: 0.0002488832635234492
Position 2262: 0.0002472663466395365
Position 2637: 0.00024166790519028255
Position 2316: 0.0002380032962838369
Position 689: 0.0002375293737832904
Position 3355: 0.00023624787317192
Position 3375: 0.00023531661242853175
Position 2190: 0.00023434289918118764
Position 2874: 0.00023306056708531894
Position 3615: 0.00022875141404001638
Position 1413: 0.00021941557936519076
Position 967: 0.00021292731295342217
Position 1328: 0.0002063932135812311
Position 2736: 0.0002048140852343004
Position 3811: 0.0001988231926722368
Position 2886: 0.0001968801513428295
Position 3575: 0.00019225503031710677
Position 2846: 0.00019194509683621725
Position 3775: 0.0001919296620544324
Position 2193: 0.00018755851672027377
Position 2184: 0.00018617159246950193
Position 3455: 0.00018277841290490764
Position 204: 0.0001804798141664592
Position 2471: 0.00017938794431879198
Position 408: 0.0001632640559556495
Position 4843: 0.00015901592475597075
Position 3715: 0.00015801639494536713
Position 3918: 0.0001575422436561849
Position 607: 0.00014960797903215892
Position 3075: 0.00014826198044199914
Position 5922: 0.00014470251520693405
Position 2866: 0.00014016939635530453
Position 6019: 0.00013982030702980506
Position 456: 0.00013835985793805093
Position 3666: 0.0001301385631677859
Position 3515: 0.00012533615645328493
Position 1210: 0.00012160855124961847
Position 4315: 0.00011782884255112758
Position 729: 0.00011588071164305881
Position 2682: 0.00011442340865852064
Position 538: 0.00011311148145656179
Position 817: 0.00011169252329147415
Position 5484: 0.00010088062711683834
Position 1270: 9.786742168645736e-05
Position 5524: 9.474939363010788e-05
Position 2941: 9.296371605845222e-05
Position 2586: 9.223795664689879e-05
Position 557: 9.199269901838354e-05
Position 2123: 9.061386078524551e-05
Position 3283: 8.882418673164694e-05
Position 2565: 8.75554684158112e-05
Position 3379: 8.707573104563165e-05
Position 2673: 8.12305406346797e-05
Position 2896: 6.555785327677723e-05
Position 2310: 6.525265297028351e-05
Position 3441: 6.483362528073361e-05
Position 3211: 6.39684189340377e-05
Position 527: 6.343574269327669e-05
Position 2025: 6.071308517793407e-05
Position 897: 6.0520938891343954e-05
Position 900: 5.190904601920832e-05
Position 1622: 4.910612529856077e-05
Position 2994: 4.683564502091703e-05
Position 2214: 4.5111808450016536e-05
Position 2481: 4.4553747430428156e-05
Position 2766: 4.2559271695867665e-05
Position 1383: 4.036863191640039e-05
Position 2580: 3.962697636516163e-05
Position 4001: 3.420132705842425e-05
Position 1415: 3.290173396964035e-05
Position 3949: 3.267866095318937e-05
Position 3561: 3.235729876444694e-05
Position 1277: 3.1344739252047235e-05
Position 3294: 2.763619655779699e-05
Position 640: 2.7283975779252747e-05
Position 821: 2.4691998864737096e-05
Position 1356: 2.1825090203929594e-05
Position 362: 2.1824882627376713e-05
Position 2697: 2.0563725953404123e-05
Position 2538: 1.962577311763797e-05
Position 2577: 1.9593019473625834e-05
Position 2355: 1.834414805661485e-05
Position 1267: 1.8241418891461266e-05
Position 2526: 1.75773458754387e-05
Position 422: 1.7521288768581218e-05
Position 2574: 1.6756365505951345e-05
Position 895: 1.5516152742201203e-05
Position 2132: 1.336490499782946e-05
Position 268: 1.1074305070810732e-05
Position 852: 9.36980795592218e-06
Position 905: 7.276107843993372e-06
Position 705: 6.665724249043144e-06
Position 309: 6.354786230388805e-06
Position 209: 4.547527621622579e-06
Position 301: 4.051175569319149e-06
Position 274: 3.914478250558641e-06
Position 819: 3.611957693013187e-06
Position 541: 2.7644564353985277e-06
Position 1174: 2.6759733772745e-06
Position 1312: 2.2463284736522376e-06
Position 1295: 1.9644237271951094e-06
Position 1380: 1.769673320327301e-06
Position 319: 1.5908189820251888e-06
Position 211: 1.5513381086125575e-06
Position 3216: 1.2973057722091447e-06
Position 1206: 1.1472556527147735e-06
Position 1408: 9.375239449643894e-07
Position 1395: 8.692172523027522e-07
Position 312: 7.866447183083514e-07
Position 1287: 7.128162862592137e-07
Position 1365: 7.038998750365823e-07
Position 368: 5.4744616990405e-07
Position 1350: 3.9994471800517726e-07
Position 1222: 2.73605712114837e-07
Position 1340: 2.43233522481745e-07
Position 1347: 1.196291144726209e-07
Position 1338: 8.331408607040429e-08
Position 1368: 7.689639636522297e-08
Position 1280: 5.4548954382767366e-08
Position 2007: 3.298976902843223e-08
Position 137: 1.172628732282659e-08
Position 171: 4.642392860919268e-09
Position 1218: 1.4598579594146586e-09
Position 1220: 1.086810093214717e-09
Position 113: 1.7277342326692406e-11
Position 142: 1.049685197645115e-11
Position 161: 9.774444830542236e-12
Position 115: 5.449351108228836e-12
Position 117: 5.051887511771356e-12
Position 89: 4.124410229817268e-12
Position 126: 2.9144899496110737e-12
Position 93: 1.497383015692986e-12
