Gene = Mospd3
Position 1727: 0.0001102725132734356
Position 376: 0.00010977068572898485
Position 595: 0.00010443414814477184
Position 172: 8.596708811114235e-05
Position 1296: 8.500749313613805e-05
Position 711: 8.385144645227258e-05
Position 860: 8.258209276278396e-05
Position 563: 8.130250034144758e-05
Position 773: 7.937752258878116e-05
Position 225: 7.815017091047324e-05
Position 1751: 7.76994019512367e-05
Position 197: 7.713164278804365e-05
Position 215: 7.663629534480154e-05
Position 3432: 6.761557485748473e-05
Position 187: 6.228915248563836e-05
Position 298: 6.218679286379043e-05
Position 2641: 6.091270499870197e-05
Position 3935: 6.0579999144231235e-05
Position 3691: 5.4575654912423404e-05
Position 1420: 4.807230674284185e-05
Position 125: 4.613564499920233e-05
Position 848: 3.976299314492435e-05
Position 3868: 3.753667746479971e-05
Position 714: 3.727429062679053e-05
Position 3413: 3.669211338387614e-05
Position 867: 3.62435793153145e-05
Position 346: 3.603353639252744e-05
Position 2446: 3.583811172973584e-05
Position 204: 3.443844969268588e-05
Position 2454: 3.156604431414181e-05
Position 3483: 3.142312565646462e-05
Position 3243: 2.7710817656192344e-05
Position 3290: 2.6997518854988046e-05
Position 373: 2.6288889021364097e-05
Position 190: 2.492223221019148e-05
Position 132: 2.4915880037637707e-05
Position 3523: 1.8911381051536613e-05
Position 361: 1.7753276264425854e-05
Position 1035: 1.756592676816419e-05
Position 120: 1.7550474534173833e-05
Position 3466: 1.5280320185532164e-05
Position 3509: 1.3660410064454333e-05
Position 1152: 1.0761180761160622e-05
Position 1072: 6.9642212573071525e-06
Position 174: 6.8984237005526414e-06
Position 2691: 6.706574127678896e-06
Position 875: 5.972778219807991e-06
Position 862: 5.2224262490963e-06
Position 1842: 5.164301717238776e-06
Position 2434: 5.134218787262872e-06
Position 282: 4.812874710758003e-06
Position 1312: 3.956727478581443e-06
Position 2352: 3.753922153481391e-06
Position 1053: 3.7084685790952236e-06
Position 1047: 3.1764459702925888e-06
Position 1105: 3.0018055605532015e-06
Position 302: 2.6636770414698073e-06
Position 1669: 1.4567655796137257e-06
Position 1079: 1.3622779033040614e-06
Position 821: 1.3436908477678308e-06
Position 371: 1.3027562301976332e-06
Position 598: 1.2483665211003185e-06
Position 1092: 1.0271434287392288e-06
Position 1163: 6.259174874371098e-07
Position 1833: 6.094160558374749e-07
Position 1929: 5.091428324624441e-07
Position 1868: 5.067328131403869e-07
Position 275: 4.4323326745501035e-07
Position 2371: 3.9443007388775487e-07
Position 101: 1.8293144735215487e-07
Position 794: 1.716373338772796e-07
Position 779: 1.363855769211954e-07
Position 818: 7.859037679618083e-08
Position 815: 7.634639355227079e-08
Position 85: 4.104763868773948e-08
Position 103: 5.618515240389111e-10
Position 800: 3.632905340471494e-10
Position 114: 1.9807070633330147e-11
Position 98: 1.838329076972833e-11
