Gene = Ric3
Position 774: 7.092636777842423e-06
Position 313: 5.420262740748346e-06
Position 7: 4.646861494714783e-06
Position 410: 4.269742012394144e-06
Position 69: 4.2581296359290215e-06
Position 251: 3.827593099816872e-06
Position 682: 3.581135361387945e-06
Position 2351: 2.874526637010461e-06
Position 101: 2.826818577849715e-06
Position 2457: 2.443556878848416e-06
Position 128: 2.237631601445529e-06
Position 325: 1.9448138099075264e-06
Position 407: 1.9105618894226628e-06
Position 390: 1.7847052696352224e-06
Position 254: 1.6414668188956353e-06
Position 439: 1.5655901259381387e-06
Position 617: 1.5420098525905789e-06
Position 249: 1.3045531162165778e-06
Position 456: 6.876631973894701e-07
Position 266: 6.193811396042939e-07
Position 471: 5.320905989203971e-07
Position 573: 3.2034217576362484e-07
Position 627: 3.0909642831564915e-07
Position 377: 2.620196955627218e-07
Position 259: 2.594565413617567e-07
Position 644: 2.5508027182572394e-07
Position 365: 1.9047534984277056e-07
Position 348: 1.223267192568614e-07
Position 99: 6.012488273508009e-08
Position 1662: 4.180979551636135e-08
Position 357: 3.625607881814406e-08
Position 332: 4.6484669987697207e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2261: 0.47299977593699083
Position 4179: 0.23192086433954065
Position 690: 0.14744397406890813
Position 17360: 0.14438781507376075
Position 1507: 0.1197951218079972
Position 2113: 0.10715658195461243
Position 844: 0.1035081292045317
Position 16879: 0.08929826513668541
Position 5536: 0.08162768219814225
Position 2027: 0.07751539926816603
Position 3903: 0.07229846722774581
Position 2081: 0.06830830124049923
Position 2054: 0.05830042780673991
Position 614: 0.05775195073527103
Position 3558: 0.054196894085368964
Position 2006: 0.05398014282279416
Position 1112: 0.05205720653018916
Position 4700: 0.04156797392312529
Position 6523: 0.03635834456616968
Position 1141: 0.03446892993220135
Position 1424: 0.027896121212117674
Position 3588: 0.017129573705785463
Position 10987: 0.01647160710543847
Position 7104: 0.016160318350480173
Position 437: 0.015494275275611688
Position 119: 0.014933661706799531
Position 1115: 0.013397898636820067
Position 10376: 0.012632087684007458
Position 6168: 0.012242022569433528
Position 10791: 0.011850847906683072
Position 1534: 0.011592198012960799
Position 1939: 0.010995445818772574
Position 1392: 0.010023008824086778
Position 656: 0.009794604994211083
Position 8587: 0.009238276790964865
Position 3367: 0.00901652381708954
Position 6672: 0.008918481396612641
Position 10944: 0.008881186879136464
Position 4873: 0.007939349422132697
Position 6643: 0.007001245289099029
Position 1314: 0.0068693851189821535
Position 2534: 0.005800669821170576
Position 1904: 0.005782779251332632
Position 6611: 0.005428050225079592
Position 388: 0.005114951860615352
Position 4210: 0.004554178603838962
Position 1381: 0.004387904965977103
Position 6858: 0.004382559308702114
Position 5665: 0.004265439528779211
Position 491: 0.004211217565792802
Position 3820: 0.004162600890996363
Position 1539: 0.0040130633077596935
Position 917: 0.003942542076177324
Position 1853: 0.0031705228634339765
Position 7040: 0.0031338625877822927
Position 8447: 0.0030028172656646904
Position 1404: 0.002742530114949174
Position 6311: 0.002645607352654415
Position 3786: 0.0024893482330162744
Position 1190: 0.0023183007527463333
Position 4752: 0.0022444345583852187
Position 863: 0.001998249856012388
Position 140: 0.0018871706540572511
Position 1009: 0.001679086798087393
Position 971: 0.001645767003152304
Position 1038: 0.0016035011669009592
Position 5060: 0.0015894771331899603
Position 2479: 0.0015242800745043296
Position 5952: 0.0015217357910018996
Position 1514: 0.0014798755499380515
Position 1801: 0.0014400705755902349
Position 1117: 0.0013773030434215587
Position 3383: 0.0012858309813275463
Position 1071: 0.001257918888818316
Position 3250: 0.0012390098320153667
Position 1285: 0.0011230089641260396
Position 3702: 0.0010991749251157848
Position 9440: 0.001055679011263353
Position 640: 0.0010532329493282947
Position 2847: 0.0009129937755865808
Position 4500: 0.0008900040417821961
Position 2200: 0.000794646417469
Position 1474: 0.0007649053673755709
Position 3504: 0.0007210903825195724
Position 2558: 0.0007080848292220855
Position 316: 0.0006970027324701344
Position 5187: 0.0006954026962307935
Position 5033: 0.0006771129068910575
Position 1542: 0.0006687976707373097
Position 1558: 0.0006677300381766885
Position 757: 0.0006654405022845795
Position 1971: 0.0006541977303653666
Position 3768: 0.0005725991656293204
Position 1456: 0.0005692880838286693
Position 3735: 0.0005479568883345386
Position 7590: 0.0005044872325536665
Position 5438: 0.0004635257753779501
Position 5304: 0.0004453966596569778
Position 2145: 0.0004138092481331977
Position 1278: 0.0004043650679756347
Position 3876: 0.00038498082076512084
Position 1237: 0.0003599794991909749
Position 1445: 0.00034773810901157906
Position 1561: 0.0002876554609460244
Position 2763: 0.0002833237080930826
Position 370: 0.0002769105054307766
Position 4429: 0.0002675720222601913
Position 585: 0.00025580773100005713
Position 5932: 0.00024828992126689714
Position 4457: 0.00024357364653521395
Position 1146: 0.00022026450539434008
Position 2694: 0.00019169325236298215
Position 587: 0.00015770459541367495
Position 581: 0.00013397667334865025
Position 1258: 0.00012743154546589203
Position 1536: 0.00011066048122065485
Position 3337: 0.00010903279612372053
Position 4244: 0.00010851193009043652
Position 4240: 0.00010737745441737584
Position 1148: 9.985049243560885e-05
Position 240: 9.368330476761994e-05
Position 1435: 7.953267507166129e-05
Position 1429: 6.91177632106933e-05
Position 149: 6.630506796304834e-05
Position 2438: 5.1418886987909e-05
Position 1229: 4.937720268793716e-05
Position 984: 4.485230625876599e-05
Position 1578: 3.8678048219386984e-05
Position 1768: 3.4984791521588706e-05
Position 1580: 3.264674348404186e-05
Position 1024: 3.1336871826221526e-05
Position 1975: 2.9702215505261847e-05
Position 1280: 2.849931529513884e-05
Position 439: 2.8057576824252946e-05
Position 390: 2.781972020187887e-05
Position 496: 2.661773025062148e-05
Position 817: 1.1794575279017261e-05
Position 958: 1.0930423704158038e-05
Position 544: 1.0071405202519894e-05
Position 2270: 8.537092404805156e-06
Position 279: 7.954625378722102e-06
Position 979: 7.151814158491251e-06
Position 325: 6.424379716523442e-06
Position 2229: 6.215456312028289e-06
Position 443: 4.89701153838678e-06
Position 805: 2.953275946088332e-06
Position 932: 2.8063081977448644e-06
Position 168: 2.627298994705695e-06
Position 2219: 2.370649544297628e-06
Position 1212: 2.0943778619022987e-06
Position 456: 5.524844086645192e-07
Position 500: 4.477694739540275e-07
Position 1206: 3.893888498077978e-07
Position 514: 3.6575404283767874e-07
Position 462: 3.4222184215684304e-07
Position 998: 2.334691169067629e-07
Position 723: 1.461710567315601e-07
Position 281: 1.412203707018398e-07
Position 446: 1.3182390541343168e-07
Position 596: 8.247265648473836e-08
Position 510: 7.650197952406808e-08
Position 520: 4.97620822475958e-08
Position 187: 4.685795251367752e-08
Position 332: 2.699189654128074e-08
Position 337: 2.3399887440336395e-08
Position 288: 9.904337998004525e-09
Position 990: 7.665785106948722e-09
Position 173: 6.175573802102249e-09
Position 934: 1.3314853631659212e-09
Position 285: 8.436294883405396e-10
Position 195: 5.697096781483414e-10
Position 69: 5.223773081535787e-10
