Gene = Angptl8
Position 690: 0.00015629240063484343
Position 1717: 0.0001480152820155228
Position 1395: 0.00014317467310388882
Position 168: 0.0001301942978855055
Position 503: 0.00011469509278921964
Position 1171: 0.0001032605448074875
Position 1128: 0.00010183643573730674
Position 611: 9.593412061957956e-05
Position 1298: 9.091367834000353e-05
Position 757: 8.57672968778748e-05
Position 245: 7.466140596068313e-05
Position 1108: 7.281770615010298e-05
Position 944: 6.52541789317383e-05
Position 511: 6.458573228548464e-05
Position 1347: 5.450116047007485e-05
Position 617: 5.39163861970961e-05
Position 794: 5.358243825915356e-05
Position 798: 5.1635117651803084e-05
Position 615: 4.807144567289947e-05
Position 222: 4.1078982300538926e-05
Position 1215: 4.008510567539463e-05
Position 516: 3.924919418437696e-05
Position 1279: 3.5880311864489455e-05
Position 1820: 3.305244879188035e-05
Position 1721: 3.28360251471526e-05
Position 1769: 2.9934156135262215e-05
Position 713: 2.92590426711761e-05
Position 541: 2.861809411520665e-05
Position 751: 2.729399975427839e-05
Position 1041: 2.5054011236694363e-05
Position 963: 2.390593746302582e-05
Position 1085: 2.3423530701665528e-05
Position 1408: 2.338571669076597e-05
Position 760: 2.189067337150455e-05
Position 1829: 2.1173812431550307e-05
Position 766: 2.0310431264221854e-05
Position 780: 1.9903053452491337e-05
Position 769: 1.884772347227134e-05
Position 703: 1.7606829147060513e-05
Position 776: 1.74498844151513e-05
Position 1289: 1.5241936549244651e-05
Position 1222: 1.4469995071542422e-05
Position 1827: 1.3284916569720087e-05
Position 1661: 1.2430108439153595e-05
Position 833: 1.0476342863654424e-05
Position 1431: 1.0302246376671954e-05
Position 725: 1.0075315655191724e-05
Position 191: 9.372587801360165e-06
Position 582: 8.763739719903731e-06
Position 567: 8.380831555890218e-06
Position 1401: 8.245398393575369e-06
Position 334: 7.829546246018473e-06
Position 1054: 7.390269072655457e-06
Position 1750: 6.807021737780647e-06
Position 1063: 6.477279182972179e-06
Position 304: 6.446695774732435e-06
Position 993: 6.070020890959564e-06
Position 938: 5.854599277048961e-06
Position 1220: 5.740408882674496e-06
Position 274: 5.5595928488325635e-06
Position 1352: 4.895157976684867e-06
Position 1724: 4.799343494352628e-06
Position 977: 4.514094612240806e-06
Position 143: 4.443865189481487e-06
Position 1262: 4.246711716231895e-06
Position 523: 3.966683684163332e-06
Position 1057: 3.937277401858649e-06
Position 1282: 3.1979616643801628e-06
Position 599: 2.881994797249175e-06
Position 248: 2.878256950981935e-06
Position 716: 2.825691222614818e-06
Position 550: 2.725552385337985e-06
Position 747: 2.6972342493323573e-06
Position 719: 2.4127170865698687e-06
Position 363: 2.083620792456372e-06
Position 1173: 2.020972682588402e-06
Position 1731: 1.998638141844299e-06
Position 1499: 1.8716359008667218e-06
Position 1747: 1.483175555262991e-06
Position 176: 1.3733939313028634e-06
Position 288: 1.2778293208729127e-06
Position 1788: 1.2650803122799223e-06
Position 803: 1.239602273768744e-06
Position 1177: 1.0468896725841375e-06
Position 1030: 1.0125117957516256e-06
Position 1728: 9.96292378739116e-07
Position 1756: 9.91207205343254e-07
Position 558: 9.777826871618362e-07
Position 1822: 9.045126396949036e-07
Position 224: 8.976063869047548e-07
Position 204: 8.182914358881466e-07
Position 1413: 7.930211316809976e-07
Position 1474: 6.991197844985348e-07
Position 1488: 6.65974553784003e-07
Position 1743: 6.260253000159722e-07
Position 572: 6.163594381913549e-07
Position 835: 6.08697800610051e-07
Position 252: 5.406527672259386e-07
Position 1026: 5.197600238463301e-07
Position 1419: 4.714702670395152e-07
Position 1766: 4.653214776873087e-07
Position 194: 4.62565237387989e-07
Position 262: 4.207312701195795e-07
Position 170: 4.052469722590063e-07
Position 1437: 4.0149743552288763e-07
Position 1471: 3.859369312166652e-07
Position 148: 3.5386819683046874e-07
Position 521: 3.204513778319748e-07
Position 589: 3.071555226025369e-07
Position 1440: 2.2917871365970707e-07
Position 1410: 2.249240056010934e-07
Position 1781: 2.1713280268059856e-07
Position 89: 1.3776728148291633e-07
Position 1072: 1.0827708088531989e-07
Position 277: 6.266707334076154e-08
Position 1045: 6.17415754981902e-08
Position 1049: 4.610946468743468e-08
Position 298: 2.6382953801204634e-08
Position 256: 1.3531810305006741e-08
Position 178: 1.0669191690511794e-08
Position 107: 5.624028052077111e-09
Position 91: 2.146261158473027e-09
Position 95: 1.7857628312500552e-09
Position 317: 1.6280167273364838e-09
Position 841: 1.3198622476306364e-09
Position 309: 1.0234162974824942e-09
Position 339: 7.060590819460778e-10
Position 341: 4.549749106887685e-10
Position 109: 2.8852985402806367e-10
Position 347: 1.4289821560900325e-11
Position 591: 1.0152869691178753e-11
