Gene = Ecrg4
Position 17: 3.810324857666684e-05
Position 978: 3.770535856594079e-05
Position 2105: 3.6571675966240196e-05
Position 1093: 3.5809730011779544e-05
Position 804: 3.3376284151400726e-05
Position 1503: 3.00987014324102e-05
Position 114: 2.8590629998533433e-05
Position 356: 2.856663836790072e-05
Position 2205: 2.7455722303642198e-05
Position 2429: 2.616676082172284e-05
Position 2098: 2.5826697546614274e-05
Position 2061: 2.152612696759358e-05
Position 493: 2.06939888963829e-05
Position 1861: 2.0489858463683054e-05
Position 277: 1.7541066536338244e-05
Position 488: 1.3950204827687441e-05
Position 1356: 1.3615774509089983e-05
Position 1673: 1.2272718630210024e-05
Position 1374: 1.1408018417131003e-05
Position 459: 1.0772982212306107e-05
Position 2078: 1.0515083098091205e-05
Position 48: 8.196960217985732e-06
Position 387: 6.968622696579393e-06
Position 366: 6.0199182496939955e-06
Position 1202: 5.271493011921922e-06
Position 943: 5.18938401641691e-06
Position 1858: 5.143967558923093e-06
Position 1041: 4.315753684310077e-06
Position 1466: 4.30266622546065e-06
Position 1396: 4.178352238721e-06
Position 310: 3.4879954113994873e-06
Position 235: 3.043804150742479e-06
Position 1561: 2.9828758646995628e-06
Position 642: 2.9671147507534954e-06
Position 1624: 2.9193912619211982e-06
Position 625: 2.5825642535080786e-06
Position 1118: 1.946045726411673e-06
Position 1774: 1.9003413832614728e-06
Position 1771: 1.7479896191850216e-06
Position 522: 1.6470156019185029e-06
Position 1072: 1.566393781843487e-06
Position 348: 1.4313420422018615e-06
Position 1028: 1.4142716566645647e-06
Position 35: 1.3338683341159158e-06
Position 1865: 1.1707826970883348e-06
Position 294: 1.1610502001402892e-06
Position 1381: 1.0804671566694389e-06
Position 247: 1.0221132924970246e-06
Position 1066: 1.0071629838930948e-06
Position 1113: 1.0061322842401173e-06
Position 752: 6.23339493137282e-07
Position 1728: 5.309517927046006e-07
Position 512: 4.209610273216541e-07
Position 2066: 1.707370160975122e-07
Position 568: 1.0311033053865225e-07
Position 1190: 3.8068117411953926e-08
Position 1147: 3.198800900714444e-08
Position 1212: 2.3734039373151552e-08
Position 1998: 5.969218613984242e-09
Position 1039: 2.841675211512481e-09
Position 1192: 2.1559791625686773e-09
Position 1128: 1.6064041168644301e-09
Position 687: 1.651396672002771e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6597: 0.9261198251600049
Position 11642: 0.905238901406503
Position 7957: 0.5432938890441421
Position 942: 0.30835539820839497
Position 8883: 0.29377952857709827
Position 10233: 0.20448792276860275
Position 8458: 0.10559969761527753
Position 7974: 0.09063299878775369
Position 2851: 0.0757705560433857
Position 11287: 0.07344239617749608
Position 4197: 0.07014772630187668
Position 8017: 0.06598498562735115
Position 1934: 0.05141517061478409
Position 9607: 0.03279863835072942
Position 11092: 0.028191095819206962
Position 748: 0.024377693167784466
Position 960: 0.022645864667611194
Position 6533: 0.0192093136635041
Position 2604: 0.01900784519252484
Position 7337: 0.017528143135070895
Position 8908: 0.0173495461266624
Position 1878: 0.01643290273754108
Position 8498: 0.014846415722706926
Position 5407: 0.014691255199203342
Position 7894: 0.014664118213972012
Position 8800: 0.014611218092622174
Position 8523: 0.014159059769559938
Position 5365: 0.012189753004989383
Position 9433: 0.011820534647272498
Position 7984: 0.011581346227367026
Position 7990: 0.011222063947743928
Position 2648: 0.009297438503095522
Position 11136: 0.008860607870992512
Position 3524: 0.00835514353070183
Position 4339: 0.00835256049112427
Position 10858: 0.008187115313478524
Position 919: 0.008002228187468936
Position 3361: 0.00792178410792842
Position 10896: 0.007630372647548355
Position 11677: 0.006659908756078302
Position 8961: 0.006404233508363805
Position 4168: 0.006071407270989491
Position 11173: 0.006058754106021096
Position 5282: 0.005059946952295778
Position 6393: 0.00477152608308574
Position 9171: 0.0046884495079431866
Position 4963: 0.004678371472270312
Position 1760: 0.0046674035033783005
Position 4092: 0.0042901381437651515
Position 2460: 0.004236044081782273
Position 4121: 0.003991840314676268
Position 5455: 0.0035580095629593996
Position 8548: 0.003294753643028641
Position 5636: 0.0031013570282576036
Position 8576: 0.0028593840221125834
Position 4365: 0.002830723022355282
Position 2675: 0.0028263747302511555
Position 10374: 0.0027750249679128164
Position 8043: 0.0026718428913958757
Position 994: 0.0025375988303059653
Position 895: 0.002536175410483156
Position 1650: 0.0024979736725587232
Position 1975: 0.0023336956175504606
Position 3581: 0.0023143056185901535
Position 270: 0.0022875521971511006
Position 5342: 0.002271412892477155
Position 1278: 0.0022655493216583327
Position 8454: 0.0022266665739838574
Position 4299: 0.001798559445971605
Position 259: 0.0017652279388447561
Position 2274: 0.001719077382082728
Position 3384: 0.0016671485861490059
Position 8895: 0.001412839207216941
Position 8664: 0.0013885219765348235
Position 6482: 0.0013301390885524424
Position 4819: 0.0013228658290568686
Position 971: 0.00128941603585669
Position 2730: 0.0012474314104242948
Position 4687: 0.0012390176691272588
Position 1659: 0.0012309212474269147
Position 10490: 0.001161555696753618
Position 4218: 0.001136766760281973
Position 2530: 0.0010776726975917498
Position 2738: 0.001030465893058333
Position 1757: 0.0010289321694963828
Position 752: 0.000996075931678104
Position 3303: 0.000990724103470856
Position 247: 0.0009758414593970583
Position 474: 0.0009375250656668195
Position 968: 0.0008855727938233292
Position 2481: 0.0008823178438027499
Position 1726: 0.0008247704074793288
Position 7264: 0.0008216127315535735
Position 858: 0.0007870406345566485
Position 8681: 0.0007589128449269998
Position 11099: 0.00073481219101346
Position 5808: 0.000701318870388124
Position 11146: 0.0006665781126177438
Position 2875: 0.0006590882827027436
Position 4247: 0.0006558489140266387
Position 11824: 0.0005741398132781638
Position 11755: 0.0005532224609302498
Position 2949: 0.0005408224761451001
Position 4780: 0.0005283200264451348
Position 9576: 0.0005120907274043341
Position 9365: 0.0005057188960361209
Position 4011: 0.0004772606014328067
Position 1052: 0.000434826483742991
Position 310: 0.0004319391739285386
Position 7703: 0.0004275830472731904
Position 11948: 0.0003583192070870111
Position 3317: 0.0003408997711811306
Position 1004: 0.0003338091443516547
Position 5385: 0.0003323483703786029
Position 9147: 0.00032967832006926685
Position 9276: 0.0003212946737856477
Position 3437: 0.00031987287380533843
Position 7431: 0.000302490050361569
Position 7190: 0.00030179026319183456
Position 11048: 0.0002992575837500916
Position 3503: 0.0002654663824665318
Position 828: 0.0002590591460828142
Position 1434: 0.00025167558083137175
Position 7708: 0.0002370600185067972
Position 1202: 0.0002135185005700053
Position 6739: 0.0002132285476563842
Position 9643: 0.0002112109472324589
Position 10461: 0.00020976583904323015
Position 1812: 0.000208884857216572
Position 361: 0.00019721161058348973
Position 3472: 0.00019335860500099201
Position 9389: 0.00018986756554568713
Position 7221: 0.00018107059600806346
Position 10531: 0.00017103344055415656
Position 7344: 0.00017003324384707932
Position 471: 0.00016931567186126735
Position 2694: 0.00016656250895373098
Position 493: 0.00016364023408474727
Position 2615: 0.0001573879134689068
Position 1127: 0.00014851418327329022
Position 1831: 0.00014424920296645638
Position 3328: 0.00013252248351914428
Position 2713: 0.0001308964582505494
Position 9029: 0.0001149017247009987
Position 8470: 0.00011435709231163352
Position 1695: 0.00010243254028690977
Position 1372: 9.497138638845236e-05
Position 193: 8.854576147495351e-05
Position 1545: 8.582252008415262e-05
Position 8612: 8.567506488037299e-05
Position 8257: 7.951721481980447e-05
Position 9080: 7.914078451203124e-05
Position 6806: 7.850345829234658e-05
Position 1763: 7.429943353785648e-05
Position 1140: 5.257234385488044e-05
Position 6340: 5.16832127230928e-05
Position 2053: 4.0780141200107066e-05
Position 535: 3.70275379417186e-05
Position 1414: 3.384126558846385e-05
Position 2548: 3.1918664815227644e-05
Position 8028: 3.113002226195664e-05
Position 2418: 3.0956379335599295e-05
Position 1911: 2.8043405310831967e-05
Position 3155: 2.2334018488248194e-05
Position 2545: 2.1591572412667345e-05
Position 2439: 1.736413915918629e-05
Position 4458: 1.6064814750580005e-05
Position 5665: 1.5763352747266816e-05
Position 1283: 1.536003046995634e-05
Position 1701: 1.3412942781833272e-05
Position 1466: 1.2397987496679288e-05
Position 675: 1.162749880681422e-05
Position 287: 1.1051942252191973e-05
Position 765: 1.0624179374766917e-05
Position 1113: 9.431521760374743e-06
Position 2379: 8.986885430865155e-06
Position 1304: 8.909871096285444e-06
Position 1503: 8.865071903393305e-06
Position 5993: 8.255535387074168e-06
Position 3427: 8.037640011347553e-06
Position 2050: 7.713799887311996e-06
Position 4404: 7.671193517505433e-06
Position 4096: 6.9743198309622705e-06
Position 3442: 6.907073717592489e-06
Position 1028: 6.7253111687266845e-06
Position 229: 5.812433187236758e-06
Position 1396: 5.432983897128351e-06
Position 1942: 5.266606982317733e-06
Position 1185: 5.062362876296368e-06
Position 2783: 5.009645427499922e-06
Position 512: 4.718741706547278e-06
Position 1741: 4.593033461946409e-06
Position 1826: 4.321542179437442e-06
Position 1147: 3.590724732321753e-06
Position 4569: 3.5514716965284804e-06
Position 2512: 3.375185336946074e-06
Position 2161: 3.1739190689235475e-06
Position 2747: 3.0231287530111515e-06
Position 996: 2.977632526790542e-06
Position 539: 2.9181614986346955e-06
Position 1079: 2.5410781519974276e-06
Position 1350: 1.9700394604547197e-06
Position 96: 1.7747771271147432e-06
Position 2237: 1.566373740056396e-06
Position 199: 1.56222302195603e-06
Position 1880: 1.554177834905957e-06
Position 1509: 1.1062853762342931e-06
Position 2091: 1.083901856487247e-06
Position 195: 1.0272267189597248e-06
Position 2795: 1.0122060959738459e-06
Position 571: 9.416209893879918e-07
Position 1477: 8.354429326691219e-07
Position 1116: 7.185934572682979e-07
Position 599: 6.656323330029297e-07
Position 1280: 6.507352550017027e-07
Position 1142: 6.26470389369948e-07
Position 1319: 5.101402193147555e-07
Position 107: 4.3265593051937706e-07
Position 840: 4.1103141700663026e-07
Position 1672: 4.0506748926657944e-07
Position 636: 3.9458393474481344e-07
Position 167: 3.671926712183569e-07
Position 1092: 3.5528585031297394e-07
Position 2823: 3.4477948455514627e-07
Position 1225: 3.2706086034467445e-07
Position 1480: 3.0321811499817393e-07
Position 551: 2.994192049731031e-07
Position 86: 2.968452734024784e-07
Position 410: 2.9354793849766507e-07
Position 1150: 2.824185609344261e-07
Position 1054: 2.771829100486448e-07
Position 1209: 2.6330000251724796e-07
Position 99: 2.6268273091433636e-07
Position 138: 2.390393098234461e-07
Position 1569: 2.0195122364864433e-07
Position 522: 1.8963079786750977e-07
Position 1327: 1.692822775847348e-07
Position 1109: 1.5362268201442212e-07
Position 543: 1.3110842159692556e-07
Position 407: 8.418066395046949e-08
Position 603: 8.403700940276794e-08
Position 559: 7.276103046312477e-08
Position 1738: 6.463269167628078e-08
Position 625: 5.311667311909496e-08
Position 366: 4.847437271671648e-08
Position 671: 4.4585447834285146e-08
Position 1561: 3.965600924939678e-08
Position 785: 3.6256441754572216e-08
Position 613: 3.390819304906776e-08
Position 655: 2.732441433258165e-08
Position 622: 2.6687508781743114e-08
Position 394: 2.4131246592111793e-08
Position 112: 1.472707918079031e-08
Position 1355: 1.4630480353610297e-08
Position 1839: 1.284871711292649e-08
Position 568: 1.2319466572821991e-08
Position 387: 1.2275153208043329e-08
Position 1410: 1.1927796434812704e-08
Position 1704: 9.524367115530904e-09
Position 1884: 9.241733161420465e-09
Position 1310: 3.3530609404399964e-09
Position 577: 2.9510904647275084e-09
Position 563: 2.7508788467409592e-09
Position 209: 2.48689941483231e-09
Position 659: 2.192436384085093e-09
Position 647: 1.78375081160282e-09
Position 767: 1.1525426271747327e-09
Position 385: 9.452378470820613e-10
Position 794: 3.1947816169267084e-10
Position 1238: 2.1279163178048527e-10
Position 1157: 1.717845348817832e-10
Position 561: 1.2021718859216889e-10
Position 371: 3.655376937724469e-11
Position 776: 1.0693731304501382e-11
