Gene = LTO1
Position 4314: 0.00033351881240456434
Position 732: 0.00031560920302921237
Position 4002: 0.0003107646182430781
Position 3223: 0.00025103517641109465
Position 4768: 0.00025094628814541215
Position 2256: 0.00024660300289479586
Position 5032: 0.00024055171125542295
Position 3954: 0.00023447277126486334
Position 3424: 0.00021191646437675017
Position 2469: 0.00020264099913021137
Position 1285: 0.00020194133112676665
Position 310: 0.0001835088890884367
Position 4087: 0.0001828067657084443
Position 1956: 0.00018218282663806618
Position 1503: 0.00016460954849181655
Position 3761: 0.0001627789389539479
Position 414: 0.0001601523680907685
Position 5087: 0.00015892286753258465
Position 5560: 0.00014760786900858784
Position 2406: 0.00014717020034565808
Position 1075: 0.0001330540311917452
Position 1035: 0.0001278511569709787
Position 2627: 0.0001127219896479361
Position 6365: 0.00011238849011870876
Position 5479: 0.00010666274039179963
Position 537: 0.00010454836025379884
Position 1624: 0.00010377252196142297
Position 4813: 0.00010175639228036194
Position 3601: 0.00010118698200979522
Position 3716: 9.344739030637401e-05
Position 3180: 9.174788313124824e-05
Position 1394: 8.771955813550978e-05
Position 407: 8.741172320768812e-05
Position 2400: 7.387564321077084e-05
Position 630: 7.270404389425547e-05
Position 674: 6.991038124436809e-05
Position 2414: 6.874562391549596e-05
Position 1291: 6.798979242259818e-05
Position 4459: 6.761527038704286e-05
Position 508: 6.405646462230143e-05
Position 1340: 6.386123352052135e-05
Position 2017: 6.0019676265956275e-05
Position 3163: 5.783122591032678e-05
Position 2888: 5.715432793671039e-05
Position 1353: 5.692344514986931e-05
Position 2063: 5.601499894131107e-05
Position 4545: 5.1539780150934504e-05
Position 4031: 5.0301756081257314e-05
Position 1966: 4.854082357239256e-05
Position 616: 4.4709581028264884e-05
Position 1117: 4.3647077846062716e-05
Position 519: 3.828678153874426e-05
Position 1131: 3.682848025885241e-05
Position 2970: 3.5916441501184556e-05
Position 1014: 3.571687235262751e-05
Position 3274: 3.3643108694779844e-05
Position 650: 3.216967104852576e-05
Position 6313: 3.106757843826179e-05
Position 4358: 3.090625894057639e-05
Position 2156: 2.9000748976874512e-05
Position 2153: 2.5868273043316496e-05
Position 4421: 2.5442489701218315e-05
Position 2093: 2.5389073664873115e-05
Position 1049: 2.3086209065648537e-05
Position 3857: 2.1889221011722734e-05
Position 3812: 2.1770306760673744e-05
Position 1112: 2.1078477777856114e-05
Position 1365: 1.8575651165806037e-05
Position 4026: 1.7619539364766742e-05
Position 6593: 1.733346820828142e-05
Position 4199: 1.6384467620120686e-05
Position 1021: 1.6203048581035574e-05
Position 3611: 1.5655353466039053e-05
Position 4555: 1.5199452705698013e-05
Position 1639: 1.48115300818784e-05
Position 1808: 1.479106598313813e-05
Position 1362: 1.4619559762945892e-05
Position 3966: 1.4361426782971694e-05
Position 442: 1.3915357302466238e-05
Position 2973: 1.3909858557335427e-05
Position 2211: 1.3748463421118572e-05
Position 194: 1.359781397528283e-05
Position 842: 1.0513108024131706e-05
Position 2097: 1.0360790464709624e-05
Position 4612: 1.013016378310049e-05
Position 2078: 9.371992998434882e-06
Position 1179: 9.349267266697463e-06
Position 1372: 8.382794976715805e-06
Position 1792: 8.195883134881514e-06
Position 1849: 7.825957411136066e-06
Position 768: 7.6086239439696355e-06
Position 2835: 7.5009491961663655e-06
Position 1917: 6.687006523292477e-06
Position 1083: 5.422694307539607e-06
Position 734: 5.294824004179147e-06
Position 947: 5.060543590916658e-06
Position 1289: 5.036105974598537e-06
Position 1168: 4.961003923647938e-06
Position 1186: 4.677710247375068e-06
Position 2576: 4.616393966294121e-06
Position 4591: 4.187917804038375e-06
Position 800: 4.145513923524336e-06
Position 1718: 3.617789381146615e-06
Position 3894: 3.53508828168163e-06
Position 3920: 3.209753771299003e-06
Position 936: 3.1479369534780223e-06
Position 2653: 2.8948206042653996e-06
Position 684: 2.2977910260525136e-06
Position 988: 2.186227297082749e-06
Position 266: 1.7054960111312633e-06
Position 993: 1.4254326241385976e-06
Position 3883: 1.3739880568836739e-06
Position 523: 1.3147287540864787e-06
Position 4475: 1.260497192390724e-06
Position 636: 1.2560482356501e-06
Position 136: 1.1323037577698912e-06
Position 676: 7.371616699702029e-07
Position 924: 6.639138539663353e-07
Position 561: 6.040292038254197e-07
Position 4931: 5.566478498834033e-07
Position 778: 5.486562095108768e-07
Position 850: 4.613084273135422e-07
Position 118: 4.155941649552677e-07
Position 1369: 4.0177407112511976e-07
Position 953: 3.661706794848178e-07
Position 191: 3.1282334072014266e-07
Position 1919: 2.755931896465915e-07
Position 1953: 2.267502083871724e-07
Position 1764: 1.6458318883978873e-07
Position 171: 1.5436007172668154e-07
Position 1517: 1.5094819852076315e-07
Position 2043: 1.4902067426192745e-07
Position 3023: 1.0693525037564236e-07
Position 4999: 9.015735197084598e-08
Position 1421: 8.140374581896161e-08
Position 1095: 7.825626691863866e-08
Position 3182: 7.323995255920796e-08
Position 1984: 6.077342575066698e-08
Position 1195: 5.514372764293547e-08
Position 1416: 3.893620937641335e-08
Position 1191: 3.503577781195644e-08
Position 1089: 2.2917160660767266e-08
Position 1507: 2.278249024301757e-08
Position 1581: 1.5105887452784205e-08
Position 1135: 1.48013460658479e-08
Position 1633: 1.346730143237198e-08
Position 1722: 1.2305965723937573e-08
Position 1584: 9.119027002096735e-09
Position 1528: 4.0761662273535175e-09
Position 839: 1.372236277621911e-09
Position 1646: 6.371601008630826e-10
Position 277: 2.606141147370787e-10
Position 1091: 1.680506898280136e-10
Position 3607: 9.695538812463765e-12
Position 741: 4.76363706208418e-13
Position 806: 2.5879071138680186e-13
