Gene = Sprr2d
Position 1267: 0.001578743160981106
Position 1592: 0.0014989537789880814
Position 1206: 0.0014595992941918439
Position 1472: 0.0012167737360043117
Position 1565: 0.0011172886265644094
Position 542: 0.0007913434483377376
Position 348: 0.0007037127691597029
Position 1723: 0.0006269604812450528
Position 1010: 0.0006128120439020013
Position 489: 0.00038626638597093156
Position 939: 0.00029607149007187785
Position 1543: 0.00024940804150334087
Position 981: 0.0002264761772572886
Position 709: 0.00022073989717542037
Position 1176: 0.00021478820741290298
Position 598: 0.0001807966389706598
Position 1131: 0.00016658056214847157
Position 1574: 0.00015350152979219677
Position 153: 0.00012377808249556613
Position 505: 0.0001184703050447226
Position 1600: 0.00011543424114824145
Position 1529: 9.315117276285875e-05
Position 1179: 9.31496750585066e-05
Position 235: 8.84415861315974e-05
Position 297: 8.393917377812433e-05
Position 1350: 7.734098678989074e-05
Position 1109: 7.611482090729427e-05
Position 500: 6.691449117742853e-05
Position 1655: 6.661556436291863e-05
Position 161: 6.382607318063169e-05
Position 950: 5.881891789160602e-05
Position 1608: 5.396846343801385e-05
Position 1034: 5.302202922554072e-05
Position 1134: 4.525305359590145e-05
Position 558: 4.190321474431854e-05
Position 1012: 4.023035203145655e-05
Position 191: 3.647318688276541e-05
Position 581: 3.5970259332687204e-05
Position 243: 2.915056517204545e-05
Position 1269: 2.728860771300967e-05
Position 307: 2.4102432411881218e-05
Position 417: 2.3194892489363855e-05
Position 238: 2.1280115999265724e-05
Position 301: 1.9632772069455207e-05
Position 773: 1.6803037707595044e-05
Position 124: 1.64406433399857e-05
Position 1028: 1.505694564240565e-05
Position 315: 1.3867649008150275e-05
Position 1152: 1.367989937995187e-05
Position 769: 1.3504672851980707e-05
Position 776: 1.3369803730552505e-05
Position 610: 1.314554826319782e-05
Position 586: 1.1999824043848343e-05
Position 741: 1.1275128974906101e-05
Position 1102: 1.0040190419376265e-05
Position 754: 9.636023239801013e-06
Position 955: 8.971386021414496e-06
Position 164: 8.964657998646898e-06
Position 1368: 8.38785950291977e-06
Position 176: 7.95156006072289e-06
Position 1383: 7.1132380268394135e-06
Position 926: 6.717367305131315e-06
Position 1364: 6.636475991821722e-06
Position 1628: 6.367542359352259e-06
Position 1362: 5.5865037600762345e-06
Position 782: 5.31554801432722e-06
Position 786: 4.8216172500586725e-06
Position 379: 4.742958936819057e-06
Position 1281: 4.661948445844255e-06
Position 941: 4.508306264923007e-06
Position 1397: 4.192932371136015e-06
Position 107: 3.7565325185439632e-06
Position 1242: 3.5604821946297127e-06
Position 1474: 3.4973666527739746e-06
Position 1143: 3.2357404468863914e-06
Position 766: 3.1410419832528177e-06
Position 915: 2.9438895825975457e-06
Position 386: 2.6995980237653215e-06
Position 970: 2.6385533109281913e-06
Position 1616: 2.53734448893701e-06
Position 198: 2.036035242743511e-06
Position 700: 2.0068264544773573e-06
Position 179: 1.709795013401974e-06
Position 196: 1.3005985043846687e-06
Position 790: 9.695748862325397e-07
Position 808: 9.477782696043721e-07
Position 810: 9.061831676900764e-07
Position 512: 8.825128540017831e-07
Position 806: 8.301338707335317e-07
Position 717: 7.902458624121676e-07
Position 833: 7.859290200091911e-07
Position 812: 7.377932511248633e-07
Position 784: 6.967999131179526e-07
Position 804: 6.856357218501231e-07
Position 794: 6.842412072338877e-07
Position 796: 6.718500668380487e-07
Position 798: 6.636178746463749e-07
Position 792: 6.635935501617585e-07
Position 800: 6.304889357705787e-07
Position 802: 6.278203265487823e-07
Position 814: 6.210322692267884e-07
Position 816: 4.776582196241956e-07
Position 168: 4.038973379579756e-07
Position 788: 3.7230920436395164e-07
Position 600: 3.517353244105326e-07
Position 778: 3.480826848436433e-07
Position 517: 3.3600393622228784e-07
Position 819: 3.1277762936610956e-07
Position 728: 3.125116474310085e-07
Position 780: 2.6211610332543214e-07
Position 722: 2.582533113105848e-07
Position 838: 2.3842128076484833e-07
Position 828: 2.0309936387757182e-07
Position 96: 1.7355642327207616e-07
Position 566: 1.4827234803602565e-07
Position 205: 1.300643941159711e-07
Position 1215: 1.276452202577347e-07
Position 381: 1.2213496027918393e-07
Position 552: 8.158524897994834e-11
Position 563: 4.527754999123132e-11
Position 425: 2.2893431836646032e-11
