Gene = A830018L16Rik
Position 573: 0.006092229156126344
Position 5405: 0.005814474619671622
Position 2304: 0.0057901843997901535
Position 12082: 0.005669101996303511
Position 6634: 0.005380499157841637
Position 11862: 0.005372179490003218
Position 7866: 0.005287182698224991
Position 7240: 0.005023801967530841
Position 12807: 0.004930010865152985
Position 10865: 0.004853298854835226
Position 10960: 0.004131723177524888
Position 613: 0.004104047326962175
Position 4455: 0.003811044631473447
Position 6960: 0.003788122046771292
Position 12545: 0.003661889808300374
Position 6888: 0.003469320444632981
Position 5747: 0.0034252971432988427
Position 12439: 0.0032632911156274865
Position 11099: 0.002898228315075963
Position 13671: 0.002605734031042013
Position 3983: 0.0025375037695689953
Position 403: 0.00225953128429872
Position 663: 0.0022199404061834004
Position 3866: 0.0022023361744972483
Position 4123: 0.002125611382502557
Position 16802: 0.002081174226892098
Position 1103: 0.0020073748039852717
Position 3560: 0.0019145862312790476
Position 5163: 0.0018923605687595068
Position 12315: 0.0018782112865334682
Position 1453: 0.0016715506443114375
Position 425: 0.0015609689102826225
Position 5442: 0.001462955799095858
Position 1232: 0.0014518918304337117
Position 3073: 0.0014044242557292323
Position 625: 0.0013093757923661972
Position 4086: 0.00130935501851631
Position 4195: 0.001189433863114796
Position 11480: 0.0011723096923908353
Position 713: 0.0011568939546386305
Position 1385: 0.0011329123431833993
Position 1344: 0.0011198468250975147
Position 1096: 0.001108932455854683
Position 2782: 0.0011007536068927358
Position 369: 0.0010965449350998702
Position 4286: 0.0009908735580339823
Position 7244: 0.0009692160577672419
Position 11208: 0.0009633953852530659
Position 14999: 0.0009554798964580598
Position 1191: 0.0009551162623832038
Position 373: 0.0009058729867968316
Position 6249: 0.0008617851096049606
Position 6206: 0.0008418987431490039
Position 8758: 0.0008227326837826445
Position 1322: 0.0008083441572415038
Position 5476: 0.0007878489932080654
Position 1313: 0.0007320503162297999
Position 3753: 0.0006910744362985
Position 10522: 0.0006847083639269182
Position 2683: 0.0006516010813538336
Position 1229: 0.0006454079858083341
Position 354: 0.0006428440097920227
Position 408: 0.0006369331106046298
Position 7959: 0.000539370862973748
Position 6363: 0.0005156891238196164
Position 410: 0.00047624504580519225
Position 1712: 0.00046005650356895745
Position 1145: 0.0004555009565252021
Position 3356: 0.0004434054025034202
Position 1407: 0.00042846469236035414
Position 2431: 0.00041501587826677373
Position 3863: 0.0004131022323547261
Position 1047: 0.0004097445939661917
Position 1197: 0.0003991114830535043
Position 1255: 0.0003962968661280018
Position 9309: 0.0003890833689178569
Position 9725: 0.00037776763768342277
Position 4964: 0.00033899608072081305
Position 4487: 0.0003341485095582211
Position 9372: 0.00031523897429455207
Position 315: 0.00031089175791005485
Position 4422: 0.00026921737678117964
Position 948: 0.0002582633697276514
Position 1473: 0.0002580467566222629
Position 2435: 0.0002573884546647467
Position 1730: 0.0002557649842379571
Position 1458: 0.00022565424219844944
Position 420: 0.00022440426773327537
Position 11534: 0.0001917721275988942
Position 11289: 0.00017413602102558527
Position 731: 0.0001675721620348885
Position 405: 0.00015874494045295834
Position 4811: 0.0001511913483715529
Position 2253: 0.0001404194754435562
Position 3324: 0.0001358845128886834
Position 1152: 0.00013342325027373059
Position 4782: 0.00013029481675571323
Position 1755: 0.00011589262707992624
Position 5110: 0.00011237289167332802
Position 347: 0.00010708350248780406
Position 2064: 0.00010668897818965018
Position 514: 8.260927225670551e-05
Position 634: 8.2464984060434e-05
Position 591: 8.118907291361343e-05
Position 2417: 7.935064178386643e-05
Position 1074: 7.82026584716708e-05
Position 1002: 6.83848686935271e-05
Position 4689: 6.568903293494783e-05
Position 3001: 5.7099748309017714e-05
Position 1678: 4.161107800986971e-05
Position 2226: 3.9422718210998435e-05
Position 3678: 3.780468063998106e-05
Position 2137: 3.620700281707661e-05
Position 537: 3.492411660739034e-05
Position 1423: 3.173919034769515e-05
Position 7315: 3.0779113786577015e-05
Position 1382: 2.94942156983327e-05
Position 1204: 2.7053382170794292e-05
Position 532: 2.584197682890316e-05
Position 3052: 2.3289462886581292e-05
Position 954: 2.3024019018455524e-05
Position 1011: 2.2028438803202636e-05
Position 1615: 2.1841046513729212e-05
Position 1240: 2.132582647547306e-05
Position 1110: 2.110509151131871e-05
Position 1024: 2.1082998312011944e-05
Position 657: 1.629197861495554e-05
Position 3955: 1.6253906981475585e-05
Position 3598: 1.560493240197981e-05
Position 378: 1.481537538294147e-05
Position 1981: 1.3553051911415657e-05
Position 721: 1.3437389233093602e-05
Position 2117: 1.2078561375869015e-05
Position 1201: 1.1309658228187355e-05
Position 1576: 9.688683065833668e-06
Position 1216: 9.147460691719145e-06
Position 1277: 8.737490522386418e-06
Position 2120: 6.791695183549271e-06
Position 1164: 6.149025852962199e-06
Position 1439: 6.0081221418532e-06
Position 765: 5.824575845804505e-06
Position 659: 5.589625245733981e-06
Position 3130: 5.534924516115045e-06
Position 2707: 5.469747861060574e-06
Position 293: 5.454689578933693e-06
Position 757: 5.04880389699465e-06
Position 643: 4.415017845108801e-06
Position 505: 3.968837245658562e-06
Position 277: 3.5130544240887307e-06
Position 2030: 3.0289157153613505e-06
Position 2092: 3.0057715875220027e-06
Position 2095: 3.0030489773677033e-06
Position 799: 2.124829979317915e-06
Position 1767: 1.9184293973166518e-06
Position 1066: 1.4305575427121517e-06
Position 1735: 1.3925937872375316e-06
Position 1260: 1.3308873517843432e-06
Position 1061: 1.3241739853745287e-06
Position 971: 1.0646066221069684e-06
Position 1264: 8.343757421296464e-07
Position 1157: 8.071613998507025e-07
Position 1175: 7.33310490264762e-07
Position 1169: 6.929226542661269e-07
Position 965: 6.748927268264467e-07
Position 3293: 5.898276265766679e-07
Position 1055: 5.224798569043367e-07
Position 2310: 5.030008190628127e-07
Position 2828: 4.661636547988777e-07
Position 1173: 3.732355189732696e-07
Position 386: 3.588518047777382e-07
Position 295: 2.629615824932896e-07
Position 736: 2.5794825811218193e-07
Position 540: 1.9436747104704744e-07
Position 802: 1.556477773777849e-07
Position 1429: 1.408669761933899e-07
Position 1455: 1.0633800702747817e-07
Position 1571: 8.247482930363029e-08
Position 1058: 7.141887079990655e-08
Position 1063: 6.573108644252326e-08
Position 1468: 5.127550646199875e-08
Position 1475: 5.00213843349957e-08
Position 1825: 4.846065770844826e-08
Position 165: 4.836393904354592e-08
Position 2373: 3.3408700337739335e-08
Position 1592: 1.5539378742415507e-08
Position 1505: 1.1289175963927736e-08
Position 1531: 1.0052397733417202e-08
Position 1289: 9.44551193896684e-09
Position 1421: 9.30546699257299e-09
Position 1478: 5.343053463573063e-09
Position 744: 3.440343308667429e-09
Position 286: 3.2373926207314785e-09
Position 1553: 2.929506847211909e-09
Position 813: 1.5613550698679038e-09
Position 820: 1.509566065863256e-09
Position 839: 1.2090811876799652e-09
Position 830: 1.2000846849033538e-09
Position 172: 8.218691913847064e-10
Position 167: 4.78099644224607e-10
Position 110: 4.717562998364859e-10
Position 776: 3.1143935836151537e-10
Position 121: 7.398390367882703e-11
Position 1786: 2.4531270532596362e-11
Position 246: 1.495837551752411e-11
Position 258: 6.688956103635844e-12
Position 219: 6.38417015434172e-12
Position 177: 5.001403093970547e-12
Position 226: 4.567455206738585e-12
Position 224: 5.658470631601666e-14
Position 240: 4.7366068061799255e-14
