Gene = Nmu
Position 233: 2.3753884548474117e-07
Position 607: 1.8727911508640036e-07
Position 968: 1.8070909130804478e-07
Position 808: 1.430884927055996e-07
Position 1061: 1.1799135403546993e-07
Position 112: 1.1339188441436188e-07
Position 128: 1.1228260204045191e-07
Position 1736: 1.0949809170393182e-07
Position 1247: 8.252577854146714e-08
Position 82: 3.0668214711827446e-08
Position 589: 3.053295067356365e-08
Position 90: 2.956690837451873e-08
Position 602: 2.781720489821457e-08
Position 1260: 2.6905752173815254e-08
Position 97: 2.5733215060545176e-08
Position 1156: 2.5110938819739384e-08
Position 238: 1.964957123355835e-08
Position 971: 1.7623786934303153e-08
Position 853: 1.651663972683259e-08
Position 115: 1.2958353202303112e-08
Position 95: 7.9178734411784e-09
Position 450: 6.792965086753407e-09
Position 107: 1.8246777835772873e-09
Position 1041: 1.4260757503667438e-09
Position 1334: 4.359971306072513e-11
Position 1187: 4.298774838758104e-11
Position 125: 4.218930288349637e-11
