Gene = Mlip
Position 5620: 1.5123892236770978e-05
Position 432: 1.4598971370405554e-05
Position 1289: 1.2734513616107278e-05
Position 413: 1.25643888841411e-05
Position 224: 1.2380451486516406e-05
Position 940: 1.2202089268424685e-05
Position 1020: 1.19396178003836e-05
Position 894: 1.1472910848595322e-05
Position 425: 1.0410416423158778e-05
Position 4077: 1.0049849911304576e-05
Position 945: 8.397048285565776e-06
Position 298: 8.248048674491176e-06
Position 6869: 7.488928138577368e-06
Position 919: 6.829714427918395e-06
Position 911: 5.645746526310521e-06
Position 1030: 5.010693389845861e-06
Position 1160: 4.655446593261255e-06
Position 2286: 3.857196927562924e-06
Position 1191: 3.82360856374276e-06
Position 418: 3.692128990512555e-06
Position 245: 3.6622324636632683e-06
Position 159: 3.609603482163674e-06
Position 2667: 3.471057107295958e-06
Position 628: 3.3985541756744723e-06
Position 1374: 3.1894657858693434e-06
Position 1355: 2.584613978078224e-06
Position 176: 2.520487245899908e-06
Position 226: 1.995792275571031e-06
Position 442: 1.3684331938386538e-06
Position 165: 1.3178485899170191e-06
Position 279: 1.1391446985940947e-06
Position 1286: 9.599836936450098e-07
Position 1720: 5.342509902264179e-07
Position 437: 2.5139985336015935e-07
Position 1880: 1.1252570039463376e-07
Position 1763: 1.1138637360352e-07
Position 460: 8.110722137460381e-08
Position 445: 7.67116161053814e-08
Position 1659: 5.690327504568169e-08
Position 113: 2.8573865984140564e-08
Position 1615: 2.8341475796141515e-08
Position 1593: 2.8235171132874968e-08
Position 510: 5.385692898604903e-10
Position 133: 3.18997560678559e-10
Position 125: 2.9102269992161386e-10
Position 3064: 1.8726326473623188e-10
Position 507: 1.096123236339291e-10
Position 540: 1.059386459631821e-10
Position 82: 8.102641555683195e-11
Position 88: 1.924670891791961e-11
Position 517: 7.791419664093513e-12
Position 93: 6.9982690199607455e-12
Position 528: 1.8223901063236984e-12
Position 90: 2.093771000939964e-13
