Gene = Bard1
Position 101: 0.00013855589193606838
Position 4175: 0.00012848552421854928
Position 1354: 9.099494641556734e-05
Position 695: 9.032796383113164e-05
Position 732: 7.788180232764754e-05
Position 1373: 7.301920943501698e-05
Position 179: 6.794494758960524e-05
Position 333: 6.0405776660747246e-05
Position 68: 1.5866370134217716e-05
Position 210: 1.5853622379174265e-05
Position 5121: 8.148354556447292e-06
Position 220: 6.807116479596463e-06
Position 5983: 6.034898456280168e-06
Position 519: 5.676784949663907e-06
Position 6296: 4.561916157490001e-06
Position 827: 2.575263607366982e-06
Position 507: 2.001962497137559e-06
Position 703: 1.6500766330188413e-06
Position 521: 1.2114100234938933e-06
Position 1671: 1.1789446053020708e-06
Position 684: 1.0052991311217456e-06
Position 729: 9.420949948246814e-07
Position 504: 9.316557388139575e-07
Position 1034: 9.209625643805309e-07
Position 775: 7.611106105165524e-07
Position 724: 7.265303883806219e-07
Position 1627: 5.831874259056822e-07
Position 1106: 5.289626377886504e-07
Position 721: 4.490189857355447e-07
Position 787: 4.240528241617649e-07
Position 534: 4.0805342505314305e-07
Position 511: 3.3384799335985635e-07
Position 957: 3.232839658453853e-07
Position 4554: 3.185256513181601e-07
Position 4360: 3.1676863606656676e-07
Position 895: 3.085947693396459e-07
Position 855: 3.021856888584474e-07
Position 502: 2.9079466642894115e-07
Position 1043: 2.5165941182755876e-07
Position 879: 2.480196234460082e-07
Position 4381: 2.032076347132954e-07
Position 543: 1.580832451204007e-07
Position 4496: 1.1149166951628035e-07
Position 851: 9.052215740124199e-08
Position 621: 8.305567813260513e-08
Position 387: 8.244013223796045e-08
Position 1075: 7.951824601340296e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4314: 0.5203042735126523
Position 4872: 0.22551607121481837
Position 6081: 0.16502977747862266
Position 5872: 0.11612149466397062
Position 554: 0.11573181592211942
Position 430: 0.09589993205579464
Position 6590: 0.057950395834375355
Position 569: 0.04957010224587706
Position 5906: 0.04540813217563782
Position 9906: 0.0437086350076178
Position 3133: 0.04223088136064697
Position 377: 0.03876399961577703
Position 8353: 0.037444541570310075
Position 1215: 0.025108865813499404
Position 12115: 0.024177400049545283
Position 1274: 0.02301919285753899
Position 7244: 0.019481076628799096
Position 3051: 0.01940279625227247
Position 5550: 0.019100193101645385
Position 12662: 0.01859470893629142
Position 9486: 0.014681107292736792
Position 8994: 0.013803123896032922
Position 8236: 0.013563612475687041
Position 605: 0.012390285447637206
Position 8332: 0.010889295529409988
Position 3092: 0.01079743563205892
Position 2846: 0.010207848044874717
Position 9695: 0.010153470459637205
Position 12888: 0.010045737745744469
Position 10819: 0.009690548996389515
Position 3114: 0.009511219557992695
Position 12584: 0.009371607563882499
Position 657: 0.009089305295512528
Position 5891: 0.009036549607270425
Position 3071: 0.008792805503717605
Position 401: 0.008176241876421067
Position 787: 0.008037061055589816
Position 4794: 0.00798567686951375
Position 1813: 0.0076868475345872305
Position 8084: 0.007570457954499814
Position 5852: 0.0074770143536227116
Position 2877: 0.0066479664024994955
Position 3095: 0.006004848760333614
Position 8900: 0.0059687694889762515
Position 2297: 0.005904586428070874
Position 11219: 0.005433180438039736
Position 2416: 0.0047820619807323
Position 4972: 0.004436001426751414
Position 3174: 0.004310905906863158
Position 11059: 0.004212846827685921
Position 7896: 0.004082774596676565
Position 226: 0.0040412242204374066
Position 8503: 0.0038503071541790375
Position 10659: 0.003778415706068618
Position 1744: 0.0035742996817112933
Position 5848: 0.003514254304475971
Position 9533: 0.003262519479266265
Position 4456: 0.003025170322121148
Position 1034: 0.0029261817399591577
Position 2152: 0.0028512015128947855
Position 10161: 0.002593800187262147
Position 4331: 0.0023973606224492313
Position 4477: 0.0023069199500737906
Position 2340: 0.0022043107135710097
Position 790: 0.0021490231350100816
Position 5641: 0.002050198420182349
Position 1601: 0.0017348398440921958
Position 8830: 0.0017084185487530506
Position 7765: 0.0017044385406625472
Position 6913: 0.001654033309233795
Position 5381: 0.0015605545832745968
Position 2987: 0.001509932263831085
Position 1323: 0.00147790614182233
Position 2259: 0.001400130207891071
Position 1297: 0.0013164977667091133
Position 8859: 0.0013008560680484742
Position 1554: 0.001298781843868052
Position 2382: 0.001284345868147813
Position 3020: 0.0012646525261538982
Position 8450: 0.001211922799310964
Position 6272: 0.0012106015331961684
Position 6341: 0.0011629691612956585
Position 4344: 0.0010164311855355762
Position 5233: 0.0009937451929726802
Position 9816: 0.0009879864077798192
Position 1706: 0.0009279749771029387
Position 4405: 0.0009039810058445079
Position 4271: 0.0008165796015952474
Position 2596: 0.0008109738371160735
Position 938: 0.0007715411512742213
Position 2782: 0.0007676616441916988
Position 3786: 0.0007354318224636774
Position 7022: 0.0007240658916771771
Position 3223: 0.0006436595714648543
Position 5316: 0.0006294267873562426
Position 3499: 0.0006145249224817131
Position 4215: 0.0005784963758859988
Position 3744: 0.0005238523391469141
Position 358: 0.0005223051010756171
Position 2972: 0.0005168959422600834
Position 6511: 0.0004886962333122786
Position 1185: 0.0004187510514374362
Position 3723: 0.0004082955766112165
Position 5465: 0.00039521214438067325
Position 2674: 0.0003811018184800343
Position 5801: 0.0003735771447480769
Position 1965: 0.0003643411153264848
Position 1662: 0.00034870317288992163
Position 631: 0.00034619315843960915
Position 2683: 0.0003234752049343411
Position 4097: 0.0003220710036199626
Position 2012: 0.0003081947897678073
Position 879: 0.00030613774624664054
Position 2496: 0.0002920668774472109
Position 4276: 0.0002899682747381989
Position 2927: 0.00026128225953839267
Position 4877: 0.0002493699580365376
Position 1106: 0.00022382732482945035
Position 4157: 0.00019570772416802003
Position 1037: 0.00016624215974060053
Position 976: 0.00014202889359280334
Position 4363: 0.00013703129865465593
Position 543: 0.0001341460760823888
Position 458: 0.00012498402736191083
Position 455: 0.00012364381152861145
Position 5037: 0.00011542093925941784
Position 4629: 0.00011471563166658442
Position 2658: 9.614076166986779e-05
Position 2402: 9.260220987453213e-05
Position 3335: 9.15449395385543e-05
Position 1989: 8.482709517842488e-05
Position 534: 8.144562564760237e-05
Position 3815: 7.724404467081272e-05
Position 2697: 7.072134452141933e-05
Position 2966: 6.515096051931794e-05
Position 2879: 6.466375335855054e-05
Position 2364: 6.0031715559281555e-05
Position 1515: 5.5586288134300734e-05
Position 2239: 5.409250040246187e-05
Position 2717: 5.278130965270841e-05
Position 2268: 5.263672799612395e-05
Position 1475: 4.808043965437627e-05
Position 2103: 4.314510320305198e-05
Position 167: 4.264348761091127e-05
Position 883: 3.4898229921541614e-05
Position 1399: 3.4734793800797226e-05
Position 210: 3.177788683644575e-05
Position 4292: 3.153226027158473e-05
Position 1329: 2.7914261899990245e-05
Position 1760: 2.6915761810902913e-05
Position 675: 2.6837194522877475e-05
Position 240: 2.650444510194682e-05
Position 793: 2.5214772613589516e-05
Position 851: 2.3610014027574813e-05
Position 957: 2.3135777854445153e-05
Position 257: 9.671139306076138e-06
Position 636: 5.273820309128624e-06
Position 272: 3.373346321300166e-06
Position 189: 3.215295136353771e-06
Position 483: 2.756562213006454e-06
Position 275: 2.7422963223730795e-06
Position 155: 2.064141859587834e-06
Position 234: 1.8606627439910612e-06
Position 1779: 1.3347396075619067e-06
Position 837: 6.084711430118821e-07
Position 113: 4.826913215264781e-07
Position 752: 4.814336385913498e-07
Position 292: 4.1898521523089274e-07
Position 259: 3.669313519076876e-07
Position 308: 3.143415121850918e-07
Position 502: 3.023169052657759e-07
Position 97: 2.7376852897399144e-07
Position 670: 2.451166304564448e-07
Position 1565: 2.413988642035e-07
Position 175: 2.3349314470141317e-07
Position 1506: 1.259230726551522e-07
Position 1220: 9.536195359996219e-08
Position 1611: 3.379989593632338e-08
Position 1626: 3.3197443131059656e-08
Position 1335: 1.4671588127504923e-08
Position 310: 3.537567686670646e-09
Position 684: 1.0359550057109824e-09
Position 1575: 9.207004862304307e-10
Position 703: 1.530797232117619e-11
Position 680: 1.4975078194317184e-11
Position 814: 3.931987449951835e-12
Position 819: 5.622865061129048e-13
Position 719: 3.74519955868293e-14
