Gene = Pag1
Position 5121: 0.00017727542103979104
Position 314: 0.00017510751648203252
Position 10196: 0.00015879498474348323
Position 3140: 0.0001571931628482068
Position 8368: 0.00015594220798319968
Position 4343: 0.000143491466305755
Position 2786: 0.00013088449393320017
Position 7632: 0.00013018490984241887
Position 1667: 0.00012876769787569322
Position 9902: 0.00012853963067132647
Position 6004: 0.00012826661348253702
Position 2488: 0.00012801282354635082
Position 2008: 0.00012460242875890435
Position 345: 0.00011734643651727073
Position 879: 0.0001103189885020803
Position 224: 8.447182360882746e-05
Position 2276: 8.18820922779379e-05
Position 1408: 7.511841699349003e-05
Position 3958: 7.251079602942588e-05
Position 1118: 7.214236672451896e-05
Position 3390: 7.095869207460515e-05
Position 2417: 6.522499965455206e-05
Position 2251: 6.077696989447974e-05
Position 4154: 5.9290041213978624e-05
Position 3331: 5.5384460573383865e-05
Position 6165: 4.798176738629832e-05
Position 831: 4.564337433724975e-05
Position 2052: 4.429468217395673e-05
Position 425: 3.625912969730735e-05
Position 603: 2.967002749124713e-05
Position 1555: 2.3789609229620767e-05
Position 5424: 2.171582580753946e-05
Position 3086: 2.119386106433992e-05
Position 3360: 1.7590764350328923e-05
Position 2719: 1.6882036820782004e-05
Position 414: 1.6671636417072996e-05
Position 1383: 1.3776955543268605e-05
Position 2258: 1.3095292482659197e-05
Position 1743: 1.2315201061489841e-05
Position 2322: 1.2251572572824458e-05
Position 1732: 1.0476848346357158e-05
Position 1196: 8.55344061938673e-06
Position 1714: 7.538960119971108e-06
Position 1728: 7.410394778814058e-06
Position 1076: 7.291065667146991e-06
Position 581: 6.285667505151569e-06
Position 674: 6.215492911493988e-06
Position 1331: 6.08372557581532e-06
Position 917: 5.535021412530911e-06
Position 772: 5.5151476388904546e-06
Position 1594: 4.733602569912551e-06
Position 203: 4.183425047676308e-06
Position 197: 4.153008755699598e-06
Position 237: 4.092513309278252e-06
Position 800: 3.7182870402782893e-06
Position 2358: 2.7015321062831386e-06
Position 2338: 1.9807658778737983e-06
Position 2167: 1.6246467190864971e-06
Position 1436: 1.3040228859943034e-06
Position 1005: 1.1284400070379645e-06
Position 316: 8.207271727668234e-07
Position 1611: 4.515589613108752e-07
Position 435: 4.142457282673611e-07
Position 2134: 3.835448655190328e-07
Position 2364: 3.7547645987277734e-07
Position 199: 3.1907806421129654e-07
Position 1608: 2.5248471374824947e-07
Position 2524: 2.1853473389604053e-07
Position 411: 2.1069882252025088e-07
Position 285: 1.9003167557291054e-07
Position 1456: 1.6423307882259195e-07
Position 1062: 1.5197492715157918e-07
Position 948: 1.4170280841104876e-07
Position 2424: 1.3719177848217313e-07
Position 585: 1.3498754323054567e-07
Position 3887: 1.2759510516809992e-07
Position 4611: 1.213125785707361e-07
Position 1530: 9.629214725935644e-08
Position 624: 6.65078768854092e-08
Position 631: 5.860904267608473e-08
Position 1902: 5.8502740149708085e-08
Position 956: 5.386659195782369e-08
Position 1234: 5.2594236781820916e-08
Position 643: 4.675265793324545e-08
Position 943: 4.4583036717311904e-08
Position 146: 3.758853550003572e-08
Position 2076: 3.6296919607390486e-08
Position 1560: 3.377962096187093e-08
Position 437: 1.812216220892824e-08
Position 419: 1.7125251313129446e-08
Position 454: 1.4825584235679076e-08
Position 217: 8.513746068414407e-09
Position 353: 8.496074928478642e-09
Position 451: 7.53400546264803e-09
Position 1070: 3.4793743016848084e-09
Position 842: 3.311460025943206e-09
Position 1271: 3.0763507979073483e-09
Position 362: 1.906634254251255e-09
Position 502: 9.549396274042361e-10
Position 983: 9.194882602991468e-10
Position 516: 2.7238192606214027e-10
Position 638: 2.626385890818624e-10
Position 689: 2.029529401471482e-10
Position 156: 1.593380150365303e-10
Position 445: 1.2438754808566932e-10
Position 483: 6.432731040837866e-11
Position 492: 6.398053125995391e-11
Position 511: 6.21931406044907e-11
Position 469: 5.5863293374272456e-11
Position 781: 2.429769794578325e-11
Position 920: 1.9340159962882367e-11
Position 698: 1.8883288017011885e-11
Position 473: 1.1870738891608891e-11
Position 1018: 6.3505522041917045e-12
Position 1085: 3.2949072738395874e-12
Position 1013: 1.592066386833509e-12
Position 844: 1.0216034391669622e-12
