Gene = Snorc
Sorted 3' Splice Sites (High to Low Probability):
Position 5057: 0.9701584740557219
Position 4751: 0.5386253805500623
Position 3605: 0.305078485062189
Position 2382: 0.280070610472158
Position 4714: 0.23357566907690744
Position 1562: 0.19301807527528986
Position 1729: 0.10577248115443827
Position 3464: 0.08555445743003327
Position 1058: 0.04075989209355565
Position 1491: 0.037937954238755775
Position 1300: 0.03594447535518315
Position 4817: 0.03284875609206563
Position 2324: 0.031950163853474635
Position 3920: 0.03032107068843108
Position 4754: 0.025764544380717454
Position 1092: 0.01952424558831952
Position 4889: 0.018830422555192315
Position 4211: 0.018649835904270568
Position 3414: 0.016314419475297243
Position 209: 0.013889285040824366
Position 4457: 0.0116216353195665
Position 2665: 0.01077077472364213
Position 957: 0.010007821168198393
Position 1025: 0.009033879764470367
Position 4061: 0.008978383723615641
Position 1337: 0.008011977263748362
Position 2052: 0.007787686916777156
Position 3158: 0.006364627905264798
Position 908: 0.005695982620380218
Position 2278: 0.005301726671595512
Position 3526: 0.00520470411937481
Position 2111: 0.0051259347534179656
Position 1797: 0.005024577063151121
Position 4217: 0.004109220355583507
Position 4244: 0.004089721698248285
Position 2211: 0.003686106394633306
Position 2262: 0.003293226456122988
Position 3805: 0.0031302859861949933
Position 1678: 0.002689484714539067
Position 3340: 0.0026878559529387278
Position 2429: 0.0024989319471252734
Position 4330: 0.002454950831124928
Position 218: 0.002330900220365523
Position 3382: 0.0022870180712076275
Position 1494: 0.0022291717409793944
Position 4091: 0.001909749021072867
Position 3594: 0.0018393851448829247
Position 2057: 0.0016839743276732457
Position 1688: 0.0016837476078125882
Position 5084: 0.0015225118503661003
Position 5072: 0.0013861287196375966
Position 2347: 0.0012124613817078818
Position 851: 0.0011933293080011586
Position 1129: 0.0011431096400109344
Position 3830: 0.001140846959331725
Position 1028: 0.00113202395619924
Position 829: 0.0011285190309418538
Position 3197: 0.0011149248906178863
Position 1568: 0.0010781645225381392
Position 261: 0.0009029677152776054
Position 3547: 0.0008969503284083186
Position 3283: 0.0007311129316098206
Position 4917: 0.0007302817433999143
Position 4353: 0.0006700065946840536
Position 420: 0.000566123095069715
Position 1080: 0.000531270234299607
Position 4327: 0.0005146153896927379
Position 1136: 0.000491261538879503
Position 1892: 0.0004761887321882655
Position 3613: 0.00039188766624972536
Position 248: 0.0003463978460530729
Position 1740: 0.00030838245011108805
Position 1699: 0.00030345663612310034
Position 986: 0.0003003921362697668
Position 1101: 0.00029525031645567714
Position 874: 0.0002601067030239808
Position 2671: 0.0002600864549532692
Position 2436: 0.00024008214622302706
Position 1737: 0.0002016406509637956
Position 877: 0.00019832762053910173
Position 1118: 0.0001899552297698002
Position 4611: 0.00018150122171715528
Position 1775: 0.0001612715506545457
Position 3352: 0.00015461240416246775
Position 1467: 0.00014490589810510035
Position 2723: 0.00012421317755531753
Position 1356: 0.00012011931979009223
Position 1968: 0.0001190524077375193
Position 4571: 0.00011390156831569846
Position 2750: 0.00010553108797371206
Position 1273: 0.00010114089394717449
Position 235: 9.784389452214323e-05
Position 4491: 9.126588979312166e-05
Position 1243: 8.167207362949193e-05
Position 2641: 7.799934878096213e-05
Position 2469: 7.592733259887862e-05
Position 5169: 6.984068512542373e-05
Position 302: 6.450395227221885e-05
Position 2472: 5.4864241131179045e-05
Position 1210: 4.204001072200172e-05
Position 279: 4.155770131815208e-05
Position 1070: 3.9524914451266564e-05
Position 3654: 3.8673255601072446e-05
Position 964: 3.835397172213302e-05
Position 368: 3.756706833530597e-05
Position 704: 3.659765155507499e-05
Position 1264: 3.2050008147083776e-05
Position 1341: 3.007481871206177e-05
Position 570: 2.8772311580457695e-05
Position 2019: 2.739126795082669e-05
Position 1997: 2.2739927116346866e-05
Position 759: 1.9730758520990073e-05
Position 3176: 1.8520828840913057e-05
Position 1647: 1.80241116936694e-05
Position 856: 1.6647873983367504e-05
Position 2865: 1.4769533488299608e-05
Position 1156: 1.2791423598111378e-05
Position 5148: 1.2575329413638837e-05
Position 1147: 1.170604966065039e-05
Position 455: 1.0561518511904272e-05
Position 331: 1.0480598551364795e-05
Position 1309: 1.0479928134602484e-05
Position 1314: 9.34495135775231e-06
Position 334: 8.736642899218768e-06
Position 2888: 8.061322759066028e-06
Position 614: 7.63891297110111e-06
Position 585: 6.466892256686256e-06
Position 882: 6.4296380714125245e-06
Position 682: 6.279630114072741e-06
Position 1583: 6.046942594206244e-06
Position 448: 5.747903723674577e-06
Position 2768: 3.442767633963519e-06
Position 328: 3.399975975464645e-06
Position 355: 3.2835003471448194e-06
Position 1138: 3.2159972667590947e-06
Position 1366: 2.895815849758989e-06
Position 1395: 2.3578195679196606e-06
Position 859: 1.9889290353066675e-06
Position 1144: 1.7092326936338455e-06
Position 140: 1.4438347503877324e-06
Position 1176: 1.0815508286970637e-06
Position 1406: 1.0053451571017642e-06
Position 770: 7.475945394719999e-07
Position 472: 6.302439067888453e-07
Position 431: 6.075850038489601e-07
Position 465: 5.865007136899771e-07
Position 478: 4.804974512050107e-07
Position 1580: 4.723328388811389e-07
Position 506: 4.540777532108818e-07
Position 2495: 4.515146823342497e-07
Position 184: 4.3974943535885225e-07
Position 2595: 4.31368478666046e-07
Position 1810: 3.0555039002403013e-07
Position 709: 2.992667615487349e-07
Position 643: 2.7127026788890584e-07
Position 1250: 2.2469530475754307e-07
Position 970: 1.7430367816347118e-07
Position 767: 1.5389058083318462e-07
Position 602: 1.2408339009321653e-07
Position 777: 1.0860567070647903e-07
Position 1506: 8.929307551801851e-08
Position 1511: 7.115152670535676e-08
Position 741: 6.848227523676824e-08
Position 1225: 4.842932403102786e-08
Position 314: 4.8299808435363196e-08
Position 619: 2.815329980319972e-08
Position 706: 2.637472514307276e-08
Position 486: 1.3655987321307472e-08
Position 493: 1.1919744165905476e-08
Position 515: 9.261755754217176e-09
Position 717: 7.087045502287982e-09
Position 310: 6.6017375661760074e-09
Position 587: 1.684692856284344e-11
Position 491: 1.2232048024263648e-11
Position 161: 7.0329441023239935e-12
Position 604: 4.43087016895917e-12
Position 145: 1.87700757956624e-12
Position 153: 1.8263778135774885e-12
