Gene = Ube2m
Position 1638: 0.009667929470830682
Position 2299: 0.008734654552151923
Position 573: 0.008381318020093773
Position 979: 0.006686567337769467
Position 1996: 0.006267512323335514
Position 2308: 0.005630117112297167
Position 1561: 0.005516704615428778
Position 1089: 0.0044602674462565035
Position 1015: 0.0035979292950514175
Position 2305: 0.00347999957870967
Position 1652: 0.003331879862938952
Position 973: 0.0032359445329356875
Position 901: 0.0031123151476796364
Position 2861: 0.002958407978108901
Position 840: 0.0029583963793258735
Position 1436: 0.0019332987987520894
Position 1130: 0.0015118077727508366
Position 2569: 0.0015032038494071365
Position 2685: 0.001438817776762178
Position 2092: 0.0012402774795187606
Position 1660: 0.0011299672339298557
Position 2969: 0.0010001237334963042
Position 2320: 0.000947605755132483
Position 3000: 0.0009397232974793657
Position 339: 0.0009268879500104754
Position 2888: 0.000883404155469177
Position 3010: 0.0008496356725398114
Position 910: 0.0008049136067367176
Position 1228: 0.0006683024976712754
Position 2035: 0.0006646674940006257
Position 1030: 0.0005783461152209819
Position 1045: 0.0005713739746945837
Position 576: 0.0005400306807998692
Position 1966: 0.0005081318577222991
Position 1686: 0.0004879986917810974
Position 2439: 0.0004840007303662285
Position 588: 0.0004820035134513211
Position 1406: 0.00047721942661104345
Position 1038: 0.00043435498610797844
Position 944: 0.0004087557474762668
Position 1021: 0.00038998364506591404
Position 1394: 0.000381102278540248
Position 1439: 0.0003319070356141426
Position 732: 0.00031729369351120724
Position 1100: 0.00030577743083691814
Position 351: 0.0002948880424397809
Position 2371: 0.00028325254772560446
Position 853: 0.0002821364037776537
Position 2419: 0.0002696280506670884
Position 2317: 0.00024507835866473347
Position 2659: 0.00023130422564592539
Position 2602: 0.0002265873815581339
Position 1519: 0.000211636451680924
Position 2548: 0.00020761028517660962
Position 377: 0.0001702534236274438
Position 1384: 0.00016160229700157945
Position 404: 0.00015729442134697767
Position 822: 0.00015456907817012862
Position 2369: 0.00015318923051855748
Position 160: 0.00012313593496796358
Position 229: 0.00011734078479292945
Position 2945: 0.00011703165593441994
Position 648: 0.0001162563168982537
Position 636: 0.00011509784634786127
Position 1666: 0.00011421453822398098
Position 929: 0.00011339850059013723
Position 2105: 0.00010816465176563704
Position 552: 0.00010448604391969373
Position 347: 9.640868646066377e-05
Position 1839: 8.54028463587849e-05
Position 845: 8.5211950693918e-05
Position 1282: 7.972452337556725e-05
Position 3020: 7.759231797616744e-05
Position 358: 7.316700314423613e-05
Position 774: 6.767659660844061e-05
Position 1832: 5.953446658849007e-05
Position 171: 5.924552543561748e-05
Position 993: 5.299899083802501e-05
Position 1623: 5.224369217631864e-05
Position 1877: 5.099690590716074e-05
Position 1386: 5.080758576712813e-05
Position 1306: 4.856408442467865e-05
Position 579: 4.745062897522621e-05
Position 1026: 4.708162065646555e-05
Position 401: 4.615842939567892e-05
Position 412: 4.261290883248249e-05
Position 606: 4.2129647981831254e-05
Position 585: 3.965340048391676e-05
Position 243: 3.7423867673275084e-05
Position 2533: 3.652212439180007e-05
Position 1814: 3.521376597340752e-05
Position 2551: 3.330577337816034e-05
Position 678: 3.182779837632192e-05
Position 223: 3.106671958614744e-05
Position 582: 2.9686665322936067e-05
Position 985: 2.8900171621268586e-05
Position 816: 2.5792989673243615e-05
Position 2699: 2.1040134111836388e-05
Position 1275: 1.992671837990275e-05
Position 651: 1.902082188577028e-05
Position 283: 1.8391603460993e-05
Position 1441: 1.7889465638270977e-05
Position 860: 1.6000020598337285e-05
Position 2736: 1.5738007049844125e-05
Position 683: 1.57235507487845e-05
Position 2976: 1.4497588693775392e-05
Position 1136: 1.373801081969152e-05
Position 1363: 1.2434665384849087e-05
Position 286: 1.1460318945115892e-05
Position 428: 1.1342128739020115e-05
Position 866: 1.0756289209447384e-05
Position 1259: 1.0686116335636924e-05
Position 1821: 9.594296483730462e-06
Position 1236: 8.906520660875031e-06
Position 372: 8.820077164330107e-06
Position 1150: 8.789000191661179e-06
Position 614: 6.909313815213426e-06
Position 611: 6.744162465476484e-06
Position 446: 5.936043553667661e-06
Position 1322: 5.387134509170106e-06
Position 433: 5.37366061011057e-06
Position 356: 4.3561593095738746e-06
Position 473: 3.989035078773255e-06
Position 1450: 3.890103286026839e-06
Position 459: 3.856247923041151e-06
Position 2066: 3.7735898562914405e-06
Position 168: 1.8007638693739059e-06
Position 1860: 1.7769456556644768e-06
Position 1864: 1.4575614826380003e-06
Position 319: 9.525787309202552e-07
Position 309: 9.421509859149589e-07
Position 250: 6.492493008885329e-07
Position 256: 5.078721424008248e-07
Position 209: 4.6080788884214236e-07
Position 173: 4.491315117302984e-07
Position 2436: 3.3987921885869423e-07
Position 299: 2.480130190301922e-07
Position 264: 2.453113247643701e-07
Position 621: 1.8660296255184444e-07
Position 177: 1.487277827947981e-07
Position 184: 1.4368666086410799e-07
Position 267: 1.2039125400911434e-07
Position 618: 1.1721777385931533e-07
Position 422: 1.0522540191588871e-07
Position 191: 7.301320841999473e-08
Position 456: 7.189785726096505e-08
Position 465: 6.133360111148135e-08
Position 436: 4.0593434976133604e-08
Position 181: 3.906722572455224e-08
Position 258: 1.154305728802696e-08
Position 786: 8.219316573016492e-09
Position 1145: 5.398519625409378e-09
Position 193: 4.2072386267886544e-09
Position 862: 3.807085573493978e-09
Position 83: 9.574896904656676e-10
Position 125: 1.4151732783521503e-10
Position 88: 1.795415013154357e-11
