Gene = Aamdc
Position 477: 5.958088688405482e-09
Position 77: 5.333690011013217e-09
Position 222: 5.259889257439324e-09
Position 509: 3.768868319785967e-09
Position 291: 3.2656250483891424e-09
Position 1233: 2.7506591704680154e-09
Position 184: 2.2174065532719665e-09
Position 106: 2.08456145509295e-09
Position 172: 1.7644321948996829e-09
Position 200: 1.6343189864023825e-09
Position 198: 1.5799422121973686e-09
Position 1437: 1.1422832113956397e-09
Position 122: 6.261101918177147e-11
Position 249: 6.067785167889064e-11
Position 4197: 5.853717915975527e-11
Position 313: 5.697707837917696e-11
Position 304: 5.136258876864022e-11
Position 83: 3.433267304095215e-11
Position 125: 2.761628276488019e-11
Position 190: 2.7320463173033342e-11
Position 186: 1.7901062838733285e-11
Position 89: 1.0311921026119598e-11
Position 71: 2.007973876552449e-15
