Gene = 4930579F01Rik
Position 419: 0.00017269290628674252
Position 4279: 0.00015914693109234438
Position 1707: 0.00015808385773154532
Position 1822: 0.00015343653522733265
Position 1153: 0.00015070460325628476
Position 758: 0.00014119811524499268
Position 5535: 0.0001335238752014486
Position 3714: 0.0001273639437811124
Position 3036: 0.00011654464308129388
Position 1420: 0.00011515690025796654
Position 992: 0.00010817944191869482
Position 1457: 0.00010551916279179242
Position 2701: 0.00010549203357947393
Position 326: 0.00010349705434565138
Position 320: 0.00010185280165917294
Position 1846: 9.713549741816579e-05
Position 2146: 9.079477774667141e-05
Position 2501: 8.756613434754449e-05
Position 386: 7.686602594633324e-05
Position 843: 7.633445567902441e-05
Position 2094: 7.544481187532504e-05
Position 13439: 7.430300247373452e-05
Position 302: 7.389965178667126e-05
Position 951: 7.218577415954409e-05
Position 3327: 6.242730127294364e-05
Position 5822: 5.844981654695204e-05
Position 1530: 5.675378463457028e-05
Position 2748: 5.2591706683455486e-05
Position 3121: 5.2271189893912086e-05
Position 206: 5.2031779725848284e-05
Position 8059: 5.177736221851646e-05
Position 793: 5.028906678830255e-05
Position 799: 4.744074711641839e-05
Position 1148: 4.307496383359162e-05
Position 2481: 4.2941464175078556e-05
Position 5197: 3.9890042587192364e-05
Position 2644: 3.862802161079261e-05
Position 5083: 3.604763174826314e-05
Position 631: 3.491976408287569e-05
Position 1332: 3.361338975607851e-05
Position 1010: 3.2847999020213417e-05
Position 2315: 2.7883568180705366e-05
Position 352: 2.6469004767686544e-05
Position 1222: 2.637383615244987e-05
Position 295: 2.5268404833878537e-05
Position 407: 2.514052350602475e-05
Position 365: 2.4306161101392474e-05
Position 369: 2.125574160401936e-05
Position 2508: 2.1238648525252525e-05
Position 4061: 2.0960342767225447e-05
Position 1127: 2.06815146798905e-05
Position 1826: 1.9559603892850453e-05
Position 332: 1.81636759076746e-05
Position 727: 1.7936384722935573e-05
Position 723: 1.7378477553452158e-05
Position 1235: 1.6650082806514187e-05
Position 652: 1.273879037312848e-05
Position 4843: 1.2024294825038401e-05
Position 7251: 1.004159607760714e-05
Position 1493: 9.991893387463046e-06
Position 840: 9.889158356558025e-06
Position 1714: 9.555447381095185e-06
Position 2176: 8.425822849193176e-06
Position 2422: 8.242808841601984e-06
Position 1664: 8.044189978576608e-06
Position 381: 7.950084750716585e-06
Position 1220: 6.956521206665881e-06
Position 1462: 6.832278080575958e-06
Position 735: 6.4978381031122155e-06
Position 2101: 6.233416639585832e-06
Position 919: 5.962996706006339e-06
Position 2884: 5.768746076101201e-06
Position 1836: 5.266195796387089e-06
Position 3052: 3.7154213564031305e-06
Position 2871: 3.2040918775658506e-06
Position 3078: 2.8482684829767875e-06
Position 2896: 9.45062941471969e-07
Position 2067: 8.557867375810733e-07
Position 3742: 6.992003062767622e-07
Position 906: 5.93355255785795e-07
Position 3082: 5.531910068504629e-07
Position 660: 5.512133028692531e-07
Position 638: 4.603748910065788e-07
Position 2185: 4.3760594130936423e-07
Position 4249: 3.233803208344004e-07
Position 383: 2.993385276179616e-07
Position 739: 2.962427658128114e-07
Position 227: 2.554276222810783e-07
Position 298: 2.1538309173110392e-07
Position 847: 2.0590694493533367e-07
Position 88: 1.7729871139028212e-07
Position 856: 6.015546986897189e-08
Position 852: 5.923156889982608e-08
Position 229: 5.23031268481402e-08
Position 1205: 4.17267814351146e-08
Position 648: 3.8172895868056255e-08
Position 300: 3.411979099510185e-08
Position 210: 3.2543194887243565e-08
Position 1027: 2.7838511192602238e-08
Position 803: 2.5402814923228014e-08
Position 3425: 2.504043654874384e-08
Position 858: 2.4438665501941623e-08
Position 2932: 1.9842592106089457e-08
Position 1237: 1.8310074845558498e-08
Position 3356: 1.4490942795763876e-08
Position 104: 8.842033811760758e-09
Position 502: 6.12552637773005e-09
Position 101: 1.5835122256392736e-09
Position 481: 1.2676995626044127e-09
Position 2908: 5.274358136823337e-10
Position 126: 4.4481438304977036e-10
Position 465: 2.933698779542248e-10
Position 1129: 2.1245616558244047e-10
Position 72: 2.0361193868582499e-10
Position 810: 1.5666720133489665e-10
Position 801: 1.5272730646987783e-10
Position 148: 1.2970080666973246e-10
Position 191: 1.2534044463500228e-10
Position 662: 3.775605496201464e-11
Position 120: 2.3691444048674326e-11
Position 160: 1.707734304482029e-11
Position 150: 1.5277486937232496e-11
Position 179: 1.108814735241151e-11
Position 130: 3.5787296112308347e-13
Position 134: 5.931038154834759e-14
