Gene = Fank1
Position 12081: 0.02114686106551904
Position 3783: 0.017458638729646498
Position 1265: 0.017189303087461857
Position 14759: 0.016290321790437448
Position 12107: 0.015041113082667437
Position 2064: 0.013952807988330165
Position 6001: 0.01351690970802908
Position 3218: 0.011772301873815248
Position 10993: 0.010896729305983163
Position 17547: 0.009160353909851123
Position 3343: 0.008719666448363098
Position 15869: 0.008639044880734354
Position 657: 0.0078107320032853
Position 3800: 0.006829769397781702
Position 15722: 0.006654650745488922
Position 10729: 0.006336369771216314
Position 3862: 0.006244919877388275
Position 2080: 0.0060754537630012765
Position 3711: 0.0058729659781271175
Position 12012: 0.005774555795314679
Position 6714: 0.005748789589127834
Position 6664: 0.004508072229541805
Position 4920: 0.004327237085039523
Position 5739: 0.004199453758988407
Position 15344: 0.004040636487325816
Position 6689: 0.003787175950895081
Position 3539: 0.003767024596662537
Position 10065: 0.003700670452135987
Position 6425: 0.0035625970371966974
Position 11341: 0.003452237380870652
Position 6223: 0.003328464420835104
Position 1197: 0.0029179876948511345
Position 10069: 0.00240761087747962
Position 3408: 0.0023165700987202316
Position 3328: 0.0023136811788723732
Position 3853: 0.0021853137680961773
Position 5871: 0.0021592495763495738
Position 4958: 0.0018351359584821785
Position 1289: 0.001757456154135248
Position 5819: 0.001689120566664582
Position 3437: 0.0016775071195571482
Position 5519: 0.0016680245713345259
Position 13621: 0.001469159801105113
Position 11977: 0.0014301802206970146
Position 15806: 0.0013409461600340181
Position 14978: 0.001329750447298367
Position 5974: 0.0013096153114289712
Position 3562: 0.0012834293806940832
Position 475: 0.0012067715379305312
Position 3918: 0.0010741485606049156
Position 1062: 0.0010612744221450588
Position 6759: 0.0010551132081368314
Position 13833: 0.0007596633394474012
Position 1246: 0.0007159906878184664
Position 3816: 0.0007095242985790535
Position 13240: 0.0006964294011394973
Position 3426: 0.000693218808701531
Position 13316: 0.0006659874175697417
Position 4678: 0.000660222501322673
Position 4114: 0.0006512807913516655
Position 5191: 0.0006215524389927629
Position 1220: 0.0006179058926892973
Position 13916: 0.0006064353143690312
Position 486: 0.0005362164081744169
Position 2767: 0.0005322462014018604
Position 3072: 0.0005294769390449183
Position 6694: 0.000505574539115587
Position 2008: 0.00047641138545870444
Position 2366: 0.00047177619155619596
Position 6783: 0.0004600039028707407
Position 5210: 0.0004403158309817228
Position 11215: 0.00042862947017196086
Position 13013: 0.0004161011513648045
Position 1241: 0.00039722983874925525
Position 12762: 0.00036814674318412136
Position 6579: 0.00036276593215617964
Position 12826: 0.0003555102283381449
Position 4961: 0.0003547900052128287
Position 3885: 0.00034016796753758927
Position 3554: 0.0003390069089294348
Position 10084: 0.00030996857839881873
Position 1432: 0.0003059779340007462
Position 2091: 0.00029304628184361923
Position 1787: 0.0002812416755369776
Position 5057: 0.0002757232697713661
Position 804: 0.00027170076603323244
Position 11557: 0.00026305089616716107
Position 2037: 0.0002384173117959035
Position 11606: 0.00022196211183819105
Position 3579: 0.0002187306242118818
Position 370: 0.00021816395622665946
Position 2109: 0.00021501863998976033
Position 5270: 0.00019814074435455566
Position 6310: 0.00019740598919795477
Position 3571: 0.00018257585301253133
Position 10240: 0.00015167868939442277
Position 800: 0.0001424109809104802
Position 2169: 0.00014030237837383164
Position 3481: 0.00013653924615147312
Position 6403: 0.00013633409316893809
Position 2387: 0.00013046120005243128
Position 1067: 0.00011697451890453979
Position 6185: 0.00011241967958082298
Position 2902: 0.00011082651325772682
Position 4060: 0.00010301363401805163
Position 3584: 9.608713015517722e-05
Position 6161: 9.429912726727974e-05
Position 5662: 8.645894036293992e-05
Position 3176: 8.568396490165008e-05
Position 2129: 7.327624769124374e-05
Position 3457: 6.450251102634163e-05
Position 3413: 6.39180535452557e-05
Position 194: 4.9337824975423755e-05
Position 5751: 4.501284400914795e-05
Position 5112: 4.3846560815819273e-05
Position 6325: 4.338228279021725e-05
Position 1042: 3.7947282604691894e-05
Position 5577: 3.684651428304498e-05
Position 893: 3.664180109638727e-05
Position 5390: 3.610300078370325e-05
Position 1344: 3.374429775049844e-05
Position 6394: 3.2926054526314646e-05
Position 524: 3.138580210028984e-05
Position 6179: 3.0821797625940044e-05
Position 4236: 3.015754605357432e-05
Position 5220: 2.9139688865023387e-05
Position 1823: 2.851971010189672e-05
Position 335: 2.5048285927757614e-05
Position 4000: 2.4449884922923966e-05
Position 2740: 2.42772670086536e-05
Position 4155: 2.42001254686235e-05
Position 5247: 2.2286636102665675e-05
Position 779: 2.210183258433166e-05
Position 6168: 1.9772552683752144e-05
Position 1116: 1.863949191474254e-05
Position 885: 1.6653703348993882e-05
Position 4635: 1.664091818451212e-05
Position 4270: 1.4616320463034193e-05
Position 4187: 1.340390000059204e-05
Position 4986: 1.2637258187587244e-05
Position 2983: 1.0985344360007939e-05
Position 2597: 1.0232688662213955e-05
Position 226: 9.104078151413636e-06
Position 2429: 8.903716145171059e-06
Position 3958: 8.857256025396632e-06
Position 1446: 7.270497782707986e-06
Position 1521: 7.104218274535321e-06
Position 3111: 7.1034868301133395e-06
Position 2542: 7.089263936945342e-06
Position 203: 6.478976312064094e-06
Position 1757: 6.08708038481909e-06
Position 1084: 5.68773039772744e-06
Position 2213: 5.0260206960364905e-06
Position 1103: 3.860050135804644e-06
Position 2232: 3.5774198893572674e-06
Position 1936: 3.5453367809955057e-06
Position 977: 3.029704314018706e-06
Position 1829: 2.9776635258747813e-06
Position 376: 2.664333048490565e-06
Position 6812: 2.639881166362963e-06
Position 703: 2.6291860190335467e-06
Position 1124: 2.335399351902642e-06
Position 938: 1.8811195255109047e-06
Position 3655: 6.045981534376637e-07
Position 659: 4.864154944853975e-07
Position 3681: 2.3604519780387947e-07
Position 3890: 2.3148029471667806e-07
Position 1296: 1.9094324674895456e-07
Position 3229: 1.3935970280642286e-07
Position 2197: 1.3157769627650493e-07
Position 1165: 1.0670837836882767e-07
Position 664: 9.893468134395055e-08
Position 1303: 8.07623575175155e-08
Position 2315: 7.306827229904671e-08
Position 2346: 6.077289634990627e-08
Position 2141: 5.2969395551402004e-08
Position 2372: 3.840476730433201e-08
Position 700: 3.5907928577627603e-08
Position 2389: 3.296941032472824e-08
Position 2220: 2.8472578064966273e-08
Position 1151: 2.0303449406798175e-08
Position 1367: 1.995119611967519e-08
Position 251: 1.879373119513928e-08
Position 2193: 1.8403027649106518e-08
Position 260: 1.5465453109226628e-08
Position 1641: 1.3760368781527982e-08
Position 2351: 1.1577983755445284e-08
Position 268: 7.3364615171367365e-09
Position 499: 6.382340727565227e-09
Position 1331: 5.240780356835808e-09
Position 1598: 4.271276918440596e-09
Position 526: 3.5291784732085588e-09
Position 1707: 3.3724878528565085e-09
Position 822: 2.886792761511949e-09
Position 741: 2.8144213745404974e-09
Position 1750: 1.7725386406837817e-09
Position 1718: 1.64793039501627e-09
Position 390: 1.4058193532487603e-09
Position 746: 1.1308333460972969e-09
Position 283: 4.134175800407914e-10
Position 743: 3.8963175627921015e-10
Position 667: 2.656171843384837e-10
Position 859: 2.5996500545130133e-10
Position 669: 1.1012177025024151e-10
Position 671: 4.506195325164227e-11
Position 205: 9.823576393469913e-12
Position 867: 6.3289640592591694e-12
Position 838: 4.544931158138874e-12
Position 164: 2.5531920803567073e-12
Position 110: 6.14452819475786e-13
Position 143: 5.116797095186652e-13
Position 125: 1.146602618298393e-13
Position 145: 3.7482978096182713e-14
Position 155: 2.5493259147893813e-14
Position 151: 1.2441883646678718e-14
Position 114: 7.161973120624488e-15
Position 140: 6.375026408571823e-15
