Gene = Urad
Position 1273: 3.016827273997504e-07
Position 1047: 2.1294004950778478e-07
Position 1386: 2.1052212175908845e-07
Position 846: 1.6088731043377488e-07
Position 1388: 1.6085536314276652e-07
Position 1275: 1.5323512812293182e-07
Position 1390: 1.4208872320642807e-07
Position 9: 1.0226294711008673e-07
Position 1392: 5.391084647189389e-08
Position 202: 3.171183802333116e-08
Position 812: 6.762926794337309e-09
Position 367: 1.0026998950318493e-09
Position 419: 3.5890114122549463e-11
Position 397: 2.993973893525362e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6974: 0.6313783053019588
Position 2171: 0.5171249430495704
Position 3129: 0.1519368341349969
Position 6169: 0.12904190044981403
Position 6604: 0.12092693590956388
Position 3152: 0.07306236823111187
Position 7166: 0.06199116952632881
Position 6811: 0.05548975465529086
Position 5917: 0.044472602003244294
Position 4571: 0.03780494320678902
Position 1517: 0.03768622698702392
Position 4841: 0.030536577887037814
Position 6936: 0.021546842621642123
Position 213: 0.01977565309161476
Position 2964: 0.01849265861581664
Position 6600: 0.01763236301536952
Position 2156: 0.015005002336358427
Position 5234: 0.014585057649149927
Position 1732: 0.014278743154633977
Position 6500: 0.013650733904337832
Position 1850: 0.011077550290398084
Position 7030: 0.010992157262666133
Position 4335: 0.010309877244398077
Position 3311: 0.010071464114101194
Position 2128: 0.008752641867214778
Position 2482: 0.008657264044477505
Position 5941: 0.008500935882899872
Position 419: 0.008273969129806592
Position 3924: 0.007990996920138188
Position 1860: 0.007900810099756232
Position 1937: 0.006156455564782207
Position 4280: 0.006149847662845434
Position 4213: 0.006001634388274692
Position 6739: 0.005871232866693087
Position 6849: 0.004680191584494766
Position 1832: 0.0046140554706275835
Position 1769: 0.004034875350442831
Position 1907: 0.003649590152565861
Position 235: 0.0036302663755679453
Position 3591: 0.0033212498812353413
Position 6621: 0.0031184344968636394
Position 715: 0.0028670679432163354
Position 1879: 0.002862633966542671
Position 3008: 0.0027726776294338274
Position 1997: 0.002414738346706672
Position 3832: 0.002298459129389813
Position 3352: 0.0022475915007201196
Position 3214: 0.002233086962504858
Position 4882: 0.002201237751848797
Position 751: 0.0021318390080966236
Position 4141: 0.0017683414347567377
Position 1964: 0.001663192994859061
Position 1240: 0.0016600552056090518
Position 1943: 0.0015907306478514691
Position 4104: 0.0015547426101619871
Position 1522: 0.001512435374669233
Position 7320: 0.0014574582703016103
Position 367: 0.0014519693216418527
Position 2532: 0.0014228895824063283
Position 5052: 0.0013214141632708265
Position 5312: 0.001308991983953746
Position 4846: 0.0012580234898519746
Position 5291: 0.0012275830036305737
Position 7289: 0.0011867810900234037
Position 5237: 0.0011344473111946985
Position 3862: 0.0010869764769952577
Position 6149: 0.0010393141149742339
Position 770: 0.0010309991628245144
Position 429: 0.0009464688520812131
Position 1076: 0.0008802286472798084
Position 5670: 0.0008789276562134413
Position 2419: 0.0008731396666320169
Position 6979: 0.0008497803876120859
Position 6050: 0.0007522635545272041
Position 2203: 0.0007286745782345548
Position 2633: 0.0007192406908861836
Position 1486: 0.0006956481748969838
Position 1959: 0.0006774401679514721
Position 2636: 0.0006752279539995201
Position 4258: 0.0006728105454178307
Position 2349: 0.0006704480940714794
Position 1195: 0.0006688828813330462
Position 2324: 0.0005346516159831698
Position 5885: 0.0005206907639763821
Position 7010: 0.0004892464289075122
Position 4843: 0.0004588228579524921
Position 7199: 0.00041668832242043943
Position 2979: 0.00041130723018515585
Position 6546: 0.000400760955289665
Position 1947: 0.00035969123848556873
Position 5843: 0.00035833966980612566
Position 375: 0.0003335213307442527
Position 676: 0.0003131701265872262
Position 667: 0.00028301716575948713
Position 2407: 0.0002686038833264034
Position 1744: 0.00021992077910141917
Position 903: 0.00020670172750556623
Position 1639: 0.0001974492096320386
Position 7212: 0.00018569056185900463
Position 1985: 0.0001798249925755837
Position 606: 0.00017846080997670446
Position 2009: 0.0001711490300331004
Position 2960: 0.00016609811213542133
Position 2748: 0.0001635335241232241
Position 5243: 0.00013214725609451538
Position 3060: 0.00010890344637112219
Position 241: 0.00010339135283562805
Position 609: 0.00010157455846848002
Position 1003: 9.454826718511713e-05
Position 1720: 9.143332400150059e-05
Position 388: 9.069232666574227e-05
Position 1266: 8.901527425796165e-05
Position 731: 8.240388285142839e-05
Position 2424: 8.011436858175884e-05
Position 391: 7.91075976969344e-05
Position 2604: 7.059442747535505e-05
Position 992: 7.05783944513273e-05
Position 2263: 6.759246511005706e-05
Position 1449: 6.366169412129229e-05
Position 486: 6.186417313600872e-05
Position 501: 5.74669976276334e-05
Position 3613: 5.3839638278230044e-05
Position 1866: 5.1473501738356605e-05
Position 4545: 5.07426555685015e-05
Position 4497: 4.6105200441646035e-05
Position 1738: 4.382062699465125e-05
Position 822: 4.1965963210889753e-05
Position 3901: 4.044419766295018e-05
Position 2066: 3.7754675114694595e-05
Position 2363: 3.579097058039492e-05
Position 1037: 3.0606890122699633e-05
Position 520: 3.0417462652172537e-05
Position 3828: 2.8971186150794507e-05
Position 2561: 2.8715113081429676e-05
Position 1771: 2.7656773548826384e-05
Position 278: 2.7495206464899942e-05
Position 495: 2.6914249407828446e-05
Position 1252: 2.5128352273426325e-05
Position 1110: 2.0912294984368342e-05
Position 736: 2.067861836399352e-05
Position 1047: 2.05717510019173e-05
Position 463: 1.9789379336563375e-05
Position 2045: 1.8780403113771065e-05
Position 4167: 1.8692577981062025e-05
Position 1715: 1.784389555324277e-05
Position 1666: 1.701897815392447e-05
Position 1968: 1.6928630223551288e-05
Position 648: 1.6241397557447533e-05
Position 354: 1.5899885052047575e-05
Position 1686: 1.4484966051050623e-05
Position 874: 1.423812651212321e-05
Position 812: 1.3745832959399668e-05
Position 865: 1.3627103125961216e-05
Position 2297: 1.337899921481085e-05
Position 1692: 1.279710085480109e-05
Position 644: 1.2441011206310924e-05
Position 1749: 1.0551881110960895e-05
Position 283: 1.0184433425348513e-05
Position 344: 1.0121669386462042e-05
Position 3030: 1.0089575891929116e-05
Position 3013: 9.404438078603409e-06
Position 1696: 8.584045606461652e-06
Position 855: 8.257320743797689e-06
Position 3278: 7.921655201983533e-06
Position 615: 7.739840927589143e-06
Position 525: 7.325675027177352e-06
Position 1022: 7.0288746817667415e-06
Position 3904: 6.901586287384432e-06
Position 1753: 6.451918067142574e-06
Position 759: 6.4015357649504186e-06
Position 547: 5.672088381540478e-06
Position 584: 5.392556887587461e-06
Position 514: 4.9677332674218245e-06
Position 678: 3.827134803921171e-06
Position 497: 3.4521271292265864e-06
Position 100: 3.0640103889501704e-06
Position 653: 2.9435061927255094e-06
Position 535: 2.9318612846877298e-06
Position 680: 2.9037917291715615e-06
Position 772: 2.6036460019931354e-06
Position 541: 2.414135525680296e-06
Position 981: 2.231546156713752e-06
Position 1017: 2.229394626914958e-06
Position 591: 2.1465562423938765e-06
Position 690: 2.066140574884765e-06
Position 556: 2.0541797005152737e-06
Position 3779: 1.151822811720886e-06
Position 1217: 3.7282559054581054e-07
Position 1537: 3.1715946231077694e-07
Position 1528: 2.767065111423843e-07
Position 1524: 2.697029083299939e-07
Position 2210: 1.9961362815464633e-07
Position 793: 1.7380192721579314e-07
Position 810: 1.727638893081828e-07
Position 774: 1.5481367564938928e-07
Position 697: 1.5163514668828867e-07
Position 72: 1.275066723130748e-07
Position 123: 1.2237647826332438e-07
Position 573: 1.1746647538935479e-07
Position 481: 1.1584784361177588e-07
Position 1143: 8.543019759925788e-08
Position 777: 5.116906397743494e-08
Position 646: 4.938804553737356e-08
Position 400: 4.85372665996241e-08
Position 95: 4.7891674621340084e-08
Position 567: 4.7398899003941625e-08
Position 440: 4.624202285459465e-08
Position 467: 3.7286260127008425e-08
Position 1024: 3.3409219416686594e-08
Position 1006: 2.519460940213428e-08
Position 491: 5.5719244821193555e-09
Position 76: 2.0274056392730986e-09
Position 106: 1.7244331596744186e-09
Position 1027: 1.6368363942254569e-09
Position 397: 1.4331715953686027e-09
Position 81: 1.3005116808016875e-09
Position 177: 1.098690615534779e-09
Position 537: 9.756459384507783e-10
Position 882: 7.898074019399845e-10
Position 1101: 6.975034400378376e-10
Position 145: 6.2811971733531e-10
Position 657: 5.25081010778303e-10
Position 1129: 3.532311114287599e-10
Position 836: 9.857058021121531e-11
Position 845: 9.387785452018325e-11
Position 311: 1.7878548797553193e-11
Position 834: 1.3188334138365764e-11
Position 843: 1.2048287935613147e-11
Position 288: 2.4554784404887323e-12
Position 295: 1.9552413250232847e-13
