Gene = 1110002E22Rik
Position 1783: 0.0006606661990795177
Position 1218: 0.0006394993096262758
Position 814: 0.0006155803658320966
Position 1312: 0.0006111629076354585
Position 2014: 0.0005984365875614488
Position 2183: 0.0005643921460748161
Position 6608: 0.0005509351784887104
Position 1154: 0.0005285255518866379
Position 13503: 0.000516703482469868
Position 2819: 0.0004887102159343046
Position 6516: 0.00047155275769240966
Position 3083: 0.000470057091977734
Position 2375: 0.0004451732153862073
Position 3181: 0.0003989149402150807
Position 520: 0.00038277587669261365
Position 2316: 0.0003803612614311446
Position 2534: 0.0003771457720627619
Position 1535: 0.0003752790073690699
Position 6050: 0.00037391630902454436
Position 2511: 0.0003704171299410311
Position 6630: 0.000363395893936611
Position 2813: 0.0003467793556465859
Position 2555: 0.000344700640874836
Position 1390: 0.00032277683507456537
Position 3540: 0.00029418764838349425
Position 1264: 0.0002748388137986585
Position 1252: 0.00026431848889028436
Position 13000: 0.00024518866141223837
Position 368: 0.0002417945153332286
Position 1974: 0.00023541244482280769
Position 1460: 0.00022307850195859438
Position 1309: 0.00021444340779614202
Position 1800: 0.00021238026789934284
Position 1987: 0.00020288201217909078
Position 3354: 0.0002006581968200456
Position 743: 0.00019881427900204327
Position 2423: 0.00019232887400765655
Position 4547: 0.00019219758464330522
Position 1883: 0.00018950096506493248
Position 597: 0.00018905913897149107
Position 515: 0.00018603722662479278
Position 10735: 0.00018105449251692302
Position 1360: 0.0001717513174198359
Position 552: 0.00016811018825487075
Position 524: 0.00015988737476765294
Position 1766: 0.000158279769564248
Position 1091: 0.0001510386962673815
Position 2966: 0.00015055189411473257
Position 10086: 0.00015050038725997802
Position 1451: 0.00013759333189505005
Position 2507: 0.00013342051876205337
Position 10152: 0.00013013319325900813
Position 1233: 0.00012708063390854145
Position 2915: 0.00012695261062782473
Position 508: 0.0001211882783095063
Position 647: 0.00011368709475377392
Position 3359: 0.00010220999514483375
Position 545: 9.070431045006709e-05
Position 2272: 8.442320464238788e-05
Position 4623: 7.793711360385784e-05
Position 2861: 7.619344429654371e-05
Position 242: 6.607867785868573e-05
Position 373: 6.489131693244601e-05
Position 1236: 6.333234362652335e-05
Position 1509: 6.234882503169945e-05
Position 527: 6.214770138579238e-05
Position 999: 5.716058301587656e-05
Position 939: 5.4640405446441325e-05
Position 1033: 5.333669744862214e-05
Position 1357: 5.2388706004812325e-05
Position 1276: 5.228548665033752e-05
Position 427: 5.223892811311628e-05
Position 1010: 4.865260271661259e-05
Position 650: 4.6012671691261604e-05
Position 466: 4.373487863780715e-05
Position 1492: 4.1194227222416046e-05
Position 1667: 3.9095674463228564e-05
Position 358: 3.857238727189489e-05
Position 5664: 3.810825547146246e-05
Position 4262: 3.718212711771797e-05
Position 658: 3.506666765785105e-05
Position 482: 3.4943505281931625e-05
Position 3862: 3.406883362583064e-05
Position 945: 3.323313709206567e-05
Position 1239: 3.218244715382446e-05
Position 857: 3.1248721916027456e-05
Position 2041: 3.112036823838537e-05
Position 291: 3.033025960958934e-05
Position 610: 2.9139400557457374e-05
Position 623: 2.7220674356202244e-05
Position 6426: 2.6042427699662273e-05
Position 2378: 2.4976353491245714e-05
Position 2381: 2.4849781043183778e-05
Position 2019: 2.433342916131154e-05
Position 819: 2.4226216697035517e-05
Position 2128: 2.3936619922224363e-05
Position 1221: 2.2012493572523776e-05
Position 902: 2.1320031034332692e-05
Position 2513: 2.1288419031309658e-05
Position 1342: 1.9392782830467137e-05
Position 4305: 1.917579436357698e-05
Position 1339: 1.7433438899226276e-05
Position 435: 1.566849697343661e-05
Position 2075: 1.5575051903880637e-05
Position 948: 1.4642864541763831e-05
Position 616: 1.3560224156787674e-05
Position 1058: 1.2815208116300755e-05
Position 379: 1.2128298525311296e-05
Position 2096: 1.0165140043077593e-05
Position 936: 1.0032457926054518e-05
Position 1025: 9.729920440077712e-06
Position 493: 9.707783854721967e-06
Position 942: 8.459741634671374e-06
Position 1564: 7.615973624222202e-06
Position 3790: 6.928899925188784e-06
Position 919: 6.65549286529628e-06
Position 957: 5.178485666760193e-06
Position 2432: 5.108728232209076e-06
Position 2466: 4.791505887559357e-06
Position 1580: 3.044815880917447e-06
Position 303: 2.869466199643844e-06
Position 614: 2.4512387459045996e-06
Position 714: 2.380283509126844e-06
Position 575: 2.1613516962555705e-06
Position 230: 2.0990397407241245e-06
Position 98: 1.2429018361391197e-06
Position 4244: 1.0718921210075633e-06
Position 2045: 1.0689616590747917e-06
Position 176: 1.0057222313157604e-06
Position 4285: 9.500693071808432e-07
Position 707: 6.504702521731119e-07
Position 279: 6.336319006492124e-07
Position 668: 6.013464942504189e-07
Position 675: 5.4030878141281e-07
Position 2584: 4.4524390389356534e-07
Position 691: 4.2627259999001547e-07
Position 2240: 4.100328952539967e-07
Position 1085: 3.2598973791784773e-07
Position 202: 3.04713037020147e-07
Position 309: 2.595535450174218e-07
Position 251: 2.331726125327839e-07
Position 2605: 2.2231995190184726e-07
Position 584: 1.836787229308976e-07
Position 661: 1.8173958073575013e-07
Position 960: 1.718392403572345e-07
Position 1109: 1.513890270161305e-07
Position 680: 1.3807415377600388e-07
Position 1983: 1.3402999087012323e-07
Position 1104: 1.1871305719066466e-07
Position 154: 1.0867257926607521e-07
Position 1037: 8.710318291552096e-08
Position 1849: 8.185738718455502e-08
Position 2061: 7.680183167431954e-08
Position 904: 6.267766374913827e-08
Position 2219: 5.6528515976691494e-08
Position 119: 4.674084820412146e-08
Position 1997: 4.6570369845388044e-08
Position 4453: 4.576387591825483e-08
Position 4425: 4.547665322193042e-08
Position 1994: 4.467849996436223e-08
Position 822: 4.3621114675543815e-08
Position 1989: 4.0125886607912206e-08
Position 130: 3.849338882726526e-08
Position 976: 3.685408931260714e-08
Position 1106: 3.573246578294417e-08
Position 156: 3.5148526408308567e-08
Position 1039: 2.585114790000611e-08
Position 74: 2.5819067978042788e-08
Position 103: 2.004757742506937e-08
Position 1629: 1.4676623053689933e-08
Position 968: 1.4656651544464176e-08
Position 767: 1.3010339866512499e-08
Position 162: 9.502780840556328e-09
Position 1051: 8.483441849897843e-09
Position 1100: 7.838351887797711e-09
Position 2011: 3.5332144245555867e-09
Position 1559: 2.521116669600067e-09
Position 127: 1.0217204864941628e-10
Position 124: 4.5563165155168963e-11
Position 727: 4.041221381700243e-15
