Gene = Stum
Position 5634: 0.00029956002157492277
Position 2677: 0.0002577253332782443
Position 5636: 0.00025716245050137255
Position 5836: 0.0002258981457698486
Position 5638: 0.000203891413761756
Position 808: 0.00012936413663370162
Position 349: 0.00010298554678647121
Position 231: 9.781515503927608e-05
Position 863: 8.766974344053703e-05
Position 812: 7.969764692901437e-05
Position 1886: 5.436614073330456e-05
Position 215: 3.593964742259355e-05
Position 228: 3.535860072589886e-05
Position 2447: 3.1812087103039035e-05
Position 2440: 3.1635655280928814e-05
Position 460: 2.8745832201455466e-05
Position 772: 2.7380882124527428e-05
Position 2571: 2.539166247399703e-05
Position 218: 2.5314189093181473e-05
Position 4700: 2.3723846180136397e-05
Position 2461: 2.136772180294768e-05
Position 1466: 1.6945942741457288e-05
Position 95: 1.6186441306287514e-05
Position 351: 1.6076269099188794e-05
Position 307: 1.1485415876945761e-05
Position 719: 9.858979415323665e-06
Position 300: 7.773469191288689e-06
Position 879: 7.336640693368021e-06
Position 130: 6.33290652055972e-06
Position 389: 5.684468248150076e-06
Position 780: 5.19982340523953e-06
Position 896: 4.085824665008378e-06
Position 462: 3.5217581313064486e-06
Position 672: 3.034766430296057e-06
Position 625: 2.661874033592706e-06
Position 115: 2.573011270931319e-06
Position 327: 2.448529699006208e-06
Position 368: 2.3731440506450496e-06
Position 355: 2.3050080917719996e-06
Position 524: 1.7963562918814983e-06
Position 234: 1.7009072102555e-06
Position 1136: 7.012538555075461e-07
Position 2391: 6.391672605097455e-07
Position 2469: 5.59761625316353e-07
Position 2103: 4.4700654109564265e-07
Position 1394: 3.557054921049344e-07
Position 2449: 3.5185975943094585e-07
Position 1605: 3.355704899686008e-07
Position 1569: 3.2671040635908446e-07
Position 1600: 2.7282831507668175e-07
Position 1502: 2.355106718734653e-07
Position 85: 1.97141560139769e-07
Position 1280: 1.853191860930399e-07
Position 2329: 1.6551266264555946e-07
Position 353: 1.4796195555688462e-07
Position 1848: 1.4327833904299693e-07
Position 1775: 1.377631190323439e-07
Position 1345: 1.2790633164285104e-07
Position 560: 1.278206337964223e-07
Position 2238: 1.0086113542385462e-07
Position 454: 8.382443054453425e-08
Position 480: 4.695010303341068e-08
Position 715: 1.8979941356914064e-08
Position 186: 1.7068409911920726e-08
Position 1072: 1.0043152984186707e-08
Position 519: 5.786126929083541e-09
Position 1068: 3.568651722684657e-12
Position 799: 9.51121259730385e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7659: 0.5719615448872168
Position 15968: 0.10317542667432819
Position 15774: 0.0958668157661568
Position 884: 0.0664018362905302
Position 2537: 0.050888456063483196
Position 7169: 0.04383780271790835
Position 5722: 0.03303886547560458
Position 5502: 0.032152888672389454
Position 958: 0.02813776752161731
Position 5446: 0.019705832440398207
Position 8672: 0.017485546568615784
Position 15792: 0.01384242119937491
Position 4657: 0.012340896094059658
Position 10263: 0.012299953513365441
Position 6659: 0.012182126592863468
Position 9602: 0.011583643328574702
Position 8955: 0.009993955968486668
Position 4807: 0.009972543202788571
Position 3209: 0.009392073581881582
Position 16694: 0.009324111410643878
Position 6629: 0.008433015568109313
Position 10718: 0.0081138438774481
Position 11569: 0.008079124515164559
Position 12723: 0.007621713493671282
Position 1182: 0.00758846791079999
Position 2562: 0.007292301108725151
Position 16267: 0.006910085845041908
Position 7537: 0.006517393826497534
Position 2865: 0.006086356178387051
Position 2035: 0.006056138194810581
Position 2371: 0.005420440768578513
Position 12420: 0.005276510269433501
Position 9115: 0.004750682120871404
Position 6256: 0.0046212619275836754
Position 7601: 0.004569330179369597
Position 3394: 0.0040453358367006365
Position 6047: 0.003981017029978581
Position 10425: 0.003913389843185744
Position 9758: 0.003687899728992354
Position 5769: 0.0036599265191883433
Position 660: 0.003520771632429339
Position 502: 0.0035047547331790263
Position 2947: 0.0034964080323163682
Position 1013: 0.003268134027620869
Position 3822: 0.003037529876510596
Position 3872: 0.0029454751962069183
Position 2750: 0.002935894999809067
Position 7801: 0.0027220427263842805
Position 536: 0.0025591408660463125
Position 3489: 0.0022911847489042506
Position 3850: 0.0021701008252674567
Position 7135: 0.002110205360290829
Position 11599: 0.0020334688634909013
Position 505: 0.0019509725295267226
Position 7517: 0.0019433799007395197
Position 9351: 0.001875935325951581
Position 2222: 0.0017222361398512359
Position 3741: 0.0016871739527727749
Position 470: 0.0016732369755256586
Position 5530: 0.0016488910509555705
Position 8877: 0.0015150926661524173
Position 862: 0.001483277755704467
Position 7092: 0.0014818633869979649
Position 12702: 0.0014278493217976457
Position 2227: 0.0012876978751239685
Position 8028: 0.0012295634294834546
Position 1477: 0.0011871446202349398
Position 711: 0.0011866048263744968
Position 8751: 0.00113915185373585
Position 4500: 0.0011369580769906695
Position 902: 0.0011104054873454056
Position 2900: 0.0011026056160865758
Position 914: 0.001070881589787687
Position 5919: 0.0010319447928637115
Position 8510: 0.0010168121041421877
Position 575: 0.0009631772797121989
Position 2058: 0.0009278818894923863
Position 9787: 0.000828916580281763
Position 6559: 0.0008285710031572273
Position 11224: 0.0008074008640645192
Position 9141: 0.0007988114384563929
Position 476: 0.0007793902998713053
Position 4311: 0.0007772500909001629
Position 7746: 0.0007771070280635213
Position 7710: 0.000689731288748386
Position 8581: 0.0006888962302683915
Position 2988: 0.0006752222235685701
Position 3879: 0.0006590601117044532
Position 8767: 0.0006567233185153453
Position 7639: 0.0006268835956152478
Position 4978: 0.0005400386774021523
Position 5423: 0.0005385105671057884
Position 1661: 0.000514512057019994
Position 10337: 0.0005037983010435787
Position 6639: 0.0005035750042342084
Position 2238: 0.0004993642192167459
Position 5314: 0.0004983123459691138
Position 1319: 0.0004726655155124329
Position 4464: 0.0004721458667309634
Position 3620: 0.00045292216317875715
Position 1824: 0.00045048601156920566
Position 4018: 0.00044825411080185644
Position 4265: 0.00044266149015959917
Position 9806: 0.0004341312303629618
Position 8068: 0.00041954511711324495
Position 9927: 0.0004179400279392192
Position 8004: 0.0004128256325169644
Position 3726: 0.00039875539000652825
Position 613: 0.00038875218008381686
Position 6537: 0.0003883762855238803
Position 4602: 0.0003674418697819633
Position 2280: 0.0003589087795324069
Position 1126: 0.0003462689498544596
Position 3518: 0.0003459805100478424
Position 1972: 0.00032351820224391634
Position 2159: 0.00030499333721720705
Position 886: 0.00029654728041741306
Position 910: 0.0002897433874362866
Position 4836: 0.0002870261597457148
Position 2542: 0.0002791833007712839
Position 579: 0.0002773489619356539
Position 1278: 0.0002738866886657362
Position 4366: 0.0002441336000411155
Position 635: 0.0002379299899175299
Position 1262: 0.00023775167331924226
Position 6239: 0.00022837563780563503
Position 5215: 0.00022156951740887276
Position 5211: 0.00020704108406618824
Position 3522: 0.00020078795939538387
Position 7626: 0.00019225140603932106
Position 4833: 0.00019167924479487425
Position 7838: 0.00018800259695241894
Position 2264: 0.00017618640278108816
Position 1285: 0.0001733044236327484
Position 1441: 0.00016676071096384648
Position 5230: 0.00016603399285967393
Position 2171: 0.00016558068100848064
Position 2582: 0.00014197985572160968
Position 5259: 0.00014094724428845103
Position 422: 0.00013838581116589542
Position 4238: 0.00013490168266138889
Position 7308: 0.00013395380238497739
Position 3543: 0.0001252358389178576
Position 1694: 0.00012296656770772405
Position 2211: 0.00011650158769341574
Position 4440: 0.00011349021410312447
Position 1448: 0.0001093257071473108
Position 739: 0.00010699709342246739
Position 742: 0.00010514793225731318
Position 5738: 9.473939727846005e-05
Position 3223: 9.460922990568751e-05
Position 6119: 8.442629372856336e-05
Position 6230: 8.404862283915494e-05
Position 3445: 8.271954809161457e-05
Position 2924: 8.087120526487e-05
Position 916: 6.830245681407256e-05
Position 5190: 6.778073538647377e-05
Position 788: 6.73219727013684e-05
Position 1633: 6.669376568628497e-05
Position 2626: 5.521479636618024e-05
Position 1883: 5.160582104522362e-05
Position 1640: 4.9042879176744565e-05
Position 1078: 3.9412330030384025e-05
Position 4528: 3.704512878458585e-05
Position 4080: 3.1820151971805376e-05
Position 3702: 2.7364290500624066e-05
Position 2968: 2.6747151395173003e-05
Position 2328: 2.2210056341666283e-05
Position 2726: 2.0465985361553685e-05
Position 2817: 1.881991426763817e-05
Position 2698: 1.8021274645157534e-05
Position 665: 1.4533804400703636e-05
Position 795: 1.3681803213470622e-05
Position 744: 1.2880228408233186e-05
Position 845: 1.2842107706033557e-05
Position 417: 1.1914193518800044e-05
Position 1106: 9.918139635850733e-06
Position 587: 9.409998576676215e-06
Position 2070: 9.135389680755911e-06
Position 2301: 8.5245507337474e-06
Position 632: 5.845296676558053e-06
Position 426: 4.545664344161363e-06
Position 543: 4.190023564377517e-06
Position 591: 3.5574576886323716e-06
Position 973: 3.384122937030206e-06
Position 1028: 2.067740112995119e-06
Position 839: 2.0502079482182464e-06
Position 2191: 2.041917606067673e-06
Position 433: 1.9909215223767706e-06
Position 680: 1.9047769429104467e-06
Position 747: 1.8882710969516447e-06
Position 538: 1.84740309449006e-06
Position 347: 1.785296016051465e-06
Position 1744: 1.506194434502061e-06
Position 895: 1.5038476827139203e-06
Position 541: 1.4741740734132878e-06
Position 344: 1.3534992231652365e-06
Position 677: 9.212445894153227e-07
Position 1035: 7.75287617346293e-07
Position 515: 6.687942753714599e-07
Position 625: 6.401641594903523e-07
Position 431: 6.031513702615967e-07
Position 615: 3.9978632015856923e-07
Position 682: 2.988967366595927e-07
Position 437: 2.975290208131238e-07
Position 1031: 2.0619864437472982e-07
Position 593: 1.3583464575606244e-07
Position 767: 1.2809138177249848e-07
Position 598: 1.0495682113527101e-07
Position 756: 9.061786496957226e-08
Position 596: 8.262172685463803e-08
Position 848: 7.315843755989576e-08
Position 817: 4.293881458288853e-08
Position 1788: 2.3302607791579603e-08
Position 827: 2.2245510677623356e-08
Position 198: 1.9398832742043154e-08
Position 449: 1.9098652363209e-08
Position 1256: 1.2939418861331426e-08
Position 239: 1.240130226861042e-08
Position 192: 1.0286286178298674e-08
Position 223: 2.7043641694430698e-09
Position 156: 2.0630455166641524e-12
Position 251: 4.323298647021751e-13
Position 254: 1.022691822627305e-13
Position 164: 5.738641994789389e-14
