Gene = Strit1
Position 1189: 1.1074859316485945e-05
Position 998: 1.0740817981922352e-05
Position 306: 9.36170782026417e-06
Position 1096: 9.33114300866436e-06
Position 381: 5.888005221816009e-06
Position 388: 5.826694390746475e-06
Position 1336: 5.660759226920999e-06
Position 192: 4.7302369883661045e-06
Position 1478: 4.249432899367684e-06
Position 1227: 3.12850650644005e-06
Position 1023: 3.0153412421049305e-06
Position 965: 2.9318191909207553e-06
Position 735: 2.150276051750851e-06
Position 871: 2.12983413526022e-06
Position 991: 1.9158491151459212e-06
Position 1288: 1.9104314291577234e-06
Position 1871: 1.7998971154182618e-06
Position 218: 1.573169715600657e-06
Position 414: 1.5407610310539853e-06
Position 1599: 1.481752491639017e-06
Position 935: 7.845093683504946e-07
Position 693: 6.443670242408897e-07
Position 988: 6.388812151440099e-07
Position 457: 5.987481637011546e-07
Position 614: 1.2270832417112398e-07
Position 162: 9.305591504707951e-08
Position 408: 3.4554756461805595e-08
Position 604: 3.3213723824999764e-08
Position 355: 2.557008341245819e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2685: 0.5778743476565162
Position 2497: 0.24290651895442145
Position 1422: 0.24286644027692403
Position 1325: 0.2217575372958992
Position 2342: 0.14936889740154094
Position 1169: 0.09064442801265743
Position 701: 0.08473858663471386
Position 2494: 0.07855705660114981
Position 1760: 0.07179969800605111
Position 2448: 0.047175780491435775
Position 324: 0.026293779106779686
Position 2086: 0.023344241282572453
Position 2420: 0.020864673715452316
Position 1625: 0.018772421761819834
Position 1510: 0.01792059227259447
Position 1789: 0.01532513098111219
Position 1959: 0.01490156153632264
Position 1545: 0.013613942401063103
Position 2589: 0.013316975671093552
Position 131: 0.01324912242671555
Position 2521: 0.01060953886533621
Position 2752: 0.007840389230884974
Position 1186: 0.007699514410776369
Position 299: 0.006335843583058553
Position 2322: 0.005315808518250655
Position 608: 0.004674930086873645
Position 951: 0.0046624456503436594
Position 2715: 0.004183785543715615
Position 2202: 0.0032369193014673203
Position 2469: 0.002671655871823361
Position 1331: 0.002581704670066752
Position 706: 0.0024083914140446755
Position 2554: 0.0021602581947506153
Position 2232: 0.002031490184222852
Position 2690: 0.0018651689062906339
Position 238: 0.0017975909459924146
Position 1220: 0.0017395529249677774
Position 2138: 0.00163650377687974
Position 2693: 0.0014772700661063566
Position 588: 0.0014161743088072119
Position 2195: 0.0013493743191040997
Position 154: 0.001244078310987238
Position 261: 0.0011435677707841354
Position 2422: 0.0011084719861284044
Position 2153: 0.0010836337591819674
Position 335: 0.0010485898216842113
Position 1861: 0.0010232200365803894
Position 218: 0.0009125835838581922
Position 2718: 0.0008491178852446197
Position 1340: 0.0007938527712996121
Position 1570: 0.0007416817191310672
Position 759: 0.0007219049396475102
Position 400: 0.0006970174802868061
Position 1189: 0.0006455995180314447
Position 1063: 0.0006370425237099487
Position 1286: 0.0006143823713444192
Position 364: 0.0005823873374155701
Position 1932: 0.00055524958911742
Position 168: 0.00045661125165262376
Position 1288: 0.00044525510142333575
Position 642: 0.0004107582651476927
Position 177: 0.0004041238120979204
Position 1662: 0.00038368021419621346
Position 1457: 0.00037486625249542806
Position 1965: 0.00036283943341848074
Position 920: 0.0003509800545993186
Position 2462: 0.00034348001572654275
Position 204: 0.0003362578495657139
Position 1901: 0.00029336741633464807
Position 1011: 0.0002549230395673284
Position 1354: 0.0002541194775126792
Position 1512: 0.0002453748918323634
Position 392: 0.00020865716389901654
Position 342: 0.00019184585666338796
Position 856: 0.00017302940379520108
Position 1395: 0.00016962130149525737
Position 1293: 0.00016853564261451676
Position 1357: 0.0001521853162931104
Position 2731: 0.00014652235062682066
Position 2162: 0.00013402891780462005
Position 851: 0.00012013044452319452
Position 1799: 0.00010817679411119277
Position 2207: 9.890884021886319e-05
Position 614: 8.998595203621659e-05
Position 1427: 7.33869482883123e-05
Position 2209: 7.061123735887557e-05
Position 2239: 6.439927423134152e-05
Position 1351: 6.005889167742009e-05
Position 2364: 5.6265097549801425e-05
Position 2028: 4.788773011051061e-05
Position 780: 4.420700518062839e-05
Position 371: 3.481724439237402e-05
Position 367: 3.2292376850565546e-05
Position 2058: 3.188801698262409e-05
Position 1694: 3.073453944773502e-05
Position 1345: 2.883131397783466e-05
Position 1604: 2.816353089075519e-05
Position 729: 2.592555161193969e-05
Position 1802: 2.3397314365430615e-05
Position 146: 2.2965242288148523e-05
Position 769: 2.2750378213041558e-05
Position 886: 2.1033595570050603e-05
Position 836: 1.5853954746340068e-05
Position 818: 1.530357769339445e-05
Position 466: 1.0334085507433526e-05
Position 1047: 5.285958183810149e-06
Position 975: 3.6942988278658058e-06
Position 988: 3.56826139244738e-06
Position 1399: 2.176351699664378e-06
Position 670: 1.5286188254489256e-06
Position 1429: 1.3268666805079273e-06
Position 376: 7.577878418417811e-07
Position 1463: 7.187798801457371e-07
Position 1065: 6.734084530998797e-07
Position 985: 6.04080296835691e-07
Position 1392: 5.689831215941346e-07
Position 771: 4.618463130788705e-08
Position 715: 4.1167941062376756e-08
Position 381: 1.6649251808454222e-09
Position 442: 4.0155286172173736e-10
Position 421: 2.3688190133362743e-11
Position 475: 1.5075159960423242e-12
Position 414: 9.424181722788139e-14
Position 423: 6.357338082197476e-14
