Gene = Cops9
Position 2233: 0.00017314690529670847
Position 678: 0.00016204256336689365
Position 91: 0.0001492549848518628
Position 1852: 0.000129921653932794
Position 2568: 0.0001284056134386575
Position 411: 0.00012068271222545378
Position 717: 0.00011895125675315194
Position 1720: 0.0001176446995319282
Position 1057: 9.930287103791942e-05
Position 1034: 8.775376676458473e-05
Position 764: 7.288275307069303e-05
Position 625: 6.76232390069573e-05
Position 1548: 6.226645003111034e-05
Position 702: 5.201640918204472e-05
Position 830: 4.841561728003041e-05
Position 486: 3.874022252540198e-05
Position 697: 3.196550619010448e-05
Position 1352: 2.95912150552679e-05
Position 222: 2.2293344414372898e-05
Position 434: 1.9757754236666826e-05
Position 291: 1.828841934385494e-05
Position 55: 1.6308894619649073e-05
Position 404: 1.1120088190228112e-05
Position 465: 8.267553692673012e-06
Position 2355: 8.022969381543519e-06
Position 393: 3.5821017797110454e-06
Position 2405: 3.320573371026259e-06
Position 870: 2.473567463393872e-06
Position 391: 2.4255820090052656e-06
Position 449: 1.3577033894730199e-06
Position 858: 1.012195974311145e-06
Position 855: 9.90274393595595e-07
Position 2418: 4.091582039350986e-07
Position 2307: 3.3688763023464943e-07
Position 771: 2.9092781289553604e-07
Position 528: 2.4752710603358843e-07
Position 2506: 1.394492738488011e-07
Position 2561: 1.3589628328230865e-07
Position 513: 5.4575987704865334e-08
Position 510: 4.7426204605205566e-08
Position 2277: 3.582371171956773e-08
Position 432: 1.1589281474508468e-09
Position 526: 2.362519267710962e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2225: 0.8869653672189881
Position 570: 0.4187409818121143
Position 4581: 0.3311696668444479
Position 2652: 0.16368294122279456
Position 4555: 0.13039983664623353
Position 3183: 0.07453158130821884
Position 4524: 0.07242473310273957
Position 2128: 0.06729528646562638
Position 3765: 0.06344872999589782
Position 2474: 0.03823341770794127
Position 4367: 0.03528830536111278
Position 2141: 0.03411062478096496
Position 4456: 0.030022249564840956
Position 2405: 0.02420255417737534
Position 492: 0.023986545583120276
Position 4294: 0.02055708940221444
Position 256: 0.01860914847420211
Position 4063: 0.01850383769816679
Position 1203: 0.018151181167310647
Position 1959: 0.01724829381007547
Position 1657: 0.015595668932704893
Position 3685: 0.01430445238637452
Position 284: 0.014224312011897867
Position 4435: 0.01194919124623683
Position 947: 0.011320539636518634
Position 3596: 0.01029618813192625
Position 1068: 0.009996507105046388
Position 3441: 0.009503118053165385
Position 3879: 0.008896068905342874
Position 313: 0.008444598994170303
Position 3667: 0.008274275330100682
Position 3219: 0.006583037512823267
Position 4713: 0.00632461133866562
Position 1145: 0.0058005216472612805
Position 3121: 0.005611634671645679
Position 191: 0.00545311129828803
Position 2927: 0.0053819245631019615
Position 437: 0.005347321963944618
Position 3385: 0.004574940978020766
Position 2379: 0.004113813618177427
Position 3689: 0.004099158561686861
Position 2991: 0.0039722495412222196
Position 3858: 0.00356724715808528
Position 3424: 0.0034111246619512076
Position 523: 0.0029343855381785433
Position 3612: 0.002727887924321013
Position 4022: 0.002532550150718249
Position 3983: 0.002373839912228544
Position 3979: 0.0022234643011643553
Position 2490: 0.002159111060580557
Position 2232: 0.0018906509680552755
Position 4387: 0.0017680023322791784
Position 4325: 0.001719487329198206
Position 4663: 0.001674892551461226
Position 228: 0.001635431653507342
Position 2540: 0.0015224761586140833
Position 2872: 0.0014758083082639377
Position 175: 0.001467932626760496
Position 575: 0.0014155897134198155
Position 3574: 0.0013663302175120284
Position 4829: 0.001354107322623811
Position 4225: 0.0012053405465254797
Position 222: 0.0012030239205606979
Position 2443: 0.0010953082827460303
Position 3470: 0.001032666889839705
Position 3951: 0.0009984256934638552
Position 4087: 0.0009671338421449012
Position 708: 0.0009607183224496081
Position 1447: 0.0009488115443336256
Position 2345: 0.0008738169914598787
Position 1213: 0.0007804123595707858
Position 3569: 0.0007574517028782872
Position 2462: 0.0007492195625609921
Position 2660: 0.0007491138687988021
Position 2422: 0.0007050550857276437
Position 2899: 0.0006790392269127476
Position 2409: 0.0006090592953323418
Position 4190: 0.0005866524487197322
Position 4616: 0.0005456825160282552
Position 1292: 0.0005170931009298218
Position 4682: 0.00046472183336220625
Position 840: 0.00046040376728994525
Position 4803: 0.00045808366703289655
Position 349: 0.0004473647556121063
Position 4738: 0.000438653437887754
Position 2722: 0.00043270135968288674
Position 3160: 0.00040910250147020293
Position 1235: 0.0003961386491243329
Position 2950: 0.0003847128636036408
Position 170: 0.00036852195567432187
Position 1581: 0.0003572603347804578
Position 3513: 0.0003537807054556242
Position 2933: 0.00035120243273308667
Position 4494: 0.00034740743440266953
Position 2145: 0.00033815219706039327
Position 4590: 0.0003183294331259592
Position 4692: 0.0002656193725258209
Position 2854: 0.00024606010330435236
Position 4620: 0.000245877708414464
Position 2735: 0.0002439411910724023
Position 4403: 0.00023598864803674787
Position 2440: 0.00022669218187784912
Position 1962: 0.00021613012531653916
Position 788: 0.00021480061579072108
Position 3333: 0.00021463191158851557
Position 447: 0.00020638664146208457
Position 2691: 0.00020484621700238948
Position 2546: 0.0002030320512545976
Position 1630: 0.00019622314242835978
Position 3044: 0.00019361203250076582
Position 3353: 0.00018619791797150646
Position 1254: 0.00017721061056329103
Position 760: 0.00017300235375963195
Position 3364: 0.00016754814739726036
Position 193: 0.00016365152857429467
Position 1231: 0.000158501094358648
Position 2779: 0.00013330449897588283
Position 3526: 0.0001303287220771928
Position 3640: 0.0001297193181333967
Position 209: 0.0001230086375439804
Position 2487: 0.00012133265816199022
Position 1267: 0.00011590962906877695
Position 315: 0.0001135504909499612
Position 3190: 0.00011095804368189559
Position 267: 0.00010634911416582092
Position 1270: 0.00010491409971766885
Position 3491: 0.00010162760290847393
Position 1741: 8.894428640407658e-05
Position 260: 8.008705085549803e-05
Position 613: 7.371520372846259e-05
Position 1281: 6.833042809151432e-05
Position 3274: 5.940326979252311e-05
Position 532: 5.872895392558294e-05
Position 322: 4.9172786515498925e-05
Position 615: 2.556755594884869e-05
Position 1612: 2.476404554561212e-05
Position 2262: 2.3741924287072957e-05
Position 536: 1.6877089127041757e-05
Position 3199: 1.6397912188880037e-05
Position 2438: 1.3945881751647188e-05
Position 4254: 1.3069041424031875e-05
Position 317: 1.2668226412434882e-05
Position 3244: 1.0022844337830948e-05
Position 3075: 8.172258006151405e-06
Position 3123: 7.0089280548887665e-06
Position 4235: 6.346693581526174e-06
Position 3905: 5.400214786774472e-06
Position 264: 5.181301770433169e-06
Position 2433: 4.4994471961467995e-06
Position 1969: 3.5203932747139795e-06
Position 526: 3.0099161212895427e-06
Position 329: 2.6709128797078383e-06
Position 2500: 1.966013771305383e-06
Position 1829: 1.9655294354249994e-06
Position 2447: 1.856485978089775e-06
Position 357: 1.4161835480745174e-06
Position 377: 1.362025519585547e-06
Position 203: 1.1388110908554222e-06
Position 1131: 9.573416127465995e-07
Position 1089: 9.16592992763494e-07
Position 1075: 6.742987328865713e-07
Position 923: 6.40611844018149e-07
Position 333: 6.300961203255976e-07
Position 582: 5.568223005483057e-07
Position 688: 5.077399226123187e-07
Position 910: 4.849338509709386e-07
Position 1324: 4.074613728408101e-07
Position 1338: 3.972415761621385e-07
Position 1675: 3.8083682589907506e-07
Position 372: 3.2356137745871195e-07
Position 365: 2.905070499158801e-07
Position 105: 2.3825942275663864e-07
Position 635: 2.1780022812669245e-07
Position 906: 2.0237921473620324e-07
Position 449: 1.9451868234214377e-07
Position 622: 1.3369956624741176e-07
Position 146: 9.951013013141046e-08
Position 717: 3.8400259931164905e-08
Position 127: 3.2664057021758e-08
Position 1817: 3.205218027438955e-08
Position 1890: 3.198975584486016e-08
Position 1084: 2.6574027470130936e-08
Position 383: 2.656957449993178e-08
Position 656: 9.879549638936361e-09
Position 374: 7.51469626530846e-09
Position 736: 7.180379243955131e-09
Position 457: 8.65541826654534e-10
Position 660: 8.487117960898149e-10
Position 579: 7.344950470949484e-10
Position 637: 5.902443267749589e-11
