Gene = Zzz3
Position 3224: 0.14595430987527588
Position 5975: 0.11430070579354105
Position 1298: 0.09033453473365975
Position 5005: 0.08837918583335054
Position 8136: 0.07795410957343152
Position 7400: 0.062115673764329325
Position 2126: 0.05336458555472996
Position 4907: 0.049814073095371815
Position 9606: 0.047525884134582995
Position 9568: 0.043928476380934466
Position 5034: 0.04327470569212683
Position 4552: 0.04268138551307903
Position 1060: 0.04133150875066654
Position 9726: 0.03416159020024276
Position 475: 0.03301996399496212
Position 5502: 0.02718839147398042
Position 3174: 0.025393129575860932
Position 3649: 0.021773229984717347
Position 5091: 0.020645288654587354
Position 7058: 0.018291889527137735
Position 758: 0.01800710570287421
Position 9280: 0.014872997850002978
Position 8132: 0.01459904996954586
Position 3271: 0.014460412255202336
Position 3131: 0.013637771318094079
Position 4875: 0.012134008279170615
Position 5587: 0.01175409593777671
Position 15195: 0.011726701520736588
Position 6536: 0.011633609339472117
Position 4089: 0.011274220051380414
Position 3621: 0.010864114594015506
Position 4624: 0.010533243560352342
Position 9259: 0.00963937554979989
Position 6362: 0.009146423197300777
Position 13771: 0.008511287424437393
Position 5878: 0.00824205097226725
Position 7483: 0.008063835207783294
Position 4189: 0.007315330159175986
Position 7789: 0.007011976437014021
Position 5250: 0.0067122615945859904
Position 4772: 0.006309146556828924
Position 10755: 0.005831708131307342
Position 6150: 0.0056638500646367905
Position 6292: 0.005659006739388629
Position 5954: 0.005400461429516356
Position 2334: 0.005381848088478576
Position 4768: 0.005085184767923996
Position 1036: 0.005056437822901421
Position 7858: 0.004884360389144913
Position 12075: 0.0048224530085148
Position 5338: 0.004783428436168018
Position 2920: 0.004709171917197684
Position 3663: 0.004602420639385827
Position 6464: 0.0045123727814158155
Position 5958: 0.0042426536268492234
Position 12963: 0.0040551392123021075
Position 1722: 0.004032281116345236
Position 1189: 0.0037875541734590143
Position 11385: 0.0037534147291147456
Position 12132: 0.0037295661791918776
Position 2815: 0.003246950234837335
Position 1096: 0.0031814134388756248
Position 2786: 0.0031777229612501186
Position 1119: 0.0031562391576026184
Position 3321: 0.0031111975476276347
Position 543: 0.0029514614128752052
Position 2730: 0.0029157959602789524
Position 6725: 0.002911601447814812
Position 1398: 0.002803007995145049
Position 11702: 0.002757362347667305
Position 11280: 0.0027556247137740597
Position 1160: 0.0027396010477155337
Position 8501: 0.002696470734057688
Position 4210: 0.002267399597341557
Position 3146: 0.0022451316042830963
Position 1147: 0.002226012789082871
Position 3400: 0.0022184502146271024
Position 3715: 0.0018899847007208819
Position 5341: 0.0018527127610272862
Position 2929: 0.0018389194386048628
Position 7444: 0.001789784661886813
Position 3900: 0.0017665378197152214
Position 5477: 0.001653663380863691
Position 10349: 0.0014911567356418029
Position 2783: 0.0014738855016153598
Position 4986: 0.0013838329448191454
Position 5671: 0.0013174224623406837
Position 1900: 0.0012937328791301135
Position 3623: 0.0012907591278557497
Position 9341: 0.0012765655606667519
Position 616: 0.001231100145811383
Position 1049: 0.001183896860492794
Position 1537: 0.0011799511019211536
Position 3571: 0.0011501097694425015
Position 4413: 0.0011234144036741153
Position 4629: 0.0011167301776388878
Position 3237: 0.0010785342139618057
Position 4363: 0.0010571269613659769
Position 9141: 0.0010160745478980052
Position 8748: 0.0010034647271495384
Position 2396: 0.0009959210082349996
Position 9386: 0.0009953823720445308
Position 6084: 0.0009531426481848276
Position 3283: 0.0009213962218013944
Position 1686: 0.000890950920282576
Position 7718: 0.0008454708798876834
Position 5279: 0.0008377020973044207
Position 6443: 0.0008007173278926165
Position 1003: 0.0007752891986423584
Position 7100: 0.0007622419882486424
Position 9032: 0.0007371894059294123
Position 3294: 0.0007148447854929066
Position 1755: 0.000647072522002976
Position 7219: 0.0006437852506088301
Position 1352: 0.0006215968848601208
Position 3462: 0.0005740772480901415
Position 1854: 0.0005473241962626883
Position 6803: 0.0005459339591161178
Position 988: 0.0005349550750115787
Position 7765: 0.0005229483460001396
Position 2734: 0.00046673980156850393
Position 8032: 0.0004590834619811167
Position 6500: 0.0004574584955356445
Position 6648: 0.00045459243806957267
Position 4912: 0.0004513776561909935
Position 1069: 0.00044663940369263865
Position 6166: 0.0004107447993442866
Position 6626: 0.0003661365519100149
Position 6505: 0.0003445560511903337
Position 4097: 0.0003341271045085138
Position 5610: 0.00029348934680064595
Position 2140: 0.0002834087299920914
Position 6400: 0.0002698077516491518
Position 4158: 0.0002536572607907156
Position 1610: 0.0002462267112721739
Position 2183: 0.00024046234238064566
Position 4585: 0.00022489838367869316
Position 634: 0.00022362250021110768
Position 4127: 0.00021175975267859906
Position 1784: 0.00019597294038435227
Position 5112: 0.00018695402084799767
Position 5789: 0.00018098120448350628
Position 1948: 0.00017887738022781744
Position 1995: 0.0001739566442824762
Position 5656: 0.00016539501876265418
Position 3835: 0.00016197903115812074
Position 1455: 0.00016047545937989717
Position 2557: 0.00015697973030997343
Position 1577: 0.0001472121411598579
Position 497: 0.00014696297812494833
Position 2820: 0.00013353948428806975
Position 4735: 0.00013026803367903586
Position 763: 0.00011642332644005163
Position 1007: 0.0001061805044942008
Position 3928: 0.00010181460974409865
Position 4168: 0.00010088920314981524
Position 2347: 9.950308457479125e-05
Position 1403: 9.563487937900696e-05
Position 844: 8.58415017760373e-05
Position 2296: 7.658104846195648e-05
Position 2306: 7.588286294002758e-05
Position 1728: 7.115153648127504e-05
Position 4821: 6.889966221843275e-05
Position 2480: 6.154078406784645e-05
Position 641: 5.938620761202646e-05
Position 1533: 5.678197028646703e-05
Position 2364: 5.6334015043543423e-05
Position 1736: 5.560748117165602e-05
Position 3501: 5.11713575267502e-05
Position 690: 5.060699473554283e-05
Position 1247: 4.9945901049943585e-05
Position 2190: 4.749120588089515e-05
Position 3514: 4.7380441883997726e-05
Position 1483: 4.476338704355739e-05
Position 1305: 4.451840684136849e-05
Position 2381: 4.155566186865538e-05
Position 4304: 3.915821079679506e-05
Position 2272: 3.567159425033631e-05
Position 3156: 3.4171787182422296e-05
Position 5997: 2.8833243263160673e-05
Position 2877: 2.2482612147479688e-05
Position 4395: 2.1285923087057615e-05
Position 2767: 1.718086985123397e-05
Position 2055: 1.666962166577531e-05
Position 1197: 1.429790567556991e-05
Position 2023: 1.3951316629100113e-05
Position 484: 9.177855689312268e-06
Position 3407: 7.438913227256224e-06
Position 2863: 7.015592402253476e-06
Position 2837: 6.725633254610593e-06
Position 1202: 5.518720574961642e-06
Position 2163: 5.210394272173109e-06
Position 3326: 4.4008654957127235e-06
Position 3304: 4.1542353435845255e-06
Position 1836: 4.084194619314023e-06
Position 2093: 3.99656588526766e-06
Position 569: 3.634892138097207e-06
Position 1170: 3.4117650777541917e-06
Position 580: 2.7220002248323563e-06
Position 944: 2.6021738679873126e-06
Position 1701: 2.5192645771737048e-06
Position 587: 2.286567893500144e-06
Position 3065: 1.706116772889954e-06
Position 549: 1.1927268092833202e-06
Position 1955: 1.1149259638465128e-06
Position 489: 7.861652951227197e-07
Position 387: 7.524948385545353e-07
Position 427: 7.334319899805824e-07
Position 1788: 6.7990839245905e-07
Position 2151: 6.618209981592385e-07
Position 955: 5.48238848894821e-07
Position 804: 5.482114133240027e-07
Position 1697: 5.392933855071972e-07
Position 382: 4.778516110705325e-07
Position 1502: 4.6566513146665267e-07
Position 2105: 4.458084375983491e-07
Position 2063: 4.0798799445195287e-07
Position 577: 3.12502895045359e-07
Position 486: 2.974347187392638e-07
Position 1704: 2.6660398008917574e-07
Position 1614: 2.5331108376444914e-07
Position 403: 2.0805738616357645e-07
Position 435: 1.864897138548829e-07
Position 899: 1.6496396061215157e-07
Position 507: 1.6461471857447106e-07
Position 314: 1.1993284855819587e-07
Position 846: 8.467746302419237e-08
Position 741: 4.664484421725689e-08
Position 658: 3.77945027132318e-08
Position 1308: 1.921303664562038e-08
Position 228: 1.7820814683674916e-08
Position 202: 1.076810400473138e-08
Position 220: 7.80975936149811e-09
Position 437: 7.3032082880626624e-09
Position 234: 3.829481904174817e-09
Position 444: 3.0919524812477243e-09
Position 397: 2.4296062147646543e-09
Position 259: 2.1475251450363336e-09
Position 325: 9.39395886090364e-10
Position 692: 4.283714336108631e-10
Position 230: 3.6501628382536475e-10
Position 238: 2.2681054027409567e-10
Position 335: 1.564891893180163e-10
Position 247: 5.747686614845076e-11
Position 713: 7.627947747729799e-13
Position 774: 1.5559005596023862e-13
