Gene = Aasdhppt
Position 491: 8.676484214464843e-12
Position 531: 5.822113944353661e-13
Position 529: 2.7105635233822747e-13
Position 538: 2.6508918859198213e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 6835: 0.996721424195167
Position 10097: 0.7501060962929409
Position 12627: 0.7007283259797442
Position 547: 0.3316521597810908
Position 5248: 0.1479421973386429
Position 9861: 0.14120105511254386
Position 6251: 0.1325065990164455
Position 13084: 0.0971727627300249
Position 14089: 0.06790250264819112
Position 13114: 0.06590101793953283
Position 2875: 0.05722891910465244
Position 12978: 0.057085488798026704
Position 619: 0.051556177826884035
Position 13306: 0.048494875263619674
Position 13159: 0.048336293922690086
Position 10070: 0.03404157567963158
Position 9211: 0.031605837038323176
Position 2896: 0.030590515846591358
Position 10537: 0.029350696927324678
Position 13524: 0.02858565291729918
Position 567: 0.02762372187020786
Position 3160: 0.02722148366542575
Position 2054: 0.025170816491519667
Position 8128: 0.02414179606027447
Position 13599: 0.023362545445966672
Position 1149: 0.022978650588211153
Position 14339: 0.021693532399236475
Position 11496: 0.015933457072138814
Position 12898: 0.015620305196230878
Position 8768: 0.01431579959100623
Position 9834: 0.013313861630012927
Position 8933: 0.012731327227520146
Position 7795: 0.012572075987829607
Position 653: 0.011735690507882248
Position 2842: 0.011129540770082352
Position 9169: 0.010958609012101413
Position 6215: 0.010846827532469025
Position 12210: 0.010841727100872854
Position 1609: 0.008667964116677047
Position 6269: 0.00860633049656916
Position 10325: 0.007397818219201143
Position 581: 0.0069024760041415285
Position 701: 0.006798109682117437
Position 10131: 0.0061282455504870995
Position 10517: 0.006056678567164827
Position 10492: 0.00600501212597552
Position 12697: 0.005955610384702584
Position 5313: 0.005197842302618727
Position 575: 0.0049788772605601495
Position 7829: 0.004620899251112914
Position 8060: 0.004547333410512756
Position 9797: 0.004538882792518955
Position 13372: 0.0045029664394014915
Position 8191: 0.004386582863125887
Position 2436: 0.004385961381741788
Position 8662: 0.004344176667618926
Position 12757: 0.0039565462459606494
Position 12921: 0.003801225531429974
Position 491: 0.003699702608262315
Position 5088: 0.0035534769723576352
Position 4947: 0.0035441704756236773
Position 3074: 0.0031895412271778613
Position 9222: 0.0031029788024469354
Position 3012: 0.0030049738059682793
Position 631: 0.0029932618555748125
Position 9424: 0.002884383227704845
Position 8989: 0.0028515487795056213
Position 14552: 0.0028074155415353003
Position 2128: 0.0027141743971284384
Position 11249: 0.002361641415818847
Position 12428: 0.0020775985123298777
Position 14164: 0.0019737819427936986
Position 5528: 0.0017958741832652904
Position 4750: 0.0016571855906643627
Position 725: 0.0016552679298591595
Position 5445: 0.001622931644270739
Position 1735: 0.0014454933241154547
Position 8039: 0.0014438247636458176
Position 13219: 0.001333652878647852
Position 8645: 0.0012535969046678884
Position 10573: 0.0012107334316994263
Position 2813: 0.0011881068510366712
Position 1171: 0.001153260632537142
Position 13129: 0.0010998963873370823
Position 7318: 0.001051389292330754
Position 7202: 0.001027559330234041
Position 7510: 0.0009858007249196172
Position 8774: 0.0009857505870206906
Position 465: 0.0009735268028953002
Position 153: 0.0009366643675861932
Position 3049: 0.0008936553982731643
Position 11599: 0.000869418641177005
Position 10269: 0.0008676462874506462
Position 7579: 0.000752004224527155
Position 12268: 0.0007456974702282627
Position 7067: 0.0007009315610137742
Position 2140: 0.0006646219189975207
Position 10606: 0.0006466709013391815
Position 7167: 0.0006268983692417307
Position 1032: 0.0006140164970177937
Position 1125: 0.0006094126284393514
Position 511: 0.0006051537559033309
Position 11420: 0.0006044837160990765
Position 9601: 0.0006039145350224839
Position 8439: 0.0005984075264601521
Position 8795: 0.0005568309917955196
Position 2408: 0.0005271970429757541
Position 14023: 0.0004837416697309619
Position 488: 0.00048296759413186035
Position 13940: 0.00047295204755072194
Position 11300: 0.0004523457307836711
Position 1085: 0.00045175939915663725
Position 8953: 0.00044439030185749356
Position 10102: 0.00042926180846549963
Position 13700: 0.00041590152377472085
Position 637: 0.00037835651148122873
Position 7391: 0.0003637619734771139
Position 8587: 0.00033345321419098314
Position 11636: 0.00031844061133608887
Position 3401: 0.0003115125885131548
Position 8148: 0.0003052757313358593
Position 8048: 0.00028379398298451894
Position 4202: 0.0002834202352974438
Position 982: 0.0002645905241134137
Position 8736: 0.0002536619116369433
Position 6635: 0.000253479361549692
Position 204: 0.00024309107626846455
Position 12916: 0.00021401962674027722
Position 713: 0.0001990744006594793
Position 159: 0.00019746437706256203
Position 11644: 0.00019522469872212115
Position 7935: 0.0001841086449125102
Position 508: 0.00018365181164155695
Position 8230: 0.00017756981052495245
Position 8563: 0.00017684264946546844
Position 11461: 0.00017515670896606195
Position 621: 0.0001320587980641118
Position 12237: 0.00012696543115588767
Position 165: 0.0001229380743705647
Position 7322: 0.00012154979904108113
Position 7145: 0.00010707156969859619
Position 7411: 0.00010666703405590375
Position 11624: 8.004348503248766e-05
Position 1648: 7.17411868257085e-05
Position 9051: 6.875424598830069e-05
Position 11049: 6.823496105806227e-05
Position 2074: 6.065711038092423e-05
Position 10741: 5.843792077158609e-05
Position 8530: 5.320682793701233e-05
Position 1903: 5.023998877676597e-05
Position 3238: 4.9669705709480404e-05
Position 116: 4.8127250239970206e-05
Position 8323: 4.762694847705103e-05
Position 967: 4.633532235276907e-05
Position 168: 4.228706761186636e-05
Position 7224: 3.706557211182761e-05
Position 9023: 3.1378374092531126e-05
Position 3092: 2.5573955086916758e-05
Position 8873: 2.509561625043675e-05
Position 468: 2.492987308545123e-05
Position 208: 2.373953801417983e-05
Position 817: 2.100135201643478e-05
Position 8709: 2.0470683415263632e-05
Position 2020: 1.678885773374062e-05
Position 2200: 1.4051785307610856e-05
Position 7495: 1.2219936838464689e-05
Position 2315: 1.1432166726553543e-05
Position 1001: 1.1067245432237331e-05
Position 1511: 9.609626383073876e-06
Position 320: 8.602996762747756e-06
Position 240: 6.894123105410494e-06
Position 1194: 6.635709878898815e-06
Position 8087: 5.0892563232897985e-06
Position 1353: 5.0336433283728554e-06
Position 1065: 4.712909440786165e-06
Position 121: 3.3442342076271828e-06
Position 292: 2.9995048847169136e-06
Position 222: 2.9383605478497517e-06
Position 1508: 2.5228756930827706e-06
Position 162: 2.076397120847513e-06
Position 7591: 1.9831847032064944e-06
Position 10456: 1.5555771419047474e-06
Position 917: 1.4994295114342636e-06
Position 1625: 1.4881704212990547e-06
Position 760: 1.266162963517833e-06
Position 739: 1.205173587347805e-06
Position 831: 8.989636078704816e-07
Position 515: 8.777977671049125e-07
Position 180: 8.643215457165366e-07
Position 371: 7.566870030589012e-07
Position 357: 6.751125443506107e-07
Position 405: 6.496815961676716e-07
Position 7099: 6.059993660119392e-07
Position 773: 5.578999598844029e-07
Position 301: 4.896757710754903e-07
Position 7024: 4.0691760423771565e-07
Position 7088: 2.430491968793779e-07
Position 1315: 2.392403571751637e-07
Position 336: 2.0875708513106023e-07
Position 765: 1.013362160068448e-07
Position 1191: 8.984503492476336e-08
Position 1243: 8.539438085102477e-08
Position 888: 8.501278399176273e-08
Position 1050: 7.065402060059452e-08
Position 1210: 6.367623311086819e-08
Position 733: 3.312149496486864e-08
Position 583: 2.5998786117937686e-08
Position 2162: 2.00472342412599e-08
Position 802: 8.890652252051304e-10
Position 384: 7.112647820979325e-10
Position 835: 2.4768994593975967e-11
