Gene = Yod1
Position 643: 0.0010223823957891246
Position 354: 0.0008460947367108291
Position 572: 0.0008458832405745407
Position 3411: 0.000820155815733529
Position 1209: 0.0007344534973611655
Position 1036: 0.000664047029698082
Position 726: 0.000650396513060694
Position 3472: 0.0006300872094242912
Position 2288: 0.0006278721552532389
Position 402: 0.0006121197430659693
Position 2421: 0.0005503639260898896
Position 1880: 0.00045826206316392545
Position 2174: 0.0004168942779139561
Position 4715: 0.000407913287854273
Position 1409: 0.0003957489867773414
Position 2245: 0.0003900614219820421
Position 6199: 0.0003462141982581733
Position 3010: 0.00034594530064358756
Position 3111: 0.0003102557354207936
Position 443: 0.00029916707175485426
Position 6581: 0.0002832720507388356
Position 2588: 0.0002775429483048009
Position 5390: 0.00025699088754658773
Position 1763: 0.00025238750171646695
Position 2986: 0.000242305878419652
Position 4686: 0.0002411227608686225
Position 4076: 0.00023688178669427145
Position 773: 0.00022466232863468436
Position 5287: 0.00021986489418017487
Position 1162: 0.00021828108263706217
Position 4936: 0.0002173363751942338
Position 576: 0.00020635601041017157
Position 3745: 0.00019807853648575442
Position 225: 0.00018932612034358652
Position 6831: 0.00018399241751825438
Position 1861: 0.00016881340654308224
Position 5555: 0.0001445375277980228
Position 2840: 0.0001362088299512639
Position 1464: 0.00013138665507701964
Position 983: 0.0001264373798244629
Position 2875: 0.00012356425539052904
Position 429: 0.00011818158070064977
Position 1412: 0.00011560899674423265
Position 614: 0.00010999193399455217
Position 592: 0.00010312962666588422
Position 4721: 9.86876249851778e-05
Position 3598: 9.820139781160851e-05
Position 256: 9.443675906485164e-05
Position 2127: 9.15417902109876e-05
Position 648: 8.998916572829153e-05
Position 3251: 8.976715861803327e-05
Position 3236: 8.626910784016315e-05
Position 1505: 8.598333984977524e-05
Position 4442: 8.402043048663185e-05
Position 3257: 7.656178002632672e-05
Position 480: 7.653057138415497e-05
Position 2001: 6.19306290731831e-05
Position 2216: 5.5362140485682016e-05
Position 3501: 5.444211317272518e-05
Position 1127: 5.38686520406499e-05
Position 3367: 5.3294663483956315e-05
Position 3621: 5.1750745649530236e-05
Position 2020: 5.0028710386084114e-05
Position 586: 5.002298669489738e-05
Position 1934: 4.964093124140407e-05
Position 3928: 4.908783897073374e-05
Position 2156: 4.603819831677729e-05
Position 3314: 4.423531326000067e-05
Position 1020: 4.422499372627486e-05
Position 297: 4.25050207890087e-05
Position 1760: 4.2486282797620526e-05
Position 2017: 4.002478607868983e-05
Position 1556: 3.778013464058575e-05
Position 3562: 3.717303028838477e-05
Position 1616: 3.688825793191813e-05
Position 3072: 3.50549126857218e-05
Position 1514: 3.170833019744096e-05
Position 776: 2.3858107799626496e-05
Position 663: 2.3641204547998876e-05
Position 1264: 2.155243213948488e-05
Position 604: 2.1453638113202373e-05
Position 1079: 2.1279897180968313e-05
Position 1686: 2.082317674768138e-05
Position 1173: 1.765182105781407e-05
Position 1638: 1.692014176838475e-05
Position 986: 1.682570433712952e-05
Position 1325: 1.5486938245627276e-05
Position 303: 1.2819014327539565e-05
Position 2323: 1.1056223184499001e-05
Position 1088: 7.830890139832357e-06
Position 231: 5.61020649184456e-06
Position 259: 4.758308074913742e-06
Position 1115: 2.825338774681792e-06
Position 1148: 2.6364389479568904e-06
Position 484: 2.4112768229824634e-06
Position 1072: 2.0825666767722874e-06
Position 655: 1.8163406566778186e-06
Position 2271: 1.6787026915748794e-06
Position 556: 1.5844274767934507e-06
Position 2356: 1.3223761099565015e-06
Position 243: 7.091085656914792e-07
Position 512: 5.539033138689538e-07
Position 1946: 4.0537882087911183e-07
Position 166: 2.259836976494947e-07
Position 622: 1.225153950233993e-07
Position 558: 1.1792466632367863e-07
Position 529: 8.020320853896723e-08
Position 548: 7.07018979760109e-08
Position 1735: 3.656458553271712e-08
Position 537: 2.724135015357197e-08
Position 539: 1.6642114487653167e-08
Position 175: 1.5579761513879816e-08
Position 520: 1.148175817552073e-08
Position 534: 7.962826927178386e-09
Position 544: 5.7437979090262926e-09
Position 552: 5.410606314289012e-09
Position 141: 2.3222054006962995e-10
