Gene = Ccl26
Position 218: 0.00028514967347935063
Position 1192: 0.00023591265575007383
Position 797: 0.0002340458732428373
Position 792: 0.00021026414277589816
Position 2301: 0.0001903696257670909
Position 1422: 0.00018896340832615064
Position 1571: 0.00018806441573966342
Position 2947: 0.00018379148101558846
Position 167: 0.00016579278675329636
Position 1491: 0.00016534043033336734
Position 1346: 0.00015411915100597563
Position 772: 0.0001482002309430755
Position 1470: 0.00010924636360511005
Position 1257: 0.00010588543581545395
Position 665: 9.602916950784514e-05
Position 2513: 9.183090996612037e-05
Position 2460: 9.02130192745922e-05
Position 2230: 8.653555578902496e-05
Position 2950: 8.301477959857126e-05
Position 2354: 8.299170564135598e-05
Position 1082: 8.272659639441132e-05
Position 2407: 8.2557015801425e-05
Position 2566: 8.01430975614298e-05
Position 2136: 7.554698840048742e-05
Position 1857: 7.169386279040513e-05
Position 2435: 6.673780596239662e-05
Position 287: 6.589832133284259e-05
Position 936: 6.506844826646446e-05
Position 2594: 6.176272982012008e-05
Position 2276: 5.762099515539104e-05
Position 2190: 5.737637372670657e-05
Position 641: 5.70588646852348e-05
Position 1143: 5.489983862765731e-05
Position 1140: 5.286554243961458e-05
Position 1961: 4.4609909912302215e-05
Position 427: 4.379351183485467e-05
Position 1066: 3.737838305517974e-05
Position 845: 2.9336305798463532e-05
Position 749: 2.861232447251737e-05
Position 164: 2.6791813233538495e-05
Position 361: 2.6418886560729716e-05
Position 963: 2.1617456872790854e-05
Position 514: 2.150937442191114e-05
Position 723: 1.9942435657591213e-05
Position 105: 1.400926091371299e-05
Position 292: 6.836551249964593e-06
Position 237: 6.359841912179415e-06
Position 1105: 5.9514695264942246e-06
Position 260: 5.727635223775504e-06
Position 2867: 2.857731908483924e-06
Position 249: 1.7020659489934508e-06
Position 123: 1.5704954989309168e-06
Position 251: 9.458192353166956e-07
Position 1476: 5.166271800785578e-07
Position 867: 4.7375883011504774e-07
Position 854: 4.1484899708873655e-07
Position 870: 3.113713886456211e-07
Position 1114: 3.0422082114508904e-07
Position 896: 2.1065640786378106e-07
Position 683: 9.165273836642674e-08
Position 819: 5.061378953431605e-08
Position 277: 3.667220476010348e-08
Position 557: 2.258398369089542e-08
Position 552: 2.1764836170134827e-08
Position 377: 1.2389404228658968e-08
Position 436: 1.2353703909856846e-08
Position 318: 1.051179233079275e-08
Position 314: 2.306400689641152e-09
Position 517: 2.8969750300471983e-11
Position 456: 5.666519721704169e-13
Position 379: 1.874172233618271e-13
