Gene = Mosmo
Position 1889: 0.00010842428095676911
Position 4195: 0.00010093062682670469
Position 13010: 0.0001006311450671552
Position 8697: 9.963622033876686e-05
Position 11152: 9.327763524940346e-05
Position 764: 7.432034654588291e-05
Position 3540: 6.763505545140653e-05
Position 508: 5.7355577944084194e-05
Position 2911: 5.702828937203231e-05
Position 3924: 5.2721179798820904e-05
Position 2594: 4.921684921134798e-05
Position 1190: 4.2929217874732146e-05
Position 4367: 4.2368634153624596e-05
Position 4321: 4.2003204354286996e-05
Position 4317: 4.0448779626185085e-05
Position 5638: 4.002434183467847e-05
Position 10949: 3.856374475090054e-05
Position 1413: 3.406832453718734e-05
Position 1795: 3.094664896003176e-05
Position 1357: 2.8643409373673578e-05
Position 4654: 2.8111805055137784e-05
Position 4147: 2.7963350276764255e-05
Position 3496: 2.7907982085661094e-05
Position 1432: 2.7581615234812974e-05
Position 1219: 2.7571413162822057e-05
Position 1338: 2.6949040108049124e-05
Position 5469: 2.6859663262886428e-05
Position 2926: 2.517585976408796e-05
Position 7746: 2.5112730879530152e-05
Position 5039: 2.1980205673871932e-05
Position 1455: 2.1608198734466706e-05
Position 627: 2.1216725408183112e-05
Position 1528: 2.098054065808905e-05
Position 2028: 2.0052069150750742e-05
Position 1404: 1.586357979264438e-05
Position 6360: 1.4254113949800531e-05
Position 4406: 1.244021442154316e-05
Position 2760: 1.2196464190880639e-05
Position 8102: 1.1226891306025505e-05
Position 820: 1.0680398285828329e-05
Position 1604: 1.0176409363669794e-05
Position 3373: 1.0148478423503796e-05
Position 5870: 1.0145992762469102e-05
Position 1385: 1.0098077163128303e-05
Position 1563: 9.994234917727726e-06
Position 5802: 9.688314732477994e-06
Position 6278: 9.417672450183566e-06
Position 1866: 8.303509672320637e-06
Position 1835: 8.286663784591974e-06
Position 731: 7.788442909213722e-06
Position 692: 7.596993723158329e-06
Position 6470: 7.579318650038006e-06
Position 3775: 7.3474359031751694e-06
Position 2425: 7.02917650877229e-06
Position 2977: 7.000181514996351e-06
Position 1877: 6.775834566332058e-06
Position 535: 6.578435288612167e-06
Position 2321: 6.21743012626247e-06
Position 368: 6.066445854746684e-06
Position 1340: 5.572654292801986e-06
Position 2501: 5.400151404882049e-06
Position 924: 5.3676705563017375e-06
Position 6440: 5.171868913099411e-06
Position 1292: 4.991551948614499e-06
Position 2951: 4.868769620782702e-06
Position 6135: 4.782563633742631e-06
Position 5659: 4.735302506467818e-06
Position 5309: 4.472051395458044e-06
Position 1508: 4.420500122480943e-06
Position 511: 4.248227116951565e-06
Position 1572: 4.013181191715832e-06
Position 784: 3.871519961593144e-06
Position 5432: 3.769371864746176e-06
Position 1904: 3.5288803958141307e-06
Position 4425: 3.4220959331768145e-06
Position 777: 3.185342291790999e-06
Position 585: 2.907896617671209e-06
Position 1535: 2.7015184088849455e-06
Position 3085: 2.628299280795994e-06
Position 3390: 2.464846156428516e-06
Position 936: 2.3207536538095286e-06
Position 1269: 2.2951264172755803e-06
Position 1626: 2.199955084469879e-06
Position 3658: 2.1491183224175297e-06
Position 2343: 1.8924378972667311e-06
Position 4056: 1.7727006875610535e-06
Position 1504: 1.6791131752763883e-06
Position 2849: 1.6780246899760432e-06
Position 3154: 1.5754719682751415e-06
Position 1880: 1.5175641325663286e-06
Position 3159: 1.4992938453933881e-06
Position 2181: 1.4895949912934595e-06
Position 1821: 1.4463762010574341e-06
Position 2983: 1.4157658592333322e-06
Position 1478: 1.3603892093445519e-06
Position 1640: 1.3261853584598558e-06
Position 1033: 1.2917381132796987e-06
Position 1417: 1.2145603466203315e-06
Position 1549: 1.182067211441261e-06
Position 2033: 1.13217876874311e-06
Position 1634: 1.1309349154660339e-06
Position 633: 1.0590764160813539e-06
Position 1514: 1.0384483310750801e-06
Position 1227: 9.929895572098964e-07
Position 631: 9.85269953195856e-07
Position 1062: 8.866637301550944e-07
Position 1087: 8.396871174879909e-07
Position 1122: 7.066420491395443e-07
Position 450: 5.900265794298608e-07
Position 1668: 6.467300480758657e-08
Position 1631: 6.02327845990529e-08
Position 383: 3.604813196816149e-08
Position 2118: 2.786799092611163e-08
Position 2957: 2.7391984854049136e-08
Position 1427: 2.6204455759749968e-08
Position 1658: 1.6272932191544475e-08
Position 537: 1.4904336535721982e-08
Position 543: 1.2480014202023128e-08
Position 553: 1.0432027086329433e-08
Position 1144: 1.029419642786554e-08
Position 496: 9.077314592918934e-09
Position 1011: 8.856897060943268e-09
Position 896: 8.513140239469146e-09
Position 1608: 7.76446962734829e-09
Position 1590: 7.446160599541891e-09
Position 303: 6.892850632538977e-09
Position 1581: 6.872511890932196e-09
Position 767: 6.5920711715932735e-09
Position 1512: 6.457159249195144e-09
Position 1587: 6.3970888534813455e-09
Position 515: 5.306859285648525e-09
Position 1314: 5.1069285116556864e-09
Position 1309: 4.918705704758239e-09
Position 906: 3.870948823405322e-09
Position 2622: 1.899877811043477e-09
Position 1093: 1.7665189428103975e-09
Position 232: 1.630361140963588e-09
Position 1945: 1.398303760016532e-09
Position 559: 1.2194766823199733e-09
Position 826: 1.0720435117284374e-09
Position 966: 7.951069755087026e-10
Position 547: 5.809452014333953e-10
Position 2819: 4.6155414217327076e-10
Position 555: 3.963498103984503e-10
Position 1758: 2.517862928134265e-10
Position 264: 5.532737314758384e-11
Position 835: 2.9594416697629195e-11
Position 333: 2.351959050216014e-11
Position 413: 2.2243739589257256e-11
Position 244: 9.655611185187612e-14
Position 295: 8.417759879449089e-14
