Gene = Mgmt
Position 3454: 0.0015262199877645222
Position 1367: 0.0014220268460973674
Position 4882: 0.0014105145893318822
Position 5012: 0.0013611482531029966
Position 8218: 0.0013440571047588369
Position 8407: 0.0013334149839338257
Position 4831: 0.0013149624396453514
Position 3892: 0.0012607461568071294
Position 1951: 0.0012335104265585768
Position 3495: 0.0012231986983597934
Position 8867: 0.0012043654125877944
Position 8037: 0.0011468659902585706
Position 4230: 0.0011224240893846877
Position 3956: 0.001064257174825486
Position 1149: 0.0010461984822119814
Position 9522: 0.0010417849810226804
Position 7472: 0.0010333356239262297
Position 1222: 0.0010246970052835331
Position 5585: 0.0010031045978407204
Position 6824: 0.0009340039657489165
Position 3429: 0.0009334944373272982
Position 647: 0.0009326359081938671
Position 3258: 0.0009290352146253459
Position 4970: 0.0009282305040041192
Position 7574: 0.0007800984662245069
Position 2980: 0.0007750013056380405
Position 4860: 0.0007360767711454954
Position 6571: 0.0006872432580541595
Position 5755: 0.0006507135724986123
Position 7939: 0.0006361991003043452
Position 6659: 0.0006209987526795256
Position 4338: 0.0005681084792930803
Position 931: 0.0005662261363902067
Position 7596: 0.0005531456750643023
Position 4797: 0.0005375253594917244
Position 8288: 0.0005356041770092743
Position 9871: 0.0005186460054560736
Position 1586: 0.0005036331825688965
Position 1448: 0.00044565874627087174
Position 1915: 0.00044532953333583443
Position 5168: 0.0004441465009355369
Position 4204: 0.0004227727203227625
Position 9406: 0.0004194427295466218
Position 5307: 0.00041026143092810514
Position 746: 0.0004072417165291687
Position 6384: 0.00040559295089373856
Position 5184: 0.0003996591378884549
Position 3519: 0.0003739717325550912
Position 5644: 0.00035911709060172306
Position 7783: 0.000358153870430853
Position 4408: 0.00035002730446032337
Position 8490: 0.0003354425071224736
Position 3354: 0.00031749748642136513
Position 5546: 0.00031617512763269134
Position 5696: 0.0003088308144157777
Position 1704: 0.0003056653874413917
Position 848: 0.00030541884933675404
Position 615: 0.0002767797597755392
Position 2806: 0.0002748735505025715
Position 6699: 0.00027186735931146303
Position 3915: 0.00026524352549284197
Position 451: 0.0002639353183746726
Position 2632: 0.00026193037032950893
Position 183: 0.0002616894082218456
Position 1176: 0.00025315553028573977
Position 7089: 0.0002470757489028879
Position 628: 0.00024129772278606629
Position 6372: 0.00023427683093036852
Position 6482: 0.00021296847046245798
Position 7362: 0.0001873860213652821
Position 2069: 0.00017933464857941474
Position 3748: 0.000173497843467349
Position 3667: 0.0001719017803906093
Position 5374: 0.00016985540401822993
Position 827: 0.0001679002049724604
Position 295: 0.00016197772585925955
Position 587: 0.00016085857575544123
Position 6362: 0.00015662859253628696
Position 4996: 0.00015502468827185994
Position 353: 0.000152788551665092
Position 6337: 0.0001502253591722691
Position 236: 0.0001465323734500311
Position 6107: 0.00014633601993157283
Position 5117: 0.00013782802975152773
Position 6550: 0.00013765370543725
Position 1619: 0.00013522996453554307
Position 1179: 0.00013245668638060462
Position 2668: 0.00013028175499333984
Position 2878: 0.00012586521508779584
Position 578: 0.00012311169374109758
Position 3073: 0.00010915765449106783
Position 4781: 0.00010693243459288189
Position 1984: 8.702562592283438e-05
Position 5668: 8.132709560008861e-05
Position 1025: 7.848428065433095e-05
Position 5036: 7.785446092607269e-05
Position 3320: 7.159816232466669e-05
Position 4547: 7.09068908287051e-05
Position 1961: 7.027445311529471e-05
Position 3475: 6.959927583038907e-05
Position 4040: 6.614604710591437e-05
Position 3193: 6.203199903288905e-05
Position 1452: 6.157170256650344e-05
Position 1550: 6.034361671580547e-05
Position 2448: 5.993798860572836e-05
Position 1152: 5.6117004936689836e-05
Position 543: 5.5512707773222334e-05
Position 4384: 5.482028272537652e-05
Position 472: 5.362612640200699e-05
Position 4117: 5.306987270690636e-05
Position 2835: 4.1840110911435254e-05
Position 4065: 4.026187898907071e-05
Position 907: 3.759054355052394e-05
Position 467: 3.485668881920456e-05
Position 521: 3.390583756381643e-05
Position 1657: 3.341057366001194e-05
Position 156: 3.32666914245968e-05
Position 1203: 3.086012531634146e-05
Position 1182: 3.076046340527801e-05
Position 891: 2.8585317311269872e-05
Position 2022: 2.77838013279325e-05
Position 2435: 2.629400300266096e-05
Position 1118: 2.518208718787506e-05
Position 389: 2.4778945299411534e-05
Position 836: 2.3814666615766872e-05
Position 1097: 2.272702255651547e-05
Position 1596: 1.9588774629933426e-05
Position 1325: 1.8333935854017662e-05
Position 1348: 1.7550710064542435e-05
Position 902: 1.6917543345181514e-05
Position 938: 1.556644258010271e-05
Position 434: 1.2562646066904618e-05
Position 800: 1.2035978883987305e-05
Position 1190: 1.147825351931817e-05
Position 709: 1.0560191420219997e-05
Position 1047: 3.878148249487567e-06
Position 1041: 3.272391610222176e-06
Position 649: 2.651531174450212e-06
Position 2530: 1.2736220820479633e-06
Position 713: 1.0635671709107635e-06
Position 757: 1.334013435736916e-07
Position 642: 8.918847412188043e-08
Position 656: 8.699822772399338e-08
Position 475: 8.167298920159454e-08
Position 1120: 7.91917140349539e-08
Position 987: 7.898392166654103e-08
Position 959: 5.449054166649247e-08
Position 469: 1.9393161624931726e-08
Position 419: 1.785273777270912e-08
Position 727: 1.5346223138826866e-08
Position 431: 1.3248372968851408e-08
Position 486: 1.1221210788523088e-08
Position 146: 9.909562017725888e-09
Position 748: 6.736943585321174e-09
Position 558: 6.059268585627985e-09
Position 761: 3.967874883100446e-09
Position 414: 3.5982595584660693e-09
Position 545: 2.818388599674979e-09
Position 547: 1.3786377841789286e-09
Position 114: 1.753810108463703e-10
Position 110: 1.0215765724736033e-10
Position 407: 8.461975521242761e-11
Position 396: 5.52062709508261e-11
Position 120: 3.554300519898318e-11
Position 112: 8.253222341487217e-12
Position 133: 5.889725597412634e-12
Position 125: 1.0384775308753896e-12
Position 129: 1.296326820037857e-13
Position 78: 3.304128006814543e-14
