Gene = Npsr1
Position 2921: 0.00031498908483661956
Position 4261: 0.00029571581747206736
Position 1300: 0.0002946376341066126
Position 579: 0.00029433541357129316
Position 7646: 0.00027430168139181614
Position 5281: 0.00026109093838758466
Position 5140: 0.00023240993425401114
Position 6944: 0.000231089193857891
Position 284: 0.00022878191407234213
Position 2531: 0.0002278280497728848
Position 931: 0.0002194405575234647
Position 7706: 0.00020575977302173394
Position 4469: 0.00020536531639612303
Position 3697: 0.00019945907582444232
Position 7192: 0.00018650623187852923
Position 7513: 0.0001830642913057319
Position 8030: 0.00017931209920244982
Position 7537: 0.00017684023054678855
Position 1051: 0.00017127202223429894
Position 1197: 0.00016555947578826783
Position 3352: 0.00016372685672521206
Position 7133: 0.00016018574130039173
Position 6858: 0.0001563320809218727
Position 3536: 0.00015275554284954895
Position 2986: 0.0001520939224604805
Position 7085: 0.00014863888023606008
Position 1164: 0.00014839027430724538
Position 1849: 0.00014096613581152163
Position 4323: 0.0001326190258151865
Position 1115: 0.00011294577337162771
Position 3866: 0.00011237814781547689
Position 1326: 0.00011236484365628948
Position 3253: 0.00010984733875054806
Position 5850: 9.323009320360355e-05
Position 5523: 8.493595924179868e-05
Position 2363: 8.43220810196353e-05
Position 4026: 8.22802033903493e-05
Position 1337: 7.921866956744607e-05
Position 1380: 7.431212208374175e-05
Position 106: 7.37500865085941e-05
Position 4382: 6.237382277966617e-05
Position 1759: 6.087186604944108e-05
Position 5048: 5.993952052070983e-05
Position 3215: 5.784176250848171e-05
Position 3290: 5.635871843033927e-05
Position 3943: 5.443125219607117e-05
Position 3068: 5.266142588948663e-05
Position 4495: 5.1108937787165074e-05
Position 1420: 5.0135804767247403e-05
Position 2221: 4.8153264087729554e-05
Position 712: 4.7666714072366586e-05
Position 2471: 4.667169732023384e-05
Position 4199: 4.6419415640780004e-05
Position 188: 4.5206779429688665e-05
Position 1764: 4.458312354536429e-05
Position 207: 4.4408466580994786e-05
Position 1282: 4.2635554014542e-05
Position 3258: 4.106130204989749e-05
Position 2558: 3.924534061338951e-05
Position 808: 3.9124391424777085e-05
Position 5039: 3.799996190575611e-05
Position 4627: 3.794771839849494e-05
Position 2525: 3.7599037905935034e-05
Position 4181: 3.6092152824379175e-05
Position 2712: 3.383153004378606e-05
Position 2493: 3.340912543398292e-05
Position 4135: 3.324749892725042e-05
Position 2211: 3.20797540039161e-05
Position 4164: 3.0223634077589972e-05
Position 4353: 2.982540495471717e-05
Position 805: 2.8322038429318197e-05
Position 1917: 2.5370012263195887e-05
Position 1976: 2.4765935089245033e-05
Position 2794: 2.4727976351472116e-05
Position 2528: 2.4525304286345144e-05
Position 2561: 2.04899555168036e-05
Position 2500: 2.0401014008889643e-05
Position 2322: 2.034513658107178e-05
Position 152: 1.8687272362148127e-05
Position 2208: 1.8095569035656935e-05
Position 1692: 1.6661747566999696e-05
Position 1008: 1.3914123718323895e-05
Position 3703: 1.362011503947888e-05
Position 1348: 1.3556267005264905e-05
Position 2262: 1.3280341069221051e-05
Position 3473: 1.303924928891672e-05
Position 909: 1.221287091561197e-05
Position 606: 1.1959157776644248e-05
Position 2333: 1.164117567221185e-05
Position 2840: 1.074856495473623e-05
Position 778: 9.693766716962175e-06
Position 3771: 4.989333348649419e-06
Position 3470: 3.5715237535462483e-06
Position 2883: 3.3105114406785427e-06
Position 2107: 2.0033443898292824e-06
Position 2898: 1.8518186426873182e-06
Position 3887: 1.7578921517967835e-06
Position 3797: 1.187768676319183e-06
Position 1040: 1.1590608375444471e-06
Position 158: 9.791883525434068e-07
Position 1170: 8.981400698360744e-07
Position 179: 8.228689545581062e-07
Position 1027: 5.326407877988225e-07
Position 2187: 5.008915578599905e-07
Position 103: 4.0171650334736106e-07
Position 298: 3.380325810623881e-07
Position 950: 2.745463450018834e-07
Position 2152: 1.922750580148911e-07
Position 1307: 1.0947418386593085e-07
Position 944: 8.720720883350019e-08
Position 202: 8.359450947640597e-08
Position 79: 8.289793898309036e-08
Position 582: 4.559578351834946e-08
Position 82: 3.357060950860064e-08
Position 301: 3.082383939949954e-08
Position 1093: 2.7326286754706294e-08
Position 400: 2.4137767064203727e-08
Position 946: 2.38085342067913e-08
Position 2114: 1.645886878391522e-08
Position 961: 1.557389827326489e-08
Position 333: 1.3411324768947181e-08
Position 404: 9.376595412723319e-09
Position 347: 7.85400495248177e-09
Position 92: 3.904772893417675e-09
Position 584: 2.437626095348755e-09
Position 956: 2.1412525494969888e-09
Position 349: 1.9276232362446604e-09
Position 154: 1.3131685645155485e-09
Position 84: 1.1322677301509976e-09
Position 359: 1.027466566117739e-09
Position 368: 6.666622408060141e-10
Position 162: 5.975678286749524e-10
Position 375: 3.721338905368811e-10
Position 390: 9.101578567870953e-11
Position 371: 2.7134836122983848e-11
Position 373: 4.726448143626469e-12
Position 384: 3.1074847140862593e-12
Position 382: 1.1037124924074384e-12
