Gene = CtIP
Position 1577: 5.58326219791679e-09
Position 169: 2.8822565053998235e-09
Position 1255: 2.293712778695597e-09
Position 224: 1.1864916036248508e-09
Position 527: 1.033995809455697e-09
Position 1625: 9.268292514927202e-10
Position 847: 9.209460196000839e-10
Position 410: 8.264245502429099e-10
Position 690: 5.424243100745628e-10
Position 220: 4.861743742555104e-10
Position 832: 1.6975197862964133e-10
Position 817: 9.170732486710865e-11
Position 803: 5.45082024997193e-11
Position 209: 5.443353800972039e-11
Position 1393: 2.8219150405975884e-11
Position 634: 3.098480892097096e-12
Position 536: 2.028277018145263e-12
Position 805: 5.205784942266976e-13
Position 538: 2.274952727730253e-15
