Gene = KdelR
Position 1083: 4.3673356293236037e-07
Position 836: 4.064473787486897e-07
Position 1101: 3.242643014697861e-07
Position 1347: 3.01960938542953e-07
Position 260: 2.7172033555390957e-07
Position 1257: 2.367760221051901e-07
Position 923: 2.0932498471654474e-07
Position 718: 1.785132907781449e-07
Position 1657: 1.47054419975801e-07
Position 1007: 1.3066830797957679e-07
Position 227: 3.207018432791332e-08
Position 1070: 3.0989548413462434e-08
Position 802: 2.219139422037798e-08
Position 70: 8.999714034524326e-09
Position 1003: 5.58623513281013e-09
Position 108: 5.5412981626990626e-09
Position 257: 4.653321803192586e-09
Position 224: 1.687981572424078e-09
Position 1340: 9.086431081986115e-10
Position 265: 7.746397673775293e-10
Position 712: 1.1320854351480722e-10
Position 1468: 1.1307677848876564e-10
Position 1075: 1.3215535568153888e-11
Position 699: 9.081048597411096e-12
Position 453: 2.5411155809032114e-17
