Gene = dib
Position 507: 4.622235695564233e-05
Position 628: 3.3688676913201686e-05
Position 1858: 2.8395363821812827e-05
Position 489: 2.361858833543292e-05
Position 2112: 2.163677912609293e-05
Position 2154: 1.9082568347575316e-05
Position 518: 1.9060389427671127e-05
Position 1734: 1.7254346948064595e-05
Position 62: 1.6592924378510493e-05
Position 343: 1.3488665720551793e-05
Position 384: 1.2559183915656448e-05
Position 2141: 1.2460342925278371e-05
Position 258: 1.2434557875778894e-05
Position 1856: 1.1832317834306755e-05
Position 2082: 1.1508600557645566e-05
Position 1967: 9.960627170276751e-06
Position 2051: 9.549844001387652e-06
Position 1172: 6.881717576881484e-06
Position 880: 5.82455478652134e-06
Position 463: 5.587691228379092e-06
Position 328: 4.734916169817014e-06
Position 2189: 3.731226939523634e-06
Position 50: 3.0217135424384937e-06
Position 1405: 2.792270079834421e-06
Position 1745: 2.603232955078424e-06
Position 737: 2.5616899366633194e-06
Position 944: 2.440414878319854e-06
Position 1690: 2.297380911239011e-06
Position 1559: 2.2467441555062464e-06
Position 2196: 2.2408343995665356e-06
Position 89: 2.223581668535176e-06
Position 696: 1.815211551670238e-06
Position 772: 1.6759597775694033e-06
Position 1241: 1.467246615339641e-06
Position 276: 1.3449145811796833e-06
Position 1979: 1.2763219138745187e-06
Position 439: 1.1718130292153582e-06
Position 1643: 1.1255379144486282e-06
Position 711: 1.0342279556472474e-06
Position 1182: 7.306684151846764e-07
Position 1985: 5.478890756278191e-07
Position 1770: 4.4201751119235325e-07
Position 1641: 4.363240815868625e-07
Position 1382: 3.5989320656448696e-07
Position 1651: 3.4410479254860316e-07
Position 765: 3.4065437780426034e-07
Position 1953: 3.0659093858452225e-07
Position 1919: 3.0314667468546005e-07
Position 1408: 2.7440668117224395e-07
Position 2085: 2.344297292438174e-07
Position 1971: 2.0385029637194186e-07
Position 744: 7.874507890185105e-08
Position 1430: 6.331287708434717e-08
Position 1973: 1.6636667584564947e-08
Position 730: 6.208392036005467e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1398: 0.9899790353286676
Position 1682: 0.9252469500351367
Position 737: 0.841505184534449
Position 1939: 0.3868044490974237
Position 1124: 0.2072756480221743
Position 1963: 0.13264484860421505
Position 1898: 0.10072901204319798
Position 1919: 0.037600797878526035
Position 2096: 0.016449492033054427
Position 772: 0.012260212975173925
Position 2120: 0.008544799020443165
Position 2226: 0.00775595505590294
Position 863: 0.006623209658081763
Position 1038: 0.00475755391683957
Position 787: 0.004655441899350027
Position 269: 0.003893046144754853
Position 2007: 0.00375415494160926
Position 1382: 0.0034588178062338435
Position 2196: 0.0030401844404005824
Position 258: 0.0027647667517517434
Position 2032: 0.002300229767865285
Position 1985: 0.0021546546845128164
Position 1416: 0.0018138813748502225
Position 296: 0.0015808188963287754
Position 1144: 0.0014557640774612187
Position 2099: 0.001435311044128509
Position 1641: 0.001403213839630968
Position 1474: 0.0011902689262900316
Position 2238: 0.0009460086686586107
Position 644: 0.0008304970383876929
Position 335: 0.0007916289758693011
Position 2169: 0.0007789072646992743
Position 703: 0.0007704469388316146
Position 684: 0.0005544929847681449
Position 196: 0.0004130190574957566
Position 303: 0.0003788670138323814
Position 215: 0.00036646527209352486
Position 1595: 0.00036193044385204686
Position 1220: 0.00034186433459097867
Position 1061: 0.00032662520343913244
Position 687: 0.0002530189580359824
Position 2134: 0.00020953330115410185
Position 1993: 0.00020394146654940495
Position 1995: 0.00019602360605660334
Position 446: 0.0001661895927990474
Position 711: 0.0001403415199723762
Position 207: 0.00011338438972979935
Position 1711: 0.00010292258149582678
Position 537: 8.067246492496916e-05
Position 696: 6.943105227512042e-05
Position 2045: 6.864830936135248e-05
Position 1426: 5.9843696110761504e-05
Position 1443: 5.836572179870149e-05
Position 1770: 5.520346566832371e-05
Position 1795: 5.256292474948337e-05
Position 498: 4.705767315911152e-05
Position 340: 4.530591447767207e-05
Position 221: 4.481719549688274e-05
Position 846: 3.6533757063525555e-05
Position 1249: 3.527940082079381e-05
Position 1138: 3.3292154752458114e-05
Position 801: 3.0540085961305974e-05
Position 794: 2.581685587032388e-05
Position 1189: 2.493598859168495e-05
Position 922: 2.1331331644139735e-05
Position 918: 1.952342691277529e-05
Position 526: 1.9029557565718473e-05
Position 455: 1.8533831585175483e-05
Position 320: 1.7498866288619416e-05
Position 2049: 1.5904974483140136e-05
Position 761: 1.5903085455423188e-05
Position 371: 1.53480970865166e-05
Position 986: 1.2390906369537425e-05
Position 113: 1.1948110835698246e-05
Position 575: 1.1105148356804417e-05
Position 1739: 9.597467932167476e-06
Position 903: 8.810208390061224e-06
Position 1452: 8.522601193766376e-06
Position 868: 7.4440291392091715e-06
Position 343: 7.435184998695914e-06
Position 1159: 7.404998995415767e-06
Position 605: 5.111747609247132e-06
Position 515: 5.079620603994631e-06
Position 877: 4.470683781403658e-06
Position 583: 3.918391212877617e-06
Position 835: 3.7400141280242368e-06
Position 1027: 3.580285992514822e-06
Position 1572: 3.16055123394388e-06
Position 1290: 2.7080523931400615e-06
Position 1303: 2.133513008072961e-06
Position 1167: 2.0521863321152325e-06
Position 458: 1.991976625428562e-06
Position 1727: 1.7497202952167396e-06
Position 1851: 1.7321922036720632e-06
Position 1818: 1.5342453274955965e-06
Position 89: 1.4159457000806687e-06
Position 1488: 1.0245357396502713e-06
Position 1317: 1.0241435639112127e-06
Position 1440: 8.335072607706693e-07
Position 1162: 8.163729417294321e-07
Position 1336: 6.28270112119678e-07
Position 473: 5.630245155399823e-07
Position 104: 5.51240080611499e-07
Position 85: 4.825736102278462e-07
Position 518: 4.527683928451636e-07
Position 373: 3.415734852983656e-07
Position 940: 3.1736290924768937e-07
Position 123: 2.298811077022086e-07
Position 1496: 2.162448728388086e-07
Position 1822: 1.5496807784060828e-07
Position 1803: 1.4278978647219545e-07
Position 1614: 1.1958126594083073e-07
Position 1182: 8.143589183965298e-08
Position 475: 8.081237884306045e-08
Position 959: 7.004725414771224e-08
Position 975: 5.994333165674381e-08
Position 1236: 5.73833978963946e-08
Position 463: 5.091504675829634e-08
Position 1351: 4.877947161227691e-08
Position 1797: 4.749938697402465e-08
Position 895: 3.930884209826519e-08
Position 507: 3.7406360148085506e-08
Position 227: 3.572139620750053e-08
Position 1344: 3.247801808663409e-08
Position 1619: 2.2599487951115028e-08
Position 1829: 2.0272033453052025e-08
Position 1170: 8.638052517420268e-09
Position 942: 2.569465350067442e-09
Position 1569: 1.6285122050038236e-09
Position 955: 1.4976093200585382e-09
Position 1838: 1.3816904555115941e-09
Position 132: 1.0264166086036605e-09
Position 602: 3.522999397584508e-10
Position 1195: 3.360017019568114e-10
Position 1844: 9.959389156514247e-11
Position 967: 9.837478761652957e-11
Position 964: 8.132095514004486e-11
Position 1831: 2.2725082757165838e-12
Position 1601: 6.767003003412349e-13
Position 1172: 1.0393879409510349e-14
